direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
left,left,23.0,1.0,11.0,left,1.0,0.6790694000665098,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,11.0,1.0,23.0,0.0,377.3957786000101,,,,,,,,,377.3803874000441,377.72941819997504,378.5303733999608,378.5147115000291,378.51500729995314,378.5303733999608,378.5303733999608,378.5303733999608,379.216105200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6790694000665098,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,24.0,0.0,12.0,right,1.0,1.1113584000850096,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,12.0,0.0,24.0,1.0,379.2319311000174,,,,,,,,,379.21641590003856,380.0157718999544,380.8174096000148,380.8010268999497,380.8013149000472,380.8174096000148,380.8174096000148,380.8174096000148,381.9378293999471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1113584000850096,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,25.0,1.0,12.0,left,1.0,0.607157799997367,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,12.0,1.0,25.0,0.0,381.9526041999925,,,,,,,,,381.9382232000353,382.0520367999561,382.854046799941,382.83782040001824,382.8382574999705,382.854046799941,382.854046799941,382.854046799941,383.4732617000118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.607157799997367,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,26.0,0.0,13.0,right,1.0,0.6196675000246614,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,13.0,0.0,26.0,1.0,383.4876403999515,,,,,,,,,383.473721700022,384.6732160999673,385.474891699967,385.4585393000161,385.4590012000408,385.474891699967,385.474891699967,385.474891699967,386.109762200038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6196675000246614,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,27.0,1.0,13.0,left,1.0,0.7449722000164911,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,13.0,1.0,27.0,0.0,386.1253650999861,,,,,,,,,386.1101856000023,386.47585809999146,387.27739119995385,387.2611320000142,387.2616820000112,387.27739119995385,387.27739119995385,387.27739119995385,388.0295392000117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7449722000164911,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,28.0,0.0,14.0,right,1.0,0.698625799966976,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,14.0,0.0,28.0,1.0,388.0452674999833,,,,,,,,,388.0299202000024,388.14511529996525,388.946732899989,388.9301407999592,388.93046950001735,388.946732899989,388.946732899989,388.946732899989,389.6486980000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.698625799966976,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,29.0,1.0,14.0,left,1.0,0.7202780999941751,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,14.0,1.0,29.0,0.0,389.6642877999693,,,,,,,,,389.6489512999542,389.99794509995263,390.7995742999483,390.7831194000319,390.783399399952,390.7995742999483,390.7995742999483,390.7995742999483,391.534932199982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7202780999941751,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,30.0,0.0,15.0,right,1.0,0.4884430000092834,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,15.0,0.0,30.0,1.0,391.55001140001696,,,,,,,,,391.5352405000013,392.7354447999969,393.5370285999961,393.520587899955,393.5210010999581,393.5370285999961,393.5370285999961,393.5370285999961,394.0382685000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.4884430000092834,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,31.0,1.0,15.0,left,1.0,0.5658763999817893,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,15.0,1.0,31.0,0.0,394.054247800028,,,,,,,,,394.03860109997913,394.3879091000417,395.18956790002994,395.1730593999382,395.1733799999347,395.18956790002994,395.18956790002994,395.18956790002994,395.7579784999834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5658763999817893,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,32.0,0.0,16.0,left,1.0,0.564994900021702,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,16.0,0.0,32.0,0.0,395.772954300046,,,,,,,,,395.7582947999472,396.95843729993794,397.7600840999512,397.7435065000318,397.743769899942,397.7600840999512,397.7600840999512,397.7600840999512,398.3284857999533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.564994900021702,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,33.0,1.0,16.0,right,1.0,0.522200100007467,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,16.0,1.0,33.0,1.0,398.3434966999339,,,,,,,,,398.3287162999623,399.529139899998,400.3307372999843,400.31422559998464,400.31450790003873,400.3307372999843,400.3307372999843,400.3307372999843,400.8655136999441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.522200100007467,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,34.0,0.0,17.0,left,1.0,0.6418316999915987,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,17.0,0.0,34.0,0.0,400.88139090000186,,,,,,,,,400.86583729996346,400.9811566999415,401.7828183999518,401.7663228999591,401.76655810000375,401.7828183999518,401.7828183999518,401.7828183999518,402.4344665999524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6418316999915987,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,35.0,1.0,17.0,right,1.0,0.5407740999944508,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,17.0,1.0,35.0,1.0,402.4502606999595,,,,,,,,,402.4347590999678,402.53392039996106,403.3347686999477,403.3182616999839,403.3185478999512,403.3347686999477,403.3347686999477,403.3347686999477,403.88665959995706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5407740999944508,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,36.0,0.0,18.0,left,1.0,0.55415510002058,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,18.0,0.0,36.0,0.0,403.9020467000082,,,,,,,,,403.8870695999358,403.98604929994326,404.78722409997135,404.7703751999652,404.7706060999772,404.78722409997135,404.78722409997135,404.78722409997135,405.3552095999476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.55415510002058,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,37.0,1.0,18.0,right,1.0,0.4738033000612631,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,18.0,1.0,37.0,1.0,405.3711159999948,,,,,,,,,405.3554399999557,406.1559112999821,406.9575041999342,406.9409826999763,406.9412363000447,406.9575041999342,406.9575041999342,406.9575041999342,407.4422101000091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.4738033000612631,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,38.0,0.0,19.0,right,1.0,0.6265716999769211,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,19.0,0.0,38.0,1.0,407.4579490999458,,,,,,,,,407.4426209999947,407.7917044999776,408.5932463000063,408.57670939993113,408.57716480002273,408.5932463000063,408.5932463000063,408.5932463000063,409.2278996999376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6265716999769211,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,39.0,1.0,19.0,left,1.0,0.551421600044705,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,19.0,1.0,39.0,0.0,409.2438654999714,,,,,,,,,409.2281273000408,409.3276614999632,410.1284242999973,410.11181180004496,410.11211630003527,410.1284242999973,410.1284242999973,410.1284242999973,410.6970719000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.551421600044705,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,40.0,0.0,20.0,right,1.0,0.5231967000290751,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,20.0,0.0,40.0,1.0,410.71265010000207,,,,,,,,,410.6974333999679,410.7963883000193,411.5974786999868,411.5805911000352,411.5808715999592,411.5974786999868,411.5974786999868,411.5974786999868,412.1322783000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5231967000290751,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,41.0,1.0,20.0,left,1.0,0.4521875999635085,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,20.0,1.0,41.0,0.0,412.148133300012,,,,,,,,,412.1326487000333,412.4815304999938,413.28344309993554,413.26691949996166,413.2672043000348,413.28344309993554,413.28344309993554,413.28344309993554,413.7518345999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4521875999635085,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,42.0,0.0,21.0,right,1.0,0.5627990000648424,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,21.0,0.0,42.0,1.0,413.7670592999784,,,,,,,,,413.7521064999746,414.10177529999055,414.90286669996567,414.8857442999724,414.88606269995216,414.90286669996567,414.90286669996567,414.90286669996567,415.47079539997503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5627990000648424,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,43.0,1.0,21.0,left,1.0,0.6591106000123546,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,21.0,1.0,43.0,0.0,415.4866125000408,,,,,,,,,415.4711581999436,415.5705261999974,416.3715855999617,416.3544174999697,416.3546694000252,416.3715855999617,416.3715855999617,416.3715855999617,417.0404917999404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6591106000123546,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,44.0,0.0,22.0,left,1.0,0.5505946999182925,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,22.0,0.0,44.0,0.0,417.05616359994747,,,,,,,,,417.04082560003735,417.3898264999734,418.19061879999936,418.1740669000428,418.1743233000161,418.19061879999936,418.19061879999936,418.19061879999936,418.7424370000372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5505946999182925,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,45.0,1.0,22.0,right,1.0,0.512790200067684,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,1.0,418.7581331999973,,,,,,,,,418.74272710003424,418.8418937999522,419.6428243999835,419.62690359994303,419.62714420002885,419.6428243999835,419.6428243999835,419.6428243999835,420.16169670003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.512790200067684,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,46.0,0.0,23.0,right,1.0,0.5395341999828815,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,1.0,420.1775326000061,,,,,,,,,420.1619338999735,420.27728819998447,421.0789874999318,421.0625155000016,421.062877099961,421.0789874999318,421.0789874999318,421.0789874999318,421.6307133999653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5395341999828815,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,47.0,1.0,23.0,left,1.0,0.4971683999756351,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,0.0,421.6463768000249,,,,,,,,,421.6311849999474,421.7461510000285,422.54789479996543,422.53137300000526,422.53169360000174,422.54789479996543,422.54789479996543,422.54789479996543,423.0501010000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4971683999756351,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,48.0,0.0,24.0,left,1.0,0.6294758000876755,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,0.0,423.06499560002703,,,,,,,,,423.0505060999421,423.8497562999837,424.6506581000285,424.6338191999821,424.63409720000345,424.6506581000285,424.6506581000285,424.6506581000285,425.2857411999721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6294758000876755,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,49.0,1.0,24.0,right,1.0,0.5146328000118956,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,1.0,425.3019546000287,,,,,,,,,425.28596979996655,426.0857725000242,426.88748819998,426.8709965000162,426.871313999989,426.88748819998,426.88748819998,426.88748819998,427.4058049999876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5146328000118956,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,50.0,0.0,25.0,left,1.0,0.5977560000028461,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,0.0,427.4214159999974,,,,,,,,,427.4060369000072,428.2061544000171,429.00713629997335,428.9913626000052,428.99164349993225,429.00713629997335,429.00713629997335,429.00713629997335,429.6092160999542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5977560000028461,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,51.0,1.0,25.0,right,1.0,0.605538500007242,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,1.0,429.6247504999628,,,,,,,,,429.60945939994417,429.7085573000368,430.5096897999756,430.4927815999836,430.493078700034,430.5096897999756,430.5096897999756,430.5096897999756,431.1281246000435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.605538500007242,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,52.0,0.0,26.0,right,1.0,0.5506462999619544,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,1.0,431.1439384999685,,,,,,,,,431.1284805999603,432.3284553999547,433.13024349999614,433.1140879000304,433.1143248999724,433.13024349999614,433.13024349999614,433.13024349999614,433.6818987999577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5506462999619544,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,53.0,1.0,26.0,left,1.0,0.6016005000565201,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,0.0,433.697762100026,,,,,,,,,433.6821355000138,434.48248510004487,435.28308940003626,435.2670572999632,435.2673688000068,435.28308940003626,435.28308940003626,435.28308940003626,435.8863780000247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6016005000565201,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,54.0,0.0,27.0,right,1.0,0.9297971000196412,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,1.0,435.9011040999321,,,,,,,,,435.886694899993,436.0008175999392,436.8025262999581,436.7860471999738,436.7863229999784,436.8025262999581,436.8025262999581,436.8025262999581,437.738134299987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9297971000196412,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,55.0,1.0,27.0,left,1.0,0.7839220999740064,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,0.0,437.7538361999905,,,,,,,,,437.738373399945,438.9386990999337,439.74033669999335,439.72387630003504,439.7241475000046,439.74033669999335,439.74033669999335,439.74033669999335,440.5262703000335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7839220999740064,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,56.0,0.0,28.0,left,1.0,0.5711411000229418,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,0.0,440.5416750999866,,,,,,,,,440.52671030000784,440.89221339998767,441.6934076999314,441.6765841000015,441.6768973999424,441.6934076999314,441.6934076999314,441.6934076999314,442.2784354999894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5711411000229418,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,57.0,1.0,28.0,right,1.0,0.5296040000393987,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,1.0,442.2940818000352,,,,,,,,,442.2789858999895,443.0787737999344,443.87977570004296,443.864096299978,443.8645296000177,443.87977570004296,443.87977570004296,443.87977570004296,444.415502000018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5296040000393987,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,58.0,0.0,29.0,left,1.0,0.5686693000607193,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,444.4312730999664,,,,,,,,,444.41585250000935,445.215044499957,446.0167376999743,446.0004879999906,446.00075380003545,446.0167376999743,446.0167376999743,446.0167376999743,446.602006400004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5686693000607193,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,59.0,1.0,29.0,right,1.0,0.5800043999915943,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,446.6178285999922,,,,,,,,,446.6022693000268,446.9515443999553,447.75211580004543,447.735640799976,447.73593059997074,447.75211580004543,447.75211580004543,447.75211580004543,448.3377334999386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5800043999915943,,,,,sub-195,1,random_dot,59.81004330430504,
,,1.0,1.0,0.0,,,,,accuracy,space,3.139374800026417,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.34182259999216,448.3535066000186,453.3444953999715,sub-195,1,random_dot,59.81004330430504,
