direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 86
left,left,9.0,1.0,4.0,left,1.0,0.747049400000833,,,,,,4.0,1.0,9.0,0.0,,,,,,,,,159.30817319999915,,,,,,,,,159.2919588999357,159.64065019995903,160.44052279996686,160.42414030001964,160.42448030004743,160.44052279996686,160.44052279996686,160.44052279996686,161.1927409999771,left,1.0,0.747049400000833,,161.1928559000371,161.20836089993827,161.70921380002983,161.69306169997435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,10.0,0.0,5.0,left,1.0,0.7143533999333158,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,161.70921380002983,,,,,,,,,161.6933670999715,162.8947377000004,163.69614509993698,163.67984490003437,163.68011529999785,163.69614509993698,163.69614509993698,163.69614509993698,164.4144806000404,left,1.0,0.7143533999333158,,164.41455630003475,164.42981849994976,164.9309260000009,164.9148794999346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,11.0,1.0,5.0,right,1.0,0.8525464000413194,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,164.9309260000009,,,,,,,,,164.91515579994302,165.2645549000008,166.06624289997853,166.0505871999776,166.05089980002958,166.06624289997853,166.06624289997853,166.06624289997853,166.9207138000056,right,1.0,0.8525464000413194,,166.9208426999394,166.9361165999435,167.43631240003742,167.41993710002862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,12.0,0.0,6.0,left,1.0,0.8063771999441087,,,,,,6.0,0.0,12.0,0.0,,,,,,,,,167.43631240003742,,,,,,,,,167.42039420001674,168.235397499986,169.03851159999613,169.02228189993184,169.02275899995584,169.03851159999613,169.03851159999613,169.03851159999613,169.8562976999674,left,1.0,0.8063771999441087,,169.8563897999702,169.8716934999684,170.37231869995594,170.356329799979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,13.0,1.0,6.0,right,1.0,0.6558348999824375,,,,,,6.0,1.0,13.0,1.0,,,,,,,,,170.37231869995594,,,,,,,,,170.35667779995129,170.7061226000078,171.50761990004685,171.49100519996136,171.49129759997595,171.50761990004685,171.50761990004685,171.50761990004685,172.17617779993452,right,1.0,0.6558348999824375,,172.17626059998292,172.19169589993544,,172.67697669996414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,14.0,0.0,7.0,right,1.0,0.8370649999706075,,,,,,7.0,0.0,14.0,1.0,,,,,,,,,172.6930246000411,,,,,,,,,172.67750640003942,172.7774597000098,173.5776412000414,173.56152879993897,173.56188870000187,173.5776412000414,173.5776412000414,173.5776412000414,174.42919830000028,right,1.0,0.8370649999706075,,174.42928529996425,174.44517860002816,174.94574029999785,174.9292653000448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,15.0,1.0,7.0,left,1.0,0.8455897000385448,,,,,,7.0,1.0,15.0,0.0,,,,,,,,,174.94574029999785,,,,,,,,,174.92946899996605,175.73043989995494,176.5320932000177,176.51544969994575,176.5157650000183,176.5320932000177,176.5320932000177,176.5320932000177,177.38408640003763,left,1.0,0.8455897000385448,,177.38421649998054,177.39973910001572,177.9002976999618,177.88395699998364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,16.0,0.0,8.0,left,1.0,0.8441914001014084,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,177.9002976999618,,,,,,,,,177.884193600039,178.2362835999811,179.03559360001236,179.01916070003062,179.0194540999364,179.03559360001236,179.03559360001236,179.03559360001236,179.88764359999914,left,1.0,0.8441914001014084,,179.88773359998595,179.90335489995778,,180.38804899994284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,17.0,1.0,8.0,right,1.0,0.8959102999651805,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,180.40360159997363,,,,,,,,,180.3882829999784,181.18852940003853,181.99011549993884,181.97366439993493,181.9739108999493,181.99011549993884,181.99011549993884,181.99011549993884,182.8921027999604,right,1.0,0.8959102999651805,,182.89217520004604,182.908124199952,183.40870769997127,183.39240859996065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,18.0,0.0,9.0,right,1.0,1.90640960005112,,,,,,9.0,0.0,18.0,1.0,,,,,,,,,183.40870769997127,,,,,,,,,183.39268639998045,184.5943065000465,185.39509929995984,185.37853180000093,185.37883179995697,185.39509929995984,185.39509929995984,185.39509929995984,187.31628250004724,right,1.0,1.90640960005112,,187.31635560002175,187.33154389995616,187.8321114999708,187.81593189993876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,19.0,1.0,9.0,left,1.0,0.6634328999789432,,,,,,9.0,1.0,19.0,0.0,,,,,,,,,187.8321114999708,,,,,,,,,187.8161866000155,188.16574800002851,188.9673136000056,188.95094150002117,188.9512146000052,188.9673136000056,188.9673136000056,188.9673136000056,189.63544199999887,left,1.0,0.6634328999789432,,189.63551699998789,189.65146059996917,190.15195470000617,190.1356974999653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.1357909999788,190.15195470000617,190.15195470000617,191.82212969998363,space,1.660170599934645,,,,,,,,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.8221898999764,191.8380655000219,191.8380655000219,194.5432386000175,space,2.6956880999496207,,,,,,,,,,,,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,0.0,0.0,0.0,right,1.0,1.1056964000454172,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,196.9130855000112,,,,,,,,,196.90191509993747,197.012753100018,197.81436680001207,197.7978816999821,197.79820810002275,197.81436680001207,197.81436680001207,197.81436680001207,198.93356749997477,,,,,,,,,,,,,,,,,,,,,,,194.5598068999825,194.564180699992,194.564180699992,196.89702040003613,space,2.3275156000163406,,right,1.0,1.1056964000454172,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,1.0,1.0,0.0,left,1.0,0.6194061998976395,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,198.94874699995853,,,,,,,,,198.93386250000916,199.7334217999596,200.53509300004225,200.5188724000473,200.51921419997237,200.53509300004225,200.53509300004225,200.53509300004225,201.16963020002004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6194061998976395,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,2.0,0.0,1.0,left,1.0,0.6323649999685585,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,201.18527220003307,,,,,,,,,201.16985840001144,201.5192562999437,202.32096859999,202.30441630003045,202.30475260003004,202.32096859999,202.32096859999,202.32096859999,202.9567027000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6323649999685585,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,3.0,1.0,1.0,right,1.0,0.5292350000236183,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,202.9724163999781,,,,,,,,,202.95700890000444,203.30598169995935,204.10714119998735,204.0905199999688,204.09081309998876,204.10714119998735,204.10714119998735,204.10714119998735,204.6419545999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5292350000236183,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,4.0,0.0,2.0,left,1.0,0.5112047999864444,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,204.6573653999949,,,,,,,,,204.64232760004236,205.44234690000303,206.2437934000045,206.2274225000292,206.22766380000397,206.2437934000045,206.2437934000045,206.2437934000045,206.761899300036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5112047999864444,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,5.0,1.0,2.0,right,1.0,0.5311851999722421,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,206.7778088999912,,,,,,,,,206.7621802999638,206.87722549994945,207.6792034000391,207.66270049999,207.6629400999518,207.6792034000391,207.6792034000391,207.6792034000391,208.214084599982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5311851999722421,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,6.0,0.0,3.0,left,0.0,0.8054335999768227,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,208.2298899999587,,,,,,,,,208.2143641000148,208.31284479994792,209.1146976000164,209.098323800019,209.0985772999702,209.1146976000164,209.1146976000164,209.1146976000164,209.9336415999569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8054335999768227,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,7.0,1.0,3.0,left,1.0,0.5453714999603108,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,209.9495176000055,,,,,,,,,209.933931699954,210.73365309997465,211.53504869993776,211.5186742999358,211.5189460000256,211.53504869993776,211.53504869993776,211.53504869993776,212.0886448000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5453714999603108,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,8.0,0.0,4.0,right,1.0,0.5657358000753447,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,212.10433050000572,,,,,,,,,212.08904460002668,213.2888447999721,214.08906749996825,214.07261269993612,214.0729937000433,214.08906749996825,214.08906749996825,214.08906749996825,214.6576377999736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5657358000753447,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,9.0,1.0,4.0,left,1.0,0.6283201000187546,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,214.67318289994728,,,,,,,,,214.65800289995968,215.0237655999372,215.82526810001585,215.8091280999361,215.8096289000241,215.82526810001585,215.82526810001585,215.82526810001585,216.46043850004207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6283201000187546,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,10.0,0.0,5.0,right,1.0,0.4866741999285295,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,216.4757749999408,,,,,,,,,216.4608419999713,217.66971659997944,218.4706946000224,218.45481739996467,218.45532810001168,218.4706946000224,218.4706946000224,218.4706946000224,218.9723300000187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.4866741999285295,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,11.0,1.0,5.0,left,1.0,0.6279248000355437,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,218.98784519999757,,,,,,,,,218.97265070001595,219.32216199999675,220.12306709995028,220.10687090002463,220.10717750003096,220.12306709995028,220.12306709995028,220.12306709995028,220.7587541999528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6279248000355437,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,12.0,0.0,6.0,right,1.0,0.5080955000594258,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,220.77434160001576,,,,,,,,,220.75902370002584,220.873762800009,221.67572469997685,221.6595336999744,221.6598837999627,221.67572469997685,221.67572469997685,221.67572469997685,222.19666350004263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5080955000594258,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,13.0,1.0,6.0,left,1.0,0.6287925000069663,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,222.21233959996607,,,,,,,,,222.19697799999267,222.30973880004603,223.11105069995392,223.09512059995905,223.09554699994624,223.11105069995392,223.11105069995392,223.11105069995392,223.7471701999893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6287925000069663,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,14.0,0.0,7.0,left,1.0,0.8683158000931144,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,223.7621059999801,,,,,,,,,223.7475294000469,224.54657170001883,225.3480283999816,225.33153029996905,225.3318242999958,225.3480283999816,225.3480283999816,225.3480283999816,226.23359199997503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8683158000931144,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,15.0,1.0,7.0,right,1.0,0.6765851000091061,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,1.0,226.2491788000334,,,,,,,,,226.2338986999821,226.34896119998305,227.15047809993848,227.13401149993297,227.1343010000419,227.15047809993848,227.15047809993848,227.15047809993848,227.83578329999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6765851000091061,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,16.0,0.0,8.0,right,1.0,0.6612759999698028,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,227.85133129998576,,,,,,,,,227.836159999948,229.03667349996977,229.8375395999756,229.82078189996537,229.8212575999787,229.8375395999756,229.8375395999756,229.8375395999756,230.50675930001307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6612759999698028,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,17.0,1.0,8.0,left,1.0,0.9853329000761732,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,230.52166950004172,,,,,,,,,230.50716909999028,231.7071664000396,232.50876929995135,232.4923041999573,232.492547599948,232.50876929995135,232.50876929995135,232.50876929995135,233.5110415000236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9853329000761732,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,18.0,0.0,9.0,left,1.0,0.9038267000578344,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,233.5265351999551,,,,,,,,,233.5114528000122,234.71188279998023,235.51294909999703,235.49625920003743,235.4965358999325,235.51294909999703,235.51294909999703,235.51294909999703,236.4317224000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9038267000578344,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,19.0,1.0,9.0,right,1.0,0.6887672999873757,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,236.44750090001617,,,,,,,,,236.43206789996475,236.781326700002,237.5831351999659,237.5667431999464,237.56724130001385,237.5831351999659,237.5831351999659,237.5831351999659,238.28478610003367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6887672999873757,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,20.0,0.0,10.0,left,1.0,0.781041800044477,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,0.0,238.30042520002465,,,,,,,,,238.2850596000208,239.0851184999337,239.88605159998409,239.87038929993287,239.87079039996024,239.88605159998409,239.88605159998409,239.88605159998409,240.67187219997868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.781041800044477,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,21.0,1.0,10.0,right,1.0,0.7918319000164047,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,1.0,240.6874039999675,,,,,,,,,240.6722185999388,241.4721802000422,242.2738651999971,242.25752570002803,242.25779249996413,242.2738651999971,242.2738651999971,242.2738651999971,243.0775669999421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7918319000164047,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,22.0,0.0,11.0,left,0.0,2.072109399945475,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,243.0924004999688,,,,,,,,,243.0778704000404,243.42574600002263,244.2289138999768,244.21231229999103,244.2126417999389,244.2289138999768,244.2289138999768,244.2289138999768,246.3147296999814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.072109399945475,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,23.0,1.0,11.0,left,1.0,0.7721498000901192,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,246.32937009993475,,,,,,,,,246.31500589998905,246.6805765000172,247.48138350003865,247.46496649994515,247.46533389994875,247.48138350003865,247.48138350003865,247.48138350003865,248.2665472000372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7721498000901192,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,24.0,0.0,12.0,left,1.0,1.704047100036405,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,248.28215440001804,,,,,,,,,248.2668256999459,248.3824833999388,249.1838639000198,249.1677074000472,249.16818389995024,249.1838639000198,249.1838639000198,249.1838639000198,250.9035329000326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.704047100036405,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,25.0,1.0,12.0,right,1.0,0.5395943999756128,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,250.9191158999456,,,,,,,,,250.9038634999888,251.0032187999459,251.80485289997887,251.7883487000363,251.78876739996485,251.80485289997887,251.80485289997887,251.80485289997887,252.3564610000467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5395943999756128,,,,,sub-195,1,random_dot,59.81004330430504,
right,right,26.0,0.0,13.0,right,1.0,0.5327816000208259,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,1.0,252.37157720001412,,,,,,,,,252.35668510000687,253.55696549999996,254.35862119996452,254.342045599944,254.34235559997612,254.35862119996452,254.35862119996452,254.35862119996452,254.89348359999715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5327816000208259,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,27.0,1.0,13.0,left,1.0,0.5706858000485227,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,0.0,254.9092665000353,,,,,,,,,254.8937663999386,255.24293299997225,256.0437518999679,256.0282232000027,256.0286257000407,256.0437518999679,256.0437518999679,256.0437518999679,256.6292705000378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5706858000485227,,,,,sub-195,1,random_dot,59.81004330430504,
left,left,28.0,0.0,14.0,right,0.0,0.5556197999976575,,speed,space,2.3275156000163406,,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,256.6445289000403,,,,,,,,,256.6296701999381,257.8303016000428,258.63105299999006,258.61466820002533,258.6149466999341,258.63105299999006,258.63105299999006,258.63105299999006,259.1995031000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.5556197999976575,,,,,sub-195,1,random_dot,59.81004330430504,
