direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,103.54697500006296,,,,,,,,,103.53141269995832,103.6470788998995,104.4472647998482,104.43122359993868,104.43124770000576,104.4472647998482,104.4472647998482,104.4472647998482,106.54798859986477,right,1.0,20.59255119995214,,106.54863519989884,106.5635961999651,107.06347699998878,107.04772039991803,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,107.06347699998878,,,,,,,,,107.0481729998719,107.41349820001052,108.2130809999071,108.19729499984533,108.19732829998247,108.2130809999071,108.2130809999071,108.2130809999071,110.9139264000114,left,1.0,21.18522200011648,,110.91448539984412,110.93035849998704,,111.42922100005671,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,111.44648899999449,,,,,,,,,111.42960959998892,111.51521330000833,112.3320549998898,112.31696669990195,112.3170320999343,112.3320549998898,112.3320549998898,112.3320549998898,113.4802774998825,right,1.0,19.633980199927464,,113.4808487999253,113.49587989994323,113.99598699994384,113.97996999998576,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,113.99598699994384,,,,,,,,,113.98038329998964,115.1957398999948,115.9958238999825,115.97969119995832,115.9797143000178,115.9958238999825,115.9958238999825,115.9958238999825,119.31328470003793,left,1.0,21.80656769988127,,119.31393840000965,119.32857250003144,119.8289669000078,119.81245309999213,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.81254770001397,119.8289669000078,119.8289669000078,128.8617104999721,space,27.51281310012564,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.8617509000469,128.8774415999651,128.8774415999651,136.9268942999188,space,26.53758140001446,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.60913269990124,,,,,,,,,141.6009511000011,141.70895959995687,142.508903299924,142.4931757999584,142.4932007000316,142.508903299924,142.508903299924,142.508903299924,145.9594849999994,left,1.0,21.93472140002996,,,,,,,,,,,,,,,,,,,,,136.93035559984855,136.9469033998903,136.9469033998903,141.59375089989044,space,23.13237960007973,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,145.9752487000078,,,,,,,,,145.96090739988722,146.07513420004398,146.87501919991337,146.8589953999035,146.859018499963,146.87501919991337,146.87501919991337,146.87501919991337,150.42608969984576,right,1.0,22.040129499975592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,150.441324000014,,,,,,,,,150.4274120000191,150.79144040006213,151.59117159992456,151.5753172999248,151.57534219999798,151.59117159992456,151.59117159992456,151.59117159992456,154.99202919984236,right,1.0,21.893544499995187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,155.00729810004125,,,,,,,,,154.99313979991712,155.10716430004686,155.907297299942,155.8913161000237,155.89133849996142,155.907297299942,155.907297299942,155.907297299942,160.24093639990315,left,1.0,22.821443799883127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,160.2565969999414,,,,,,,,,160.2417508000508,161.05665519996546,161.8564760000445,161.84040970006026,161.84043250000104,161.8564760000445,161.8564760000445,161.8564760000445,163.9405420999974,right,1.0,20.56914009992033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,163.95625340007246,,,,,,,,,163.94172080000862,164.30626119999215,165.10618379991502,165.0904327998869,165.09045649995096,165.10618379991502,165.10618379991502,165.10618379991502,169.9564288998954,left,1.0,23.340319899842143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,169.97223179996945,,,,,,,,,169.95758039993234,170.77210019994527,171.57174469996244,171.5558014998678,171.5558223000262,171.57174469996244,171.57174469996244,171.57174469996244,174.67268329998478,right,1.0,21.579393999883905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,174.68814309989102,,,,,,,,,174.67386669991538,174.78832979989238,175.58805989986286,175.5721024000086,175.57213449990377,175.58805989986286,175.58805989986286,175.58805989986286,176.95615889993496,left,1.0,19.85425249999389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,176.9712652999442,,,,,,,,,176.95730559993535,177.32101269997656,178.12125229998492,178.10491669992916,178.10493709985167,178.12125229998492,178.12125229998492,178.12125229998492,180.5717827999033,right,1.0,20.940605799900368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,180.58751249988563,,,,,,,,,180.5728748000693,181.78718969994225,182.5872537998948,182.57124019996263,182.57126450003125,182.5872537998948,182.5872537998948,182.5872537998948,185.55464769992977,left,1.0,21.45664900005795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,185.57020499999635,,,,,,,,,185.55578979989517,185.91980769997463,186.7202620999888,186.7044255998917,186.7044538999908,186.7202620999888,186.7202620999888,186.7202620999888,189.68736690003425,left,1.0,21.44479399989359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,1.0,189.7031228998676,,,,,,,,,189.6885532999877,190.90304789994843,191.7029901999049,191.68711619987155,191.68714359984733,191.7029901999049,191.7029901999049,191.7029901999049,192.92025580001064,right,1.0,19.69662429997697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,192.9359748000279,,,,,,,,,192.9214331000112,193.7359366999008,194.53576490003616,194.5196503999177,194.51967439986765,194.53576490003616,194.53576490003616,194.53576490003616,195.58661979995668,left,1.0,19.543531599920243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,195.60202199989,,,,,,,,,195.5875210000668,196.40216739987957,197.20217169984244,197.18610409996472,197.18612700002268,197.20217169984244,197.20217169984244,197.20217169984244,199.65272879996337,right,1.0,20.933621099917215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,1.0,199.6685484999325,,,,,,,,,199.6539024999365,200.01841129991223,200.81815050006844,200.80234019993804,200.8023635998834,200.81815050006844,200.81815050006844,200.81815050006844,205.08528509992172,right,1.0,22.757626499980688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,0.0,205.1011932999827,,,,,,,,,205.08629340003245,206.30093119991943,207.10100509994663,207.0851693998557,207.08519689994864,207.10100509994663,207.10100509994663,207.10100509994663,208.4515343999956,left,1.0,19.83754949993454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,1.0,208.46722729993053,,,,,,,,,208.45272689987905,208.81736149988137,209.61721299984487,209.60122710000724,209.60125020006672,209.61721299984487,209.61721299984487,209.61721299984487,212.20130970003083,right,1.0,21.06616790010594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,0.0,212.2169246999547,,,,,,,,,212.2025186000392,213.0168335000053,213.81655099987984,213.80049040005545,213.80051259999163,213.81655099987984,213.81655099987984,213.81655099987984,218.9170931999106,left,1.0,23.587073100032285,,,,,,218.81586960004643,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,1.0,218.9325045000296,,,,,,,,,218.91824160004035,219.732398299966,220.53244389989413,220.51644789986312,220.51647250005044,220.53244389989413,220.53244389989413,220.53244389989413,226.21623459993864,right,1.0,24.162130000069737,,,,,,225.53156189993024,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,0.0,226.2317268999759,,,,,,,,,226.21746269986036,227.0315447000321,227.8316043999512,227.81559780007228,227.81562189990652,227.8316043999512,227.8316043999512,227.8316043999512,230.8821451999247,left,1.0,21.54130699997768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,1.0,230.89750900003128,,,,,,,,,230.88308939989656,231.24773110006936,232.04750350001268,232.03161209984685,232.03164519998245,232.04750350001268,232.04750350001268,232.04750350001268,233.44861359987408,right,1.0,19.892751900013536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,0.0,233.46401960006915,,,,,,,,,233.44970369990915,233.5641453000717,234.36386919999492,234.3475542999804,234.34757249988616,234.36386919999492,234.36386919999492,234.36386919999492,236.98148910002783,left,1.0,21.099190999986604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,236.996929399902,,,,,,,,,236.98269279999656,238.19686709996316,238.9967904000077,238.98083680006675,238.98085980000903,238.9967904000077,238.9967904000077,238.9967904000077,242.0311267999932,left,1.0,21.517225099960346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,242.0465062998701,,,,,,,,,242.03246279992163,242.14658409985717,242.94639869988896,242.93022059998475,242.93025940004736,242.94639869988896,242.94639869988896,242.94639869988896,246.063509099884,right,1.0,21.5979283999186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,246.07905199984089,,,,,,,,,246.0646921999287,246.42902430007237,247.22897549998012,247.21292079985145,247.212943200022,247.22897549998012,247.22897549998012,247.22897549998012,248.37995549989864,left,1.0,19.634404000127688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,248.39558349992149,,,,,,,,,248.38101259991527,248.7455102999229,249.54540349985476,249.52957260003316,249.52959529985677,249.54540349985476,249.54540349985476,249.54540349985476,250.6797122000717,right,1.0,19.617972599808127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,250.6951772000175,,,,,,,,,250.68084309995172,251.4952010998968,252.29508630000052,252.2787982998416,252.27881829999387,252.29508630000052,252.29508630000052,252.29508630000052,253.2293499999214,left,1.0,19.422519899904728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,1.0,253.2450295998715,,,,,,,,,253.2304754999932,254.4448227998801,255.2449008000549,255.22902469988912,255.229051399976,255.2449008000549,255.2449008000549,255.2449008000549,256.3455876000225,right,1.0,19.592589600011703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,256.36094589997083,,,,,,,,,256.3468508999795,256.7109091999009,257.51124410005286,257.4952849999536,257.4953115000389,257.51124410005286,257.51124410005286,257.51124410005286,258.72835980006494,left,1.0,19.69889170001261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,258.7439278999809,,,,,,,,,258.729202499846,258.8438691999763,259.6443177999463,259.62839279999025,259.62841939996,259.6443177999463,259.6443177999463,259.6443177999463,262.4949984999839,right,1.0,21.330810999963436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,262.5105014999863,,,,,,,,,262.4962114999071,262.6105716000311,263.41028259997256,263.3944763999898,263.39449979993515,263.41028259997256,263.41028259997256,263.41028259997256,264.4613800998777,left,1.0,19.532422200078145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,264.4769130998757,,,,,,,,,264.4626056998968,265.2768935000058,266.0766332000494,266.06024120002985,266.0602607000619,266.0766332000494,266.0766332000494,266.0766332000494,269.7272043998819,right,1.0,22.132216199999675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,269.7427383000031,,,,,,,,,269.7283411999233,269.84287399984896,270.64283180003986,270.62669249996543,270.62672579986975,270.64283180003986,270.64283180003986,270.64283180003986,272.21052729990333,left,1.0,20.05645849998109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,1.0,272.2259694999084,,,,,,,,,272.21176189999096,272.3258382999338,273.1258886000141,273.10978109994903,273.10980540001765,273.1258886000141,273.1258886000141,273.1258886000141,275.5933773999568,right,1.0,20.94700239994563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,1.0,275.60893659992144,,,,,,,,,275.59479180001654,276.4087948999368,277.2088357999455,277.1927680000663,277.1927944999188,277.2088357999455,277.2088357999455,277.2088357999455,279.8091132999398,right,1.0,21.087849999777973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,0.0,279.82496999995783,,,,,,,,,279.81009400007315,280.6249396998901,281.42471439996734,281.4085291000083,281.40854989993386,281.42471439996734,281.42471439996734,281.42471439996734,282.8091291000601,left,1.0,19.86253140005283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,0.0,282.8246365999803,,,,,,,,,282.8103906000033,282.9246479999274,283.7243438998703,283.7085221998859,283.70854420005344,283.7243438998703,283.7243438998703,283.7243438998703,285.17503699986264,left,1.0,19.93264389992692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,1.0,285.1907686998602,,,,,,,,,285.17625919985585,285.5409069999587,286.3406213000417,286.32471169997007,286.32475210004486,286.3406213000417,286.3406213000417,286.3406213000417,287.6251165999565,right,1.0,19.76259059994481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,287.64063699985854,,,,,,,,,287.6262731999159,288.8404618999921,289.6404019999318,289.6245935000479,289.624618700007,289.6404019999318,289.6404019999318,289.6404019999318,290.5584151998628,left,1.0,19.400035299826413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,290.57386390003376,,,,,,,,,290.5596932999324,291.3733640999999,292.17356180003844,292.1577279998455,292.1577560000587,292.17356180003844,292.17356180003844,292.17356180003844,297.3738843000028,right,1.0,23.692137900041416,,,,,,297.17284969985485,,,,,,,,,,,,,,,,,,,,,,,,,,sub-081,1.0,random_dot,59.98598727840456,
