direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 71
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,42.20724640000117,,,,,,,,,42.19250260000081,43.405684100000144,44.20559260000118,44.18877000000066,44.18878230000155,44.20559260000118,44.20559260000118,44.20559260000118,45.4132879000008,right,1.0,10.801132000000509,,45.41376090000085,45.42041750000135,45.920147500000894,45.90388130000065,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,45.920147500000894,,,,,,,,,45.904090500000166,46.719485100000384,47.519216400000005,47.503261300000304,47.50330610000128,47.519216400000005,47.519216400000005,47.519216400000005,48.65226530000109,left,1.0,10.728152800000316,,48.65291310000066,48.66767360000085,49.16716570000062,49.15186160000121,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,49.16716570000062,,,,,,,,,49.15255350000007,49.51691570000003,50.31670500000109,50.30033640000147,50.30036950000067,50.31670500000109,50.31670500000109,50.31670500000109,51.48372510000081,right,1.0,10.768680499999393,,51.48443430000043,51.49828940000043,51.99795600000107,51.981727300000784,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,51.99795600000107,,,,,,,,,51.98218230000021,52.797104700001,53.59640450000006,53.580359300000055,53.58038790000137,53.59640450000006,53.59640450000006,53.59640450000006,55.31376880000062,left,1.0,11.322416099998009,,55.31441460000133,55.32812850000119,55.82751200000166,55.81228820000069,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,55.82751200000166,,,,,,,,,55.81303140000091,56.17714280000109,56.97704270000031,56.961372600000686,56.96141830000124,56.97704270000031,56.97704270000031,56.97704270000031,58.26070240000081,right,1.0,10.886355099999491,,58.26148120000107,58.27522529999988,58.77485800000068,58.759760599999936,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,58.77485800000068,,,,,,,,,58.76051180000104,58.87460050000118,59.67464430000109,59.658926100000826,59.658984200001214,59.67464430000109,59.67464430000109,59.67464430000109,60.75900069999989,left,1.0,10.686723199998596,,60.75979540000117,60.77311499999996,61.27243870000166,61.25667969999995,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,61.27243870000166,,,,,,,,,61.25714000000153,61.37239540000155,62.17232920000061,62.15615960000105,62.15620130000025,62.17232920000061,62.17232920000061,62.17232920000061,63.53921710000032,right,1.0,10.967686699999833,,63.539967000000615,63.55372690000149,64.05324720000135,64.03787080000075,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,64.05324720000135,,,,,,,,,64.03856530000121,64.15306990000136,64.95281930000056,64.93727000000035,64.93731500000104,64.95281930000056,64.95281930000056,64.95281930000056,66.31935990000056,left,1.0,10.974720099999104,,66.31982480000079,66.3345059000003,66.83379140000034,66.81760320000103,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,66.83379140000034,,,,,,,,,66.81788960000085,67.18348980000155,67.98337680000077,67.96709570000166,67.96713630000158,67.98337680000077,67.98337680000077,67.98337680000077,69.64926200000082,right,1.0,11.272345500001393,,69.6497556000013,69.6646123999999,70.1644567000003,70.1483242000013,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,70.1644567000003,,,,,,,,,70.1489328000007,70.96317160000035,71.7629667000001,71.74667110000155,71.74670140000126,71.7629667000001,71.7629667000001,71.7629667000001,73.18038370000068,left,1.0,11.01905899999838,,73.18112220000148,73.19448180000109,73.69406150000032,73.67788360000122,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,73.69406150000032,,,,,,,,,73.67825670000093,74.49353650000012,75.29315250000036,75.27710450000086,75.27714190000006,75.29315250000036,75.29315250000036,75.29315250000036,77.51005820000137,right,1.0,11.810477299999548,,77.51100460000089,77.52411850000135,78.02334020000126,78.00722060000044,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.00729000000138,78.02334020000126,78.02334020000126,80.08993689999988,space,11.66770180000094,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.08999220000078,80.10506810000152,80.10506810000152,86.5159734000008,space,16.017627399998673,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90.69489720000092,,,,,,,,,90.68993460000092,91.89414780000152,92.69324270000106,92.6777861999999,92.67783560000134,92.69324270000106,92.69324270000106,92.69324270000106,95.70850659999996,right,1.0,12.609364500000083,,,,,,,,,,,,,,,,,,,,86.5184403000003,86.53189340000063,86.53189340000063,90.68093580000097,space,13.746041200000036,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,95.72367510000004,,,,,,,,,95.70961050000004,96.5230319000002,97.3224803000012,97.30684560000007,97.3068914000014,97.3224803000012,97.3224803000012,97.3224803000012,100.32152810000116,left,1.0,12.59256109999842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,100.33596100000068,,,,,,,,,100.32290380000086,100.6853286000005,101.48525280000104,101.46942410000156,101.46946130000106,101.48525280000104,101.48525280000104,101.48525280000104,104.21665440000106,left,1.0,12.326292299998386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,104.23209540000062,,,,,,,,,104.21723710000153,104.33216830000129,105.1318783000006,105.11595510000006,105.11599210000168,105.1318783000006,105.1318783000006,105.1318783000006,108.2307238000012,right,1.0,12.702656499999648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,108.24532570000156,,,,,,,,,108.2320834000002,109.44415890000164,110.24375200000031,110.22776760000124,110.22781080000097,110.24375200000031,110.24375200000031,110.24375200000031,112.65954410000086,left,1.0,12.015887299998212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,112.67429750000156,,,,,,,,,112.66077630000107,113.02416050000102,113.84020870000133,113.82351590000144,113.82354200000007,113.84020870000133,113.84020870000133,113.84020870000133,115.84040800000002,right,1.0,11.607177399999271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,115.85459120000088,,,,,,,,,115.8416412000006,117.05363970000144,117.85319300000084,117.83678360000158,117.8368188000004,117.85319300000084,117.85319300000084,117.85319300000084,120.84116780000112,left,0.0,12.587276799999016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,120.84992000000057,,,,,,,,,120.84217830000124,120.94970270000158,121.7496658,121.73313690000032,121.73314879999998,121.7496658,121.7496658,121.7496658,124.43087660000128,left,1.0,12.279523100000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,124.44633760000032,,,,,,,,,124.4313972,124.79625710000072,125.5958223000016,125.57974920000017,125.57977840000058,125.5958223000016,125.5958223000016,125.5958223000016,128.4783449000006,right,1.0,12.487901700000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,128.49313170000096,,,,,,,,,128.47966740000084,129.29186300000038,130.0917176000003,130.0748730000014,130.07488640000156,130.0917176000003,130.0917176000003,130.0917176000003,132.88940360000015,left,1.0,12.397925199999008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,132.9050468000005,,,,,,,,,132.88992240000152,134.1039589000011,134.90393230000154,134.88755260000107,134.88757570000053,134.90393230000154,134.90393230000154,134.90393230000154,137.74492190000092,left,1.0,12.422615699999367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,1.0,137.74746320000122,,,,,,,,,137.74544620000052,138.54988709999998,139.34965580000062,139.3332573000007,139.33327950000057,139.34965580000062,139.34965580000062,139.34965580000062,142.18113390000144,right,1.0,12.439797699998962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,142.19669050000084,,,,,,,,,142.18164180000167,142.54635100000087,143.34601000000112,143.3300057000015,143.33003670000107,143.34601000000112,143.34601000000112,143.34601000000112,145.57836990000033,left,1.0,11.831162599999516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,145.59330690000024,,,,,,,,,145.57880550000118,146.39237980000144,147.19214100000136,147.1754808000005,147.1754933000011,147.19214100000136,147.19214100000136,147.19214100000136,148.3917805000001,right,1.0,10.806622399999467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,148.4074853000002,,,,,,,,,148.39236210000126,148.50743990000046,149.30721730000005,149.29044270000122,149.29045640000004,149.30721730000005,149.30721730000005,149.30721730000005,150.90786350000053,left,1.0,11.208823699998902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,150.92192160000013,,,,,,,,,150.90837450000072,151.72120990000076,152.52062220000153,152.50437190000048,152.50439440000082,152.52062220000153,152.52062220000153,152.52062220000153,154.53674490000049,right,1.0,11.619169299998248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,154.55173040000045,,,,,,,,,154.53795260000152,155.3511466,156.15071510000053,156.1340037000009,156.1340177000002,156.15071510000053,156.15071510000053,156.15071510000053,157.85360240000043,left,1.0,11.291272699998444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,157.8571718000003,,,,,,,,,157.85451430000103,158.2151741000016,159.01479810000092,158.99806330000138,158.99807540000074,159.01479810000092,159.01479810000092,159.01479810000092,160.73091810000005,right,1.0,11.315109299999676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,1.0,160.74592610000036,,,,,,,,,160.73242840000057,161.09576910000033,161.89536220000082,161.87894480000068,161.87896900000123,161.89536220000082,161.89536220000082,161.89536220000082,164.7098289000005,left,0.0,12.41602839999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,0.0,164.72542930000054,,,,,,,,,164.71044299999994,165.92435750000004,166.72410490000038,166.70802800000092,166.70806600000105,166.72410490000038,166.72410490000038,166.72410490000038,169.12460550000105,left,1.0,11.996314699999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,1.0,169.13833670000167,,,,,,,,,169.12608810000165,169.4880247000001,170.2875496000015,170.2713829000004,170.27141990000018,170.2875496000015,170.2875496000015,170.2875496000015,171.8871282,right,1.0,11.20844070000021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,0.0,171.90224260000105,,,,,,,,,171.88756810000086,172.70165980000093,173.50122550000015,173.48533660000066,173.4853759000016,173.50122550000015,173.50122550000015,173.50122550000015,175.33443360000092,left,1.0,11.431398299999271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,1.0,175.34910630000013,,,,,,,,,175.3356188000016,176.14806970000063,176.9479996000009,176.93224040000132,176.9322817000011,176.9479996000009,176.9479996000009,176.9479996000009,178.8144054000004,right,1.0,11.471441399999094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,178.8291104,,,,,,,,,178.81559190000007,179.62836830000015,180.4443949000015,180.42747660000168,180.4274871000016,180.4443949000015,180.4443949000015,180.4443949000015,181.6274758,left,1.0,10.790839999999662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,181.642958800001,,,,,,,,,181.62801970000143,181.99283640000067,182.7924884000004,182.77558690000117,182.77560660000017,182.7924884000004,182.7924884000004,182.7924884000004,184.4094673,left,1.0,11.218904699999255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,184.423992,,,,,,,,,184.41080970000075,185.2231924000007,186.0228833000001,186.00636510000004,186.00639600000068,186.0228833000001,186.0228833000001,186.0228833000001,187.9392605000012,right,1.0,11.51013669999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,187.9539162000001,,,,,,,,,187.9404783000009,188.75371460000133,189.5696780000017,189.55270060000112,189.55272289999996,189.5696780000017,189.5696780000017,189.5696780000017,191.22003600000065,left,1.0,11.247014399999898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,1.0,191.23412120000103,,,,,,,,,191.22147180000135,191.5840991000005,192.3837143000001,192.36844139999997,192.36849299999997,192.3837143000001,192.3837143000001,192.3837143000001,194.59864910000036,right,1.0,11.811376899999232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,1.0,194.6140839,,,,,,,,,194.5994941000008,195.8131043000012,196.61308960000133,196.5970473000016,196.5971227000009,196.61308960000133,196.61308960000133,196.61308960000133,198.8293032000001,right,1.0,11.81882510000105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,0.0,198.84375499999987,,,,,,,,,198.83052490000048,198.9439106000009,199.75976450000053,199.7428013000008,199.74281370000065,199.75976450000053,199.75976450000053,199.75976450000053,202.06131750000168,left,1.0,11.909052099999826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,202.0740459000008,,,,,,,,,202.06253090000064,203.2731586000009,204.0728319000009,204.0564050000012,204.0564374000005,204.0728319000009,204.0728319000009,204.0728319000009,205.50607889999992,left,1.0,11.03670620000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,205.5207037,,,,,,,,,205.5071222000006,206.32004700000107,207.11980750000112,207.10399400000097,207.10404010000093,207.11980750000112,207.11980750000112,207.11980750000112,208.2723870000009,right,1.0,10.759852299999691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,1.0,208.2848281000006,,,,,,,,,208.27361420000125,209.08397440000044,209.8838942000002,209.8676546000006,209.8676888000009,209.8838942000002,209.8838942000002,209.8838942000002,214.36455190000012,right,1.0,14.07709900000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,0.0,214.37910590000135,,,,,,,,,214.36568370000168,214.7289759000014,215.5284840000004,215.51280159999988,215.5128476000009,215.5284840000004,215.5284840000004,215.5284840000004,218.13445720000163,left,1.0,12.204393099998924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,1.0,218.1422885000011,,,,,,,,,218.13490860000093,219.34090890000152,220.14102040000037,220.12522549999997,220.1252732000012,220.14102040000037,220.14102040000037,220.14102040000037,222.70667959999992,right,1.0,12.16446679999899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,0.0,222.7213201000013,,,,,,,,,222.70783550000124,223.9201767000013,224.71977100000004,224.7030508000007,224.7030674000016,224.71977100000004,224.71977100000004,224.71977100000004,226.8697604000008,left,1.0,11.756062600001314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,226.88421150000067,,,,,,,,,226.87119200000237,226.9841438000003,227.78379829999903,227.76791700000103,227.7679663000017,227.78379829999903,227.78379829999903,227.78379829999903,230.0318756000015,right,1.0,11.849933799998324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,230.0477539000021,,,,,,,,,230.03258379999895,231.24648380000144,232.0470685,232.02940189999936,232.02941680000004,232.0470685,232.0470685,232.0470685,233.63007350000044,left,1.0,11.181793500001731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,233.64467739999964,,,,,,,,,233.63197850000145,233.7440994999997,234.54408089999924,234.52791699999943,234.52795289999997,234.54408089999924,234.54408089999924,234.54408089999924,236.82752210000035,left,1.0,11.89164730000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,236.84142590000192,,,,,,,,,236.8284268999996,236.94162080000024,237.75742180000088,237.7409711,237.74099080000087,237.75742180000088,237.75742180000088,237.75742180000088,241.388890000002,right,1.0,13.232151799997157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,20.0,0.0,40.0,1.0,241.4035874000001,,,,,,,,,241.3901416000008,242.6030776000007,243.4190899999994,243.4022757000021,243.40228910000224,243.4190899999994,243.4190899999994,243.4190899999994,245.56775330000164,right,1.0,11.756199399997058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-196,1.0,random_dot,60.08456301371599,
