direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
right,right,25.0,1.0,12.0,left,0.0,0.5384641669952543,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,1.0,476.6579060840013,,,,,,,,,476.65202124998905,476.749326249992,477.5402788749925,477.5332937089988,477.53384454199113,477.5402788749925,477.5402788749925,477.5402788749925,,478.0837492919964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.5384641669952543,,,,,,sub-203,1,random_dot,,
right,right,26.0,0.0,13.0,left,0.0,0.3020275830058381,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,1.0,478.09019999999146,,,,,,,,,478.0841379999911,478.4322663749917,479.2236961249873,479.216537291999,479.21711108399904,479.2236961249873,479.2236961249873,479.2236961249873,,479.5340532919945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.3020275830058381,,,,,,sub-203,1,random_dot,,
left,left,27.0,1.0,13.0,left,1.0,0.3252702089957893,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,13.0,1.0,27.0,0.0,479.54036287499184,,,,,,,,,479.53444666699215,479.8825493749901,480.6736288339889,480.66656154199154,480.6671477919881,480.6736288339889,480.6736288339889,480.6736288339889,,481.0008067919989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.3252702089957893,,,,,,sub-203,1,random_dot,,
left,left,28.0,0.0,14.0,left,1.0,0.6199782920011785,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,14.0,0.0,28.0,0.0,481.00714908399095,,,,,,,,,481.0012427499896,481.0993219589873,481.8904082090012,481.8831954999914,481.8837677499978,481.8904082090012,481.8904082090012,481.8904082090012,,482.51704824999615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6199782920011785,,,,,,sub-203,1,random_dot,,
right,right,29.0,1.0,14.0,right,1.0,0.5824426250037504,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,14.0,1.0,29.0,1.0,482.5236020000011,,,,,,,,,482.517454374989,482.865819499988,483.6562142920011,483.6494802919915,483.64992099998926,483.6562142920011,483.6562142920011,483.6562142920011,,484.249986625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5824426250037504,,,,,,sub-203,1,random_dot,,
right,right,30.0,0.0,15.0,left,0.0,0.3341507080040173,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,15.0,0.0,30.0,1.0,484.25389520899625,,,,,,,,,484.2502915840014,484.3374860839977,485.1322530420002,485.12148733399226,485.121908666988,485.1322530420002,485.1322530420002,485.1322530420002,,485.4757882089907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.3341507080040173,,,,,,sub-203,1,random_dot,,
left,left,31.0,1.0,15.0,left,1.0,0.7429803330014693,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,0.0,485.4812925839942,,,,,,,,,485.476120249994,486.6724014169886,487.47369604199775,487.4665397499921,487.4671143749874,487.47369604199775,487.47369604199775,487.47369604199775,,488.2214474999928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7429803330014693,,,,,,sub-203,1,random_dot,,
left,left,32.0,0.0,16.0,left,1.0,1.4569274999957995,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,0.0,488.2324505839933,,,,,,,,,488.22175520900055,489.02187383399,489.8155341669917,489.8051044999884,489.80551429199113,489.8155341669917,489.8155341669917,489.8155341669917,,491.2824790000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.4569274999957995,,,,,,sub-203,1,random_dot,,
right,right,33.0,1.0,16.0,right,1.0,0.6735114579932997,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,1.0,491.2859373339888,,,,,,,,,491.28281499999866,492.0709107919975,492.86546304199146,492.854951041998,492.8553604999906,492.86546304199146,492.86546304199146,492.86546304199146,,493.5405222919944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6735114579932997,,,,,,sub-203,1,random_dot,,
right,right,34.0,0.0,17.0,left,0.0,0.8059222089941613,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,1.0,493.5476642089925,,,,,,,,,493.5408330419887,494.33781387499766,495.1321795839904,495.1216811249906,495.1220908749965,495.1321795839904,495.1321795839904,495.1321795839904,,495.9400413749973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8059222089941613,,,,,,sub-203,1,random_dot,,
left,left,35.0,1.0,17.0,left,1.0,1.2315904170100112,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,0.0,495.9476577919995,,,,,,,,,495.9404020840011,496.2886514999991,497.0903164999909,497.0827179589978,497.0834094999882,497.0903164999909,497.0903164999909,497.0903164999909,,498.3240764590009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2315904170100112,,,,,,sub-203,1,random_dot,,
left,left,36.0,0.0,18.0,left,1.0,0.4390891660004854,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,0.0,498.3317500839912,,,,,,,,,498.32465595898975,498.4208764590003,499.2154421250016,499.20409058399673,499.204533333992,499.2154421250016,499.2154421250016,499.2154421250016,,499.6670498339954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.4390891660004854,,,,,,sub-203,1,random_dot,,
right,right,37.0,1.0,18.0,right,1.0,1.1846062499971597,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,1.0,499.67354779200105,,,,,,,,,499.6674644589948,500.8654957499966,501.6579525419948,501.65046120899206,501.65117904199,501.6579525419948,501.6579525419948,501.6579525419948,,502.8503840419871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1846062499971597,,,,,,sub-203,1,random_dot,,
left,left,38.0,0.0,19.0,left,1.0,1.459397375001572,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,0.0,502.856877083992,,,,,,,,,502.85078837499896,504.0491419589962,504.8402777500014,504.8330789169995,504.8336606669909,504.8402777500014,504.8402777500014,504.8402777500014,,506.3080846669909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.459397375001572,,,,,,sub-203,1,random_dot,,
right,right,39.0,1.0,19.0,right,1.0,2.333538624996436,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,1.0,506.3155393749912,,,,,,,,,506.3083974170004,507.1045807919873,507.8987345419882,507.8875885000016,507.8880230419891,507.8987345419882,507.8987345419882,507.8987345419882,,510.2341931249976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.333538624996436,,,,,,sub-203,1,random_dot,,
left,left,40.0,0.0,20.0,right,0.0,0.7432094999967376,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,0.0,510.2405863749882,,,,,,,,,510.2346202919871,510.332151124996,511.1238325000013,511.1163945000008,511.1169423339889,511.1238325000013,511.1238325000013,511.1238325000013,,511.87569541699486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.7432094999967376,,,,,,sub-203,1,random_dot,,
right,right,41.0,1.0,20.0,right,1.0,0.5179082499962533,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,1.0,511.8809015000006,,,,,,,,,511.8760156669887,511.9706345000013,512.7654593749903,512.7547058749915,512.7551592919917,512.7654593749903,512.7654593749903,512.7654593749903,,513.2887372089899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5179082499962533,,,,,,sub-203,1,random_dot,,
right,right,42.0,0.0,21.0,right,1.0,0.2579648750106571,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,1.0,513.2988013339927,,,,,,,,,513.2890507089905,514.0878228749934,514.8821306669997,514.8712540839915,514.8716629589908,514.8821306669997,514.8821306669997,514.8821306669997,,515.1502731669898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.2579648750106571,,,,,,sub-203,1,random_dot,,
left,left,43.0,1.0,21.0,left,1.0,0.3432132500020088,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,0.0,515.1564135839872,,,,,,,,,515.1506742499914,515.24873737499,516.0401262919913,516.0328960839979,516.0335092919995,516.0401262919913,516.0401262919913,516.0401262919913,,516.3917689589871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.3432132500020088,,,,,,sub-203,1,random_dot,,
right,right,44.0,0.0,22.0,left,0.0,0.2514149579947116,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,1.0,516.3978782919876,,,,,,,,,516.3920826669928,516.4874023339944,517.2820983749989,517.2714434999943,517.2718560419889,517.2820983749989,517.2820983749989,517.2820983749989,,517.541643916993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.2514149579947116,,,,,,sub-203,1,random_dot,,
left,left,45.0,1.0,22.0,left,1.0,0.2626617920032004,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,0.0,517.5479516669875,,,,,,,,,517.5419706249959,517.8873195839988,518.6821169589966,518.6716337919934,518.6720460419892,518.6821169589966,518.6821169589966,518.6821169589966,,518.9499513749906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.2626617920032004,,,,,,sub-203,1,random_dot,,
right,right,46.0,0.0,23.0,left,0.0,0.2761209580057766,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,1.0,518.9559463339974,,,,,,,,,518.9502468749997,519.7488136249885,520.5403232919925,520.5330344999966,520.5335969169973,520.5403232919925,520.5403232919925,520.5403232919925,,520.8239952500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.2761209580057766,,,,,,sub-203,1,random_dot,,
left,left,47.0,1.0,23.0,left,1.0,0.3552817500021774,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,0.0,520.8322555839986,,,,,,,,,520.8243030839949,520.9203655839956,521.715460499996,521.7044767089974,521.7048963339912,521.715460499996,521.715460499996,521.715460499996,,522.0729130419932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.3552817500021774,,,,,,sub-203,1,random_dot,,
left,left,48.0,0.0,24.0,left,1.0,2.5248865830071736,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,0.0,522.0815273339977,,,,,,,,,522.0732228749985,522.1703279169888,522.9649780420004,522.9552217919991,522.9556501670013,522.9649780420004,522.9649780420004,522.9649780420004,,525.4998126669961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.5248865830071736,,,,,,sub-203,1,random_dot,,
right,right,49.0,1.0,24.0,right,1.0,2.1457312499987893,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,1.0,525.5059134170006,,,,,,,,,525.5001312919921,525.8488371669955,526.6401419589965,526.6329098749993,526.6334997089871,526.6401419589965,526.6401419589965,526.6401419589965,,528.7899920419877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.1457312499987893,,,,,,sub-203,1,random_dot,,
left,left,50.0,0.0,25.0,left,1.0,2.1990715420106426,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,0.0,528.79745274999,,,,,,,,,528.7903188749915,529.5878083339921,530.3909178339964,530.3832557089918,530.3839765000012,530.3909178339964,530.3909178339964,530.3909178339964,,532.599981374995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.1990715420106426,,,,,,sub-203,1,random_dot,,
right,right,51.0,1.0,25.0,left,0.0,1.7783099169901109,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,1.0,532.6062545419991,,,,,,,,,532.6003076669876,532.6986797499994,533.4902419589926,533.4829845839995,533.4835489589896,533.4902419589926,533.4902419589926,533.4902419589926,,535.2734594590002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.7783099169901109,,,,,,sub-203,1,random_dot,,
right,right,52.0,0.0,26.0,right,1.0,2.2307699590019183,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,1.0,535.2807952500007,,,,,,,,,535.2737967089924,535.620454459,536.4141395420011,536.4052387499978,536.4056854169903,536.4141395420011,536.4141395420011,536.4141395420011,,538.6499422089983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.2307699590019183,,,,,,sub-203,1,random_dot,,
left,left,53.0,1.0,26.0,right,0.0,1.535683207999682,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,0.0,538.656515249997,,,,,,,,,538.6502450419939,538.7486331249966,539.5397672499967,539.5326158339885,539.5330977089907,539.5397672499967,539.5397672499967,539.5397672499967,,541.0838851669978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.535683207999682,,,,,,sub-203,1,random_dot,,
left,left,54.0,0.0,27.0,left,1.0,1.3118925420130836,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,0.0,541.0904592089937,,,,,,,,,541.0843590000004,541.1819532090012,541.9732584169979,541.9661943749961,541.9667400839971,541.9732584169979,541.9732584169979,541.9732584169979,,543.2891781669896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.3118925420130836,,,,,,sub-203,1,random_dot,,
right,right,55.0,1.0,27.0,right,1.0,2.111839750010404,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,1.0,543.2983763339871,,,,,,,,,543.289492291995,543.6397977089946,544.4392306249938,544.4324988750013,544.4329585839878,544.4392306249938,544.4392306249938,544.4392306249938,,546.556509749993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.111839750010404,,,,,,sub-203,1,random_dot,,
right,right,56.0,0.0,28.0,right,1.0,4.87472983400221,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,1.0,546.5640196669992,,,,,,,,,546.5568344169878,546.9049754589942,547.6984938339883,547.6879867919924,547.6884169169934,547.6984938339883,547.6984938339883,547.6984938339883,,552.5829450419988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.87472983400221,,,,,,sub-203,1,random_dot,,
left,left,57.0,1.0,28.0,left,1.0,2.176094042006298,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,0.0,552.5892856249993,,,,,,,,,552.583285708999,553.3819167089969,554.1729968339932,554.1661454999994,554.1666829589958,554.1729968339932,554.1729968339932,554.1729968339932,,556.3591123749939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.176094042006298,,,,,,sub-203,1,random_dot,,
right,right,58.0,0.0,29.0,left,0.0,1.218033791999915,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,29.0,0.0,58.0,1.0,556.3639817499934,,,,,,,,,556.359441499997,556.7046867089957,557.4985107089888,557.4880910840002,557.4884988339909,557.4985107089888,557.4985107089888,557.4985107089888,,558.7242005839944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.218033791999915,,,,,,sub-203,1,random_dot,,
left,left,59.0,1.0,29.0,left,1.0,0.458176291998825,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,29.0,1.0,59.0,0.0,558.731969333996,,,,,,,,,558.7245218339958,559.5206468339893,560.3152350839955,560.3040755419934,560.3044964589935,560.3152350839955,560.3152350839955,560.3152350839955,,560.7834676669881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.458176291998825,,,,,,sub-203,1,random_dot,,
,,1.0,1.0,0.0,,,,,speed,space,3.721666874989751,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.7896694169904,560.7975836249971,565.7855825419974,565.782494041996,sub-203,1,random_dot,,
