direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
right,right,9.0,1.0,4.0,right,1.0,3.814948791987263,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,110.44045620899124,,,,,,,,,110.43582600000082,110.54016320899244,111.3343122919905,111.32380841700068,111.32423312499304,111.3343122919905,111.3343122919905,111.3343122919905,,115.15283374999126,right,1.0,3.814948791987263,,115.15603908398772,115.16277124999031,115.65697708399966,115.65187708399026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
right,right,10.0,0.0,5.0,left,0.0,5.452805082997656,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,115.65697708399966,,,,,,,,,115.6523834589898,116.45132662499964,117.24237741698744,117.23516595899127,117.23572791699551,117.24237741698744,117.24237741698744,117.24237741698744,122.22314254198864,122.70318949999636,left,0.0,5.452805082997656,,122.7076101249986,122.71670533399448,123.2070088749897,123.2018712919962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
left,left,11.0,1.0,5.0,right,0.0,5.540203582990216,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,123.2070088749897,,,,,,,,,123.20235737499024,123.30093291698722,124.09230308399128,124.08508120899204,124.0856545419956,124.09230308399128,124.09230308399128,124.09230308399128,129.07309708399407,129.63617549999617,right,0.0,5.540203582990216,,129.6363565419888,129.64569199999096,130.14019791698956,130.13502479199087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
left,left,12.0,0.0,6.0,left,1.0,2.0923939579952275,,,,,,6.0,0.0,12.0,0.0,,,,,,,,,130.14019791698956,,,,,,,,,130.13550920899434,130.23429045898956,131.0259407919948,131.01844983399496,131.01902183399943,131.0259407919948,131.0259407919948,131.0259407919948,,133.12857129199256,left,1.0,2.0923939579952275,,133.13124754199816,133.13656754199474,133.63421233400004,133.62379004199465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
right,right,13.0,1.0,6.0,left,0.0,3.3901210420008283,,,,,,6.0,1.0,13.0,1.0,,,,,,,,,133.63421233400004,,,,,,,,,133.62414983399503,134.82303558399144,135.61759379199066,135.60695541699533,135.60738220899657,135.61759379199066,135.61759379199066,135.61759379199066,,139.01770737499464,left,0.0,3.3901210420008283,,139.0202094999986,139.02464812499238,,139.51813829199818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
left,left,14.0,0.0,7.0,right,0.0,2.3635004999960074,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,139.52338954199513,,,,,,,,,139.51863133399456,139.85656404199835,140.6566323339939,140.65081649999777,140.65135804199963,140.6566323339939,140.6566323339939,140.6566323339939,,143.0249560839875,right,0.0,2.3635004999960074,,143.02505845899577,143.03293541699531,143.5238514169905,143.51879029200063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
right,right,15.0,1.0,7.0,right,1.0,0.8955622089997632,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,143.5238514169905,,,,,,,,,143.51926204199845,144.32435579199228,145.1166339170013,145.1075139589957,145.10798312499537,145.1166339170013,145.1166339170013,145.1166339170013,,146.0188035839965,right,1.0,0.8955622089997632,,146.0219792919961,146.02859433399863,146.5232421249966,146.51842499998747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
left,left,16.0,0.0,8.0,right,0.0,2.9184058750106487,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,146.5232421249966,,,,,,,,,146.51891025000077,147.70698949998769,148.50069820899807,148.49068570899544,148.4911054999975,148.50069820899807,148.50069820899807,148.50069820899807,,151.42869658400014,right,0.0,2.9184058750106487,,151.43171237499337,151.43645779199142,151.93418395899062,151.92328091699164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
right,right,17.0,1.0,8.0,left,0.0,0.985669957997743,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,151.93418395899062,,,,,,,,,151.9236677089939,152.7229846669943,153.5173524999991,153.50695695899776,153.50739095899917,153.5173524999991,153.5173524999991,153.5173524999991,,154.50897324999096,left,0.0,0.985669957997743,,154.50907929199457,154.51624824998726,155.00606299999345,155.0015340839891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
right,right,18.0,0.0,9.0,left,0.0,2.6044524159951834,,,,,,9.0,0.0,18.0,1.0,,,,,,,,,155.00606299999345,,,,,,,,,155.00192716698805,156.20554037499824,157.0007296249969,156.99004837499524,156.99046429200098,157.0007296249969,157.0007296249969,157.0007296249969,,159.60912395898777,left,0.0,2.6044524159951834,,159.60922174999723,159.6161976250005,160.1072297089995,160.10192674999416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
left,left,19.0,1.0,9.0,right,0.0,2.3126855000009527,,,,,,9.0,1.0,19.0,0.0,,,,,,,,,160.1072297089995,,,,,,,,,160.1023813339998,160.90680050000083,161.70065408399387,161.6900564169919,161.69047491699166,161.70065408399387,161.70065408399387,161.70065408399387,,164.01909624999098,right,0.0,2.3126855000009527,,164.0191991669999,164.02590158399835,164.52502458399977,164.5180998339929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.51827608399617,164.52502458399977,164.52502458399977,168.13086237499374,space,3.5933084999996936,,,,,,,,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.1309514589957,168.1360847499891,168.1360847499891,174.9528363749996,space,6.8055430829990655,,,,,,,,,,,,,,,,,sub-203,1,random_dot,,
right,right,0.0,0.0,0.0,right,1.0,4.032813166006235,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,177.78737104199536,,,,,,,,,177.78005045899772,177.86734795899247,178.65939508398878,178.65163012499397,178.65219645899197,178.65939508398878,178.65939508398878,178.65939508398878,,182.70222295899293,,,,,,,,,,,,,,,,,,,,,,,174.97594741699868,174.98087316699093,174.98087316699093,177.76953658398998,space,2.779995667006005,,right,1.0,4.032813166006235,,,,,,sub-203,1,random_dot,,
left,left,1.0,1.0,0.0,left,1.0,2.898318916995777,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,182.7084644169954,,,,,,,,,182.70255733399244,183.90062620899695,184.691675708993,184.6846024589904,184.6850650839915,184.691675708993,184.691675708993,184.691675708993,,187.600212749996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.898318916995777,,,,,,sub-203,1,random_dot,,
right,right,2.0,0.0,1.0,left,0.0,2.240242207990377,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,187.60339858398947,,,,,,,,,187.6005425420008,187.94043379199863,188.7420309589943,188.73476416699123,188.73532033398808,188.7420309589943,188.7420309589943,188.7420309589943,,190.9858344169916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.240242207990377,,,,,,sub-203,1,random_dot,,
left,left,3.0,1.0,1.0,right,0.0,3.665297082989128,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,190.9924279169936,,,,,,,,,190.98626887499995,192.1840858749929,192.97635991699644,192.96815166699523,192.96877824999683,192.97635991699644,192.97635991699644,192.97635991699644,,196.6506299999892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.665297082989128,,,,,,sub-203,1,random_dot,,
left,left,4.0,0.0,2.0,left,1.0,2.88424404199759,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,196.6544382089924,,,,,,,,,196.65100729199185,196.9895737499901,197.7837392919901,197.7732733749872,197.77369316699333,197.7837392919901,197.7837392919901,197.7837392919901,,200.6701617919898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.88424404199759,,,,,,sub-203,1,random_dot,,
right,right,5.0,1.0,2.0,right,1.0,0.7780264999892097,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,200.6766880840005,,,,,,,,,200.6705425419932,201.4672462499875,202.25951350000105,202.25179233399103,202.25251629199192,202.25951350000105,202.25951350000105,202.25951350000105,,203.04170154199528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7780264999892097,,,,,,sub-203,1,random_dot,,
right,right,6.0,0.0,3.0,left,0.0,3.01023383300344,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,203.04933479199823,,,,,,,,,203.0420437499997,203.3895939169888,204.18376345899011,204.17326516698813,204.1736753339937,204.18376345899011,204.18376345899011,204.18376345899011,,207.20218404199116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.01023383300344,,,,,,sub-203,1,random_dot,,
left,left,7.0,1.0,3.0,right,0.0,3.1483855000115,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,207.20868570898887,,,,,,,,,207.2026236669917,207.30030354199695,208.0921942089917,208.0847140419937,208.08530158399665,208.0921942089917,208.0921942089917,208.0921942089917,,211.25223620899487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.1483855000115,,,,,,sub-203,1,random_dot,,
right,right,8.0,0.0,4.0,right,1.0,2.4345765839971136,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,211.2587331669929,,,,,,,,,211.2526729169913,212.05058433399245,212.8419189999986,212.8347735839925,212.83525012499013,212.8419189999986,212.8419189999986,212.8419189999986,,215.2857316669979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.4345765839971136,,,,,,sub-203,1,random_dot,,
left,left,9.0,1.0,4.0,left,1.0,2.954254583004513,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,215.292830624996,,,,,,,,,215.28618837500107,216.0837768749916,216.87488795899844,216.86812583399296,216.8686035839928,216.87488795899844,216.87488795899844,216.87488795899844,,219.83569133399575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.954254583004513,,,,,,sub-203,1,random_dot,,
right,right,10.0,0.0,5.0,left,0.0,2.1507822919957107,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,219.84210183400137,,,,,,,,,219.83608495899531,219.9338039169961,220.7246935419971,220.71768562500077,220.71818987499864,220.7246935419971,220.7246935419971,220.7246935419971,,222.8852615419892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.1507822919957107,,,,,,sub-203,1,random_dot,,
left,left,11.0,1.0,5.0,left,1.0,2.5203698749974137,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,222.89179779199185,,,,,,,,,222.8856932499912,223.23380604200065,224.02538270899092,224.01817524999203,224.01875429198844,224.02538270899092,224.02538270899092,224.02538270899092,,226.5520994169929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.5203698749974137,,,,,,sub-203,1,random_dot,,
left,left,12.0,0.0,6.0,left,1.0,2.5782540420041187,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,226.55877487499677,,,,,,,,,226.55254499999864,226.65078899999207,227.4418731249898,227.4346277500008,227.43520620898929,227.4418731249898,227.4418731249898,227.4418731249898,,230.02486941700045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.5782540420041187,,,,,,sub-203,1,random_dot,,
right,right,13.0,1.0,6.0,right,1.0,1.3520099580055105,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,230.0324138339929,,,,,,,,,230.0251996250008,230.1228234169976,230.925776374992,230.91817179200007,230.91890366699957,230.925776374992,230.925776374992,230.925776374992,,232.28558754199184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3520099580055105,,,,,,sub-203,1,random_dot,,
right,right,14.0,0.0,7.0,left,0.0,3.093060624989448,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,1.0,232.29215979199216,,,,,,,,,232.28601070899455,233.4837549590011,234.27451462499448,234.26773804199183,234.2681933749991,234.27451462499448,234.27451462499448,234.27451462499448,,237.36945891699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.093060624989448,,,,,,sub-203,1,random_dot,,
left,left,15.0,1.0,7.0,right,0.0,3.026251499992213,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,0.0,237.37638304199209,,,,,,,,,237.37005291698733,238.5671445420012,239.35848774999613,239.35120245898725,239.3517762919946,239.35848774999613,239.35848774999613,239.35848774999613,,242.3932653749944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.026251499992213,,,,,,sub-203,1,random_dot,,
left,left,16.0,0.0,8.0,left,1.0,2.667947458001436,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,242.3995984999929,,,,,,,,,242.3935962919932,243.19066749999183,243.99202637499548,243.9845392499992,243.9849850419996,243.99202637499548,243.99202637499548,243.99202637499548,,246.6687714169966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.667947458001436,,,,,,sub-203,1,random_dot,,
right,right,17.0,1.0,8.0,left,0.0,0.4846914170047967,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,246.6759219999949,,,,,,,,,246.6692237919924,246.7673267499922,247.55848395900105,247.5514587499929,247.5519993339985,247.55848395900105,247.55848395900105,247.55848395900105,,248.0522669169877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.4846914170047967,,,,,,sub-203,1,random_dot,,
left,left,18.0,0.0,9.0,left,1.0,0.440006082993932,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,248.0588076669956,,,,,,,,,248.05274808399557,248.85060241699105,249.6412633339933,249.63446745899276,249.6348918750009,249.6412633339933,249.6412633339933,249.6412633339933,,250.08537741699547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.440006082993932,,,,,,sub-203,1,random_dot,,
right,right,19.0,1.0,9.0,right,1.0,0.6295104159944458,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,1.0,250.09157470898936,,,,,,,,,250.0858112089918,250.8839089589892,251.6754006249976,251.66793991699524,251.6684736669995,251.6754006249976,251.6754006249976,251.6754006249976,,252.30778504199407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6295104159944458,,,,,,sub-203,1,random_dot,,
right,right,20.0,0.0,10.0,right,1.0,0.6842107080010464,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,1.0,252.31631366699003,,,,,,,,,252.30811729199195,253.10576399999263,253.90051520899576,253.88981470899307,253.8902130839997,253.90051520899576,253.90051520899576,253.90051520899576,,254.5928740419913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6842107080010464,,,,,,sub-203,1,random_dot,,
left,left,21.0,1.0,10.0,left,1.0,1.4708842079999158,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,0.0,254.60010366699132,,,,,,,,,254.59319829200103,255.7903789999982,256.5914961669914,256.5846507919923,256.585071249996,256.5914961669914,256.5914961669914,256.5914961669914,,258.06840283398924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.4708842079999158,,,,,,sub-203,1,random_dot,,
left,left,22.0,0.0,11.0,right,0.0,4.148014457998215,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,258.07443966699066,,,,,,,,,258.0687139169895,258.41681866699946,259.20798954198835,259.2011829169933,259.2016460419982,259.20798954198835,259.20798954198835,259.20798954198835,,263.3682827500015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.148014457998215,,,,,,sub-203,1,random_dot,,
right,right,23.0,1.0,11.0,right,1.0,3.721159082997474,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,263.3723560840008,,,,,,,,,263.3686149169953,263.71707970899297,264.5085991249944,264.5013792089885,264.5018941669987,264.5085991249944,264.5085991249944,264.5085991249944,,268.2349294589949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.721159082997474,,,,,,sub-203,1,random_dot,,
right,right,24.0,0.0,12.0,left,0.0,4.242981125004008,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,1.0,268.2415616249928,,,,,,,,,268.23528595898824,268.3337248339958,269.12528641699464,269.117884124993,269.11842216699733,269.12528641699464,269.12528641699464,269.12528641699464,,273.3731562499888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.242981125004008,,,,,,sub-203,1,random_dot,,
left,left,25.0,1.0,12.0,left,1.0,7.65727679200063,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,0.0,273.3834414999874,,,,,,,,,273.3734745839902,273.716987458989,274.50792245900084,274.501133999991,274.5015794589999,274.50792245900084,274.50792245900084,274.50792245900084,279.5003655420005,282.1695189999882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,7.65727679200063,,,,,,sub-203,1,random_dot,,
right,right,26.0,0.0,13.0,left,0.0,1.5519361250044312,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,282.17870729199785,,,,,,,,,282.1702386249963,282.2666739999986,283.05872083400027,283.05124212498777,283.0517958339915,283.05872083400027,283.05872083400027,283.05872083400027,,284.6183865839994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.5519361250044312,,,,,,sub-203,1,random_dot,,
left,left,27.0,1.0,13.0,right,0.0,2.032226334005827,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,284.62514974999067,,,,,,,,,284.6188062500005,285.8171035419946,286.6079418750014,286.60066729199025,286.60124958399683,286.6079418750014,286.6079418750014,286.6079418750014,,288.643764249995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.032226334005827,,,,,,sub-203,1,random_dot,,
left,left,28.0,0.0,14.0,left,1.0,2.892874708995805,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,288.6547084589984,,,,,,,,,288.6448739589978,289.8404992089927,290.6417903339898,290.63428737499635,290.6349814999994,290.6417903339898,290.6417903339898,290.6417903339898,,293.5432271669997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.892874708995805,,,,,,sub-203,1,random_dot,,
right,right,29.0,1.0,14.0,left,0.0,1.1064714579988504,,accuracy,space,2.779995667006005,,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,293.54878904198995,,,,,,,,,293.5435593750008,293.88979987498897,294.69141720898915,294.684339333995,294.6848899589968,294.69141720898915,294.69141720898915,294.69141720898915,,295.8016541249963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.1064714579988504,,,,,,sub-203,1,random_dot,,
