direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
,,,,,,,,,,,,,,,,,0.0026808,0.005623,0.005623,26.967029,space,45.9670837,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,,0,0,0,0,,,,,,,,,26.9909201,,,,,,,,,26.9871577,28.1811223,28.9924907,28.96595,28.9660105,28.9924907,28.9924907,28.9924907,33.9811884,45.7489297,right,0,35.762524,None,45.7504174,45.7654862,46.263273,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,,0,1,1,1,,,,,,,,,46.279878,,,,,,,,,46.264147,46.613564,47.4141384,47.3982407,47.3983131,47.4141384,47.4141384,47.4141384,52.413465,54.6986654,left,0,26.2920824,None,54.6997478,54.7128399,55.1979241,55.2131299,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,,1,0,2,1,,,,,,,,,55.2131299,,,,,,,,,55.1991995,55.3133595,56.1138128,56.0982436,56.0983,56.1138128,56.1138128,56.1138128,61.1133086,61.3823647,right,1,24.2806074,None,61.3838494,61.3987477,61.8962645,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,,1,1,3,0,,,,,,,,,61.9124785,,,,,,,,,61.897169,63.0957157,63.896646,63.8807504,63.8807962,63.896646,63.896646,63.896646,68.8955937,69.3146696,right,0,24.4277861,None,69.3155077,69.3286965,69.813507,69.8287506,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,,2,0,4,1,,,,,,,,,69.8287506,,,,,,,,,69.8144077,70.1789602,70.97882,70.9628792,70.9629048,70.97882,70.97882,70.97882,75.9629569,76.548543,left,0,24.579564,None,76.5496588,76.5618442,77.0469905,77.0617028,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,,2,1,5,0,,,,,,,,,77.0617028,,,,,,,,,77.0480756,78.2617786,79.0622019,79.0466159,79.0466726,79.0622019,79.0622019,79.0622019,84.0623069,85.0659892,right,0,25.0223051,None,85.0672322,85.0778444,85.5629147,85.5780837,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,,3,0,6,0,,,,,,,,,85.5780837,,,,,,,,,85.5638128,85.678138,86.4785266,86.4630757,86.4632283,86.4785266,86.4785266,86.4785266,91.478705,92.0646538,left,1,24.5997482,None,92.065781,92.0775796,92.5629016,92.5776741,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,,3,1,7,1,,,,,,,,,92.5776741,,,,,,,,,92.5640122,93.7776959,94.5780839,94.5622394,94.5622941,94.5780839,94.5780839,94.5780839,99.5613182,100.4461227,right,1,24.8809125,None,100.4471034,100.4603275,100.9454539,100.9605748,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,,4,0,8,1,,,,,,,,,100.9605748,,,,,,,,,100.9463545,101.0607015,101.8610262,101.8452815,101.8453263,101.8610262,101.8610262,101.8610262,106.8609164,107.7283825,right,1,24.8760364,None,107.7293022,107.7431432,108.2276857,108.2432923,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,,4,1,9,0,,,,,,,,,108.2432923,,,,,,,,,108.2279983,108.5930539,109.3937605,109.37699,109.3770359,109.3937605,109.3937605,109.3937605,114.3771965,115.0479052,left,1,24.6733084,None,115.0485476,115.0596188,115.5443275,115.5600455,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,,5,0,10,1,,,,,,,,,115.5600455,,,,,,,,,115.5455711,116.3593492,117.1600855,117.1440694,117.1441318,117.1600855,117.1600855,117.1600855,122.1432267,123.078968,left,0,24.9329775,None,123.0803387,123.0926268,123.5782177,123.5930082,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,,5,1,11,0,,,,,,,,,123.5930082,,,,,,,,,123.5792393,124.3926084,125.1932289,125.1780482,125.1781053,125.1932289,125.1932289,125.1932289,130.1930109,131.2110125,left,1,25.0340834,None,131.2120725,131.2254712,131.7106053,131.7257725,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,,6,0,12,1,,,,,,,,,131.7257725,,,,,,,,,131.7115034,132.075987,132.8762908,132.8604954,132.8605604,132.8762908,132.8762908,132.8762908,137.8756634,139.0277253,right,1,25.1620979,None,139.0287997,139.0419195,139.5275408,139.5419001,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,,6,1,13,0,,,,,,,,,139.5419001,,,,,,,,,139.5289991,140.7420637,141.5424623,141.5267195,141.526765,141.5424623,141.5424623,141.5424623,146.542415,147.7939854,right,0,25.2610603,None,147.7950268,147.8082606,148.293364,148.3079886,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,,7,0,14,1,,,,,,,,,148.3079886,,,,,,,,,148.2945335,149.1080987,149.9084319,149.8927218,149.8927672,149.9084319,149.9084319,149.9084319,154.8920979,156.9111823,left,0,26.0231692,None,156.912221,156.9238932,157.4089517,157.4241683,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,,7,1,15,0,,,,,,,,,157.4241683,,,,,,,,,157.4099305,157.5243679,158.3246934,158.3086732,158.3087162,158.3246934,158.3246934,158.3246934,163.308033,164.5109468,right,0,25.1908979,None,164.5122749,164.523939,165.0089676,165.0238195,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,,8,0,16,0,,,,,,,,,165.0238195,,,,,,,,,165.0097995,165.82409,166.6246972,166.6089041,166.6089717,166.6246972,166.6246972,166.6246972,171.6244375,173.4596732,left,1,25.8526902,None,173.4614761,173.4730352,173.9584712,173.9733553,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,,8,1,17,1,,,,,,,,,173.9733553,,,,,,,,,173.9593277,174.7737389,175.5745489,175.5586235,175.5587045,175.5745489,175.5745489,175.5745489,180.573797,182.227163,right,1,25.6703318,None,182.2285886,182.2397052,182.7249616,182.7398412,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,,9,0,18,1,,,,,,,,,182.7398412,,,,,,,,,182.7260276,183.9400293,184.7401641,184.7242197,184.7242641,184.7401641,184.7401641,184.7401641,189.7397479,190.9758372,left,0,25.2466596,None,190.977111,190.9890999,191.4737164,191.4896391,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,,9,1,19,0,,,,,,,,,191.4896391,,,,,,,,,191.4744306,191.8394724,192.639719,192.6239083,192.6239875,192.639719,192.639719,192.639719,197.6394392,198.5766187,right,0,24.9569297,None,198.5778091,198.5888103,199.0740743,199.0891218,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0742033,199.0891218,199.0891218,203.6918724,space,23.6197936,None,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.6920136,203.7055544,203.7055544,208.990838,space,24.2992346,None,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,accuracy,,,,,0,0,0,0,0,0,0,1,214.7428752,,,,,,,,,214.7396879,214.8379217,215.6389262,215.623674,215.6237406,215.6389262,215.6389262,215.6389262,220.6383043,222.0418322,right,1,25.4220589,None,,,,,,,,,,,,,,,,,,,208.9997829,209.0359587,209.0359587,214.7252394,space,24.7093805,None,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,accuracy,,,,,0,0,0,0,0,1,1,0,222.0542373,,,,,,,,,222.0455046,223.2546123,224.0548605,224.0392136,224.0392717,224.0548605,224.0548605,224.0548605,229.0544403,230.4411663,left,1,25.3969967,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,accuracy,,,,,0,0,0,0,1,0,2,0,230.453741,,,,,,,,,230.4443305,231.2544915,232.0545435,232.0389529,232.0390193,232.0545435,232.0545435,232.0545435,237.0539837,237.8903325,right,0,24.8517393,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,accuracy,,,,,0,0,0,0,1,1,3,1,237.9034229,,,,,,,,,237.893105,238.2535903,239.0541471,239.0387374,239.0387861,239.0541471,239.0541471,239.0541471,244.054162,244.957386,left,0,24.9219567,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,accuracy,,,,,0,0,0,0,2,0,4,1,244.9697809,,,,,,,,,244.9599219,245.3198433,246.1203144,246.1050998,246.1051486,246.1203144,246.1203144,246.1203144,251.1201827,254.0896008,right,1,26.9889268,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,accuracy,,,,,0,0,0,0,2,1,5,0,254.102486,,,,,,,,,254.0917438,254.2027219,255.0035674,254.9876324,254.9876791,255.0035674,255.0035674,255.0035674,260.0032624,261.2882418,right,0,25.2923851,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,accuracy,,,,,0,0,0,0,3,0,6,0,261.3020662,,,,,,,,,261.2906569,261.6522308,262.4526736,262.4375257,262.437603,262.4526736,262.4526736,262.4526736,267.4527977,268.8376778,right,0,25.3924585,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,accuracy,,,,,0,0,0,0,3,1,7,1,268.8517953,,,,,,,,,268.8401459,270.0517977,270.8528895,270.8367952,270.836844,270.8528895,270.8528895,270.8528895,275.8522905,276.520804,left,0,24.6775704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,accuracy,,,,,0,0,0,0,4,0,8,1,276.5352113,,,,,,,,,276.5229899,277.7347595,278.5353647,278.5194048,278.5194524,278.5353647,278.5353647,278.5353647,,281.6726412,right,1,22.1562143,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,accuracy,,,,,0,0,0,0,4,1,9,0,281.6842753,,,,,,,,,281.6766316,282.8847323,283.6854376,283.6696472,283.6696998,283.6854376,283.6854376,283.6854376,,287.6700524,left,1,22.9915888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,accuracy,,,,,0,0,0,0,5,0,10,1,287.6845983,,,,,,,,,287.6719818,288.8842741,289.684939,289.6691846,289.6692524,289.684939,289.684939,289.684939,,293.4862696,right,1,22.8126377,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,accuracy,,,,,0,0,0,0,5,1,11,0,293.5005364,,,,,,,,,293.4882301,294.3006049,295.1013649,295.0856198,295.0856609,295.1013649,295.1013649,295.1013649,300.0845878,301.153896,left,1,25.0610318,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
left,left,accuracy,,,,,0,0,0,0,6,0,12,0,301.1666353,,,,,,,,,301.1572127,301.5169694,302.3171772,302.3015218,302.3015653,302.3171772,302.3171772,302.3171772,307.3175003,307.9707128,right,0,24.6734595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
right,right,accuracy,,,,,0,0,0,0,6,1,13,1,307.9833391,,,,,,,,,307.9732034,308.7832366,309.5835079,309.5681701,309.568216,309.5835079,309.5835079,309.5835079,314.5833873,316.3373788,left,0,25.7731484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-013,1,2025-03-13_13h47.04.955,random_dot,03.02.2023,60.028946,2025-03-13 13h47.16.909199 +0100
