direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 71
left,left,speed,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,0.0,386.0805921000429,,,,,,,,,386.07494670012966,387.2804355998524,388.0811560000293,388.0725960000418,388.0726152998395,388.0811560000293,388.0811560000293,388.0811560000293,389.0736238001846,left,1.0,12.390419099945577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,1.0,389.08035189984366,,,,,,,,,389.0743725001812,390.2799225999042,391.0807560002431,391.0721284998581,391.0721482001245,391.0807560002431,391.0807560002431,391.0807560002431,392.08999320026487,right,1.0,12.40568199986592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,0.0,392.0964482999407,,,,,,,,,392.0910596000031,392.1962430998683,392.9972195001319,392.9883632999845,392.98838229989633,392.9972195001319,392.9972195001319,392.9972195001319,394.6061311000958,left,1.0,13.009256700053813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,1.0,394.612468900159,,,,,,,,,394.607299100142,395.4125163001008,396.2132048001513,396.20447100000456,396.204490700271,396.2132048001513,396.2132048001513,396.2132048001513,396.7891031000763,right,1.0,11.97263630013913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,0.0,396.79573940020055,,,,,,,,,396.7898078002036,397.59546660026535,398.3962333998643,398.38760120002553,398.38762099994346,398.3962333998643,398.3962333998643,398.3962333998643,399.1302554998547,right,0.0,12.130164099857211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,1.0,399.1368653001264,,,,,,,,,399.1310066999868,399.486802500207,400.2876670998521,400.2788611999713,400.2788797998801,400.2876670998521,400.2876670998521,400.2876670998521,401.4713217001408,right,1.0,12.577848499640822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,0.0,401.4783415002749,,,,,,,,,401.4720716001466,402.6782315000892,403.4787075002678,403.4699547998607,403.4699702998623,403.4787075002678,403.4787075002678,403.4787075002678,404.1962621002458,left,1.0,12.111238200217484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,1.0,404.2029173001647,,,,,,,,,404.19707449991256,405.00268079992384,405.80338420020416,405.79479569988325,405.7948186998256,405.80338420020416,405.80338420020416,405.80338420020416,406.9038030998781,left,0.0,12.500902300234884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,1.0,406.9108351999894,,,,,,,,,406.90451830020174,407.2605363000184,408.0613156999461,408.052488300018,408.0525022000074,408.0613156999461,408.0613156999461,408.0613156999461,409.1785555998795,left,0.0,12.514560499694198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,0.0,409.1851540999487,,,,,,,,,409.1793249999173,410.3850143998861,411.186070300173,411.17730430001393,411.177323800046,411.186070300173,411.186070300173,411.186070300173,412.2197924000211,right,0.0,12.43327370006591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,speed,,,,,0.0,1.0,1.0,1.0,29.0,0.0,58.0,1.0,412.2264189999551,,,,,,,,,412.2205480001867,412.3265197998844,413.1274139001034,413.1185373002663,413.1185514000245,413.1274139001034,413.1274139001034,413.1274139001034,414.14444389985874,right,1.0,12.416069699916989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,speed,,,,,0.0,1.0,1.0,1.0,29.0,1.0,59.0,0.0,414.1510092001408,,,,,,,,,414.14516529999673,414.5012219999917,415.302016899921,415.2931586001069,415.29317490011454,415.302016899921,415.302016899921,415.302016899921,416.3025743998587,right,0.0,12.394389900378885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
,,speed,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.3032380999066,416.3093445999548,sub-169,,,,
