direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 71
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,29.85470440005884,,,,,,,,,29.847160200122744,30.65479990001768,31.45544539997354,31.44680819986388,31.44682740001008,31.45544539997354,31.45544539997354,31.45544539997354,32.281197499949485,right,1.0,12.223598399665208,,32.28158560022712,32.2879822999239,32.77993729989976,32.78772159991786,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,32.78772159991786,,,,,,,,,32.78021960007027,33.58742390014231,34.38836700003594,34.37965240003541,34.37966650025919,34.38836700003594,34.38836700003594,34.38836700003594,34.96407110011205,left,1.0,11.973563900217414,,34.96444040024653,34.97071890020743,35.462690900079906,35.47066870005801,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,35.47066870005801,,,,,,,,,35.46299170004204,35.570476199965924,36.37143670022488,36.36246979981661,36.3624852001667,36.37143670022488,36.37143670022488,36.37143670022488,37.38880940014496,left,0.0,12.41538569983095,,37.38918420020491,37.39528230018914,37.88729629991576,37.895224899984896,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,37.895224899984896,,,,,,,,,37.88759469985962,38.24509290000424,39.04598359996453,39.03726929984987,39.03728630021215,39.04598359996453,39.04598359996453,39.04598359996453,39.630309199914336,left,1.0,11.985164400190117,,39.63100549997762,39.63647919986397,40.12870150012896,40.13646070007235,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,40.13646070007235,,,,,,,,,40.12901159981266,40.48640319984406,41.28727040020749,41.27833000011742,41.27834520023316,41.28727040020749,41.28727040020749,41.28727040020749,41.979466000106186,left,0.0,12.08985049976036,,41.979888500180095,41.98603660007939,42.4782914002426,42.48605220019817,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,42.48605220019817,,,,,,,,,42.47859749989584,43.68605800019577,44.486659300047904,44.47765740007162,44.47766959993169,44.486659300047904,44.486659300047904,44.486659300047904,45.112573199905455,left,1.0,12.02475730003789,,45.11298310011625,45.1189772002399,45.61102270008996,45.61877589998767,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,45.61877589998767,,,,,,,,,45.61137139983475,45.718814600259066,46.51962199993432,46.51099810004234,46.511015799827874,46.51962199993432,46.51962199993432,46.51962199993432,47.85345190018416,right,1.0,12.728256900329145,,47.853808499872684,47.86012350022793,48.35220200009644,48.36005329992622,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,48.36005329992622,,,,,,,,,48.35252670012415,49.15991079993546,49.960873499978334,49.95202350011096,49.95204279990867,49.960873499978334,49.960873499978334,49.960873499978334,50.31994879990816,right,1.0,11.758950400166214,,50.32031260011718,50.3266894002445,50.81845219992101,50.82635059999302,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,50.82635059999302,,,,,,,,,50.81874699983746,51.62625270010904,52.42714199982584,52.4184206998907,52.41844070004299,52.42714199982584,52.42714199982584,52.42714199982584,53.04456890001893,left,1.0,12.01672889990732,,53.04505799990147,53.051133200060576,53.54310780018568,53.55105319991708,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,53.55105319991708,,,,,,,,,53.5434465999715,53.90085279988125,54.70163410017267,54.692858499940485,54.69287420017645,54.70163410017267,54.70163410017267,54.70163410017267,55.89398760022596,right,1.0,12.587378199677914,,55.89442750019953,55.900602399837226,56.39282419998199,56.40039400011301,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,56.40039400011301,,,,,,,,,56.39307660004124,57.60045120026916,58.40116110024974,58.39220910007134,58.39222329994664,58.40116110024974,58.40116110024974,58.40116110024974,59.21849250001833,right,0.0,12.21666259970516,,59.21888450020924,59.22491719992831,59.71732759987936,59.72508529992774,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.71738460008055,59.72508529992774,59.72508529992774,66.18306740000844,space,17.854716800153255,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.18309239996597,66.19087419984862,66.19087419984862,69.174960100092,space,14.384087099693716,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.31495669996366,,,,,,,,,70.3119128998369,70.41497140005231,71.21561799990013,71.20700210006908,71.20702160010114,71.21561799990013,71.21561799990013,71.21561799990013,72.42520780023187,left,1.0,12.60905239963904,,,,,,,,,,,,,,,,,,,,69.1779036000371,69.19156579999253,69.19156579999253,70.30754880001768,space,12.510089399758726,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,72.43142590019852,,,,,,,,,72.42599180014804,73.63099380023777,74.43183800019324,74.42312269983813,74.42314059985802,74.43183800019324,74.43183800019324,74.43183800019324,75.96571720018983,right,1.0,12.93425939977169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,75.97242380026728,,,,,,,,,75.96667939983308,77.17196060018614,77.97305800020695,77.9642154998146,77.96423650020733,77.97305800020695,77.97305800020695,77.97305800020695,78.86548990011215,right,0.0,12.289360699709505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,78.87176800007,,,,,,,,,78.86667020013556,79.22192469984293,80.02273990027606,80.01380590023473,80.01382180023938,80.02273990027606,80.02273990027606,80.02273990027606,81.06492369994521,right,1.0,12.442404800094664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,81.07159820012748,,,,,,,,,81.06578279985115,81.42163089988753,82.22229650011286,82.2134286002256,82.21344379987568,82.22229650011286,82.22229650011286,82.22229650011286,83.14785300008953,left,1.0,12.319579599890858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,83.15445060003549,,,,,,,,,83.14869440020993,83.95439790003002,84.75521069997922,84.74647899996489,84.74649470020086,84.75521069997922,84.75521069997922,84.75521069997922,85.62280610017478,right,1.0,12.26754349982366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,85.62966890027747,,,,,,,,,85.62345599988475,86.82897579995915,87.62983020022511,87.62084280001,87.6208568001166,87.62983020022511,87.62983020022511,87.62983020022511,89.2968549001962,left,1.0,13.060944099910555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,89.30340299988165,,,,,,,,,89.2976631000638,89.65341820009053,90.45424370002002,90.44548000022768,90.4454940999858,90.45424370002002,90.45424370002002,90.45424370002002,91.89683610014616,left,0.0,12.843404800165445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,91.90323700010777,,,,,,,,,91.8975945999846,92.70311899995431,93.50382129987702,93.49523290013894,93.49525219993666,93.50382129987702,93.50382129987702,93.50382129987702,94.70432170014828,right,1.0,12.597862599883229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,94.71114839985968,,,,,,,,,94.70512659987436,95.0608576000668,95.86180139984936,95.8531647999771,95.85318579990415,95.86180139984936,95.86180139984936,95.86180139984936,97.2208719998598,left,1.0,12.756813699845225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,97.2273470000364,,,,,,,,,97.22163400007412,98.02705010026692,98.8280143002048,98.81919769989328,98.81921009998769,98.8280143002048,98.8280143002048,98.8280143002048,100.22863799985498,right,1.0,12.799605099949986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,100.23528950009496,,,,,,,,,100.2294022999704,101.03487309999764,101.83590710023418,101.82706730021164,101.8270870000124,101.83590710023418,101.83590710023418,101.83590710023418,103.01153420004994,right,0.0,12.573972799815238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,103.01820710022002,,,,,,,,,103.01218810025604,103.11803000001235,103.91887769987808,103.91007940005512,103.91009639995173,103.91887769987808,103.91887769987808,103.91887769987808,105.7776533998549,right,0.0,13.254928200040013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,105.78415230009703,,,,,,,,,105.7783658001572,106.98393610026687,107.78473530011252,107.7759429998696,107.77595800021663,107.78473530011252,107.78473530011252,107.78473530011252,109.40194460004568,left,0.0,13.01445240015164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,109.408497299999,,,,,,,,,109.40265379985794,110.2086493000388,111.00939340004696,111.00037370016798,111.0003885999322,111.00939340004696,111.00939340004696,111.00939340004696,112.52637610025704,left,1.0,12.9115726002492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,112.533305299934,,,,,,,,,112.52717370027676,113.33307390008122,114.13364649983124,114.12499839998782,114.12501259986313,114.13364649983124,114.13364649983124,114.13364649983124,115.24277420016006,left,0.0,12.503116799984127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,1.0,115.2493755002506,,,,,,,,,115.24346920009702,116.44927839981392,117.2500599999912,117.24127050023526,117.24128990015016,117.2500599999912,117.2500599999912,117.2500599999912,118.20910850027576,right,1.0,12.35684120003134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,0.0,118.2156782001257,,,,,,,,,118.20981620019302,118.56564019992948,119.36627440014854,119.35744989989324,119.35746459988876,119.36627440014854,119.36627440014854,119.36627440014854,120.65870669996366,right,0.0,12.686840599868448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,1.0,120.6651109000668,,,,,,,,,120.65943029988556,121.86496530007572,122.665857499931,122.6571367001161,122.65715250000358,122.665857499931,122.665857499931,122.665857499931,124.4081049002707,left,0.0,13.140991199761627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,0.0,124.41446370026097,,,,,,,,,124.40897310012951,125.61440119985492,126.41520710010082,126.40653529996052,126.40655880002303,126.41520710010082,126.41520710010082,126.41520710010082,128.73236350016668,right,0.0,13.71196400001645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,128.73880679998547,,,,,,,,,128.73312840005383,128.8389591998421,129.6396738998592,129.63078649993986,129.63080439995974,129.6396738998592,129.6396738998592,129.6396738998592,131.92335039982572,left,1.0,13.681157799903303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,131.93012670008466,,,,,,,,,131.9242763002403,132.72979980008677,133.5305484002456,133.52189720002934,133.52191699994728,133.5305484002456,133.5305484002456,133.5305484002456,135.67298140004277,right,1.0,13.5402768002823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,1.0,135.67936989990994,,,,,,,,,135.67376470007002,135.7795179001987,136.58022970007733,136.57155779981986,136.57157569983974,136.58022970007733,136.58022970007733,136.58022970007733,138.37258030008525,right,1.0,13.188449600245804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,138.37895580008626,,,,,,,,,138.37328639999032,139.17873140005395,139.97974140010774,139.97102370020002,139.97104580001906,139.97974140010774,139.97974140010774,139.97974140010774,142.00507760001346,left,1.0,13.418469899799677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,1.0,142.01178639987484,,,,,,,,,142.00585639989004,143.21148269996047,144.01219619996846,144.00342829991132,144.00344510003924,144.01219619996846,144.01219619996846,144.01219619996846,145.9795912001282,left,0.0,13.363627300132066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,0.0,145.98610089998692,,,,,,,,,145.98035329999402,146.78603530023247,147.58644139999524,147.57815210008994,147.57817219989374,147.58644139999524,147.58644139999524,147.58644139999524,149.73711550002918,right,0.0,13.544581699650736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,149.74369370006025,,,,,,,,,149.73781710024923,150.09391220007092,150.89444439997897,150.88567099999636,150.88568590022624,150.89444439997897,150.89444439997897,150.89444439997897,153.67011839989573,left,1.0,14.171811900101602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,1.0,153.6764924000017,,,,,,,,,153.67087440006435,154.4763060999103,155.27722950000316,155.26827770005912,155.2682934999466,155.27722950000316,155.27722950000316,155.27722950000316,157.98563800007105,right,1.0,14.108933399897069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,1.0,157.9924766998738,,,,,,,,,157.98655570019037,158.0923998001963,158.89318499993533,158.88453309983015,158.88454549992457,158.89318499993533,158.89318499993533,158.89318499993533,161.54375190008432,right,1.0,14.04854780016467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,0.0,161.5502176000737,,,,,,,,,161.54444580012932,161.9002088000998,162.70104240020737,162.69207330001518,162.69209020026028,162.70104240020737,162.70104240020737,162.70104240020737,164.9183427998796,right,0.0,13.616645699832588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,1.0,164.9247844000347,,,,,,,,,164.91913630021736,165.72447809996083,166.52539990004152,166.51657340023667,166.5165920001455,166.52539990004152,166.52539990004152,166.52539990004152,167.94279679981992,left,0.0,12.815249200444669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,0.0,167.9493022998795,,,,,,,,,167.94346689991653,168.04912219988182,168.84992700023577,168.84104700013995,168.8410614002496,168.84992700023577,168.84992700023577,168.84992700023577,170.81683250004426,left,1.0,13.366489199921489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,1.0,170.8236044999212,,,,,,,,,170.81755329994485,171.17359270015731,171.97455490007997,171.96549460012466,171.96550909988582,171.97455490007997,171.97455490007997,171.97455490007997,173.32532910024747,left,0.0,12.751747999805955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,0.0,173.33177770022303,,,,,,,,,173.3260488002561,173.43175440002233,174.23234750004485,174.22356329998,174.22357730008662,174.23234750004485,174.23234750004485,174.23234750004485,175.69132310012355,right,0.0,12.85298930015415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,0.0,175.69808579981327,,,,,,,,,175.69206929998472,176.04788170009851,176.8487948998809,176.83994540013373,176.83996309991926,176.8487948998809,176.8487948998809,176.8487948998809,178.63264469988644,right,0.0,13.178929400164634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,1.0,178.63899270026013,,,,,,,,,178.6335887000896,178.73909599985927,179.53995560016483,179.5312446001917,179.5312597998418,179.53995560016483,179.53995560016483,179.53995560016483,181.19864760013297,right,1.0,13.056493899784982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,0.0,181.20528359990567,,,,,,,,,181.19947220012543,182.00519949989396,182.8062141002156,182.7973317001015,182.797346400097,182.8062141002156,182.8062141002156,182.8062141002156,184.02335420018065,left,1.0,12.615088500082493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,1.0,184.02989450003952,,,,,,,,,184.0241105002351,184.82994600012896,185.63096249988303,185.6220350000076,185.62204660009596,185.63096249988303,185.63096249988303,185.63096249988303,187.13936799997464,right,1.0,12.908836199901998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,1.0,187.1458494998515,,,,,,,,,187.14013299997896,188.34605020005256,189.1466332999989,189.13777420017868,189.13778880005705,189.1466332999989,189.1466332999989,189.1466332999989,190.86386780021712,left,0.0,13.111180199775845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,0.0,190.8702332000248,,,,,,,,,190.86463400023055,191.2203767998144,192.02129450021312,192.01235410012305,192.0123689998873,192.02129450021312,192.02129450021312,192.02129450021312,193.838560000062,left,1.0,13.214063399937004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,20.0,0.0,40.0,0.0,193.84501350019127,,,,,,,,,193.83931940002367,193.94513020012528,194.7456593001261,194.7369662998244,194.73698570020497,194.7456593001261,194.7456593001261,194.7456593001261,196.2547577000223,left,1.0,12.906354600097984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-169,1.0,random_dot,119.9935681840188,
