direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,stimulusDots.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
left,left,23.0,1.0,11.0,right,0.0,1.7790276260057,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,11.0,1.0,23.0,0.0,602.0848801929969,,,,,,,,,602.0700576259987,602.1853159090097,602.98470012701,602.9686652150122,602.9690118270228,602.98470012701,602.98470012701,602.98470012701,604.7697276050167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.7790276260057,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,24.0,0.0,12.0,left,1.0,1.1637636439991184,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,12.0,0.0,24.0,0.0,604.7845512880012,,,,,,,,,604.7700242970022,605.5853789719986,606.384849915019,606.3689398560091,606.3692776829994,606.384849915019,606.384849915019,606.384849915019,607.5528949900181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1637636439991184,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,25.0,1.0,12.0,right,1.0,2.0689330459863413,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,12.0,1.0,25.0,1.0,607.5680641870131,,,,,,,,,607.553238174005,607.668076816015,608.468382652005,608.4522147060197,608.4525542500196,608.468382652005,608.468382652005,608.468382652005,610.5521074040153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.0689330459863413,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,26.0,0.0,13.0,right,1.0,2.7299644610029645,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,13.0,0.0,26.0,1.0,610.5682582550216,,,,,,,,,610.5524120840128,611.7516756580153,612.5514825980063,612.535106779018,612.535486378998,612.5514825980063,612.5514825980063,612.5514825980063,615.286410818022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.7299644610029645,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,27.0,1.0,13.0,left,1.0,2.09526797500439,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,13.0,1.0,27.0,0.0,615.3016275590053,,,,,,,,,615.286912954005,616.1015601110121,616.9015212640224,616.8851518680167,616.8856019450177,616.9015212640224,616.9015212640224,616.9015212640224,619.0028151099978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.09526797500439,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,28.0,0.0,14.0,right,1.0,2.5495470140012912,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,14.0,0.0,28.0,1.0,619.017985028011,,,,,,,,,619.0031189220026,620.2181836340169,621.0184163520171,621.0018342120165,621.0021466080216,621.0184163520171,621.0184163520171,621.0184163520171,623.5695077370037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.5495470140012912,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,29.0,1.0,14.0,left,1.0,1.8840125800052192,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,14.0,1.0,29.0,0.0,623.5844040560187,,,,,,,,,623.5699576380139,624.3847457160009,625.1847949610092,625.1684076130041,625.1688656019978,625.1847949610092,625.1847949610092,625.1847949610092,627.0854959800199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.8840125800052192,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,30.0,0.0,15.0,left,1.0,0.8137914410035592,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,15.0,0.0,30.0,0.0,627.1009942770179,,,,,,,,,627.0858048960217,627.1848141399969,627.9845516119967,627.9683020710072,627.968639749015,627.9845516119967,627.9845516119967,627.9845516119967,628.803038337006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8137914410035592,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,31.0,1.0,15.0,left,0.0,2.198850585991749,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,15.0,1.0,31.0,1.0,628.8177158180042,,,,,,,,,628.8033430880168,629.6181205820176,630.4181580830191,630.4014972209989,630.4018338290043,630.4181580830191,630.4181580830191,630.4181580830191,632.6193293260003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.198850585991749,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,32.0,0.0,16.0,left,1.0,1.856575888989028,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,16.0,0.0,32.0,0.0,632.6343342370237,,,,,,,,,632.6196870320127,632.9848522420216,633.7846561180195,633.7682651900104,633.7687282999977,633.7846561180195,633.7846561180195,633.7846561180195,635.6520476120058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.856575888989028,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,33.0,1.0,16.0,right,1.0,4.000090754998382,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,16.0,1.0,33.0,1.0,635.66779760801,,,,,,,,,635.6523669360031,635.7513768320205,636.5511323469982,636.5349404220178,636.5353912050196,636.5511323469982,636.5511323469982,636.5511323469982,640.5524276829965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.000090754998382,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,34.0,0.0,17.0,right,1.0,2.8960527360031847,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,17.0,0.0,34.0,1.0,640.567496616015,,,,,,,,,640.5529191330133,641.350726892997,642.1511857029982,642.134842318017,642.1352946900006,642.1511857029982,642.1511857029982,642.1511857029982,645.0526570950169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.8960527360031847,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,35.0,1.0,17.0,left,1.0,1.7165369360009208,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,17.0,1.0,35.0,0.0,645.0677602369979,,,,,,,,,645.0529509100015,646.2678612240124,647.0678520070214,647.0515039820166,647.051948013017,647.0678520070214,647.0678520070214,647.0678520070214,648.7856711820059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.7165369360009208,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,36.0,0.0,18.0,right,1.0,2.284963198006153,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,18.0,0.0,36.0,1.0,648.8007342500205,,,,,,,,,648.786080564023,650.0009770140168,650.8011213710124,650.7847004460054,650.7851469550224,650.8011213710124,650.8011213710124,650.8011213710124,653.1015977070201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.284963198006153,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,37.0,1.0,18.0,left,1.0,1.66608279600041,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,18.0,1.0,37.0,0.0,653.1176264310197,,,,,,,,,653.1019069589966,653.4511252340162,654.2512414870143,654.2346697750036,654.2350537250168,654.2512414870143,654.2512414870143,654.2512414870143,655.9188970499963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.66608279600041,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,38.0,0.0,19.0,right,1.0,2.317556679015979,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,19.0,0.0,38.0,1.0,655.9340793010197,,,,,,,,,655.9192653490172,656.0344098110218,656.834388214018,656.8179910269973,656.8184444610088,656.834388214018,656.834388214018,656.834388214018,659.1684431300091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.317556679015979,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,39.0,1.0,19.0,left,1.0,1.0989694979798514,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,19.0,1.0,39.0,0.0,659.1839676010131,,,,,,,,,659.1688190590066,659.9674343400111,660.7675516930176,660.7513149740116,660.7517112230125,660.7675516930176,660.7675516930176,660.7675516930176,661.8688092040247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0989694979798514,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,40.0,0.0,20.0,right,0.0,1.1847632029966917,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,20.0,0.0,40.0,0.0,661.8839474660053,,,,,,,,,661.8691561760206,662.2341813220119,663.0339858950174,663.0178691020119,663.0183190700191,663.0339858950174,663.0339858950174,663.0339858950174,664.2348794240097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.1847632029966917,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,41.0,1.0,20.0,right,1.0,3.489645694993669,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,20.0,1.0,41.0,1.0,664.2507027060201,,,,,,,,,664.235255890002,665.0342722640198,665.8618105380156,665.8368163700216,665.8371081290243,665.8618105380156,665.8618105380156,665.8618105380156,669.3686256550136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.489645694993669,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,42.0,0.0,21.0,right,1.0,2.679294184985338,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,21.0,0.0,42.0,1.0,669.3838466940215,,,,,,,,,669.3690625190211,669.734181562002,670.5339675160067,670.5175558990159,670.5178831079975,670.5339675160067,670.5339675160067,670.5339675160067,673.2185503540095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.679294184985338,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,43.0,1.0,21.0,left,1.0,0.703518182010157,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,21.0,1.0,43.0,0.0,673.2342677580018,,,,,,,,,673.2189291730174,674.4340742930071,675.2339470419975,675.2175288830185,675.2178314440243,675.2339470419975,675.2339470419975,675.2339470419975,675.9514856970054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.703518182010157,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,44.0,0.0,22.0,right,1.0,0.8327759979874827,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,22.0,0.0,44.0,1.0,675.967107502016,,,,,,,,,675.9518027610029,676.3008536859998,677.1006494830071,677.0845947230118,677.0848980410083,677.1006494830071,677.1006494830071,677.1006494830071,677.9350952200184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8327759979874827,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,45.0,1.0,22.0,left,1.0,1.8537055109918583,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,22.0,1.0,45.0,0.0,677.9505066960119,,,,,,,,,677.9355400520144,678.0505904870224,678.8506405370135,678.8342512480158,678.8345508610073,678.8506405370135,678.8506405370135,678.8506405370135,680.7181406900054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.8537055109918583,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,46.0,0.0,23.0,right,0.0,1.8458552630036136,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,23.0,0.0,46.0,0.0,680.733774524997,,,,,,,,,680.7184425590094,681.9175009290047,682.7173712410149,682.7011664140155,682.7015998590214,682.7173712410149,682.7173712410149,682.7173712410149,684.5684980640071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.8458552630036136,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,47.0,1.0,23.0,right,1.0,1.6142971760127691,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,23.0,1.0,47.0,1.0,684.5835620250145,,,,,,,,,684.5687963200035,685.3837743180047,686.183955192013,686.1674799790198,686.1679194400203,686.183955192013,686.183955192013,686.183955192013,687.8019060850202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6142971760127691,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,48.0,0.0,24.0,left,1.0,1.8087123770092148,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,24.0,0.0,48.0,0.0,687.8169950960146,,,,,,,,,687.802342141018,688.6173207510146,689.4171833950095,689.4005162810208,689.4008533180167,689.4171833950095,689.4171833950095,689.4171833950095,691.2351780070167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.8087123770092148,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,49.0,1.0,24.0,right,1.0,2.2684880570159294,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,24.0,1.0,49.0,1.0,691.2505641120079,,,,,,,,,691.2356218339992,692.0506970670249,692.8506477850024,692.8342911960208,692.8346309990156,692.8506477850024,692.8506477850024,692.8506477850024,695.1345754220092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.2684880570159294,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,50.0,0.0,25.0,right,1.0,2.113319705007598,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,25.0,0.0,50.0,1.0,695.1503529070178,,,,,,,,,695.1349507940176,695.4837207670207,696.2836484560103,696.2675540870114,696.2678889960225,696.2836484560103,696.2836484560103,696.2836484560103,698.4016898109985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.113319705007598,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,51.0,1.0,25.0,left,1.0,1.7192700610030442,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,25.0,1.0,51.0,0.0,698.4171140399994,,,,,,,,,698.4021018070052,699.6171237360104,700.4170541780186,700.4008330810175,700.4011320820136,700.4170541780186,700.4170541780186,700.4170541780186,702.1510482290178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.7192700610030442,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,52.0,0.0,26.0,right,0.0,1.0587815889739431,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,26.0,0.0,52.0,0.0,702.1669480130076,,,,,,,,,702.1513868159964,702.9504334240046,703.7504135900235,703.7339406870014,703.7343838940142,703.7504135900235,703.7504135900235,703.7504135900235,704.8178034670127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0587815889739431,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,53.0,1.0,26.0,left,0.0,1.7780822519853243,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,26.0,1.0,53.0,1.0,704.8332650610246,,,,,,,,,704.8180998120224,705.167039205,705.9670351700042,705.9506270860147,705.9510819550196,705.9670351700042,705.9670351700042,705.9670351700042,707.7516887359961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.7780822519853243,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,54.0,0.0,27.0,right,0.0,2.8760631929908413,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,27.0,0.0,54.0,0.0,707.7668714980246,,,,,,,,,707.751991202007,708.117061070021,708.9169809710002,708.9006476869981,708.9010939200234,708.9169809710002,708.9169809710002,708.9169809710002,711.801174606022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.8760631929908413,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,55.0,1.0,27.0,left,0.0,1.0141797469987068,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,27.0,1.0,55.0,1.0,711.8165139530029,,,,,,,,,711.8014705430251,711.9168158149987,712.7168618160067,712.7006122670136,712.7010741670092,712.7168618160067,712.7168618160067,712.7168618160067,713.7347475270217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.0141797469987068,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,56.0,0.0,28.0,left,0.0,1.745800654985942,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,28.0,0.0,56.0,1.0,713.7501414870203,,,,,,,,,713.7352342310187,714.1001566900231,714.9002568350115,714.8837696060073,714.8842099120084,714.9002568350115,714.9002568350115,714.9002568350115,716.6514722650172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.745800654985942,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,57.0,1.0,28.0,left,1.0,2.0992919960117438,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,28.0,1.0,57.0,0.0,716.666699991998,,,,,,,,,716.6517819930159,717.4669200470089,718.2667751240078,718.2503887620114,718.2508360180072,718.2667751240078,718.2667751240078,718.2667751240078,720.3678412570152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.0992919960117438,,,,,sub-225,1,random_dot,59.718377690246655,
left,left,58.0,0.0,29.0,right,0.0,2.895968005002942,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,29.0,0.0,58.0,0.0,720.3830991320137,,,,,,,,,720.368248593004,720.733307454997,721.5329001370119,721.5164841500227,721.5167861010123,721.5329001370119,721.5329001370119,721.5329001370119,724.4346999740228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.895968005002942,,,,,sub-225,1,random_dot,59.718377690246655,
right,right,59.0,1.0,29.0,left,0.0,1.2180049610033166,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,29.0,1.0,59.0,1.0,724.4497511840018,,,,,,,,,724.4350958880095,725.6499966520059,726.4500810340105,726.4339075809985,726.4343335190206,726.4500810340105,726.4500810340105,726.4500810340105,727.6842280290148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.2180049610033166,,,,,sub-225,1,random_dot,59.718377690246655,
,,1.0,1.0,0.0,,,,,speed,space,19.922204147005687,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-225,1,random_dot,59.718377690246655,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.6881592520222,727.7029056580213,732.7002163880097,sub-225,1,random_dot,59.718377690246655,
