direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
left,left,9.0,1.0,4.0,left,1.0,1.1185273999872152,,,,,,4.0,1.0,9.0,0.0,,,,,,,,,64.28168650000589,,,,,,,,,64.26584810001077,65.48012300001574,66.29705819999799,66.27912110000034,66.27935009999783,66.29705819999799,66.29705819999799,66.29705819999799,67.42928420001408,left,1.0,1.1185273999872152,,67.42935359998955,67.44413540000096,67.94335929999943,67.92702329999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,10.0,0.0,5.0,right,1.0,1.3454333000117913,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,67.94335929999943,,,,,,,,,67.92725410001003,68.74232779999147,69.54280699999072,69.52498330001254,69.5252715999959,69.54280699999072,69.54280699999072,69.54280699999072,70.89166280001518,right,1.0,1.3454333000117913,,70.89180290000513,70.90642089999164,71.4055340999912,71.38920229999349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,11.0,1.0,5.0,left,1.0,1.3282032999850344,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,71.4055340999912,,,,,,,,,71.38946480001323,72.20457780000288,73.02176500001224,73.0045056999952,73.00477749999845,73.02176500001224,73.02176500001224,73.02176500001224,74.35351519999676,left,1.0,1.3282032999850344,,74.35359109999263,74.36829449998913,74.86766380001791,74.85122070001671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,12.0,0.0,6.0,left,0.0,0.8341712999972515,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,74.86766380001791,,,,,,,,,74.85144679999212,75.21722079999745,76.0341868000105,76.01628370000981,76.01658290001797,76.0341868000105,76.0341868000105,76.0341868000105,76.88344100001268,left,0.0,0.8341712999972515,,76.88571860000957,76.89826929999981,77.3978269000072,77.38170160001027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,13.0,1.0,6.0,right,0.0,2.3541799999948125,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,77.3978269000072,,,,,,,,,77.38221549999435,78.1965606000158,79.01363239999046,78.99571479999577,78.99596319999546,79.01363239999046,79.01363239999046,79.01363239999046,81.37740040000062,right,0.0,2.3541799999948125,,81.37747400000808,81.39232210000046,81.89155140001094,81.87527930000215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,14.0,0.0,7.0,right,1.0,0.7291525999899022,,,,,,7.0,0.0,14.0,1.0,,,,,,,,,81.89155140001094,,,,,,,,,81.87553419999313,82.6906536000024,83.50761970001622,83.48982280000928,83.49008160000085,83.50761970001622,83.50761970001622,83.50761970001622,84.24020739999833,right,1.0,0.7291525999899022,,84.24249890001374,84.25519170000916,84.75460929999826,84.7383298999921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,15.0,1.0,7.0,right,0.0,2.324997400020948,,,,,,7.0,1.0,15.0,0.0,,,,,,,,,84.75460929999826,,,,,,,,,84.73866200001794,85.9529814000125,86.75351850001607,86.7357033000153,86.73618010000791,86.75351850001607,86.75351850001607,86.75351850001607,89.0839796999935,right,0.0,2.324997400020948,,89.08611979999114,89.09875559998909,89.59808250001515,89.58169769999222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,16.0,0.0,8.0,left,1.0,0.9160053000086918,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,89.59808250001515,,,,,,,,,89.581912499998,90.79650679999033,91.61358160001691,91.59568960001344,91.59596500001498,91.61358160001691,91.61358160001691,91.61358160001691,92.5460194000043,left,1.0,0.9160053000086918,,92.5483523000148,92.5608242000162,93.0601861999894,93.043837300007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,17.0,1.0,8.0,right,1.0,0.4933039000025019,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,93.0601861999894,,,,,,,,,93.04405960001168,93.85912159999134,94.6595340000058,94.64169009999024,94.64192349999212,94.6595340000058,94.6595340000058,94.6595340000058,95.15909370000008,right,1.0,0.4933039000025019,,95.15917120000812,95.17411620001076,95.6733835999912,95.65704930000356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,18.0,0.0,9.0,left,1.0,0.3556105000025127,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,95.6733835999912,,,,,,,,,95.6573078999936,96.8717949000129,97.68887730001006,97.67101429999455,97.6713049999962,97.68887730001006,97.68887730001006,97.68887730001006,98.05531039999914,left,1.0,0.3556105000025127,,98.05539310001768,98.0702530000126,98.5695529000077,98.5532402000099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,19.0,1.0,9.0,right,1.0,0.4443241999833844,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,98.5695529000077,,,,,,,,,98.55349469999784,98.66944470000452,99.4864290000114,99.46857970001292,99.46885930001736,99.4864290000114,99.4864290000114,99.4864290000114,99.93612490000667,right,1.0,0.4443241999833844,,99.9362136000127,99.95105249999324,100.450620299991,100.433932200016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4340315000154,100.450620299991,100.450620299991,104.11258829999132,space,3.6584284999989904,,,,,,,,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1126316000009,104.12942119999208,104.12942119999208,105.24498310001218,space,1.1109933000116143,,,,,,,,,,,,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,0.0,0.0,0.0,left,1.0,1.1676206999982242,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.95841670001391,,,,,,,,,106.94732120001572,108.15691200000585,108.97385800001211,108.95603190001566,108.95631010000945,108.97385800001211,108.97385800001211,108.97385800001211,110.15601569999126,,,,,,,,,,,,,,,,,,,,,,,105.2586994000012,105.26288389999536,105.26288389999536,106.94235409999963,space,1.6653425999975298,,left,1.0,1.1676206999982242,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,1.0,1.0,0.0,right,1.0,2.0639037000073586,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,110.17084730000352,,,,,,,,,110.15635500001372,110.520391500002,111.33744339999976,111.31960710001296,111.31984050001483,111.33744339999976,111.33744339999976,111.33744339999976,113.41838990000542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.0639037000073586,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,2.0,0.0,1.0,left,1.0,2.103630300000077,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,113.43322080001236,,,,,,,,,113.41870599999676,113.53311250000844,114.35013579999212,114.332269800012,114.33254960001796,114.35013579999212,114.35013579999212,114.35013579999212,116.46430940000572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.103630300000077,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,3.0,1.0,1.0,right,1.0,1.1725788000039756,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,116.47917500001496,,,,,,,,,116.46461039999848,116.82869220001156,117.64568459999282,117.62782640001387,117.62807060001067,117.64568459999282,117.64568459999282,117.64568459999282,118.82780060000368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1725788000039756,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,4.0,0.0,2.0,left,1.0,1.1332774000184145,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,118.8427212999959,,,,,,,,,118.82814070000312,118.94260139999096,119.75956179999048,119.74173770000924,119.74201149999864,119.75956179999048,119.75956179999048,119.75956179999048,120.9082114000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1332774000184145,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,5.0,1.0,2.0,left,0.0,2.425676399987424,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,120.92327870000736,,,,,,,,,120.90845560000162,122.12168979999842,122.9387560999894,122.92085570000928,122.92113860000973,122.9387560999894,122.9387560999894,122.9387560999894,125.36905259999912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.425676399987424,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,6.0,0.0,3.0,right,1.0,3.2853220000106376,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,125.38403980000294,,,,,,,,,125.36929390000296,125.73358540001207,126.53398609999569,126.51617869999608,126.51644900001702,126.53398609999569,126.53398609999569,126.53398609999569,129.82995310000842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.2853220000106376,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,7.0,1.0,3.0,left,1.0,2.0571459000057075,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,129.84480340001755,,,,,,,,,129.8302374999912,131.04318860001513,131.8435851999966,131.82575290001114,131.82602480001515,131.8435851999966,131.8435851999966,131.8435851999966,133.90780350001296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.0571459000057075,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,8.0,0.0,4.0,left,1.0,1.7076735000009649,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,133.92268519999925,,,,,,,,,133.90807949998998,134.27233330000308,135.08931370000937,135.071357000008,135.0715898000053,135.08931370000937,135.08931370000937,135.08931370000937,136.8041138999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.7076735000009649,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,9.0,1.0,4.0,right,1.0,1.4107577000104357,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,136.81887409999035,,,,,,,,,136.8043966999976,137.16846720001195,137.9855014999921,137.96765010000672,137.96791910001775,137.9855014999921,137.9855014999921,137.9855014999921,139.40045809998992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4107577000104357,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,10.0,0.0,5.0,left,1.0,2.194895299995551,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,139.41546750001726,,,,,,,,,139.4007019000128,140.61386020001373,141.43086270001368,141.41303049999988,141.41329830000177,141.43086270001368,141.43086270001368,141.43086270001368,143.6281062999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.194895299995551,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,11.0,1.0,5.0,left,0.0,4.618313099985244,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,1.0,143.643132600002,,,,,,,,,143.6283670999983,144.84157220000634,145.65856650000205,145.64081479999004,145.6410620000097,145.65856650000205,145.65856650000205,145.65856650000205,150.28612629999407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.618313099985244,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,12.0,0.0,6.0,left,1.0,7.878628700011177,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,150.30099499999778,,,,,,,,,150.28641610001796,150.4011976000038,151.21797349999542,151.2000604000059,151.20033059999696,151.21797349999542,151.21797349999542,151.21797349999542,159.10775650001597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,7.878628700011177,,156.21124239999335,,,,sub-208,1,random_dot,60.09817637988829,
right,right,13.0,1.0,6.0,right,1.0,2.413632299983874,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,159.12262609999743,,,,,,,,,159.10803440000743,159.47214150000946,160.2726057000109,160.25473630000488,160.25500649999594,160.2726057000109,160.2726057000109,160.2726057000109,162.6869483999908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.413632299983874,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,14.0,0.0,7.0,right,0.0,3.208812799974112,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,162.70161889999872,,,,,,,,,162.68763940001372,163.8997864999983,164.71679520001635,164.6986736000108,164.69891720000305,164.71679520001635,164.71679520001635,164.71679520001635,167.92977720001363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.208812799974112,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,15.0,1.0,7.0,left,0.0,3.19887480000034,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,167.9444824999955,,,,,,,,,167.93028289999347,168.7432408000168,169.56023890001234,169.54228009999497,169.54250159999356,169.56023890001234,169.56023890001234,169.56023890001234,172.7729811000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.19887480000034,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,16.0,0.0,8.0,right,0.0,2.3740653000131715,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,172.7878341000178,,,,,,,,,172.77325319999363,173.98634370000218,174.8033524999919,174.78536800001166,174.78559320000932,174.8033524999919,174.8033524999919,174.8033524999919,177.18385060000583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.3740653000131715,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,17.0,1.0,8.0,left,0.0,1.295575900003314,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,177.19870919999084,,,,,,,,,177.18414679999114,177.99768030000268,178.81466180001735,178.79675850001513,178.7970059000072,178.81466180001735,178.81466180001735,178.81466180001735,180.11320970000816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.295575900003314,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,18.0,0.0,9.0,left,1.0,1.3647699000139255,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,180.12809069998912,,,,,,,,,180.11349300001166,180.4777068000112,181.27828920001048,181.2605018999893,181.26094470001408,181.27828920001048,181.27828920001048,181.27828920001048,182.6434026999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.3647699000139255,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,19.0,1.0,9.0,right,1.0,1.1144358000019563,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,1.0,182.65818980001492,,,,,,,,,182.6437471999961,182.75805840000976,183.575075700006,183.55722970000352,183.55750880000411,183.575075700006,183.575075700006,183.575075700006,184.6903801000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1144358000019563,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,20.0,0.0,10.0,left,1.0,1.905186899995897,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,184.7053648000001,,,,,,,,,184.69064600000277,184.8053537000087,185.62235550000327,185.60451760000436,185.6048082000052,185.62235550000327,185.62235550000327,185.62235550000327,187.53671899999608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.905186899995897,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,21.0,1.0,10.0,left,0.0,1.729020099999616,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,187.55161970001063,,,,,,,,,187.53699150000463,187.90122749999864,188.71836289999192,188.70049990000552,188.7008274999971,188.71836289999192,188.71836289999192,188.71836289999192,190.44962230001693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.729020099999616,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,22.0,0.0,11.0,right,1.0,1.6667131000140216,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,1.0,190.46449559999743,,,,,,,,,190.44991610001307,190.5645521999977,191.38140260000364,191.36366170001563,191.36401660001135,191.38140260000364,191.38140260000364,191.38140260000364,193.06265149998944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6667131000140216,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,23.0,1.0,11.0,left,1.0,1.4651167999836616,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,193.07758469998956,,,,,,,,,193.06289960001595,193.8766839000164,194.6937152000028,194.6758146999928,194.67607580000185,194.6937152000028,194.6937152000028,194.6937152000028,196.17534829999204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.4651167999836616,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,24.0,0.0,12.0,left,1.0,1.049447900004452,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,196.19018450001025,,,,,,,,,196.17561320000092,196.5397680000169,197.35683940001763,197.33895490001305,197.3392342000152,197.35683940001763,197.35683940001763,197.35683940001763,198.42240320000565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.049447900004452,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,25.0,1.0,12.0,right,1.0,0.934467599989148,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,198.43730320001487,,,,,,,,,198.4229292999953,199.23622399999292,200.03673520000305,200.018934199994,200.01940360001757,200.03673520000305,200.03673520000305,200.03673520000305,200.98569210001733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.934467599989148,,,,,,sub-208,1,random_dot,60.09817637988829,
right,right,26.0,0.0,13.0,right,1.0,2.054514899995411,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,201.00052010000215,,,,,,,,,200.985974500014,201.7995022000105,202.61656600001152,202.5986298999924,202.5988975999935,202.61656600001152,202.61656600001152,202.61656600001152,204.68067960001645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.054514899995411,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,27.0,1.0,13.0,right,0.0,1.0470364000066184,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,204.69564920000263,,,,,,,,,204.68095919999175,204.7954808000068,205.61254040000492,205.5947132000001,205.59497080001165,205.61254040000492,205.61254040000492,205.61254040000492,206.66155720001552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0470364000066184,,,,,,sub-208,1,random_dot,60.09817637988829,
left,left,28.0,0.0,14.0,left,1.0,0.2710667000210378,,accuracy,space,1.6653425999975298,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,206.67636610000045,,,,,,,,,206.66186520000335,207.4752049999952,208.2757351000037,208.25781270000152,208.25807450001597,208.2757351000037,208.2757351000037,208.2757351000037,208.5590411000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.2710667000210378,,,,,,sub-208,1,random_dot,60.09817637988829,
