direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,stimulusDots.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,102.4757166999625,,,,,,,,,102.46176269999704,102.57566129998304,103.37649209995288,103.36037220002618,103.36043460003566,103.37649209995288,103.37649209995288,103.37649209995288,109.69522280001549,left,1.0,99.55114029999822,,109.69689659995493,109.7133095000172,110.20851140003651,108.37568599998484,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,110.22484199993778,,,,,,,,,110.2095902999863,110.5580922999652,111.35870839993004,111.34275790001266,111.3428207000252,111.35870839993004,111.35870839993004,111.35870839993004,117.01077970000917,right,1.0,98.88930619996972,,117.01230780000331,117.02382619993296,117.5087796000298,116.3580933000194,117.52369009994436,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,117.52369009994436,,,,,,,,,117.5099215999944,117.6237320000073,118.42448489996605,118.40844779997131,118.40850809996482,118.42448489996605,118.42448489996605,118.42448489996605,124.34298720001244,right,0.0,99.15133059991058,,124.34469089994673,124.362526300014,124.85659969993868,123.42385339993052,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,124.87289779994173,,,,,,,,,124.85774210002272,124.95614549994934,125.7569419000065,125.74101480003446,125.741076999926,125.7569419000065,125.7569419000065,125.7569419000065,131.5589054999873,left,0.0,99.03462929988746,,131.5605169000337,131.57188469998073,132.05680789996404,130.75619500002358,132.07195160002448,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,132.07195160002448,,,,,,,,,132.0579704999691,132.4220676999539,133.22254979994614,133.20651569997426,133.2065786999883,133.22254979994614,133.22254979994614,133.22254979994614,139.17439920001198,right,0.0,99.18569750001188,,139.17612179997377,139.1875511999242,139.67238280002493,138.22181260003708,139.68762989994138,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,139.68762989994138,,,,,,,,,139.6735067999689,139.78756349999458,140.5882655000314,140.57235999999102,140.57242219999898,140.5882655000314,140.5882655000314,140.5882655000314,146.34022519993596,right,1.0,98.99513219995424,,146.3418409000151,146.35936250002123,146.8537010999862,145.5876947999932,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,146.8701045999769,,,,,,,,,146.8547941999277,146.95332790003158,147.75416100001894,147.73800060001668,147.7380637000315,147.75416100001894,147.75416100001894,147.75416100001894,149.63984229997732,left,1.0,95.1259758999804,,149.64144429995213,149.65293909993488,150.13768079993315,,150.15283779997844,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,150.15283779997844,,,,,,,,,150.1388177999761,151.3527846999932,152.15340409998316,152.13750850001816,152.1375718000345,152.15340409998316,152.15340409998316,152.15340409998316,154.35603519994766,left,0.0,95.43835139996372,,154.35761579999237,154.37454679992516,154.86925300001167,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,154.8855130999582,,,,,,,,,154.87035849993117,155.669048700016,156.469818499987,156.45376149995718,156.453824599972,156.469818499987,156.469818499987,156.469818499987,161.65516169997863,right,0.0,98.42096819996368,,161.6567281000316,161.66799630003516,162.15171410003677,161.46892499993555,162.16768559999764,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.15181029995438,162.16768559999764,162.16768559999764,167.17053320002742,space,98.24040699994656,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.170633599977,167.18437269993592,167.18437269993592,177.35257919994183,space,103.41033929993864,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,181.3800498000346,,,,,,,,,181.3738277000375,181.71554479992483,182.51627170003485,182.5003155999584,182.50039699999616,182.51627170003485,182.51627170003485,182.51627170003485,183.60240329999945,right,1.0,94.32154929987156,,,,,,,,,,,,,,,,,,,,,177.41290400002617,177.47119099996053,177.47119099996053,181.35149509995244,space,97.12099829991348,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,183.61515139997937,,,,,,,,,183.60638949996792,184.81520690000616,185.61587530002,185.59992129995956,185.59998369996904,185.61587530002,185.61587530002,185.61587530002,188.11850199999756,left,1.0,95.7443400999764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,188.13121289992705,,,,,,,,,188.12179499992635,189.33120200003032,190.13185380003412,190.1157781999791,190.11584049998785,190.13185380003412,190.13185380003412,190.13185380003412,191.5010345999617,left,0.0,94.60411319998092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,191.51409269997384,,,,,,,,,191.50416220002808,191.8641735999845,192.66506899998055,192.64910649997185,192.6491696999874,192.66506899998055,192.66506899998055,192.66506899998055,194.7511341000209,right,0.0,95.32634729996788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,194.7637809999287,,,,,,,,,194.75433269992936,195.9636248999741,196.7643349999562,196.74833880004007,196.74840169993692,196.7643349999562,196.7643349999562,196.7643349999562,201.09984779998197,left,1.0,97.5654333999846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,201.1128709999612,,,,,,,,,201.10299259994645,201.46287389996,202.26363259996288,202.24772169999775,202.2477850000141,202.26363259996288,202.26363259996288,202.26363259996288,204.43290789995808,right,1.0,95.3980948999524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,204.44574929995,,,,,,,,,204.43600520002656,204.54595039994456,205.34663519996684,205.3305642999476,205.3306261999533,205.34663519996684,205.34663519996684,205.34663519996684,209.53230159997477,right,1.0,97.41720659995916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,209.54504569992423,,,,,,,,,209.5354101000121,209.6451743999496,210.44594569993205,210.429943599971,210.43000479997136,210.44594569993205,210.44594569993205,210.44594569993205,214.8647678999696,left,1.0,97.64804459991863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,214.87805509998,,,,,,,,,214.86775400000624,216.0776383000193,216.87860699999143,216.862392699928,216.8624547999352,216.87860699999143,216.87860699999143,216.87860699999143,219.6308719000081,left,0.0,95.9873621999286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,219.64385300001595,,,,,,,,,219.63395980000496,220.4439158999594,221.24462609994225,221.22856670001056,221.22863070003223,221.24462609994225,221.24462609994225,221.24462609994225,222.76365099998657,right,0.0,94.74826669995672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,222.77675219997764,,,,,,,,,222.76666149997615,223.9767122999765,224.77752210001927,224.76134189998265,224.76143349998165,224.77752210001927,224.77752210001927,224.77752210001927,229.41296310001053,left,1.0,97.86537010001484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,1.0,229.42588390002493,,,,,,,,,229.41626750002612,229.77589529997203,230.5766609000275,230.5605943999253,230.5606568999356,230.5766609000275,230.5766609000275,230.5766609000275,233.37914309999903,right,1.0,96.04384890000802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,233.39217699994333,,,,,,,,,233.38240410003343,234.19203719997316,234.9928850999568,234.976822800003,234.97688690002545,234.9928850999568,234.9928850999568,234.9928850999568,236.6287787000183,left,1.0,94.86632649996318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,236.64173050003592,,,,,,,,,236.6319460000377,237.84164230001625,238.6423170999624,238.6264273999259,238.6264901999384,238.6423170999624,238.6423170999624,238.6423170999624,242.29451519995928,left,0.0,96.88385109999216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,242.3075678999303,,,,,,,,,242.29754159995355,242.6575303999707,243.4583653999725,243.44225530000404,243.44231770001352,243.4583653999725,243.4583653999725,243.4583653999725,246.46110820001925,left,0.0,96.2333873999305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,246.47369120002256,,,,,,,,,246.4642840999877,246.8238986999495,247.62438309995923,247.60858589992856,247.60864729993045,247.62438309995923,247.62438309995923,247.62438309995923,249.860462200013,right,0.0,95.47915739996824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,249.8733607999748,,,,,,,,,249.86363219993652,250.22339950001333,251.0241389999865,251.0081482999958,251.00821030000225,251.0241389999865,251.0241389999865,251.0241389999865,254.17663689993788,left,0.0,96.39355369994882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,254.1893028999912,,,,,,,,,254.17978639993817,254.989181599929,255.7900484999409,255.77393489994571,255.7739907000214,255.7900484999409,255.7900484999409,255.7900484999409,256.8759297999786,left,1.0,94.32101850002071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,256.8889866999816,,,,,,,,,256.8793106999947,256.9889448999893,257.7897428999422,257.7738073000219,257.7738709000405,257.7897428999422,257.7897428999422,257.7897428999422,260.243195499992,right,1.0,95.69459550001191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,260.2551193999825,,,,,,,,,260.2465285999933,260.60488390002865,261.4060814999975,261.39033999992535,261.39041300001554,261.4060814999975,261.4060814999975,261.4060814999975,265.10865459998604,left,1.0,96.94626209989656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,265.1212314999429,,,,,,,,,265.1117730999831,265.2213355000131,266.0221746999305,266.00627090001944,266.00633300002664,266.0221746999305,266.0221746999305,266.0221746999305,267.7083207999822,left,0.0,94.92402409994976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,267.7209388000192,,,,,,,,,267.71142459998373,268.92091079999227,269.7216416000156,269.70558850001544,269.70565210003406,269.7216416000156,269.7216416000156,269.7216416000156,271.1578071999829,right,0.0,94.67830319993664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,271.1706601999467,,,,,,,,,271.1609795999248,271.9704769999953,272.7713007000275,272.75511309993453,272.75517489993945,272.7713007000275,272.7713007000275,272.7713007000275,275.57388429995626,right,1.0,96.03636579995508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,275.5866015999345,,,,,,,,,275.5772153999424,275.68657469993923,276.48732900002506,276.4712715999922,276.47133380000014,276.48732900002506,276.48732900002506,276.48732900002506,280.423013899941,right,0.0,97.17745049996302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,280.4358477999922,,,,,,,,,280.4263353999704,281.6360267000273,282.43650429998524,282.42055929999333,282.4206409000326,282.43650429998524,282.43650429998524,282.43650429998524,288.37234889995307,left,1.0,99.16597299999556,,,,,287.4358451999724,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,288.3848342000274,,,,,,,,,288.37537339993287,288.4850393999368,289.28584219992626,289.2697832999984,289.2698672999395,289.28584219992626,289.28584219992626,289.28584219992626,291.02157169999555,left,0.0,94.97338199999648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,291.03467960003763,,,,,,,,,291.0247262000339,291.3845528999809,292.18521919997875,292.16829539998434,292.168330000015,292.18521919997875,292.18521919997875,292.18521919997875,295.92119309992995,right,0.0,96.97921529994346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,295.9340929000173,,,,,,,,,295.92433820001315,296.2840229999274,297.0846632999601,297.0686819999246,297.06874290003907,297.0846632999601,297.0846632999601,297.0846632999601,300.8370439999271,left,0.0,96.99261859990656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,300.8499968999531,,,,,,,,,300.8402146999724,300.95007759996224,301.7507350000087,301.7348951000022,301.7349629999371,301.7507350000087,301.7507350000087,301.7507350000087,302.93660569994245,left,0.0,94.42964669992216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,0.0,302.9496802999638,,,,,,,,,302.93984260002617,303.2996466000332,304.1005778999533,304.0844054999761,304.08446729998104,304.1005778999533,304.1005778999533,304.1005778999533,307.4031235999428,right,0.0,96.54476940003224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,0.0,307.41581079992466,,,,,,,,,307.4063297000248,308.61572120001074,309.41655810002703,309.400405399967,309.40048860001843,309.41655810002703,309.41655810002703,309.41655810002703,313.43540189997293,right,0.0,97.25509220000822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,1.0,313.44846550002694,,,,,,,,,313.4386061000405,313.7985255999956,314.59912409994286,314.5829886000138,314.58305160002783,314.59912409994286,314.59912409994286,314.59912409994286,318.36833850003313,left,0.0,97.01178579998668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,1.0,318.3809520000359,,,,,,,,,318.3714931999566,318.4810366999591,319.2817308999365,319.26570999994874,319.26577309996355,319.2817308999365,319.2817308999365,319.2817308999365,324.3837358999299,left,0.0,98.3311960999854,,,,,324.28112459997647,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,0.0,324.3969586000312,,,,,,,,,324.38703690003604,324.7467639000388,325.5477039000252,325.53179709997494,325.5318634000141,325.5477039000252,325.5477039000252,325.5477039000252,329.79873279994354,right,0.0,97.48674519988708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,1.0,329.8125904999906,,,,,,,,,329.80041789996903,329.912951999926,330.7132888999768,330.69669389992487,330.6967273999471,330.7132888999768,330.7132888999768,330.7132888999768,336.23134159995243,right,1.0,98.7505478998646,,,,,335.6959560000105,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,0.0,336.24508230003994,,,,,,,,,336.2343618000159,336.3449087999761,337.14593030000106,337.12979060004,337.1298461999977,337.14593030000106,337.14593030000106,337.14593030000106,337.79850979999173,left,1.0,93.8959668999305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,0.0,337.81180929997936,,,,,,,,,337.8013387999963,339.01138639997225,339.8122657999629,339.7954693000065,339.7955018000212,339.8122657999629,339.8122657999629,339.8122657999629,342.8148978999816,left,1.0,96.24658140004613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,1.0,342.82791859994177,,,,,,,,,342.8180757999653,343.17777670000214,343.97822029993404,343.9614664999536,343.9615007999819,343.97822029993404,343.97822029993404,343.97822029993404,348.7458611000329,right,1.0,98.00675339996816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,1.0,348.7600512999343,,,,,,,,,348.7475006999448,349.1101141999243,349.9107352999272,349.8942465999862,349.8942804000108,349.9107352999272,349.9107352999272,349.9107352999272,353.04599110002164,left,0.0,96.3737937998958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,0.0,353.0595722999424,,,,,,,,,353.04806659999304,353.15952119999565,353.9606198000256,353.9436791000189,353.9437125000404,353.9606198000256,353.9606198000256,353.9606198000256,356.7110943000298,left,1.0,95.98206710000522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-239,3.0,random_dot,60.01817350157759,
