direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 72
,,,,,,,,,,,,,,,,,0.0180529999997816,0.0229824000052758,0.0229824000052758,16.26581260000239,space,33.07133299999259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,16.351657400002296,,,,,,,,,16.347789800005557,17.079175500002748,17.879323700006353,17.862666200002423,17.862690300004033,17.879323700006353,17.879323700006353,17.879323700006353,19.898666500004765,right,0.0,18.852633700000297,,19.9314755000014,19.954071800006204,20.443658300006064,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,20.460262100001277,,,,,,,,,20.444320599999628,20.7932260000016,21.59372780000558,21.57766020000417,21.57769130000088,21.59372780000558,21.59372780000558,21.59372780000558,26.42554100000416,left,0.0,21.651916499991785,,26.426298700003827,26.439592700000503,26.92392170000676,26.939448200006154,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,26.939448200006154,,,,,,,,,26.924454900006825,27.289422400004696,28.08961480000289,28.073089100005745,28.07311160000245,28.08961480000289,28.08961480000289,28.08961480000289,33.50433530000009,right,1.0,22.247394499994694,,33.50496440000279,33.51845800000592,34.00293110000348,34.01846470000601,33.086522200006584,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,34.01846470000601,,,,,,,,,34.0035646000033,34.36821240000427,35.16878280000674,35.15327000000252,35.1533361000038,35.16878280000674,35.16878280000674,35.16878280000674,36.8368466000029,left,1.0,18.50223079999705,,36.83743350000441,36.84951280000678,37.33348880000267,37.34946840000339,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,37.34946840000339,,,,,,,,,37.33398890000535,38.54861240000173,39.34917040000437,39.33463599999959,39.33471170000121,39.34917040000437,39.34917040000437,39.34917040000437,42.24850090000109,left,1.0,19.71962329999224,,42.24895680000191,42.26303750000079,42.74859670000296,42.76300060000358,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,42.76300060000358,,,,,,,,,42.74953760000062,43.961874100001296,44.76270099999965,44.74619010000606,44.7462136000031,44.76270099999965,44.76270099999965,44.76270099999965,46.82906900000671,right,1.0,18.89995149999595,,46.8297326000029,46.84335430000647,47.32813060000626,47.34313860000111,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,47.34313860000111,,,,,,,,,47.32874620000075,47.44307800000388,48.24389950000477,48.22659640000347,48.22661979999975,48.24389950000477,48.24389950000477,48.24389950000477,49.14482440000575,left,1.0,17.7218378999969,,49.14556340000127,49.15855270000611,49.64264620000176,49.65824910000083,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,49.65824910000083,,,,,,,,,49.64308390000224,50.45792480000091,51.25825530000293,51.24285890000465,51.24290450000262,51.25825530000293,51.25825530000293,51.25825530000293,52.04189650000626,right,1.0,17.609145299989905,,52.04235100000369,52.05679050000617,52.540780900002574,52.556401200003165,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,52.556401200003165,,,,,,,,,52.541593699999794,53.35612380000384,54.15637660000357,54.14025320000656,54.140278099999705,54.15637660000357,54.15637660000357,54.15637660000357,56.874306600002456,left,0.0,19.53660449999734,,56.87553950000438,56.887049300006765,57.37195480000082,57.3867934000009,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,57.3867934000009,,,,,,,,,57.37306300000637,58.585873800002446,59.38659440000629,59.37076309999975,59.37085930000467,59.38659440000629,59.38659440000629,59.38659440000629,62.16937830000097,left,1.0,19.611457200000583,,62.16985690000001,62.18376740000531,62.669097900005,62.68345970000519,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,62.68345970000519,,,,,,,,,62.67020780000166,62.78331900000194,63.58373340000253,63.5670120000068,63.56703430000198,63.58373340000253,63.58373340000253,63.58373340000253,65.08506770000531,left,1.0,18.323394799997917,,65.08584289999999,65.09845610000048,65.58239710000635,65.5980997000006,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,65.5980997000006,,,,,,,,,65.58284770000319,65.94783680000546,66.74868920000154,66.73228370000288,66.73231350000424,66.74868920000154,66.74868920000154,66.74868920000154,68.28245000000607,right,1.0,18.3680769999919,,68.28292730000248,68.29620750000322,68.78073930000392,68.79594010000437,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,68.79594010000437,,,,,,,,,68.78125360000558,69.14589620000334,69.94674220000161,69.93134520000604,69.93141319999995,69.94674220000161,69.94674220000161,69.94674220000161,70.813931100005,left,0.0,17.69758319999528,,70.81458440000279,70.82834300000104,71.31252880000102,71.3277120000057,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,71.3277120000057,,,,,,,,,71.31336700000247,71.67763550000382,72.47856830000092,72.4616457000011,72.46168910000415,72.47856830000092,72.47856830000092,72.47856830000092,74.02885440000682,right,0.0,18.37914749999618,,74.02943290000258,74.04289340000105,74.52726850000181,74.54243420000421,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,74.54243420000421,,,,,,,,,74.52786880000349,75.34192880000046,76.14230870000029,76.1262085000053,76.12623200000235,76.14230870000029,76.14230870000029,76.14230870000029,76.97740670000348,left,0.0,17.658171899995068,,76.9780946000028,76.99082009999984,77.47583850000228,77.4905504000053,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,77.4905504000053,,,,,,,,,77.47706000000471,77.5909335000033,78.39079760000459,78.37511740000627,78.37519710000197,78.39079760000459,78.39079760000459,78.39079760000459,79.2759112000058,right,0.0,17.704610499997216,,79.27635350000492,79.28979170000093,79.77364099999977,79.7890458000038,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,79.7890458000038,,,,,,,,,79.77421410000534,80.13900330000615,80.93938480000361,80.92334240000491,80.92337260000204,80.93938480000361,80.93938480000361,80.93938480000361,84.43922810000367,left,1.0,20.331131599996297,,84.44001090000529,84.4528019000063,84.93736640000134,84.9524470000033,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,84.9524470000033,,,,,,,,,84.93796040000598,85.75205510000524,86.55261730000348,86.53617030000169,86.53620030000457,86.55261730000348,86.55261730000348,86.55261730000348,89.23597880000307,left,0.0,19.516696499995305,,89.23792900000262,89.24959650000528,89.73449760000221,89.7494141000061,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,89.7494141000061,,,,,,,,,89.73518200000399,89.84945910000533,90.64996090000204,90.63405160000548,90.63408640000124,90.64996090000204,90.64996090000204,90.64996090000204,91.58426460000192,left,1.0,17.76255439999659,,91.58479230000376,91.59821139999984,92.08219480000116,92.09793300000456,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,92.09793300000456,,,,,,,,,92.08268240000324,93.29767090000678,94.09770410000056,94.08124190000672,94.0812692000036,94.09770410000056,94.09770410000056,94.09770410000056,95.83169810000254,left,0.0,18.558722699999635,,95.83245060000628,95.84552450000048,96.33053330000256,96.34590130000288,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33081280000624,96.34590130000288,96.34590130000288,99.5611663000018,space,20.038699500000803,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.56120139999985,99.57674750000297,99.57674750000297,103.90945430000284,space,21.16252909999457,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.52198240000143,,,,,,,,,106.51477760000124,107.32138690000284,108.12209310000615,108.10698709999996,108.1070375000054,108.12209310000615,108.12209310000615,108.12209310000615,113.65410910000357,left,1.0,22.354450099999667,,,,,,113.11879279999994,,,,,,,,,,,,,,,103.91516380000394,103.94013670000275,103.94013670000275,106.5078011000005,space,19.386742399998184,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,113.66755480000576,,,,,,,,,113.6576522000032,114.8668847000008,115.6672622000042,115.6508901000052,115.65091519999989,115.6672622000042,115.6672622000042,115.6672622000042,117.53438410000672,right,1.0,18.689641699995263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,117.54850940000324,,,,,,,,,117.5354626000044,118.74770980000176,119.54835040000034,119.53205180000076,119.53208820000144,119.54835040000034,119.54835040000034,119.54835040000034,122.79772680000316,left,1.0,20.0721493999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,122.81169310000404,,,,,,,,,122.79869940000208,122.9115643000041,123.71190690000368,123.6953633000012,123.69538230000036,123.71190690000368,123.71190690000368,123.71190690000368,125.22949260000314,right,1.0,18.343808299992816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,125.24330160000682,,,,,,,,,125.23040890000266,125.5933784000008,126.39416650000204,126.37889580000046,126.37896320000436,126.39416650000204,126.39416650000204,126.39416650000204,131.15933660000155,left,1.0,21.586201499994782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,131.17308250000497,,,,,,,,,131.16053770000144,131.52291760000662,132.32343830000173,132.30733000000328,132.30736260000413,132.32343830000173,132.32343830000173,132.32343830000173,134.35701460000564,right,1.0,18.85941739999544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,134.37098010000045,,,,,,,,,134.35802590000094,134.47149060000083,135.28828559999965,135.27249830000073,135.2725602999999,135.28828559999965,135.28828559999965,135.28828559999965,136.9887239000018,left,0.0,18.52348009999696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,137.00246719999996,,,,,,,,,136.98989640000218,137.1026389000035,137.90316370000073,137.8873839000007,137.88745780000318,137.90316370000073,137.90316370000073,137.90316370000073,139.68805160000193,left,1.0,18.60662189999857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,139.7007969000042,,,,,,,,,139.6891825000057,140.90045810000447,141.7007589000059,141.68417190000036,141.68419610000274,141.7007589000059,141.7007589000059,141.7007589000059,143.08494670000073,right,1.0,18.219414799990773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,143.09869420000177,,,,,,,,,143.0858509000027,143.44869850000396,144.2489984000058,144.23236420000467,144.23238710000442,144.2489984000058,144.2489984000058,144.2489984000058,146.76797310000256,left,1.0,19.352879699996265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,146.7798768000066,,,,,,,,,146.7696175000019,146.8800962000023,147.68039480000152,147.6633368000039,147.66335890000482,147.68039480000152,147.68039480000152,147.68039480000152,150.0810313000038,right,1.0,19.235847299998568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,150.0945559000029,,,,,,,,,150.08194480000384,150.19456360000186,150.99468470000284,150.97807360000297,150.97809750000306,150.99468470000284,150.99468470000284,150.99468470000284,153.27850720000424,left,1.0,19.107257199990272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,1.0,153.29223690000072,,,,,,,,,153.27950440000131,153.39207370000076,154.19291480000538,154.17624290000094,154.17626820000442,154.19291480000538,154.19291480000538,154.19291480000538,156.44530700000178,right,1.0,19.07919129999209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,0.0,156.45727679999982,,,,,,,,,156.44870000000083,156.5569814000046,157.35746310000104,157.3417985000051,157.34186130000307,157.35746310000104,157.35746310000104,157.35746310000104,159.74193120000564,left,1.0,19.21082829999068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,1.0,159.75493070000084,,,,,,,,,159.7437585000007,160.10486130000209,160.90560410000035,160.88923090000026,160.8892929000067,160.90560410000035,160.90560410000035,160.90560410000035,164.0726289000013,right,1.0,19.99757719999616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,0.0,164.08546750000096,,,,,,,,,164.07403410000552,164.4355502000035,165.235780300005,165.2193785000054,165.21940170000016,165.235780300005,165.235780300005,165.235780300005,168.2694580000025,left,1.0,19.860038299993903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,1.0,168.2828895000057,,,,,,,,,168.27106130000175,169.4822337000005,170.28269870000076,170.26626370000304,170.2662902000011,170.28269870000076,170.28269870000076,170.28269870000076,174.6477476,right,1.0,21.18723470000259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,0.0,174.66229230000317,,,,,,,,,174.64888770000107,174.7622174000062,175.56278340000426,175.54626100000314,175.5462903000007,175.56278340000426,175.56278340000426,175.56278340000426,178.46223630000168,left,1.0,19.72163569999248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,1.0,178.47650200000498,,,,,,,,,178.4634770000048,179.67586120000487,180.4763374000031,180.4606937999997,180.4607618000009,180.4763374000031,180.4763374000031,180.4763374000031,184.07577430000677,right,1.0,20.419267999997828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,0.0,184.089736300004,,,,,,,,,184.07767470000545,184.18942290000268,184.989923000001,184.974258000002,184.97435750000292,184.989923000001,184.989923000001,184.989923000001,186.6073123000024,left,1.0,18.442097399994964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,186.62092210000264,,,,,,,,,186.6082602000024,187.8204930000065,188.62071149999971,188.60428570000656,188.60430920000363,188.62071149999971,188.62071149999971,188.62071149999971,190.38746750000428,right,0.0,18.595149999993737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,190.40213980000408,,,,,,,,,190.3883399000042,191.2016706000068,192.00233760000265,191.98604160000104,191.9860788000005,192.00233760000265,192.00233760000265,192.00233760000265,194.10220720000507,left,0.0,18.93138099999487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,1.0,194.1172843000022,,,,,,,,,194.10321190000104,194.2165660000028,195.01670050000396,195.0002311999997,195.0002700000041,195.01670050000396,195.01670050000396,195.01670050000396,196.53392220000387,right,1.0,18.348028599997637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,196.5483108000044,,,,,,,,,196.53490380000585,196.64807819999987,197.44869219999964,197.43235460000145,197.43239440000616,197.44869219999964,197.44869219999964,197.44869219999964,201.91369280000072,left,1.0,21.29833609999332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,1.0,201.92811500000244,,,,,,,,,201.9147397000052,202.2778615999996,203.0785104000024,203.06211190000613,203.06213930000376,203.0785104000024,203.0785104000024,203.0785104000024,204.39709399999992,right,1.0,18.141992500000924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,0.0,204.4098082000055,,,,,,,,,204.4003573000009,204.50987980000355,205.31075650000275,205.2941621000064,205.2941953000045,205.31075650000275,205.31075650000275,205.31075650000275,209.32582340000224,left,1.0,20.84447389999696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,209.3402536000067,,,,,,,,,209.3267810000034,209.4398455000046,210.24048370000676,210.22391600000265,210.2239417000019,210.24048370000676,210.24048370000676,210.24048370000676,212.87386340000376,right,1.0,19.457482199992228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,212.88779890000296,,,,,,,,,212.8748341000028,213.2376218000063,214.0384783000045,214.02187960000447,214.02191080000196,214.0384783000045,214.0384783000045,214.0384783000045,214.99030300000595,left,1.0,17.785379900000407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,215.00340940000024,,,,,,,,,214.99168920000372,215.35291510000388,216.15333090000055,216.13734660000048,216.13737650000257,216.15333090000055,216.15333090000055,216.15333090000055,220.0524302000049,left,1.0,20.72155969999585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,220.06656590000057,,,,,,,,,220.0536865000031,220.16651030000503,220.9674490000034,220.95109450000015,220.951166800005,220.9674490000034,220.9674490000034,220.9674490000034,222.51942530000088,right,1.0,18.37271799999144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,222.5318546000053,,,,,,,,,222.5213956000007,222.6316982000062,223.4325253999996,223.41635760000645,223.41644090000045,223.4325253999996,223.4325253999996,223.4325253999996,224.3671264000004,left,1.0,17.757092599989846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,224.38056340000185,,,,,,,,,224.3680623000037,225.1802189000009,225.98060930000065,225.96393950000493,225.9639599000002,225.98060930000065,225.98060930000065,225.98060930000065,229.72940519999972,left,0.0,20.56931299999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,1.0,229.7436483000056,,,,,,,,,229.73040890000263,230.9431514000025,231.7438401000036,231.72763380000103,231.72767300000123,231.7438401000036,231.7438401000036,231.7438401000036,233.02815450000344,right,1.0,18.11978879999515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,0.0,233.04160020000563,,,,,,,,,233.0291819000049,233.3917064000052,234.1923523000005,234.17535480000515,234.17538100000093,234.1923523000005,234.1923523000005,234.1923523000005,235.52672060000623,left,1.0,18.15607469999668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,1.0,235.54014380000444,,,,,,,,,235.52804120000656,236.3397318999996,237.140189800004,237.1242252000011,237.1242554000055,237.140189800004,237.140189800004,237.140189800004,238.59087650000583,right,1.0,18.27397169999313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,0.0,238.60479930000287,,,,,,,,,238.5918923000063,239.40424030000577,240.2048397000035,240.18803680000565,240.1880694000065,240.2048397000035,240.2048397000035,240.2048397000035,241.5065736000033,left,1.0,18.13370909999503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,241.51971060000503,,,,,,,,,241.5082223999998,242.31943430000683,243.119786400006,243.10352380000404,243.10355410000196,243.119786400006,243.119786400006,243.119786400006,244.48887000000104,right,1.0,18.20169679999526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,244.5012641000067,,,,,,,,,244.4902390000061,244.85101450000369,245.6517684999999,245.6350678000017,245.6351164000007,245.6517684999999,245.6517684999999,245.6517684999999,248.31841480000003,right,0.0,19.496931900001076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,1.0,248.3317875000066,,,,,,,,,248.3203455000039,249.13151930000456,249.9322033999997,249.9158424000052,249.9159088000015,249.9322033999997,249.9322033999997,249.9322033999997,251.56624340000417,right,1.0,18.467381799993746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,0.0,251.5800563000012,,,,,,,,,251.56752220000635,252.37974920000124,253.1800555000009,253.16346150000027,253.1634908000051,253.1800555000009,253.1800555000009,253.1800555000009,254.8471368000028,left,1.0,18.49328989999776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,20.0,0.0,40.0,1.0,254.86125440000612,,,,,,,,,254.8480794000061,254.9611559000041,255.7616572000043,255.74523350000527,255.7452634000001,255.7616572000043,255.7616572000043,255.7616572000043,259.27752870000404,left,0.0,20.346528599999147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,20.0,1.0,41.0,0.0,259.291782100001,,,,,,,,,259.278460600006,260.0914757000064,260.89183360000607,260.8755509000039,260.8756202000004,260.89183360000607,260.89183360000607,260.89183360000607,263.6082871000035,right,0.0,19.55217039999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,21.0,0.0,42.0,0.0,263.6220428000015,,,,,,,,,263.6091293000063,264.42175770000176,265.2226354000013,265.2065290000028,265.2065572000065,265.2226354000013,265.2226354000013,265.2226354000013,267.6065280000039,left,1.0,19.21640069999557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,21.0,1.0,43.0,1.0,267.6196861000062,,,,,,,,,267.6076058000035,267.969577200005,268.7700926000034,268.75401210000564,268.75404070000513,268.7700926000034,268.7700926000034,268.7700926000034,270.0052482000028,right,1.0,18.06977139999799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-107,1.0,random_dot,59.87518419121263,
