direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,12.0,0.0,6.0,right,1.0,0.5912611000239849,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,49.25292790005915,,,,,,,,,49.23727359995246,50.438449800014496,51.23831870011054,51.22182739991695,51.22210899996571,51.23831870011054,51.23831870011054,51.23831870011054,51.84150590002537,right,1.0,0.5912611000239849,,51.84162540012039,51.85663280007429,,52.34183910000138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,13.0,1.0,6.0,right,0.0,0.6566344001330435,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,52.35747190006077,,,,,,,,,52.34220580011606,52.44096449995413,53.24273960012943,53.22659799992107,53.226906300056726,53.24273960012943,53.24273960012943,53.24273960012943,53.91175039997324,right,0.0,0.6566344001330435,,53.91374300001189,53.925523000070825,54.42765800002962,54.4117433000356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,14.0,0.0,7.0,left,1.0,5.263019799953327,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,54.42765800002962,,,,,,,,,54.41200669994578,54.77822610014118,55.57991169998422,55.56249950011261,55.562886300031096,55.57991169998422,55.57991169998422,55.57991169998422,60.85457139997743,left,1.0,5.263019799953327,,60.85656960005872,60.86957639991306,,61.35485010012053,60.57052360009402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,15.0,1.0,7.0,right,1.0,0.8402014998719096,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,61.37142190011218,,,,,,,,,61.35519669996575,61.704505499918014,62.50642800005153,62.49074329994619,62.49113600002602,62.50642800005153,62.50642800005153,62.50642800005153,63.35900279995985,right,1.0,0.8402014998719096,,63.35909570008516,63.37342100008391,63.87434360012412,63.858933500014246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,16.0,0.0,8.0,left,1.0,0.7481686000246555,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,63.87434360012412,,,,,,,,,63.85924690007232,64.20922149997205,65.01026739994995,64.9940655999817,64.99439220014028,65.01026739994995,65.01026739994995,65.01026739994995,65.76242480007932,left,1.0,0.7481686000246555,,65.76251729996875,65.77683570003137,66.27847780007869,66.26247980003245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,17.0,1.0,8.0,right,1.0,0.5024652001447976,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,66.27847780007869,,,,,,,,,66.26273899991065,67.06326090008952,67.8644898000639,67.84865840012208,67.84896839992143,67.8644898000639,67.8644898000639,67.8644898000639,68.38270130008459,right,1.0,0.5024652001447976,,68.38279499998316,68.39764250000007,68.89927599998191,68.8833081999328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,18.0,0.0,9.0,right,0.0,0.5752273998223245,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,68.89927599998191,,,,,,,,,68.88356500002556,70.08435139991343,70.88568380009383,70.86905060010031,70.86935870000161,70.88568380009383,70.88568380009383,70.88568380009383,71.47121300012805,right,0.0,0.5752273998223245,,71.47349820006639,71.48580219992436,71.98645789991133,71.97023970005102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,19.0,1.0,9.0,right,1.0,0.7176754998508841,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,71.98645789991133,,,,,,,,,71.97052150010131,72.32095369999297,73.12279470008798,73.1067258999683,73.10703770001419,73.12279470008798,73.12279470008798,73.12279470008798,73.84168209997006,right,1.0,0.7176754998508841,,73.84370590001345,73.85610889992677,74.35757019999437,74.34191359998658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.34204789996147,74.35757019999437,74.35757019999437,77.34556549997069,space,2.977534799836576,,,,,,,,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.34562400006689,77.36234090011567,77.36234090011567,78.74816170008853,space,1.374325499869883,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,0.0,0.0,0.0,left,1.0,1.3242650998290628,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.91214130003937,,,,,,,,,83.90242579998448,84.69621989992447,85.4972055000253,85.48114940011874,85.48153019999154,85.4972055000253,85.4972055000253,85.4972055000253,86.8336175000295,,,,,,,,,,,,,,,,,,,,,,,,78.78024320001714,78.78515679994598,78.78515679994598,83.89672720013186,space,5.093855400104076,,left,1.0,1.3242650998290628,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,1.0,1.0,0.0,right,1.0,0.7197592998854816,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,86.84934620000422,,,,,,,,,86.83399530011229,88.03553749993443,88.83648089994676,88.82062819995917,88.82095220009796,88.83648089994676,88.83648089994676,88.83648089994676,89.57221090001985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7197592998854816,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,2.0,0.0,1.0,left,1.0,1.2378057998139411,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,89.58672409993596,,,,,,,,,89.57252179994248,89.93803899991326,90.73906560009344,90.7236508000642,90.72407240001483,90.73906560009344,90.73906560009344,90.73906560009344,91.99198479996994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2378057998139411,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,3.0,1.0,1.0,right,1.0,0.6119528999552131,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,92.0070106999483,,,,,,,,,91.99237990006804,92.79171280004084,93.5940906999167,93.57792710000648,93.5783303999342,93.5940906999167,93.5940906999167,93.5940906999167,94.21257610013708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6119528999552131,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,4.0,0.0,2.0,left,0.0,1.7202395999338478,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,94.2275626999326,,,,,,,,,94.21297220000996,95.41262650000864,96.21422860003076,96.1982589000836,96.1986344999168,96.21422860003076,96.21422860003076,96.21422860003076,97.95015830011108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.7202395999338478,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,5.0,1.0,2.0,left,1.0,1.387820400064811,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,97.9661105000414,,,,,,,,,97.95052459998988,98.7509264999535,99.55286070005968,99.53686009999365,99.5372401000932,99.55286070005968,99.55286070005968,99.55286070005968,100.95632819994351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.387820400064811,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,6.0,0.0,3.0,left,1.0,1.0158301000483334,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,100.97170670004562,,,,,,,,,100.95673119998536,101.30518410005608,102.10684500006028,102.0908792000264,102.0912524999585,102.10684500006028,102.10684500006028,102.10684500006028,103.12579030008057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.0158301000483334,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,7.0,1.0,3.0,right,1.0,0.6895983999129385,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,103.14147230004892,,,,,,,,,103.12618650007062,103.24098609993234,104.04302380001172,104.02692790003492,104.02731469995342,104.04302380001172,104.04302380001172,104.04302380001172,104.74473310005853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6895983999129385,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,8.0,0.0,4.0,left,1.0,0.8746582998428494,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,104.76028829999268,,,,,,,,,104.74513890012167,105.09402339998633,105.89524989994244,105.87942310003564,105.87973270006478,105.89524989994244,105.89524989994244,105.89524989994244,106.781958400039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8746582998428494,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,9.0,1.0,4.0,right,1.0,0.7572520000394434,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,106.7968049000483,,,,,,,,,106.7823606999591,107.14720449992456,107.94881650013848,107.93288550013676,107.9332471000962,107.94881650013848,107.94881650013848,107.94881650013848,108.71815009997226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7572520000394434,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,10.0,0.0,5.0,right,1.0,1.802324399817735,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,108.73369790008292,,,,,,,,,108.71849290002136,109.0838599000126,109.88583000004292,109.86898040003145,109.86929049994797,109.88583000004292,109.88583000004292,109.88583000004292,111.68968520010822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.802324399817735,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,11.0,1.0,5.0,left,1.0,0.7102081999182701,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,111.7047633000184,,,,,,,,,111.69010120001622,112.88990820012988,113.69092190009542,113.67541370005348,113.67579489992931,113.69092190009542,113.69092190009542,113.69092190009542,114.41026040003636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7102081999182701,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,12.0,0.0,6.0,right,1.0,0.6980110998265445,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,114.425205900101,,,,,,,,,114.41066300007516,115.61040850006977,116.4118715999648,116.3960315999575,116.39641990000382,116.4118715999648,116.4118715999648,116.4118715999648,117.11448220000602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6980110998265445,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,13.0,1.0,6.0,left,1.0,0.7145027001388371,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,117.12940290011466,,,,,,,,,117.11479369993322,117.48031780007295,118.28120610001496,118.2659316000063,118.2663211999461,118.28120610001496,118.28120610001496,118.28120610001496,118.99903440009804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7145027001388371,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,14.0,0.0,7.0,right,0.0,0.6338601000607014,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,119.0148138999939,,,,,,,,,118.9993078999687,120.20109320012853,121.00210730009712,120.98600900010206,120.98632339993492,121.00210730009712,121.00210730009712,121.00210730009712,121.63813600013964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6338601000607014,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,15.0,1.0,7.0,right,1.0,0.7204346000216901,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,1.0,121.65202479995789,,,,,,,,,121.63844799995422,121.98645630013198,122.78739039995708,122.77229130011985,122.77263729996048,122.78739039995708,122.78739039995708,122.78739039995708,123.5231840000488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7204346000216901,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,16.0,0.0,8.0,right,1.0,0.7245095998514444,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,123.53915750002488,,,,,,,,,123.52349780010992,123.8729151999578,124.67447590013036,124.65874630003236,124.65909230010584,124.67447590013036,124.67447590013036,124.67447590013036,125.4100387999788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7245095998514444,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,17.0,1.0,8.0,left,1.0,0.7876813998445868,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,125.42508909991012,,,,,,,,,125.41034850012512,126.61048580007628,127.41177750006318,127.39593160012735,127.39624819997698,127.41177750006318,127.41177750006318,127.41177750006318,128.21309720003046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7876813998445868,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,18.0,0.0,9.0,left,1.0,0.909294000128284,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,128.2286024999339,,,,,,,,,128.21338799991645,129.41407490009442,130.21523510012776,130.19912940007634,130.19952940009534,130.21523510012776,130.21523510012776,130.21523510012776,131.13486260012724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.909294000128284,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,19.0,1.0,9.0,right,1.0,0.7177401999942958,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,131.1505887999665,,,,,,,,,131.13517819996923,131.4837647001259,132.28633860009722,132.26929419999942,132.26960620004684,132.28633860009722,132.28633860009722,132.28633860009722,133.00540879997425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7177401999942958,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,20.0,0.0,10.0,left,0.0,2.0019928999245167,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,133.02031300007366,,,,,,,,,133.00571910012513,133.80480089993216,134.60584550001658,134.59010719996877,134.5904127000831,134.60584550001658,134.60584550001658,134.60584550001658,136.61002940009348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.0019928999245167,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,21.0,1.0,10.0,left,1.0,1.4221702001523226,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,136.6247008999344,,,,,,,,,136.61034130002372,137.40924310008995,138.2118113001343,138.19566680002026,138.19598109996878,138.2118113001343,138.2118113001343,138.2118113001343,139.6476853999775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.4221702001523226,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,22.0,0.0,11.0,right,0.0,0.6426055999472737,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,0.0,139.66335680009797,,,,,,,,,139.64801130001433,140.44826010009274,141.24892150005326,141.23352180002257,141.2338300999254,141.24892150005326,141.24892150005326,141.24892150005326,141.90141950012185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6426055999472737,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,23.0,1.0,11.0,right,1.0,0.6942054000683129,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,1.0,141.91644520009868,,,,,,,,,141.90175259998068,143.10121469991282,143.90370559995063,143.88809629995376,143.8884225001093,143.90370559995063,143.90370559995063,143.90370559995063,144.60545070003718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6942054000683129,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,24.0,0.0,12.0,right,1.0,0.9844613999594004,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,1.0,144.62040999997407,,,,,,,,,144.60575970006175,144.70444309990853,145.5057242999319,145.49041799991392,145.49074549996294,145.5057242999319,145.5057242999319,145.5057242999319,146.49196620006114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9844613999594004,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,25.0,1.0,12.0,left,1.0,0.889671300072223,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,0.0,146.50678290007636,,,,,,,,,146.49229319998994,147.69236700003967,148.49431740003638,148.47802549996413,148.47840270004235,148.49431740003638,148.49431740003638,148.49431740003638,149.39536849991418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.889671300072223,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,26.0,0.0,13.0,right,1.0,0.5595039001200348,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,1.0,149.41140579991043,,,,,,,,,149.39576660003513,150.1964779999107,150.99737300002016,150.98240029998124,150.98277030000463,150.99737300002016,150.99737300002016,150.99737300002016,151.56661370000802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5595039001200348,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,27.0,1.0,13.0,left,1.0,0.678557800129056,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,0.0,151.5821446001064,,,,,,,,,151.56701020011678,152.76715450012125,153.56801240006462,153.55209010001272,153.55240250006318,153.56801240006462,153.56801240006462,153.56801240006462,154.25449039996602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.678557800129056,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,28.0,0.0,14.0,right,1.0,0.7247361999470741,,speed,space,5.093855400104076,,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,154.26883310009725,,,,,,,,,154.25489430013113,154.61977340001613,155.42150510009378,155.4050626999233,155.40538490004838,155.42150510009378,155.42150510009378,155.42150510009378,156.15742449997924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7247361999470741,,,,,sub-228,1,random_dot,60.05753508127867,
