direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 87
right,right,23.0,1.0,11.0,right,1.0,0.6154769998975098,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,11.0,1.0,23.0,1.0,288.2899044000078,,,,,,,,,288.2752380000893,288.6406205999665,289.4416688999627,289.4247117000632,289.42499949992634,289.4416688999627,289.4416688999627,289.4416688999627,290.0602585999295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6154769998975098,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,24.0,0.0,12.0,right,1.0,0.5967775001190603,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,12.0,0.0,24.0,1.0,290.0747897999827,,,,,,,,,290.0605753001292,291.2599033000879,292.0618473999202,292.0460812000092,292.0464042001404,292.0618473999202,292.0618473999202,292.0618473999202,292.66400879994035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5967775001190603,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,25.0,1.0,12.0,left,1.0,0.5785802998580039,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,12.0,1.0,25.0,0.0,292.6789090000093,,,,,,,,,292.6644292001147,293.4636015999131,294.2657323000021,294.2495204999577,294.24989460012875,294.2657323000021,294.2657323000021,294.2657323000021,294.85084259998985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.5785802998580039,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,26.0,0.0,13.0,right,1.0,1.2319104000926018,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,13.0,0.0,26.0,1.0,294.866863100091,,,,,,,,,294.8511600999627,294.9655496000778,295.76798110012896,295.75205729994923,295.75236520008184,295.76798110012896,295.76798110012896,295.76798110012896,297.00381070002913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.2319104000926018,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,27.0,1.0,13.0,left,1.0,0.7839979999698699,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,13.0,1.0,27.0,0.0,297.01869420008734,,,,,,,,,297.0042077000253,297.3532859000843,298.1550779999234,298.1392431000713,298.1396359000355,298.1550779999234,298.1550779999234,298.1550779999234,298.94023780012503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7839979999698699,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,28.0,0.0,14.0,left,1.0,0.780486699892208,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,14.0,0.0,28.0,0.0,298.95612119999714,,,,,,,,,298.9406483999919,299.74043289991096,300.541810200084,300.52554469997995,300.5259171000216,300.541810200084,300.541810200084,300.541810200084,301.3273610000033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.780486699892208,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,29.0,1.0,14.0,right,1.0,0.7583981999196112,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,14.0,1.0,29.0,1.0,301.3429175999481,,,,,,,,,301.32775830011815,302.1268293999601,302.92888369993307,302.91311420011334,302.913493399974,302.92888369993307,302.92888369993307,302.92888369993307,303.69736180012114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7583981999196112,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,30.0,0.0,15.0,left,0.0,2.3199297001119703,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,15.0,0.0,30.0,1.0,303.7134223999456,,,,,,,,,303.6977572001051,304.8991400001105,305.700036900118,305.68400679994375,305.68436999991536,305.700036900118,305.700036900118,305.700036900118,308.0214617000893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.3199297001119703,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,31.0,1.0,15.0,left,1.0,0.799321600003168,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,15.0,1.0,31.0,0.0,308.03610799997114,,,,,,,,,308.0217754000332,308.82030540006235,309.6223494000733,309.6070646001026,309.6074054001365,309.6223494000733,309.6223494000733,309.6223494000733,310.4248198000714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.799321600003168,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,32.0,0.0,16.0,left,1.0,0.6246561000589281,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,16.0,0.0,32.0,0.0,310.4404436000623,,,,,,,,,310.42512860009447,311.6249558001291,312.42642119992524,312.4110107999295,312.4113265001215,312.42642119992524,312.42642119992524,312.42642119992524,313.06206990010105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6246561000589281,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,33.0,1.0,16.0,right,1.0,0.5140898001845926,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,16.0,1.0,33.0,1.0,313.07665219996125,,,,,,,,,313.0624067999888,314.2616978001315,315.0637737000361,315.0478018000722,315.0481120001059,315.0637737000361,315.0637737000361,315.0637737000361,315.5824965001084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.5140898001845926,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,34.0,0.0,17.0,left,0.0,0.8832772001624107,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,17.0,0.0,34.0,1.0,315.5970443000552,,,,,,,,,315.58280929992907,316.3829495999962,317.1839552000165,317.16809849999845,317.1684141000733,317.1839552000165,317.1839552000165,317.1839552000165,318.06874969997443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.8832772001624107,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,35.0,1.0,17.0,right,0.0,1.36052650003694,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,17.0,1.0,35.0,0.0,318.0846768999472,,,,,,,,,318.06902260007337,319.2706184000708,320.07189140003175,320.05516059999354,320.0554712000303,320.07189140003175,320.07189140003175,320.07189140003175,321.44154009991325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.36052650003694,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,36.0,0.0,18.0,right,0.0,0.754892900120467,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,18.0,0.0,36.0,0.0,321.4571472001262,,,,,,,,,321.4418550999835,322.6422951000277,323.44332380010746,323.42731199995615,323.4277168000117,323.44332380010746,323.44332380010746,323.44332380010746,324.21197229996324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.754892900120467,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,37.0,1.0,18.0,left,0.0,0.5538470998872072,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,18.0,1.0,37.0,1.0,324.2275084001012,,,,,,,,,324.2123013001401,324.31162180006504,325.1125137999188,325.0974934999831,325.09782169992104,325.1125137999188,325.1125137999188,325.1125137999188,325.68087409995496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.5538470998872072,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,38.0,0.0,19.0,left,1.0,0.9632113999687136,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,19.0,0.0,38.0,0.0,325.696970900055,,,,,,,,,325.68118620011955,326.48142069997266,327.283048100071,327.26634930004366,327.2666571000591,327.283048100071,327.283048100071,327.283048100071,328.2516870999243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9632113999687136,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,39.0,1.0,19.0,left,0.0,1.046402100007981,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,19.0,1.0,39.0,1.0,328.26758909993805,,,,,,,,,328.25209189997986,328.3670008999761,329.16840380011126,329.1525791999884,329.1528906999156,329.16840380011126,329.16840380011126,329.16840380011126,330.22102509997785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.046402100007981,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,40.0,0.0,20.0,right,1.0,1.4292059999424964,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,20.0,0.0,40.0,1.0,330.23586590006016,,,,,,,,,330.2213344001211,331.42245470010675,332.22381320013665,332.2075728001073,332.20789090008475,332.22381320013665,332.22381320013665,332.22381320013665,333.6601555000525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4292059999424964,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,41.0,1.0,20.0,left,1.0,0.6497899000532925,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,20.0,1.0,41.0,0.0,333.67463909997605,,,,,,,,,333.6604673000984,333.7757677999325,334.5763032999821,334.5599130000919,334.5602611999493,334.5763032999821,334.5763032999821,334.5763032999821,335.2288540999871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6497899000532925,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,42.0,0.0,21.0,left,1.0,0.7139340001158416,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,21.0,0.0,42.0,0.0,335.24368999991566,,,,,,,,,335.22920519998297,336.4288795001339,337.2313147999812,337.214872200042,337.2151868001092,337.2313147999812,337.2313147999812,337.2313147999812,337.9498008999508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7139340001158416,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,43.0,1.0,21.0,right,1.0,2.546636300161481,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,21.0,1.0,43.0,1.0,337.9643045000266,,,,,,,,,337.95011000009254,339.1510079000145,339.95083609991707,339.9358872999437,339.93620470003225,339.95083609991707,339.95083609991707,339.95083609991707,342.506561400136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.546636300161481,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,44.0,0.0,22.0,left,0.0,0.913898500148207,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,22.0,0.0,44.0,1.0,342.5213820999488,,,,,,,,,342.50696690008044,343.3068448000122,344.10749080008827,344.09095200011507,344.09129999997094,344.10749080008827,344.10749080008827,344.10749080008827,345.0265741001349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.913898500148207,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,45.0,1.0,22.0,left,1.0,1.8991442997939885,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,0.0,345.0422010999173,,,,,,,,,345.0269337000791,345.827390700113,346.62861840007827,346.6127941000741,346.6131666000001,346.62861840007827,346.62861840007827,346.62861840007827,348.5326845000964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.8991442997939885,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,46.0,0.0,23.0,left,1.0,1.6351950999815017,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,0.0,348.5472458000295,,,,,,,,,348.5330040000845,348.882063300116,349.6834062000271,349.66688839998096,349.6672616000287,349.6834062000271,349.6834062000271,349.6834062000271,351.32043369999155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6351950999815017,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,47.0,1.0,23.0,right,1.0,2.641072199912742,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,1.0,351.3355777999386,,,,,,,,,351.3207507999614,351.68523159995675,352.4876701999456,352.4704503999092,352.47080469992943,352.4876701999456,352.4876701999456,352.4876701999456,355.14341289992444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.641072199912742,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,48.0,0.0,24.0,left,1.0,2.561217699898407,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,0.0,355.1575364000164,,,,,,,,,355.1437262000982,355.509098400129,356.3098866001237,356.29400429991074,356.29438180010766,356.3098866001237,356.3098866001237,356.3098866001237,358.8821068999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.561217699898407,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,49.0,1.0,24.0,right,1.0,3.797107200138271,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,1.0,358.8970169001259,,,,,,,,,358.88250680011697,358.9810450000223,359.78175520012155,359.76611720002256,359.76648489991203,359.78175520012155,359.78175520012155,359.78175520012155,363.5891634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.797107200138271,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,50.0,0.0,25.0,right,1.0,1.5107670000288635,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,1.0,363.6043613001239,,,,,,,,,363.5895644000266,364.38908260012977,365.1901493000332,365.17434290004894,365.1746587001253,365.1901493000332,365.1901493000332,365.1901493000332,366.7101892000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.5107670000288635,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,51.0,1.0,25.0,left,1.0,1.6467071999795737,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,0.0,366.7249541000929,,,,,,,,,366.7105864000041,367.5104032000527,368.3115094001405,368.2953808000311,368.2957870999817,368.3115094001405,368.3115094001405,368.3115094001405,369.9648742999416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.6467071999795737,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,52.0,0.0,26.0,right,1.0,0.988799300044775,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,1.0,369.98009860003367,,,,,,,,,369.9652778001037,371.1652744000312,371.9662434000056,371.95022020000033,371.9505060999654,371.9662434000056,371.9662434000056,371.9662434000056,372.9688085000962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.988799300044775,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,53.0,1.0,26.0,left,1.0,0.7007673000916839,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,0.0,372.9841668000445,,,,,,,,,372.9691699000541,374.16956369997934,374.9718059001025,374.9562554000877,374.956726900069,374.9718059001025,374.9718059001025,374.9718059001025,375.67418530001305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.7007673000916839,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,54.0,0.0,27.0,left,1.0,1.7160699001979085,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,0.0,375.6895725999493,,,,,,,,,375.67449810006656,376.0399512001313,376.8416059000883,376.82518359995447,376.8255644999445,376.8416059000883,376.8416059000883,376.8416059000883,378.562094300054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.7160699001979085,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,55.0,1.0,27.0,right,1.0,0.7365860000718385,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,1.0,378.576417400036,,,,,,,,,378.5624059000984,378.6768579001073,379.4790233999957,379.4626275999472,379.4629695001058,379.4790233999957,379.4790233999957,379.4790233999957,380.23020910006016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.7365860000718385,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,56.0,0.0,28.0,left,1.0,0.8149691999424249,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,0.0,380.2462780999485,,,,,,,,,380.2305199999828,380.3297133001033,381.131274699932,381.11559440009296,381.1159195001237,381.131274699932,381.131274699932,381.131274699932,381.9495399000589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8149691999424249,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,57.0,1.0,28.0,right,1.0,0.919593899976462,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,1.0,381.9648750000633,,,,,,,,,381.9498550000135,383.1508889000397,383.9523062000517,383.9363311999477,383.9366395000834,383.9523062000517,383.9523062000517,383.9523062000517,384.8873995000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.919593899976462,,,,,sub-228,1,random_dot,60.05753508127867,
left,left,58.0,0.0,29.0,left,1.0,0.8379343999549747,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,384.90349910012446,,,,,,,,,384.8876666999422,384.9871098001022,385.7882725999225,385.7729998999275,385.7733744001016,385.7882725999225,385.7882725999225,385.7882725999225,386.6394609999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8379343999549747,,,,,sub-228,1,random_dot,60.05753508127867,
right,right,59.0,1.0,29.0,right,1.0,1.1394200001377612,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,386.6561849000864,,,,,,,,,386.63974220003,386.7394510000013,387.5401310001034,387.52551910001785,387.5258317999542,387.5401310001034,387.5401310001034,387.5401310001034,388.6936500999145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1394200001377612,,,,,sub-228,1,random_dot,60.05753508127867,
,,1.0,1.0,0.0,,,,,accuracy,space,4.506430699955672,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-228,1,random_dot,60.05753508127867,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.698437999934,388.7089732999448,393.7006755999755,sub-228,1,random_dot,60.05753508127867,
