direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,47.49635660019703,,,,,,,,,47.48040620004758,47.5964157001581,48.39691530005075,48.38045400008559,48.380472100107,48.39691530005075,48.39691530005075,48.39691530005075,,49.41434010001831,left,1.0,12.996186699718235,,49.41491880011745,49.429741400061175,49.92961090011522,49.91390990000218,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,49.92961090011522,,,,,,,,,49.91431130003184,51.129625800065696,51.92998780007474,51.91364290006459,51.91365960007533,51.92998780007474,51.92998780007474,51.92998780007474,,52.69738570018672,right,1.0,12.751160399988294,,52.69785220013,52.71289770002477,53.2131781000644,53.1970592001453,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,53.2131781000644,,,,,,,,,53.19740970013663,53.562745000002906,54.36335180001333,54.34700670000166,54.34702210011892,54.36335180001333,54.36335180001333,54.36335180001333,,55.78083560010418,left,1.0,13.39907389995642,,55.78114640014246,55.79598150006496,56.296012200182304,56.279849000042304,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,56.296012200182304,,,,,,,,,56.28017440019176,57.09614020003937,57.89666600013152,57.88086650008336,57.88090330013074,57.89666600013152,57.89666600013152,57.89666600013152,,58.8824695001822,right,1.0,12.967469799797982,,58.88322540000081,58.896084300009534,59.3960756000597,59.38031330006197,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,59.3960756000597,,,,,,,,,59.38087760005146,60.196144400164485,60.996361900120974,60.97987260017544,60.97990410006605,60.996361900120974,60.996361900120974,60.996361900120974,,61.94771510013379,left,1.0,12.928106899838896,,61.94850250007585,61.962533300044015,62.46249580010772,62.44646710017696,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,62.46249580010772,,,,,,,,,62.44709120015614,62.56268330011517,63.36277010012418,63.34724970022216,63.347280100220814,63.36277010012418,63.36277010012418,63.36277010012418,,64.53131210012361,right,0.0,13.150983699830247,,64.53204040019773,64.54601280018687,65.04583300021477,65.03037340007722,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,65.04583300021477,,,,,,,,,65.03113700007088,65.14598650019616,65.94622490019538,65.93010500003584,65.93014200008474,65.94622490019538,65.94622490019538,65.94622490019538,,67.54718940006569,right,1.0,13.575060199713334,,67.54786280007102,67.56223010015674,68.06239250022918,68.04679310019128,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,68.06239250022918,,,,,,,,,68.04747180012055,69.26228020014241,70.06258090003394,70.04678470012732,70.04681310011074,70.06258090003394,70.06258090003394,70.06258090003394,,73.4804145002272,left,1.0,15.395835699746383,,73.48127900017425,73.49536160007119,73.99538080021739,73.9797413002234,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,73.99538080021739,,,,,,,,,73.98039590008557,74.09538310021162,74.89582520001568,74.87962570018135,74.8796605002135,74.89582520001568,74.89582520001568,74.89582520001568,,75.88037760020234,right,1.0,12.96649009990506,,75.88121960009448,75.89520650007762,76.39518980006687,76.379657600075,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,76.39518980006687,,,,,,,,,76.38030910002999,76.49526210012846,77.2956427000463,77.27975810016505,77.27979970001616,77.2956427000463,77.2956427000463,77.2956427000463,,78.1803072001785,left,1.0,12.858059599762782,,78.1815392000135,78.195126300212,78.69519720016979,78.67940770019777,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,78.69519720016979,,,,,,,,,78.67998910020106,79.89518910017796,80.69552200008184,80.67923310003243,80.67926990007982,80.69552200008184,80.69552200008184,80.69552200008184,,81.64754100004211,right,1.0,12.93636789987795,,81.64829020015895,81.66185700008646,82.16161320009269,82.14622550015338,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.14633840019815,82.16161320009269,82.16161320009269,85.1315127001144,space,14.954128799960015,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.13158840010874,85.14504760014825,85.14504760014825,90.21263720002024,space,17.04359019990079,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,92.8293180000037,,,,,,,,,92.82576180016622,93.17791290022431,93.97829360002652,93.96213250001892,93.96216720016672,93.97829360002652,93.97829360002652,93.97829360002652,,94.5301551001612,right,1.0,12.53360789990984,,,,,,,,,,,,,,,,,,,,90.220075200079,90.24325160006993,90.24325160006993,92.81373330019414,space,14.55506939976476,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,94.54429720016196,,,,,,,,,94.53204160020688,94.8943432001397,95.69463680009358,95.678662000224,95.67869390011764,95.69463680009358,95.69463680009358,95.69463680009358,,96.24600150017068,left,1.0,12.528408999787644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,96.26089250016958,,,,,,,,,96.24736240017228,96.61093600001186,97.41122290003112,97.39540030015633,97.39543260005304,97.41122290003112,97.41122290003112,97.41122290003112,,98.26266590016894,right,1.0,12.831726100062951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,98.27760420017876,,,,,,,,,98.2641317001544,98.6276980000548,99.42783260019496,99.4117451000493,99.41176990000532,99.42783260019496,99.42783260019496,99.42783260019496,,100.02940390002914,left,1.0,12.581612299894914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,100.04404340009204,,,,,,,,,100.03085190011188,100.84408000018448,101.64466340001673,101.628703400027,101.62874130019918,101.64466340001673,101.64466340001673,101.64466340001673,,102.9122359000612,left,1.0,13.253428899915887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,102.92746850010008,,,,,,,,,102.91287520015612,103.02729009999894,103.82761280005798,103.81112420000136,103.81115650013088,103.82761280005798,103.82761280005798,103.82761280005798,,104.6789044002071,right,1.0,12.82899079984054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,104.69385050004348,,,,,,,,,104.68033790006302,105.4938905001618,106.29415210010484,106.27777460007928,106.27780400007032,106.29415210010484,106.29415210010484,106.29415210010484,,107.36280440003613,left,1.0,13.050275899935514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,107.3772194001358,,,,,,,,,107.36422810005024,107.47714250022544,108.27739070006646,108.26145390002056,108.26148420013487,108.27739070006646,108.27739070006646,108.27739070006646,,109.12981770001352,right,1.0,12.8354271997232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,109.14365920005366,,,,,,,,,109.1314134001732,109.49366780021228,110.29412260022946,110.27821590006351,110.27825370011853,110.29412260022946,110.29412260022946,110.29412260022946,,111.6456482000649,left,1.0,13.335137899732215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,111.66020300006494,,,,,,,,,111.64714760007335,112.01017850008792,112.81051880004816,112.79430460021833,112.7943336002063,112.81051880004816,112.81051880004816,112.81051880004816,,114.11301290011032,right,1.0,13.287697199732063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,114.12675480009057,,,,,,,,,114.11444950010628,114.2267555000726,115.02719210018404,115.01121190004052,115.01125070010312,115.02719210018404,115.02719210018404,115.02719210018404,,116.22838110011072,left,1.0,13.18075879989192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,1.0,116.243358500069,,,,,,,,,116.22978010005318,117.04323590011336,117.84365320019424,117.82756040012464,117.8275892001111,117.84365320019424,117.84365320019424,117.84365320019424,,119.94581950013526,right,1.0,14.08758379984647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,119.9600454000756,,,,,,,,,119.94733790005556,120.06001900020055,120.86035420000552,120.84423770010471,120.84427640005016,120.86035420000552,120.86035420000552,120.86035420000552,,122.51254240004346,left,0.0,13.637178699718788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,122.52643470000476,,,,,,,,,122.51400500000454,123.726441900013,124.52685720007868,124.51072350004688,124.51076140021904,124.52685720007868,124.52685720007868,124.52685720007868,,125.56114960019475,right,0.0,13.010436999844387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,125.5762016000226,,,,,,,,,125.56255920021796,126.37618900020608,127.17689650016835,127.16058560018428,127.16062360000797,127.17689650016835,127.17689650016835,127.17689650016835,,128.91182750021107,right,1.0,13.715632000006735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,128.9260566001758,,,,,,,,,128.91322410013527,129.72604890004732,130.52650900022127,130.5103229000233,130.51035720016807,130.52650900022127,130.52650900022127,130.52650900022127,,131.72878070012666,left,1.0,13.186496699927376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,131.7425922001712,,,,,,,,,131.73098930018023,131.84258680022322,132.6431277000811,132.6272445002105,132.62727480009198,132.6431277000811,132.6431277000811,132.6431277000811,,133.51109560020268,right,1.0,12.838278099894524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,133.52578560006805,,,,,,,,,133.51246180012822,134.72593910014257,135.5262939000968,135.5101124001667,135.51016550022177,135.5262939000968,135.5262939000968,135.5262939000968,,136.4109441000037,left,1.0,12.85489759990014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,136.42607060004957,,,,,,,,,136.412706800038,137.62592720007524,138.42613430018537,138.4099338001106,138.4099612000864,138.42613430018537,138.42613430018537,138.42613430018537,,139.31189650017768,right,1.0,12.869384999852628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,139.32558320020323,,,,,,,,,139.31343840016052,140.52568120020442,141.3260475001298,141.30948470020667,141.30951060005464,141.3260475001298,141.3260475001298,141.3260475001298,,142.4770552001428,left,1.0,13.124818199779838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,142.49224900011905,,,,,,,,,142.47844340000302,143.292326600058,144.09261870011687,144.07644200022332,144.07647700002417,144.09261870011687,144.09261870011687,144.09261870011687,,144.9771871000994,right,1.0,12.864761299686506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,144.99196950020269,,,,,,,,,144.97864520014264,145.3420985001139,146.1425585001707,146.1264880001545,146.1265159000177,146.1425585001707,146.1425585001707,146.1425585001707,,147.19295880012214,left,1.0,13.021389599889517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,0.0,147.20874330005608,,,,,,,,,147.19347000005655,147.30863380013034,148.10892340005375,148.09264930011705,148.0926805001218,148.10892340005375,148.10892340005375,148.10892340005375,,150.72669790009968,left,1.0,14.58844339987263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,1.0,150.74171160021797,,,,,,,,,150.7280802000314,151.54183120001107,152.34209530008957,152.32579370005988,152.32582410005853,152.34209530008957,152.34209530008957,152.34209530008957,,154.66033990005965,right,1.0,14.290988799883053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,1.0,154.67507280013524,,,,,,,,,154.66184740001336,154.77490300009958,155.57526440010406,155.55897270003334,155.55900140013546,155.57526440010406,155.57526440010406,155.57526440010406,,157.56019129999913,right,1.0,13.963641199748963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,0.0,157.57478110003285,,,,,,,,,157.5616525001824,158.77478230022825,159.57513530016877,159.55882550007664,159.55885300016962,159.57513530016877,159.57513530016877,159.57513530016877,,160.80964710004628,left,1.0,13.215209999820216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,1.0,160.82462000008672,,,,,,,,,160.81100350013003,161.62457190011628,162.4248884001281,162.4090678000357,162.40910030016676,162.4248884001281,162.4248884001281,162.4248884001281,,163.50972290011123,right,1.0,13.061105999629945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,0.0,163.52440480003133,,,,,,,,,163.51127580017783,164.32440520008095,165.1248205001466,165.1085412001703,165.10857150005177,165.1248205001466,165.1248205001466,165.1248205001466,,166.32599400007166,left,1.0,13.178057899931446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,166.3409900001716,,,,,,,,,166.32751900004223,167.14094580011442,167.94154880009592,167.9257068000734,167.92574230022728,167.94154880009592,167.94154880009592,167.94154880009592,,169.87579450011253,left,1.0,13.910836099879816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,1.0,169.89079280011356,,,,,,,,,169.87719620019195,171.0908758000005,171.89116490003653,171.87513170018792,171.87516350019723,171.89116490003653,171.89116490003653,171.89116490003653,,172.75911270012148,right,1.0,12.838736799778417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,0.0,172.77409670013003,,,,,,,,,172.7606179001741,173.97397640021518,174.77436940022744,174.75801830017008,174.75804570014589,174.77436940022744,174.77436940022744,174.77436940022744,,175.92558270017616,left,1.0,13.133260200032964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,1.0,175.94069690001197,,,,,,,,,175.92692800005898,177.14050000021234,177.94107160018757,177.92476520012133,177.92479489999823,177.94107160018757,177.94107160018757,177.94107160018757,,178.95892570004798,right,1.0,13.002479099901391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,0.0,178.97376330010593,,,,,,,,,178.96033590007573,179.07392860017717,179.87415290018544,179.85839160019532,179.85842390009202,179.87415290018544,179.87415290018544,179.87415290018544,,180.5255653001368,left,1.0,12.627700899727644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,1.0,180.54035300016403,,,,,,,,,180.52702610008416,181.3403366000857,182.14074180019088,182.12454670015725,182.12457710015588,182.14074180019088,182.14074180019088,182.14074180019088,,183.29198470013216,right,1.0,13.125700499862432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,1.0,183.30693390010856,,,,,,,,,183.29379600007087,183.4070176000241,184.2073920001276,184.19109200011007,184.19112380011936,184.2073920001276,184.2073920001276,184.2073920001276,,185.42610670020804,left,0.0,13.192925699986516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,0.0,185.44010690017603,,,,,,,,,185.427811200032,186.64018040010703,187.44058180018328,187.4247621002141,187.424799800152,187.44058180018328,187.44058180018328,187.44058180018328,,188.7426980000455,left,1.0,13.286508299643174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,1.0,188.756991900038,,,,,,,,,188.74426160007715,189.1067483001389,189.90704010007903,189.89084460004236,189.8908786000684,189.90704010007903,189.90704010007903,189.90704010007903,,190.8584879001137,right,1.0,12.930282099870965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,0.0,190.87318100011908,,,,,,,,,190.85991190001369,190.97329800017175,191.77379240002483,191.75784370000477,191.7578799000476,191.77379240002483,191.77379240002483,191.77379240002483,,193.20827670022845,left,1.0,13.413145900005476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,1.0,193.2230956000276,,,,,,,,,193.20966140017845,194.42314530001025,195.22353980015032,195.20745670003816,195.20749990013428,195.22353980015032,195.22353980015032,195.22353980015032,,197.0079695000313,right,1.0,13.762364499736575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,0.0,197.02319070021625,,,,,,,,,197.00932800001465,197.3730131001212,198.17337480001152,198.1571732000448,198.1572079001926,198.17337480001152,198.17337480001152,198.17337480001152,,201.0912576999981,left,1.0,14.892932999879122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-191,1.0,random_dot,60.01568812251773,
