direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,56.42103159998078,,,,,,,,,56.40575959999114,56.52138369999011,57.32131879997905,57.30520400000387,57.30523090000497,57.32131879997905,57.32131879997905,57.32131879997905,58.37196129999938,right,1.0,26.922369100007927,,58.37245719999191,58.38765709998552,58.87235940000392,58.88798609998776,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,58.88798609998776,,,,,,,,,58.87289539998165,60.08781959998305,60.8876718999818,60.871779799985234,60.87180249998346,60.8876718999818,60.8876718999818,60.8876718999818,62.188300999987405,right,1.0,27.17102259999956,,62.18883259998984,62.20390900000348,62.68833199999062,62.70381849998376,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,62.70381849998376,,,,,,,,,62.6887930999801,63.05396389999078,63.85442459999467,63.83801179999136,63.83803389998502,63.85442459999467,63.85442459999467,63.85442459999467,65.30483089998597,left,1.0,27.322123300022213,,65.30543039998156,65.32055869998294,65.80574979999801,65.82173870000406,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,65.82173870000406,,,,,,,,,65.80616399997962,65.92148649998126,66.72049979999429,66.70512349999626,66.7051427999977,66.72049979999429,66.72049979999429,66.72049979999429,67.72127680000267,left,1.0,26.86518610001076,,67.72180229998776,67.73701230000006,68.22218789998442,68.2374395999941,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,68.2374395999941,,,,,,,,,68.22260489998735,69.43748589997995,70.23759479998262,70.22135849998449,70.22137749998365,70.23759479998262,70.23759479998262,70.23759479998262,71.27114679999067,right,1.0,26.898193000030005,,71.27163390000351,71.28683999998611,71.7712967999978,71.78723990000435,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,71.78723990000435,,,,,,,,,71.77175079999142,72.57081750000361,73.3703330999997,73.354307600006,73.35433149998426,73.3703330999997,73.3703330999997,73.3703330999997,74.40419820000534,left,0.0,26.90353100001812,,74.40467999997782,74.42023289998178,74.90428279998014,74.92066849998082,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,74.92066849998082,,,,,,,,,74.90467519999947,75.70415629999479,76.50423779999255,76.48818409998785,76.48822099997778,76.50423779999255,76.50423779999255,76.50423779999255,78.12237279998953,left,1.0,27.494650300010107,,78.12292639998486,78.1373195000051,78.62109390000114,78.63720789999934,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,78.63720789999934,,,,,,,,,78.62147919999552,78.98708419999457,79.7874433999823,79.77147079998394,79.77149079999072,79.7874433999823,79.7874433999823,79.7874433999823,82.27144270000281,left,1.0,28.349267999990843,,82.27199159999145,82.28727169998456,82.77097889999277,82.78662629998871,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,82.78662629998871,,,,,,,,,82.77142629999435,83.13669399998616,83.93697949999478,83.92086419998668,83.92088749998948,83.93697949999478,83.93697949999478,83.93697949999478,85.83748369998648,right,1.0,27.777445899992017,,85.83796799997799,85.85335799999302,86.33742820000043,86.35359650000464,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,86.35359650000464,,,,,,,,,86.33787210000446,86.70346940000309,87.5036695000017,87.4875086999964,87.48753149999538,87.5036695000017,87.5036695000017,87.5036695000017,90.32160450000084,right,1.0,28.69120189998648,,90.3221219999832,90.33643500000473,90.82106079999356,90.8365410999977,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,90.8365410999977,,,,,,,,,90.82145149999997,91.18655399998534,91.9870302999916,91.97144079999998,91.97147190000396,91.9870302999916,91.9870302999916,91.9870302999916,93.48766799998702,left,1.0,27.378902800002837,,93.48811109998496,93.50317389998236,93.98770899997908,94.00398109998788,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.98777809998136,94.00398109998788,94.00398109998788,97.85516710000228,space,29.71739499998512,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.85520619997988,97.86996799998452,97.86996799998452,104.0534789999947,space,32.061914099991554,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.40574669998024,,,,,,,,,111.39790129999164,112.60608870000578,113.40646539998124,113.38943239999936,113.38945539999986,113.40646539998124,113.40646539998124,113.40646539998124,114.95707350000156,left,1.0,27.41959290002705,,,,,,,,,,,,,,,,,,,,104.0671355999948,104.08882740000264,104.08882740000264,111.39104220000443,space,33.1777217000199,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,114.97227639998891,,,,,,,,,114.9583206999814,115.77279699998326,116.57374999998136,116.55720989999828,116.55723969999237,116.57374999998136,116.57374999998136,116.57374999998136,118.45849659998204,right,1.0,27.75616039999295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,118.47215180000056,,,,,,,,,118.45942229998764,118.57272649998777,119.37360409999384,119.35688279999886,119.35690199999954,119.37360409999384,119.37360409999384,119.37360409999384,122.0250705999788,left,0.0,28.516790699999547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,122.03917699999874,,,,,,,,,122.02600650000386,122.83982369999283,123.63975659999414,123.62291219999317,123.62293159999535,123.63975659999414,123.63975659999414,123.63975659999414,125.15830359997926,left,1.0,27.397732300014468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,125.17212589998962,,,,,,,,,125.15932279999834,125.97263800000655,126.7737441000063,126.75614300000598,126.7561749999877,126.7737441000063,126.7737441000063,126.7737441000063,129.9407601999992,left,1.0,29.03457790001994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,129.95585030000075,,,,,,,,,129.94168289998197,131.15561469999375,131.95647929998813,131.940068099997,131.94009099999676,131.95647929998813,131.95647929998813,131.95647929998813,133.59163869998883,right,1.0,27.51462200001697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,133.60558529998525,,,,,,,,,133.59254499999224,133.95589539999492,134.75709020000068,134.73976880000555,134.73978869998246,134.75709020000068,134.75709020000068,134.75709020000068,136.7410749999981,left,1.0,27.856863900000462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,136.75501920000534,,,,,,,,,136.74199539999245,136.8555908999988,137.6560077999893,137.63943939999444,137.63945869999588,137.6560077999893,137.6560077999893,137.6560077999893,140.9567533999798,right,1.0,29.164735099999238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,140.9715423999878,,,,,,,,,140.95764979999512,141.77206489999662,142.58510199998273,142.56927779997932,142.5693065999949,142.58510199998273,142.58510199998273,142.58510199998273,145.71941540000262,right,1.0,29.013577900012024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,145.73493139998754,,,,,,,,,145.72036509998725,146.08499169998686,146.88526579999598,146.86973730000318,146.86975719998009,146.88526579999598,146.88526579999598,146.88526579999598,151.48674609998125,left,1.0,30.473766700015403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,151.5018579000025,,,,,,,,,151.4876465999987,151.85195250000106,152.65201499999966,152.63660729999538,152.6366317999782,152.65201499999966,152.65201499999966,152.65201499999966,155.6693386999832,left,1.0,28.889220000011846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,1.0,155.68547639998724,,,,,,,,,155.67073459998937,156.48518699998385,157.28501589997904,157.2691089999862,157.26913169998443,157.28501589997904,157.28501589997904,157.28501589997904,159.35208739998052,right,1.0,27.937079199997243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,159.36894129999564,,,,,,,,,159.35293059999822,160.5523226999794,161.3517368999892,161.33599999998114,161.3360230999824,161.3517368999892,161.3517368999892,161.3517368999892,162.56936199998017,left,1.0,27.08781579998322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,162.584566799982,,,,,,,,,162.57035789999645,162.93526299999212,163.7350543999928,163.71902200000477,163.71904490000452,163.7350543999928,163.7350543999928,163.7350543999928,164.91898299998138,right,1.0,27.05951309998636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,1.0,164.93466209998587,,,,,,,,,164.91985839998233,165.03466010000557,165.8346462000045,165.81906499998877,165.81908399998792,165.8346462000045,165.8346462000045,165.8346462000045,167.8524669999897,left,0.0,27.884075000009037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,0.0,167.868264299992,,,,,,,,,167.85339360000216,168.65170889999715,169.45192699998734,169.4356725999969,169.43569250000292,169.45192699998734,169.45192699998734,169.45192699998734,170.66905120000592,left,1.0,27.084968200011645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,170.6843261999893,,,,,,,,,170.66997729998548,171.88496009999653,172.68468639999628,172.66878229999566,172.6688014999963,172.68468639999628,172.68468639999628,172.68468639999628,177.40228720000596,left,1.0,30.588954899983943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,177.4177206000022,,,,,,,,,177.40337279997766,177.76820019999286,178.56799399998272,178.55218879997847,178.55220829998143,178.56799399998272,178.56799399998272,178.56799399998272,180.1186818999995,right,1.0,27.42721610001172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,180.13471729998128,,,,,,,,,180.11964649998117,180.48509989999,181.2845445999992,181.2692332000006,181.26925329997903,181.2845445999992,181.2845445999992,181.2845445999992,183.55189879998213,left,1.0,28.13467150001088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,1.0,183.56768839998404,,,,,,,,,183.5528082999808,184.35119929999928,185.1512202000013,185.1352130000014,185.13523459999124,185.1512202000013,185.1512202000013,185.1512202000013,186.83517029997893,right,1.0,27.55628570000408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,186.85082369999145,,,,,,,,,186.83620309998517,188.05098989998805,188.85092830000207,188.83444599999348,188.8344787999813,188.85092830000207,188.85092830000207,188.85092830000207,193.63516309999977,left,1.0,30.66330010001548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,193.6508197999792,,,,,,,,,193.63606279998203,194.4509199000022,195.2504291999794,195.23437900000133,195.23440119999577,195.2504291999794,195.2504291999794,195.2504291999794,197.8513313999865,right,1.0,28.46760080000968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,197.8670526999922,,,,,,,,,197.8522866999847,199.0676163999888,199.8676510999794,199.8524058999901,199.85243850000552,199.8676510999794,199.8676510999794,199.8676510999794,201.48589959999663,left,1.0,27.49765429997933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,201.50067999999737,,,,,,,,,201.48690369998803,202.7002802999923,203.50112319999607,203.4841296999948,203.4841530999984,203.50112319999607,203.50112319999607,203.50112319999607,205.38542929998948,right,1.0,27.750756700028436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,0.0,205.40135400000145,,,,,,,,,205.386344700004,205.50068539998028,206.3006205999991,206.28459769999608,206.28461959998825,206.3006205999991,206.3006205999991,206.3006205999991,208.68446679998303,left,1.0,28.258815800014418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,1.0,208.7005205999885,,,,,,,,,208.6855546000006,209.4841312999779,210.2844664999866,210.26750459999312,210.26753819998703,210.2844664999866,210.2844664999866,210.2844664999866,212.7675648999866,right,1.0,28.361169000010705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,212.78355969997935,,,,,,,,,212.7684341999993,213.1170803999994,213.916779399995,213.90115109999897,213.9011835999845,213.916779399995,213.916779399995,213.916779399995,216.01747369999063,right,1.0,27.96961550001288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,216.03320639999583,,,,,,,,,216.01848189998415,216.8180189999985,217.61733509998885,217.60106399998767,217.60108689998745,217.61733509998885,217.61733509998885,217.61733509998885,223.10159750000457,right,0.0,31.354730199993355,,,,,,,,,,,,,,,,,,,,,,,,,,,222.70037899998715,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,223.11727940000128,,,,,,,,,223.1025040999812,223.91682969999965,224.7167962999956,224.700818399986,224.70083980000345,224.7167962999956,224.7167962999956,224.7167962999956,227.2841734999965,left,1.0,28.441923999984283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,227.29989520000527,,,,,,,,,227.28502719997775,228.08353429997808,228.88331139998627,228.86757319999745,228.86759569999413,228.88331139998627,228.88331139998627,228.88331139998627,232.06792249999123,right,1.0,29.063512900000205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,232.08315729998867,,,,,,,,,232.06884930000524,232.18343579999052,232.9829955000023,232.967001299985,232.96703559998423,232.9829955000023,232.9829955000023,232.9829955000023,235.46701439999745,left,1.0,28.3614134999807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,235.4828797999944,,,,,,,,,235.4678759999806,235.58269789998303,236.38272329999015,236.3673152999836,236.36734509997768,236.38272329999015,236.38272329999015,236.38272329999015,239.5339404999977,left,0.0,29.019547700008843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,239.5498052999901,,,,,,,,,239.53497340000467,239.8831690999796,240.682976799988,240.66755980000016,240.66758700000355,240.682976799988,240.682976799988,240.682976799988,245.08380150000448,left,1.0,30.26535430000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,1.0,245.0992089000065,,,,,,,,,245.0846732000064,246.2831969999825,247.08288989998985,247.066834199999,247.06685339999967,247.08288989998985,247.08288989998985,247.08288989998985,250.41642729999148,right,1.0,29.20329689999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,1.0,250.4324893000012,,,,,,,,,250.4173014999833,251.2160496999859,252.0162704999966,252.0002516999957,252.0002767999831,252.0162704999966,252.0162704999966,252.0162704999966,256.88354819998494,left,0.0,30.735465500009013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,17.0,1.0,35.0,0.0,256.8992889999936,,,,,,,,,256.884510200005,257.2494460000016,258.0491444999934,258.03334840000025,258.0333677000017,258.0491444999934,258.0491444999934,258.0491444999934,263.26652340000146,left,1.0,31.093514699983643,,,,,,,,,,,,,,,,,,,,,,,,,,,263.0492350999848,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,0.0,36.0,1.0,263.2820986000006,,,,,,,,,263.26758159999736,264.482262000005,265.2825368999911,265.2660027999955,265.26602199999616,265.2825368999911,265.2825368999911,265.2825368999911,267.3168670999876,right,1.0,27.9048890999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,18.0,1.0,37.0,0.0,267.3321353000065,,,,,,,,,267.31814139999915,268.13188609998906,268.9321432999859,268.9164279999968,268.9164466999937,268.9321432999859,268.9321432999859,268.9321432999859,270.2831970999832,left,1.0,27.21670659998199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,0.0,38.0,0.0,270.2987344999856,,,,,,,,,270.2840966999938,270.39912689998164,271.1990514000063,271.1836207000015,271.1836464999942,271.1990514000063,271.1990514000063,271.1990514000063,273.48297879999154,left,1.0,28.148311099997954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,19.0,1.0,39.0,1.0,273.49933599997894,,,,,,,,,273.4839090000023,273.8322832999984,274.6322401999787,274.6162422999914,274.61626469998737,274.6322401999787,274.6322401999787,274.6322401999787,276.85095819999697,right,1.0,28.09806920000119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-043,1.0,random_dot,59.80267509104013,
