direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0037284999853,0.0080236999783664,0.0080236999783664,1.159536199993454,space,19.167720400029797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,1.1749050000216812,,,,,,,,,1.1714985000435263,2.373351000016555,3.17827859998215,3.157495699939318,3.157545299967751,3.17827859998215,3.17827859998215,3.17827859998215,4.540302000008524,right,1.0,19.36810069996864,,4.540906799957156,4.5552390000084415,5.0553431999869645,5.040147199993953,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,5.0553431999869645,,,,,,,,,5.041343000018969,5.854510599980131,6.655054399976507,6.638878799974918,6.63893559994176,6.655054399976507,6.655054399976507,6.655054399976507,7.70505939994473,left,1.0,19.055231699952856,,7.705561600043438,7.719893099972978,8.219644399941899,8.203856599982828,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,8.219644399941899,,,,,,,,,8.204450799967162,9.4190466,10.219523799954914,10.202839200035667,10.202877899981104,10.219523799954914,10.219523799954914,10.219523799954914,13.085751999984495,left,1.0,20.87289349990897,,13.08664090000093,13.100123799988069,13.59972249995917,13.584081599954516,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,13.59972249995917,,,,,,,,,13.58487439993769,13.699914199998602,14.500056099961512,14.484398699947633,14.484471400035543,14.500056099961512,14.500056099961512,14.500056099961512,15.551153299980797,right,1.0,19.059913699980825,,15.552144899964333,15.56532369996421,16.065195200033486,16.050123499939218,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,16.065195200033486,,,,,,,,,16.05128330003936,17.264478500001132,18.064787999959663,18.048291399958543,18.048340399982408,18.064787999959663,18.064787999959663,18.064787999959663,19.58317200001329,right,1.0,19.52670609997585,,19.584883700008504,19.5962347999448,20.09597699996084,20.080528300022703,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,20.09597699996084,,,,,,,,,20.08158120000735,20.19863380002789,21.012823099968955,20.99620519997552,20.99624110001605,21.012823099968955,21.012823099968955,21.012823099968955,22.013141499948688,left,1.0,19.005808799993247,,22.013735000044107,22.02790320001077,22.52770380000584,22.51244860002771,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,,3.0,0.0,6.0,1.0,,,,,,,,,22.52770380000584,,,,,,,,,22.513480599969625,22.62758189998567,23.42800900002476,23.411583599983715,23.41162429994438,23.42800900002476,23.42800900002476,23.42800900002476,24.145544599974528,right,1.0,18.72208129998762,,24.146309499978088,24.159982900018804,24.65958510001656,24.64396419993136,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,,3.0,1.0,7.0,0.0,,,,,,,,,24.65958510001656,,,,,,,,,24.64471409993712,25.85903019993566,26.659329399932176,26.643342799972743,26.643404599977657,26.659329399932176,26.659329399932176,26.659329399932176,27.49371990002692,left,1.0,18.84060990007129,,27.49466810002923,27.507890100008808,28.00757270003669,27.991955199977383,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,28.00757270003669,,,,,,,,,27.99271429993678,29.207061699940823,30.00724129995797,29.99138180003501,29.991445799940266,30.00724129995797,30.00724129995797,30.00724129995797,32.54148220003117,right,0.0,20.545129199977964,,32.54297549999319,32.557560199988075,,33.054765500011854,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,33.07115420000628,,,,,,,,,33.055609500035644,33.8539005999919,34.65458670002408,34.63852709997445,34.638589399983175,34.65458670002408,34.65458670002408,34.65458670002408,35.82196329999715,right,1.0,19.17505620000884,,35.8229258999927,35.83621730003506,36.33581600000616,36.32014279998839,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,36.33581600000616,,,,,,,,,36.32086480001453,37.135324600036256,37.93564669997431,37.91910009994172,37.919137299992144,37.93564669997431,37.93564669997431,37.93564669997431,38.70348689996172,left,1.0,18.775311999954283,,38.70448259997647,38.71779130003415,39.21730659995228,39.20127229997888,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,39.21730659995228,,,,,,,,,39.20170039997902,40.41687479999382,41.217067099991255,41.20044859999325,41.20048979995772,41.217067099991255,41.217067099991255,41.217067099991255,42.06772319995798,right,1.0,18.863216100027785,,42.06837660004385,42.0822143999394,42.58198549994268,42.56627489998937,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,42.58198549994268,,,,,,,,,42.567007299978286,43.38147429993842,44.18205269996543,44.1659155000234,44.165977900032885,44.18205269996543,44.18205269996543,44.18205269996543,45.46666609996464,right,1.0,19.29608979995828,,45.46796559996437,45.480260299984366,45.97977029997856,45.96377469995059,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,45.97977029997856,,,,,,,,,45.96417219995055,46.77930609998293,47.57974329998251,47.56326109997463,47.56330169993453,47.57974329998251,47.57974329998251,47.57974329998251,48.71464769996237,left,1.0,19.14962039992679,,48.71598700003233,48.72825219994411,49.228070899960585,49.21287219994701,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,49.228070899960585,,,,,,,,,49.214081799960695,50.0272633000277,50.82799499994144,50.81186519993935,50.81192839995492,50.82799499994144,50.82799499994144,50.82799499994144,51.77882939996198,right,1.0,18.96091050002724,,51.77969889994711,51.79298230004497,52.29275200003758,52.276889299973845,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,52.29275200003758,,,,,,,,,52.27766060002614,53.49196200002916,54.29216389998328,54.27533440000843,54.2753750999691,54.29216389998328,54.29216389998328,54.29216389998328,55.29307969997171,left,1.0,19.014598399982788,,55.29395860002842,55.30738430004567,55.80728259996977,55.79173169995192,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,55.80728259996977,,,,,,,,,55.792695399955846,56.15712560003158,56.95730589993764,56.940326699987054,56.94034540001303,56.95730589993764,56.95730589993764,56.95730589993764,57.77529020002112,right,1.0,18.83005590003449,,57.77639110002201,57.78923500003293,58.289018300012685,58.27336310001556,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,58.289018300012685,,,,,,,,,58.27400610002224,58.6387072999496,59.43923589994665,59.42305280000437,59.42310789995827,59.43923589994665,59.43923589994665,59.43923589994665,60.62345499999356,right,0.0,19.18951559998095,,60.624470700044185,60.63747219997458,61.13725110003725,61.1215786000248,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,61.13725110003725,,,,,,,,,61.12228310003411,61.93675729993265,62.73709279997274,62.72006409999449,62.72008560004178,62.73709279997274,62.73709279997274,62.73709279997274,65.70375620003324,left,1.0,20.98267460009083,,65.7048369999975,65.7177133000223,66.21738329995424,66.2013635999756,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,66.21738329995424,,,,,,,,,66.20175609993748,66.5673906999873,67.36734460003208,67.35030769999139,67.35032309999224,67.36734460003208,67.36734460003208,67.36734460003208,68.48595450003631,right,1.0,19.1377476999769,,68.48717750003561,68.49938990001101,68.9991267999867,68.9829475999577,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.98301159997936,68.9991267999867,68.9991267999867,70.99875230004545,space,20.00421279994771,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.99878210003953,71.01479799998924,71.01479799998924,72.08241249993443,space,19.083711700048298,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.94666080002207,,,,,,,,,72.93837290001102,73.74616370000876,74.54657549993135,74.5297424000455,74.52977559994906,74.54657549993135,74.54657549993135,74.54657549993135,75.34688850003295,right,0.0,18.81286849989556,,,,,,,,,,,,,,,,,,,,72.08939790003933,72.11082429997623,72.11082429997623,72.93168000003789,space,18.831679900060408,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,75.36167320003733,,,,,,,,,75.34821269998793,75.71267739997711,76.52870290004648,76.51194380002562,76.51197270001285,76.52870290004648,76.52870290004648,76.52870290004648,77.3632969999453,right,1.0,18.85432029992808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,77.37718149996363,,,,,,,,,77.3650252999505,77.47739859996364,78.27765589999035,78.2613678999478,78.26141689997166,78.27765589999035,78.27765589999035,78.27765589999035,78.97762709995732,left,1.0,18.71869919996243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,78.99273229995742,,,,,,,,,78.97831239993684,79.3429146000417,80.14299680001568,80.12616340001114,80.12618949997704,80.14299680001568,80.14299680001568,80.14299680001568,81.09365079994313,right,1.0,18.967373799998317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,81.10790669999551,,,,,,,,,81.09514450002462,81.90777920000255,82.70824720000383,82.69186320004519,82.69191259995569,82.70824720000383,82.70824720000383,82.70824720000383,83.37693779997062,left,1.0,18.672233800054528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,83.39045339997392,,,,,,,,,83.37992450001184,84.5896809999831,85.40612259996124,85.38892980001401,85.38894179998897,85.40612259996124,85.40612259996124,85.40612259996124,86.15766759996768,right,1.0,18.76830389990937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,86.17180450004525,,,,,,,,,86.1595273000421,86.5215312000364,87.32202379999217,87.30544519994874,87.30548550002277,87.32202379999217,87.32202379999217,87.32202379999217,88.60592580004595,right,1.0,19.290133300004527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,88.62020550004672,,,,,,,,,88.60767399996985,88.72030149993952,89.52090709994081,89.50473599997349,89.5047972999746,89.52090709994081,89.52090709994081,89.52090709994081,90.68867740000132,left,1.0,19.17347080004401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,90.70244829996956,,,,,,,,,90.6910523000406,90.8022352999542,91.60266380000394,91.58561609999742,91.58563859993592,91.60266380000394,91.60266380000394,91.60266380000394,95.03607210004702,right,0.0,21.448781999992207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,95.0497276999522,,,,,,,,,95.03845789993647,95.84946149995083,96.64956149994396,96.63299369998276,96.63303529995028,96.64956149994396,96.64956149994396,96.64956149994396,97.4167711000191,right,1.0,18.784785700030625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,97.43146370002069,,,,,,,,,97.41788810002618,97.7814561999403,98.5817869999446,98.56475949997548,98.56478519993834,98.5817869999446,98.5817869999446,98.5817869999446,99.33359089994336,left,1.0,18.76406669989228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,1.0,99.34709019993898,,,,,,,,,99.33620829996651,99.44683929998428,100.24739759997463,100.23078220000023,100.23082259995864,100.24739759997463,100.24739759997463,100.24739759997463,101.24842830002308,right,1.0,19.02004059997853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,101.2625331999734,,,,,,,,,101.25024510000368,101.36272189999,102.1629281999776,102.14660219999496,102.14665220002644,102.1629281999776,102.1629281999776,102.1629281999776,103.21377449994908,left,0.0,19.05920789996162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,103.22806899994612,,,,,,,,,103.21565160003956,104.4274578000186,105.22764880000614,105.21127079997676,105.21131349995268,105.22764880000614,105.22764880000614,105.22764880000614,106.0448519999627,left,1.0,18.82645249995403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,106.05951199994888,,,,,,,,,106.0460704000434,107.2590673000086,108.059217800037,108.0432812999934,108.04334410000592,108.059217800037,108.059217800037,108.059217800037,108.9272996999789,right,1.0,18.886965399957266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,108.9411831999896,,,,,,,,,108.92934319993948,109.29111250001006,110.09148339997046,110.07557690003888,110.07569670001976,110.09148339997046,110.09148339997046,110.09148339997046,110.92639139993116,left,1.0,18.8415850000456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,110.93981569993775,,,,,,,,,110.92917589994612,112.1391654999461,112.93953790003434,112.92261659994256,112.92263950000051,112.93953790003434,112.93953790003434,112.93953790003434,115.72201959998348,left,1.0,20.794700799975544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,115.7368099000305,,,,,,,,,115.72287289996166,116.53671100002248,117.3371296999976,117.32097699993756,117.32104029995388,117.3371296999976,117.3371296999976,117.3371296999976,117.97099239996167,right,1.0,18.65416659996845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,117.98550319997594,,,,,,,,,117.97195419995114,119.18487819994334,119.98504649999086,119.96864800003824,119.96868699998596,119.98504649999086,119.98504649999086,119.98504649999086,121.13556880003308,right,0.0,19.164477800019085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,121.15024949994404,,,,,,,,,121.13674710004123,121.25019349996,122.0505850999616,122.03384749998804,122.03387489996383,122.0505850999616,122.0505850999616,122.0505850999616,124.36693150002976,right,1.0,20.3351726999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,124.38166860002092,,,,,,,,,124.3681033999892,124.48167220002506,125.28203400003258,125.26535550004336,125.26539710001089,125.28203400003258,125.28203400003258,125.28203400003258,126.84995619999243,right,1.0,19.571218500030227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,126.8635461999802,,,,,,,,,126.85283220000564,127.21343040000647,128.01368209999055,127.997055200045,127.99709339998662,128.01368209999055,128.01368209999055,128.01368209999055,128.6137379000429,left,1.0,18.60914590000175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,0.0,128.62895439995918,,,,,,,,,128.61458489997312,129.42850919999182,130.22896550002042,130.21236709994264,130.21240519999992,130.22896550002042,130.22896550002042,130.22896550002042,130.94638630002737,left,1.0,18.736949699930847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,1.0,130.96086590003688,,,,,,,,,130.94784559996333,131.7606933999341,132.56103760004044,132.54504510003608,132.54510769993067,132.56103760004044,132.56103760004044,132.56103760004044,133.5116520000156,left,0.0,18.95556240004953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,133.5259479000233,,,,,,,,,133.51319049997255,133.8760534999892,134.67626460001338,134.66046729998197,134.66052999999374,134.67626460001338,134.67626460001338,134.67626460001338,138.07596169994213,right,0.0,21.407461699913256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,138.0899099999806,,,,,,,,,138.07829360000324,138.43993480002973,139.2398405999411,139.22295570001006,139.22298009996302,139.2398405999411,139.2398405999411,139.2398405999411,141.2902270000195,right,1.0,20.063278599991463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,141.30454329994973,,,,,,,,,141.29192510002758,141.40435530000832,142.2051070999587,142.18910700001288,142.1891754999524,142.2051070999587,142.2051070999587,142.2051070999587,143.12272460001986,left,1.0,18.93261269992217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,143.13684649998322,,,,,,,,,143.12468909996096,143.93647559999954,144.73666139994748,144.71960239997134,144.71962470002472,144.73666139994748,144.73666139994748,144.73666139994748,145.97024019993842,right,1.0,19.24444969999604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,145.984934899956,,,,,,,,,145.97132000001147,146.78448749997187,147.5851263999939,147.56897469994146,147.5690287000034,147.5851263999939,147.5851263999939,147.5851263999939,148.6855003000237,right,1.0,19.105760299949907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,0.0,148.69993450003676,,,,,,,,,148.68691849999595,149.049843100016,149.85038810002152,149.83442980004477,149.83449359994847,149.85038810002152,149.85038810002152,149.85038810002152,150.58454650000203,left,1.0,18.75093969993759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,0.0,150.59891149995383,,,,,,,,,150.58616459998302,151.398597399937,152.19877639994957,152.18157859996427,152.18159469997045,152.19877639994957,152.19877639994957,152.19877639994957,153.06636009993963,right,0.0,18.878035700065084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,1.0,153.0807278000284,,,,,,,,,153.06804599997122,153.18079839996062,153.98102069995366,153.96415410004556,153.9641835000366,153.98102069995366,153.98102069995366,153.98102069995366,154.948567799991,left,0.0,18.98267289996147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,0.0,154.96276349993423,,,,,,,,,154.94953159999568,155.06272229994647,155.86325679998845,155.84657900000457,155.84661679994315,155.86325679998845,155.86325679998845,155.86325679998845,158.29666680004448,left,1.0,20.43765269999858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,1.0,158.31085619993974,,,,,,,,,158.298840799951,158.4108014999656,159.21120379993226,159.1950385000091,159.19510200002696,159.21120379993226,159.21120379993226,159.21120379993226,159.89508609997574,right,1.0,18.689865099964663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,159.9097552000312,,,,,,,,,159.89632830000482,160.70910219999496,161.50990970002022,161.49349879997317,161.4935470999917,161.50990970002022,161.50990970002022,161.50990970002022,162.41091049998067,left,1.0,18.92018860008102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,162.42490949993953,,,,,,,,,162.41264370002318,163.6242240000283,164.4247518000193,164.40888889995404,164.40895279997494,164.4247518000193,164.4247518000193,164.4247518000193,165.07497570000123,right,1.0,18.65946750005241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,1.0,165.0898175999755,,,,,,,,,165.0758077999344,166.289180999971,167.08966980001424,167.07356429996435,167.07364519999828,167.08966980001424,167.08966980001424,167.08966980001424,168.10682069999166,right,1.0,19.03478789993096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,0.0,168.12131479999516,,,,,,,,,168.10819769999944,168.47119139996357,169.2717876000097,169.25558300002012,169.25564879993908,169.2717876000097,169.2717876000097,169.2717876000097,169.97326899995096,left,1.0,18.70585319993552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,169.98706299997866,,,,,,,,,169.9758359999396,170.78645310003776,171.58676969993394,171.5696798999561,171.56969809997827,171.58676969993394,171.58676969993394,171.58676969993394,172.38787259999663,left,1.0,18.81567509996239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-229,1.0,random_dot,60.02808112655261,
