direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 86
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0146546249998209,0.0234272500019869,0.0234272500019869,14.191915833001984,space,14.13199216599969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,0.0,0.0,0.0,left,0.0,1.8360977089978403,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,14.21522250000271,,,,,,,,,14.203309208001883,15.395379292000143,16.199416125000425,16.183773208002094,16.18434391700066,16.199416125000425,16.199416125000425,16.199416125000425,18.038218083001997,left,0.0,1.8360977089978403,,18.047788333002245,18.057366332999663,18.539185792000357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,1.0,1.0,0.0,right,0.0,0.7432291669974802,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,18.5497117920022,,,,,,,,,18.539755917001457,18.633708625002328,19.427259083000536,19.41787983299946,19.4184020419998,19.427259083000536,19.427259083000536,19.427259083000536,20.17665620800108,right,0.0,0.7432291669974802,,20.17677120799999,20.18545483300113,20.67380020800192,20.68373266699928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,2.0,0.0,1.0,right,0.0,1.290402125003311,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,20.68373266699928,,,,,,,,,20.67421145800108,20.77424579199942,21.566809250001825,21.55803825000112,21.55850208300035,21.566809250001825,21.566809250001825,21.566809250001825,22.86193175000153,right,0.0,1.290402125003311,,22.86209741700077,22.872389250002016,23.3572946250024,23.367801583000983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,3.0,1.0,1.0,left,0.0,2.3829372090003744,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,23.367801583000983,,,,,,,,,23.357625625001678,23.458615499999723,24.259196999999403,24.250411500001064,24.250876124999195,24.259196999999403,24.259196999999403,24.259196999999403,26.65710208300152,left,0.0,2.3829372090003744,,26.657209708002483,26.67100237500199,27.15770049999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,4.0,0.0,2.0,right,1.0,1.3845114169998851,,,,,,2.0,0.0,4.0,1.0,,,,,,,,,27.16657666700121,,,,,,,,,27.158193750001374,27.50039945800017,28.292374832999485,28.28361554200092,28.28408012500222,28.292374832999485,28.292374832999485,28.292374832999485,29.684907250000837,right,1.0,1.3845114169998851,,29.69045591699978,29.69836445799956,30.18464354200114,30.191312792001558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,5.0,1.0,2.0,left,1.0,1.15223941700242,,,,,,2.0,1.0,5.0,0.0,,,,,,,,,30.191312792001558,,,,,,,,,30.18516720800108,30.98376904200268,31.77763075000257,31.76813433300049,31.76880508300019,31.77763075000257,31.77763075000257,31.77763075000257,32.94279174999974,left,1.0,1.15223941700242,,32.94292787499944,32.9574471670021,33.441499374999694,33.44959137499973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,6.0,0.0,3.0,left,1.0,2.5409306250003283,,,,,,3.0,0.0,6.0,0.0,,,,,,,,,33.44959137499973,,,,,,,,,33.44190125000023,33.541152917001455,34.333710750001046,34.32448616699912,34.32499808300054,34.333710750001046,34.333710750001046,34.333710750001046,36.88446145800117,left,1.0,2.5409306250003283,,36.8846043750018,36.89277912500256,37.38442662500165,37.39073787500092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,7.0,1.0,3.0,right,1.0,1.366912790999777,,,,,,3.0,1.0,7.0,1.0,,,,,,,,,37.39073787500092,,,,,,,,,37.38484062499992,38.574215583001205,39.3665304999995,39.35797691699918,39.35845391700059,39.3665304999995,39.3665304999995,39.3665304999995,40.73963554200236,right,1.0,1.366912790999777,,40.73973858300087,40.74928241700036,41.23475600000165,41.24140866699963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,8.0,0.0,4.0,left,1.0,1.731703708999703,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,41.24140866699963,,,,,,,,,41.23528629200155,42.03385383299974,42.82541616700109,42.81751145800081,42.81824550000238,42.82541616700109,42.82541616700109,42.82541616700109,44.56205391700132,left,1.0,1.731703708999703,,44.56222783300109,44.5722174170005,45.05774020800163,45.066219000000274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,9.0,1.0,4.0,right,1.0,1.2213272089975362,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,45.066219000000274,,,,,,,,,45.05825954200191,45.40655620799953,46.20883491700079,46.20068879199971,46.20117266700254,46.20883491700079,46.20883491700079,46.20883491700079,47.4344283749997,right,1.0,1.2213272089975362,,47.43456354199952,47.442894792002335,47.93825933300104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,10.0,0.0,5.0,right,1.0,0.775726959000167,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,47.94379120799931,,,,,,,,,47.93862441700185,48.72413283300193,49.51607029200022,49.5074451670007,49.50791045799997,49.51607029200022,49.51607029200022,49.51607029200022,50.3012316250024,right,1.0,0.775726959000167,,50.30134929199994,50.30925212500006,50.80096200000117,50.80722620800225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,11.0,1.0,5.0,left,1.0,0.9006184589998156,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,50.80722620800225,,,,,,,,,50.801374082999246,51.99189662500066,52.794022250000125,52.78470991699942,52.785285875001136,52.794022250000125,52.794022250000125,52.794022250000125,53.69689479199951,left,1.0,0.9006184589998156,,53.69704366700171,53.7039074580025,54.19143887500104,54.201001292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,12.0,0.0,6.0,right,1.0,1.4221237919991836,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,54.201001292,,,,,,,,,54.191846958001406,54.54019895800229,55.34466829200028,55.33480433300065,55.33530537499973,55.34466829200028,55.34466829200028,55.34466829200028,56.78621195800224,right,1.0,1.4221237919991836,,56.78649858300196,56.79938450000191,57.2847859579997,57.29164212500109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,13.0,1.0,6.0,left,1.0,1.0878781659994274,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,57.29164212500109,,,,,,,,,57.28532350000023,58.08816099999967,58.89040637500148,58.87759683300101,58.878110583002126,58.89040637500148,58.89040637500148,58.89040637500148,59.98722912499943,left,1.0,1.0878781659994274,,59.98747583300064,59.99902583299991,60.48481937500037,60.49123283299923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,14.0,0.0,7.0,left,0.0,0.7723740000001271,,,,,,7.0,0.0,14.0,1.0,,,,,,,,,60.49123283299923,,,,,,,,,60.48524345800252,60.82705637500112,61.62752616700163,61.6179380829999,61.61842441699992,61.62752616700163,61.62752616700163,61.62752616700163,62.40945020800064,left,0.0,0.7723740000001271,,62.41453266700046,62.42478070799916,62.90815787500105,62.91597387500224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,15.0,1.0,7.0,right,0.0,1.1420423340023262,,,,,,7.0,1.0,15.0,0.0,,,,,,,,,62.91597387500224,,,,,,,,,62.908556582999154,63.00754208299986,63.81064154200067,63.80126054200082,63.8018559580014,63.81064154200067,63.81064154200067,63.81064154200067,64.95638558300197,right,0.0,1.1420423340023262,,64.95652766700005,64.9689817920007,65.45345295800144,65.45890816700194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,16.0,0.0,8.0,left,0.0,0.8033640829999058,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,65.45890816700194,,,,,,,,,65.45395070800078,65.55249162499967,66.36702537500241,66.34261875000084,66.34310533300231,66.36702537500241,66.36702537500241,66.36702537500241,67.17281175000244,left,0.0,0.8033640829999058,,67.17294566700002,67.18564520799919,67.67395804199987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,17.0,1.0,8.0,left,1.0,1.8076740420001445,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,67.68349666699942,,,,,,,,,67.67447629200251,68.01710666700092,68.81003462499939,68.80124337500092,68.80170554200231,68.81003462499939,68.81003462499939,68.81003462499939,70.62639825000224,left,1.0,1.8076740420001445,,70.6290384999993,70.6374696669991,71.13981666700056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,18.0,0.0,9.0,right,1.0,2.106545499998901,,,,,,9.0,0.0,18.0,1.0,,,,,,,,,71.15651725000134,,,,,,,,,71.14039445800154,71.92481816700092,72.7206425000004,72.71055204200093,72.71099704200242,72.7206425000004,72.7206425000004,72.7206425000004,74.83542216700152,right,1.0,2.106545499998901,,74.83554979200198,74.84382425000149,75.33398099999977,75.3401232920005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,19.0,1.0,9.0,left,1.0,2.297831750001933,,,,,,9.0,1.0,19.0,0.0,,,,,,,,,75.3401232920005,,,,,,,,,75.33439575000011,76.13376437500119,76.9260392920005,76.91705625000031,76.9175272499997,76.9260392920005,76.9260392920005,76.9260392920005,79.22788545799995,left,1.0,2.297831750001933,,79.22801279200212,79.23796025000047,79.72439633300019,79.73303220800153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.72456291699928,79.73303220800153,79.73303220800153,82.5706119580027,space,2.817616958000144,,,,,,,,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.57080791699991,82.5836464999993,82.5836464999993,83.56187366700033,space,0.9757313339978282,,,,,,,,,,,,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,0.0,0.0,0.0,left,1.0,2.761955834001128,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.73504750000211,,,,,,,,,87.72933362500044,88.51604391699948,89.30914041700089,89.30021458299962,89.30071858299925,89.30914041700089,89.30914041700089,89.30914041700089,92.07990445800168,,,,,,,,,,,,,,,,,,,,,,,83.58880549999958,83.60222666700065,83.60222666700065,87.72252975000083,space,4.105773332998069,,left,1.0,2.761955834001128,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,1.0,1.0,0.0,right,1.0,2.8233957909978926,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,92.08813554200242,,,,,,,,,92.08027308300008,92.87449695800024,93.66676670800008,93.65804587499952,93.65851875000226,93.66676670800008,93.66676670800008,93.66676670800008,96.49444550000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.8233957909978926,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,2.0,0.0,1.0,left,1.0,1.476597832999687,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,96.50374254200142,,,,,,,,,96.49481870800082,97.2909921669998,98.08275595799932,98.07434279200244,98.07480987500094,98.08275595799932,98.08275595799932,98.08275595799932,99.57023200000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.476597832999687,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,3.0,1.0,1.0,left,0.0,4.381774041001336,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,99.58018341700154,,,,,,,,,99.570984375001,99.91719875000126,100.70917812500193,100.7003248330002,100.70079145800264,100.70917812500193,100.70917812500193,100.70917812500193,105.10607483300193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.381774041001336,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,4.0,0.0,2.0,right,1.0,2.295711124999798,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,105.11998108300033,,,,,,,,,105.10655329200016,105.89968741700068,106.69416391699995,106.68470804200116,106.68532087499987,106.69416391699995,106.69416391699995,106.69416391699995,108.99886329199944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.295711124999798,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,5.0,1.0,2.0,right,0.0,1.8403796250022424,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,109.00948733300174,,,,,,,,,108.99965912500193,110.19096137499946,110.98284041700026,110.97420262500236,110.9746607920024,110.98284041700026,110.98284041700026,110.98284041700026,112.83563066699936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.8403796250022424,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,6.0,0.0,3.0,right,0.0,3.1920056659982947,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,112.84438829200008,,,,,,,,,112.83618779199968,113.6331597080025,114.4267187080004,114.41778391700063,114.41827725000256,114.4267187080004,114.4267187080004,114.4267187080004,117.6291314580012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.1920056659982947,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,7.0,1.0,3.0,right,1.0,2.896759250001196,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,117.63929570800246,,,,,,,,,117.62987045800035,117.97427337500268,118.78398941699923,118.75847900000008,118.75907374999952,118.78398941699923,118.78398941699923,118.78398941699923,121.68714770800216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.896759250001196,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,8.0,0.0,4.0,left,0.0,3.4079650420026155,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,121.6959452500014,,,,,,,,,121.68777662499996,122.48365275000106,123.27752300000066,123.26798104200134,123.26855758300007,123.27752300000066,123.27752300000066,123.27752300000066,126.69236566700056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.4079650420026155,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,9.0,1.0,4.0,left,1.0,1.8935497920028863,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,126.71653854200122,,,,,,,,,126.69273695800076,127.49135537500116,128.29370145800203,128.28449770800216,128.28496979199917,128.29370145800203,128.29370145800203,128.29370145800203,130.19158195800264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.8935497920028863,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,10.0,0.0,5.0,right,1.0,1.3854342500017085,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,130.19988625000042,,,,,,,,,130.19195583300095,130.9911332920019,131.79330825000216,131.78435766700204,131.7848338750009,131.79330825000216,131.79330825000216,131.79330825000216,133.1848640419994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3854342500017085,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,11.0,1.0,5.0,left,1.0,2.3648566250012664,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,133.19336029199985,,,,,,,,,133.1854288329996,134.38368108299983,135.1776700420014,135.1682479580013,135.16891512499933,135.1776700420014,135.1776700420014,135.1776700420014,137.545558875001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.3648566250012664,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,12.0,0.0,6.0,left,1.0,3.477371500001027,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,137.55484508299924,,,,,,,,,137.54607045800003,138.3412605420017,139.14403204200062,139.13444837499992,139.13493474999996,139.14403204200062,139.14403204200062,139.14403204200062,142.62799308300237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.477371500001027,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,13.0,1.0,6.0,right,1.0,4.78264604099968,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,142.63783624999996,,,,,,,,,142.628480667001,142.72350520799955,143.51744083300218,143.5084923329996,143.50896462500168,143.51744083300218,143.51744083300218,143.51744083300218,148.3066445830009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.78264604099968,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,14.0,0.0,7.0,left,0.0,3.76654758299992,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,148.31590700000015,,,,,,,,,148.30700295800125,148.40686841700153,149.1998917919991,149.19118525000158,149.1916545000022,149.1998917919991,149.1998917919991,149.1998917919991,152.97821124999973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.76654758299992,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,15.0,1.0,7.0,right,0.0,5.672205124999891,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,152.9939529580006,,,,,,,,,152.97870045799937,153.10803108300024,153.9101543329998,153.90100341700236,153.90149295800074,153.9101543329998,153.9101543329998,153.9101543329998,159.58613520799918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,5.672205124999891,,158.8991555829998,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,16.0,0.0,8.0,left,1.0,1.1831369579995226,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,159.59746287500093,,,,,,,,,159.58691179200105,159.68357687500247,160.47599179200188,160.46680325000125,160.46729970800152,160.47599179200188,160.47599179200188,160.47599179200188,161.671255792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1831369579995226,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,17.0,1.0,8.0,right,1.0,1.3567378750012722,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,161.67926054200143,,,,,,,,,161.67165187499995,162.4664479580024,163.2599727500019,163.2509682500022,163.2514398750027,163.2599727500019,163.2599727500019,163.2599727500019,164.6316786669995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3567378750012722,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,18.0,0.0,9.0,right,0.0,1.6504723329999251,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,164.63712400000077,,,,,,,,,164.63224179200188,165.42505800000072,166.22540312500132,166.21678512500148,166.21726945800037,166.22540312500132,166.22540312500132,166.22540312500132,167.87860004200047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.6504723329999251,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,19.0,1.0,9.0,right,1.0,1.733372667000367,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,167.88895504200264,,,,,,,,,167.87908075000087,168.67436375000034,169.477396708,169.4681093750005,169.4686970420007,169.477396708,169.477396708,169.477396708,171.22114012500242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.733372667000367,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,20.0,0.0,10.0,right,1.0,1.6625742500000342,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,171.22925316699911,,,,,,,,,171.22161287500057,171.31966808300058,172.1153083749996,172.10670537500118,172.1071574580019,172.1153083749996,172.1153083749996,172.1153083749996,173.78457637500105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6625742500000342,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,21.0,1.0,10.0,left,1.0,1.4416710419973242,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,173.79271270800018,,,,,,,,,173.78504133300157,173.87351570800092,174.6656715829995,174.65734404199975,174.6578022499998,174.6656715829995,174.6656715829995,174.6656715829995,176.11408975000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.4416710419973242,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,22.0,0.0,11.0,right,0.0,1.62589666599888,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,0.0,176.1234432500023,,,,,,,,,176.11440483300248,177.31962908300193,178.11798724999971,178.10828604199924,178.108795250002,178.11798724999971,178.11798724999971,178.11798724999971,179.7526524999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.62589666599888,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,23.0,1.0,11.0,left,0.0,1.3952392089995556,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,1.0,179.7634458749999,,,,,,,,,179.75322620800216,180.9449344170025,181.74422479200075,181.73460908299967,181.7351933329992,181.74422479200075,181.74422479200075,181.74422479200075,183.14609700000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.3952392089995556,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,24.0,0.0,12.0,right,1.0,1.76019924999855,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,1.0,183.15398170800108,,,,,,,,,183.14649595800077,183.9409644170009,184.7336561250013,184.7244674169997,184.7250337920013,184.7336561250013,184.7336561250013,184.7336561250013,186.5034198329995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.76019924999855,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,25.0,1.0,12.0,left,1.0,2.779429917001835,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,0.0,186.51146316700036,,,,,,,,,186.50381958300204,186.5922779169996,187.39143154200065,187.38392629200095,187.38429924999943,187.39143154200065,187.39143154200065,187.39143154200065,190.17470095799945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.779429917001835,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,26.0,0.0,13.0,right,0.0,3.6849414999996952,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,190.1880791250005,,,,,,,,,190.1750749580024,191.37413537500103,192.16626258299948,192.1576112920011,192.15810879200217,192.16626258299948,192.16626258299948,192.16626258299948,195.855786250002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.6849414999996952,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,27.0,1.0,13.0,right,1.0,1.3690246660007688,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,195.87033208299908,,,,,,,,,195.856421667002,197.049756583001,197.84289120800167,197.83395712499987,197.83442579199985,197.84289120800167,197.84289120800167,197.84289120800167,199.21656279200036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3690246660007688,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,28.0,0.0,14.0,right,1.0,2.3672641669982117,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,199.22435183299967,,,,,,,,,199.2169278750007,200.40763266700012,201.20028224999987,201.1917343330024,201.19218512500083,201.20028224999987,201.20028224999987,201.20028224999987,203.5705850830018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.3672641669982117,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,29.0,1.0,14.0,left,1.0,2.8765310829985538,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,0.0,203.57901950000087,,,,,,,,,203.57104916699973,203.66523191700253,204.4599677500009,204.45108099999925,204.45155154200256,204.4599677500009,204.4599677500009,204.4599677500009,207.33867991700023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.8765310829985538,,,,,sub-124,1.0,random_dot,117.23209170140092,
right,right,30.0,0.0,15.0,right,1.0,1.3871274999983143,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,207.34928287500225,,,,,,,,,207.33909225000025,208.53292729200257,209.32716875000187,209.3178864170004,209.31846987500103,209.32716875000187,209.32716875000187,209.32716875000187,210.7215831249996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.3871274999983143,,,,,sub-124,1.0,random_dot,117.23209170140092,
left,left,31.0,1.0,15.0,right,0.0,2.9097542080016865,,speed,space,4.105773332998069,,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,210.72945362500104,,,,,,,,,210.72193700000207,211.0660227920016,211.86076237499947,211.8514396669998,211.85205345800205,211.86076237499947,211.86076237499947,211.86076237499947,214.7792088749993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.9097542080016865,,,,,sub-124,1.0,random_dot,117.23209170140092,
