direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,63.71863399998984,,,,,,,,,63.70252839999739,63.817654999991646,64.61948629999824,64.60233889998926,64.60236019999138,64.61948629999824,64.61948629999824,64.61948629999824,65.57022009999491,right,1.0,16.237570999990567,,65.57074640000064,65.58468200000061,66.08452869999746,66.06863129998965,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,66.08452869999746,,,,,,,,,66.06910059999791,66.18465339999238,66.98603179999918,66.96890569999232,66.96893689999706,66.98603179999918,66.98603179999918,66.98603179999918,67.63602849999734,left,1.0,15.948350899998331,,67.63671369999065,67.65132559998892,68.15125699999044,68.13542559999041,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,68.15125699999044,,,,,,,,,68.13592790000257,68.9511402999924,69.7524917999981,69.73460039999918,69.7346225999936,69.7524917999981,69.7524917999981,69.7524917999981,70.56920569999784,right,1.0,16.102845799992792,,70.56972729999688,70.58389069999976,71.08438519999618,71.06930039999133,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,71.08438519999618,,,,,,,,,71.06972839999071,72.2838638999965,73.08495199999015,73.06771540000045,73.067736099998,73.08495199999015,73.08495199999015,73.08495199999015,75.65276430000085,left,1.0,17.859963299997617,,75.65342229999078,75.66730609998922,76.1680045999965,76.15192699999898,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,76.1680045999965,,,,,,,,,76.15236680000089,76.26764489999914,77.06826249998994,77.05143690000114,77.05146879999666,77.06826249998994,77.06826249998994,77.06826249998994,77.80270390000078,right,1.0,16.024924699988333,,77.80322590000287,77.81808779999847,78.31758499999705,78.30165509998915,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,78.31758499999705,,,,,,,,,78.30213589999767,79.51816459999827,80.31870350000099,80.30178059999889,80.30180339999788,80.31870350000099,80.31870350000099,80.31870350000099,81.08606549999968,left,0.0,16.056680200010305,,81.08658360000118,81.100120099989,81.60093139999663,81.58520069999213,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,81.60093139999663,,,,,,,,,81.58574129999033,82.8008686999965,83.6018364999909,83.58507649999228,83.58509579999372,83.6018364999909,83.6018364999909,83.6018364999909,84.50283620000118,left,1.0,16.18447880000167,,84.50335549999727,84.51745649999066,85.01750919999904,85.00183159999142,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,85.01750919999904,,,,,,,,,85.00232059998962,85.81778800000029,86.61815439999918,86.601250599997,86.60127269999066,86.61815439999918,86.61815439999918,86.61815439999918,87.60231829999248,left,1.0,16.276561300008325,,87.60290749999695,87.61796979999053,88.1168125999975,88.10125700000208,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,88.1168125999975,,,,,,,,,88.10166400000162,88.46773389998998,89.28011439999682,89.26970219999203,89.2697302000015,89.28011439999682,89.28011439999682,89.28011439999682,90.5908397000021,right,1.0,16.600340799996047,,90.59148529999948,90.60550330000116,91.10609059999116,91.0898182999954,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,91.10609059999116,,,,,,,,,91.09029159999044,91.20618719999038,92.00713430000178,91.98956909999832,91.98959369999648,92.00713430000178,92.00713430000178,92.00713430000178,95.44109919999028,right,1.0,18.725272600000608,,95.44169339998916,95.45557900000132,95.95559339999454,95.93985470000187,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,95.95559339999454,,,,,,,,,95.9402895999956,96.30520969998906,97.11014219999196,97.0901046999934,97.09012949999304,97.11014219999196,97.11014219999196,97.11014219999196,98.25761980000244,left,1.0,16.433933499996783,,98.2581283999898,98.27214899999672,98.7724229000014,98.75637999999162,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.75645679999434,98.7724229000014,98.7724229000014,102.17344149999552,space,18.687265200002003,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.17347719999088,102.18896810000297,102.18896810000297,104.75687040000048,space,17.86279790000117,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,108.32163489999948,,,,,,,,,108.31444829999236,109.1225368000014,109.92205939999258,109.90660229999048,109.90662419999715,109.92205939999258,109.92205939999258,109.92205939999258,110.40706050000152,left,1.0,15.769162399999914,,,,,,,,,,,,,,,,,,,,104.7612466999999,104.78266650000296,104.78266650000296,108.30710900000122,space,18.823880600000848,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,110.42163759999676,,,,,,,,,110.40837409999222,110.77253029998974,111.57304239999212,111.55675409999094,111.55677599999764,111.57304239999212,111.57304239999212,111.57304239999212,112.15753569999652,left,0.0,15.880345400000806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,112.17122940000264,,,,,,,,,112.1589273999998,112.97181969998928,113.77205179999874,113.75526809999428,113.7552927999932,113.77205179999874,113.77205179999874,113.77205179999874,114.3242620999954,left,1.0,15.85185370000545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,114.33841820000087,,,,,,,,,114.32526040000084,115.13798980000138,115.93947209999897,115.92283329999192,115.9228529999964,115.93947209999897,115.93947209999897,115.93947209999897,116.55708269999012,right,1.0,15.91308630000276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,116.57167269999628,,,,,,,,,116.5580931000004,117.37118099999498,118.17283549999412,118.15555709999173,118.15560159999586,118.17283549999412,118.17283549999412,118.17283549999412,118.67378169999574,left,1.0,15.784866999994849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,118.68852509999124,,,,,,,,,118.67506239999784,119.48778209999728,120.28989319999528,120.2723427000019,120.27236289999564,120.28989319999528,120.28989319999528,120.28989319999528,120.89030529999582,right,1.0,15.896677700002328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,120.90523059999396,,,,,,,,,120.89125790000251,122.10530070000095,122.90724190000036,122.88986519999162,122.8898870999983,122.90724190000036,122.90724190000036,122.90724190000036,123.62318989999768,left,0.0,16.008119899997837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,123.63827039999887,,,,,,,,,123.62422099999094,123.73835329999564,124.53892520000228,124.52266180000152,124.52268470000126,124.53892520000228,124.53892520000228,124.53892520000228,125.20706529999734,left,1.0,15.959679199993843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,125.22144129998924,,,,,,,,,125.2083133999986,126.42176679999102,127.22225359998993,127.20565619999252,127.205684799992,127.22225359998993,127.22225359998993,127.22225359998993,127.83984509999571,right,1.0,15.91402249998646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,127.85460869999952,,,,,,,,,127.84116669998912,128.20487269999285,129.00513939998928,128.98971090000123,128.98973059999116,129.00513939998928,129.00513939998928,129.00513939998928,129.54073130000324,left,1.0,15.83352109999396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,129.55479650000052,,,,,,,,,129.54171489999862,130.3555997999938,131.1555315000005,131.1395218999969,131.13954540000125,131.1555315000005,131.1555315000005,131.1555315000005,131.67382460000226,left,1.0,15.805589299998246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,1.0,131.68801440000243,,,,,,,,,131.67507939999632,132.88823509999202,133.6892011000018,133.67239649999829,133.672436199995,133.6892011000018,133.6892011000018,133.6892011000018,134.42285649999394,right,1.0,16.017726299993228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,134.43801559999702,,,,,,,,,134.42388960000244,134.7880470999953,135.58896870000171,135.57216349999362,135.5722151999944,135.58896870000171,135.58896870000171,135.58896870000171,136.53983889998926,left,1.0,16.23380129999714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,136.5545115999994,,,,,,,,,136.54080429999158,137.75462939999125,138.5548192999995,138.53807049999887,138.53809529999853,138.5548192999995,138.5548192999995,138.5548192999995,139.75657779999892,right,1.0,16.498069500012207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,139.77155279999715,,,,,,,,,139.75754669999878,140.57182029999967,141.37190879999253,141.3551354999945,141.3551635999902,141.37190879999253,141.37190879999253,141.37190879999253,142.60669909999706,left,1.0,16.520370099999127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,1.0,142.62129909999203,,,,,,,,,142.60763849999057,143.82170790000237,144.6265560000029,144.60623289999785,144.60626220000267,144.6265560000029,144.6265560000029,144.6265560000029,145.47374219998892,right,1.0,16.146036999998614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,0.0,145.4877276999905,,,,,,,,,145.47501369999372,146.28804189999937,147.10528849999537,147.08826209999097,147.0882816999947,147.10528849999537,147.10528849999537,147.10528849999537,147.62280409999948,left,1.0,15.80572299999767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,1.0,147.63770389999263,,,,,,,,,147.62383039999986,148.43694319999486,149.2392320999934,149.22147599999153,149.22150149999652,149.2392320999934,149.2392320999934,149.2392320999934,149.78952009999193,left,0.0,15.833941000004415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,149.80485999998928,,,,,,,,,149.79077989999496,151.00438369999756,151.80421529999876,151.78788439999337,151.78790719999233,151.80421529999876,151.80421529999876,151.80421529999876,152.4390587999951,left,1.0,15.919796799993492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,152.45372299999872,,,,,,,,,152.4405809000018,153.6537443999987,154.4542476999923,154.43787229999725,154.43789390000163,154.4542476999923,154.4542476999923,154.4542476999923,154.9554541999969,right,1.0,15.793164900009288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,154.9703576999891,,,,,,,,,154.95639900000242,156.17063599999528,156.97102019999875,156.95664899999974,156.95667810000305,156.97102019999875,156.97102019999875,156.97102019999875,157.53953319998982,right,1.0,15.85687489999691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,157.55405679999967,,,,,,,,,157.54047219999484,157.65352349999011,158.4551655999967,158.43828159999975,158.43830429999798,158.4551655999967,158.4551655999967,158.4551655999967,159.22221939999145,left,1.0,16.057813799998257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,159.2367460999958,,,,,,,,,159.2232240000012,160.4380960999988,161.23770220000006,161.22137780000048,161.2214002999972,161.23770220000006,161.23770220000006,161.23770220000006,161.8391808000015,right,1.0,15.886613199996646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,161.85425809999288,,,,,,,,,161.8404498000018,162.20411159998912,163.00526269999682,162.98756969999522,162.98759229999268,163.00526269999682,163.00526269999682,163.00526269999682,163.5060899999953,left,1.0,15.797141299990471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,163.5212859000021,,,,,,,,,163.50711859999865,163.6208392999979,164.4213582999946,164.4050000999996,164.40502169998945,164.4213582999946,164.4213582999946,164.4213582999946,165.89617449999787,right,0.0,16.76395930000581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,165.9113740999892,,,,,,,,,165.89722439998877,166.0158919999958,166.82940679999592,166.813030099991,166.81306079999194,166.82940679999592,166.82940679999592,166.82940679999592,167.9623927999928,right,1.0,16.419352099997923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,167.97737409999536,,,,,,,,,167.96407639999234,168.7779295999935,169.57810590000008,169.56134299999394,169.56136599999445,169.57810590000008,169.57810590000008,169.57810590000008,170.21282089999295,left,1.0,15.919996000011452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,170.22767739999108,,,,,,,,,170.2139243999991,170.57837960000325,171.37896750000073,171.3617089999898,171.3617274999997,171.37896750000073,171.37896750000073,171.37896750000073,172.48287429999618,right,1.0,16.386888699998963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,172.49423099998967,,,,,,,,,172.48408539999218,173.29515920000267,174.09499789999973,174.07865599999786,174.078683300002,174.09499789999973,174.09499789999973,174.09499789999973,184.12911899999017,left,0.0,25.3319416000013,,,,,,,,,,,,,,,,,,,,,,,,,,,179.09460019999824,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,0.0,184.14438469999004,,,,,,,,,184.1300766999921,184.24421219999203,185.045686700003,185.02835989999585,185.028378899995,185.045686700003,185.045686700003,185.045686700003,185.6461248999985,left,1.0,15.89230549999047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,0.0,185.66066129998944,,,,,,,,,185.6474023999908,185.7609836999909,186.56125109999263,186.5444037999987,186.5444290000014,186.56125109999263,186.56125109999263,186.56125109999263,187.44588859999203,right,0.0,16.17511260000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,1.0,187.4608237999928,,,,,,,,,187.4469279999903,187.81102019999528,188.61293170000133,188.5956004999898,188.59562399999413,188.61293170000133,188.61293170000133,188.61293170000133,189.42897389999416,right,1.0,16.10794519999763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,0.0,189.4440442999912,,,,,,,,,189.4300039999944,190.62910619999457,191.44610109999485,191.42847230000189,191.4284914000018,191.44610109999485,191.44610109999485,191.44610109999485,192.0290096999961,left,1.0,15.88174369999615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,1.0,192.0438737999939,,,,,,,,,192.03056109999304,192.1439651999972,192.9446726000024,192.9289337999944,192.92895529999805,192.9446726000024,192.9446726000024,192.9446726000024,193.52885639999292,right,1.0,15.87820420000935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,193.5438451999944,,,,,,,,,193.52998099999968,193.6441623999999,194.44385139999213,194.4307112999959,194.4307390999893,194.44385139999213,194.44385139999213,194.44385139999213,195.1124216999888,left,1.0,15.95453329999873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,195.12712189999,,,,,,,,,195.11344590000223,195.22722679999424,196.0284118999989,196.0111868999957,196.0112067000009,196.0284118999989,196.0284118999989,196.0284118999989,196.57876699999903,right,1.0,15.849256700006665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,1.0,196.5938346999901,,,,,,,,,196.5798194999952,197.39410819999463,198.19455580000067,198.17771009998975,198.1777402000007,198.19455580000067,198.19455580000067,198.19455580000067,199.44577910000223,right,1.0,16.53898179999669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,0.0,199.4604058999976,,,,,,,,,199.44672300000093,200.6605299999937,201.461601499992,201.44490889999724,201.4449300999986,201.461601499992,201.461601499992,201.461601499992,202.16274359999807,left,1.0,15.995688700000755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,1.0,202.17754579999016,,,,,,,,,202.1637262000004,202.5273843000032,203.32781049999176,203.31189579999773,203.3119207999989,203.32781049999176,203.32781049999176,203.32781049999176,203.8458275000012,right,1.0,15.807700400007889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,0.0,203.86009679999552,,,,,,,,,203.84681669999557,204.21069939999143,205.01042939999024,204.9943705999904,204.9943903999956,205.01042939999024,205.01042939999024,205.01042939999024,205.62954549999267,left,1.0,15.905304500003696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
