direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,1.0,439.1254082999949,,,,,,,,,439.11135439999634,439.92598289999296,440.7280267000024,440.7102260999964,440.7102501999907,440.7280267000024,440.7280267000024,440.7280267000024,442.01103539999167,right,1.0,16.572213399995235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,0.0,442.02590539999073,,,,,,,,,442.01231029999326,442.82572660000005,443.6261107000028,443.6100017999997,443.6100296999939,443.6261107000028,443.6261107000028,443.6261107000028,444.9947281999921,left,1.0,16.66689409999526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,0.0,445.008983599997,,,,,,,,,444.9956879999954,445.1100431999948,445.911053399992,445.8935551000032,445.893581700002,445.911053399992,445.911053399992,445.911053399992,448.26185429999896,right,0.0,17.65022399999725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,1.0,448.2760707999987,,,,,,,,,448.2628917999973,449.4757088999904,450.27720260000206,450.2597284999938,450.25974889998906,450.27720260000206,450.27720260000206,450.27720260000206,451.51102700000047,right,1.0,16.532029399997555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,1.0,451.5257369000028,,,,,,,,,451.5129725000006,452.3259163999901,453.1263736999972,453.1097201999946,453.109741399996,453.1263736999972,453.1263736999972,453.1263736999972,454.4277920000022,right,1.0,16.589421799988486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,0.0,454.44218759999785,,,,,,,,,454.4290926999965,454.5483172999957,455.3601703000022,455.3425380999979,455.342571000001,455.3601703000022,455.3601703000022,455.3601703000022,456.3939739999914,left,1.0,16.325957900000503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,0.0,456.4088592999906,,,,,,,,,456.3952376999951,457.6083726999932,458.41042899999593,458.39330759999575,458.39333110000007,458.41042899999593,458.41042899999593,458.41042899999593,459.2943438999937,left,1.0,16.169294999999693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,1.0,459.3089801000024,,,,,,,,,459.29533199999423,460.5088773000025,461.3132697999972,461.29566689999774,461.2956998000009,461.3132697999972,461.3132697999972,461.3132697999972,462.4466967999906,right,1.0,16.420788600007654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,1.0,462.4620065999916,,,,,,,,,462.4479585999943,462.8121058999968,463.6131823999895,463.5963566999999,463.59638019998965,463.6131823999895,463.6131823999895,463.6131823999895,464.7671739999933,right,1.0,16.453457200012053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,0.0,464.7776204999973,,,,,,,,,464.7681683999981,465.1290485999925,465.9292143999919,465.9123812999897,465.9124072999985,465.9292143999919,465.9292143999919,465.9292143999919,466.59609479999926,left,1.0,15.951511299994309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,1.0,466.6117957999959,,,,,,,,,466.5973696000001,467.4122808999964,468.2125827999989,468.1957365999988,468.1957582000032,468.2125827999989,468.2125827999989,468.2125827999989,469.2628753000026,right,1.0,16.345588799988036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,0.0,469.2781421999971,,,,,,,,,469.2638621999941,469.3784594999888,470.1789186999959,470.16216569999233,470.162196899997,470.1789186999959,470.1789186999959,470.1789186999959,470.8640522999922,left,1.0,15.968892800010508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,470.878773199991,,,,,,,,,470.8650156999938,470.9786612000025,471.77916609999374,471.7624178999977,471.7624472999887,471.77916609999374,471.77916609999374,471.77916609999374,473.2301526999945,left,1.0,16.738727600008133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,473.2454712999897,,,,,,,,,473.2311909999989,474.04514319999726,474.8450661999959,474.8285232999915,474.8285450999974,474.8450661999959,474.8450661999959,474.8450661999959,476.1469427999982,right,1.0,16.595309800002724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
,,accuracy,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-087,1.0,random_dot,59.65900108086464,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.1477205999981,476.16227739999886,481.1617399999959,481.1458503999893,sub-087,,,,
