direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0181769430000713,0.0308686380000153,0.0308686380000153,20.49545178300002,space,20.44670630099995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
right,right,0.0,0.0,0.0,right,1.0,3.176822205000008,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,20.514154040999983,,,,,,,,,20.505022465000025,20.842308699,21.657803059000003,21.63612929099997,21.63645843100005,21.657803059000003,21.657803059000003,21.657803059000003,24.837512113000003,right,1.0,3.176822205000008,,24.84221027700005,24.88594557900001,25.341077098000028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,1.0,1.0,0.0,left,1.0,2.33112599399999,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,25.352635950000035,,,,,,,,,25.341370160999983,26.13564238000004,26.926542022000035,26.91983968600005,26.920179029999986,26.926542022000035,26.926542022000035,26.926542022000035,29.26090694000004,left,1.0,2.33112599399999,,29.260993912999997,29.26909720900005,29.753125350000005,29.758393013000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,2.0,0.0,1.0,right,0.0,3.4398859389999643,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,29.758393013000045,,,,,,,,,29.75341123999999,29.857855503,30.652405015,30.641341579000027,30.641609924000026,30.652405015,30.652405015,30.652405015,34.09388818500008,right,0.0,3.4398859389999643,,34.09708303100001,34.103403032000074,34.59343650000005,34.62506818999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
right,right,3.0,1.0,1.0,right,1.0,1.599527308000006,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,34.62506818999998,,,,,,,,,34.594662502999995,34.72228718200006,35.519040034,35.50831562000008,35.50864930700004,35.519040034,35.519040034,35.519040034,37.119999432999975,right,1.0,1.599527308000006,,37.12208691600006,37.13138514000002,37.61974585100006,37.62484808800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,4.0,0.0,2.0,left,1.0,0.7957169339999837,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,37.62484808800002,,,,,,,,,37.620037136000064,37.95748241500007,38.75248526799999,38.741807694000045,38.742140705,38.75248526799999,38.75248526799999,38.75248526799999,39.553978192000045,left,1.0,0.7957169339999837,,39.55406671200001,39.56022537199999,40.05301551000002,40.05827737000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
right,right,5.0,1.0,2.0,right,1.0,0.8423158790000116,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,40.05827737000004,,,,,,,,,40.05331838900008,41.252652635,42.04336888800003,42.036708789000045,42.03704982099998,42.04336888800003,42.04336888800003,42.04336888800003,42.88729954500002,right,1.0,0.8423158790000116,,42.88738625000008,42.89336377000007,43.38668331400004,43.39188496200006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
right,right,6.0,0.0,3.0,right,1.0,0.8287195950000523,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,43.39188496200006,,,,,,,,,43.38697034400002,44.18608506800001,44.97617483400006,44.96971814200003,44.97003552700005,44.97617483400006,44.97617483400006,44.97617483400006,45.811193390000085,right,1.0,0.8287195950000523,,45.81129916400005,45.819099107000056,46.30307131400002,46.30827384300005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,7.0,1.0,3.0,left,1.0,0.5674947299999076,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,46.30827384300005,,,,,,,,,46.303354669999976,46.65756541200005,47.45248721899998,47.442047074000016,47.44237200600003,47.45248721899998,47.45248721899998,47.45248721899998,48.02820769800008,left,1.0,0.5674947299999076,,48.02829279299999,48.03582978700001,48.51976362200003,48.52501793400006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,8.0,0.0,4.0,right,0.0,0.7079774570000836,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,48.52501793400006,,,,,,,,,48.520049726000025,48.874266258000034,49.66922321499999,49.65817826700004,49.65845112700004,49.66922321499999,49.66922321499999,49.66922321499999,50.38769406799997,right,0.0,0.7079774570000836,,50.390169857000046,50.39661443300008,50.88646696600006,50.89179890700007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
right,right,9.0,1.0,4.0,left,0.0,1.5502935590000106,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,50.89179890700007,,,,,,,,,50.88688654700002,51.23591687099997,52.02686735100008,52.02000877099999,52.02034553200008,52.02686735100008,52.02686735100008,52.02686735100008,53.588104144,left,0.0,1.5502935590000106,,53.588210796,53.59469029600007,54.08650788300008,54.09171406100006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,10.0,0.0,5.0,right,0.0,1.661771208999994,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,54.09171406100006,,,,,,,,,54.086790812,54.435845481,55.22690402199999,55.21990724400007,55.22039637600005,55.22690402199999,55.22690402199999,55.22690402199999,56.89463546299999,right,0.0,1.661771208999994,,56.89473785400003,56.90233083700002,57.38655745400001,57.39160435100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
right,right,11.0,1.0,5.0,right,1.0,0.948303405000047,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,57.39160435100007,,,,,,,,,57.38683944299999,58.19067590899999,58.98582900700001,58.97506660099998,58.97539207800003,58.98582900700001,58.98582900700001,58.98582900700001,59.93696367100006,right,1.0,0.948303405000047,,59.93903232399998,59.94531726900004,60.43652186899999,60.44150608300004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
right,right,12.0,0.0,6.0,left,0.0,0.7268732660000978,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,60.44150608300004,,,,,,,,,60.436810087000026,60.78586541499999,61.576778804000014,61.56998217600005,61.57031577800001,61.576778804000014,61.576778804000014,61.576778804000014,62.311113620000015,left,0.0,0.7268732660000978,,62.31336418199999,62.32015106100005,62.80326342500007,62.808217743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,13.0,1.0,6.0,right,0.0,0.7414370300000428,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,62.808217743,,,,,,,,,62.80354799300005,63.15799802599997,63.95252235200008,63.94182270099998,63.942160221,63.95252235200008,63.95252235200008,63.95252235200008,64.70425666900007,right,0.0,0.7414370300000428,,64.70434555600002,64.71064243000001,65.20308495200004,65.20770005600002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,14.0,0.0,7.0,left,1.0,2.0952372740000555,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,65.20770005600002,,,,,,,,,65.20335456700002,66.40251302299998,67.19325316499999,67.18649730000004,67.18683126799999,67.19325316499999,67.19325316499999,67.19325316499999,69.29461748200004,left,1.0,2.0952372740000555,,69.297147988,69.30337140200004,69.79099625499998,69.80257167600007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
right,right,15.0,1.0,7.0,right,1.0,1.120451150000008,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,69.80257167600007,,,,,,,,,69.79127900000003,69.89083694400006,70.68586767,70.67519186700008,70.67552769500003,70.68586767,70.68586767,70.68586767,71.81105909200005,right,1.0,1.120451150000008,,71.81114650699999,71.81910262999997,72.30318511600001,72.30838786900006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,16.0,0.0,8.0,left,1.0,1.6932465819999152,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,72.30838786900006,,,,,,,,,72.30347058100006,73.50665502599998,74.30257677700001,74.29171714200004,74.29204664999997,74.30257677700001,74.30257677700001,74.30257677700001,76.00401441600002,left,1.0,1.6932465819999152,,76.00410107200003,76.01012628600006,76.50327839200008,76.50858064900001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
right,right,17.0,1.0,8.0,right,1.0,1.5867196919999742,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,76.50858064900001,,,,,,,,,76.503574394,76.60245335100001,77.39323045000003,77.38681539000004,77.38714960100003,77.39323045000003,77.39323045000003,77.39323045000003,78.98745000600002,right,1.0,1.5867196919999742,,78.98753717400007,78.99364939899999,79.48684761300001,79.49204827200003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,18.0,0.0,9.0,left,1.0,1.9680339399999407,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,79.49204827200003,,,,,,,,,79.487141458,79.83593224000003,80.62685228800001,80.61992682699997,80.62026529500008,80.62685228800001,80.62685228800001,80.62685228800001,82.60472019899998,left,1.0,1.9680339399999407,,82.60480674200005,82.61092857699998,83.10347648700008,83.10872969100001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
right,right,19.0,1.0,9.0,left,0.0,1.550754477000055,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,83.10872969100001,,,,,,,,,83.10375973500004,84.30252217400005,85.09319359699998,85.08648439700005,85.08681565300003,85.09319359699998,85.09319359699998,85.09319359699998,86.65432336200001,left,0.0,1.550754477000055,,86.65691989100003,86.66234247500006,87.15340251500004,87.16003601800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.15351931500004,87.16003601800003,87.16003601800003,91.37156202100005,space,4.1997905900000205,,,,,,,,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.37163099500005,91.38005627300004,91.38005627300004,99.42667848899998,space,8.042785740999989,,,,,,,,,,,,,,,,,,sub-144,1,random_dot,,
left,left,0.0,0.0,0.0,left,1.0,2.017219480999984,,accuracy,space,4.607731720999936,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.08770149400004,,,,,,,,,104.06426160400008,104.85787371599996,105.65282388800006,105.641796472,105.642135466,105.65282388800006,105.65282388800006,105.65282388800006,107.67856466,,,,,,,,,,,,,,,,,,,,,,,99.44122504300005,99.448985385,99.448985385,104.05966673800005,space,4.607731720999936,,left,1.0,2.017219480999984,,,,,,,sub-144,1,random_dot,,
right,right,1.0,1.0,0.0,left,0.0,4.57180882900002,,accuracy,space,4.607731720999936,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,107.68608154700009,,,,,,,,,107.678862589,108.02458604800006,108.81912497299992,108.80880349100003,108.80912927800011,108.81912497299992,108.81912497299992,108.81912497299992,113.394684213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.57180882900002,,,,,,,sub-144,1,random_dot,,
left,left,2.0,0.0,1.0,right,0.0,5.098660537000114,,accuracy,space,4.607731720999936,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,113.40263832700008,,,,,,,,,113.39499373499996,113.741592727,114.53566783100008,114.52547954699992,114.52582384799996,114.53566783100008,114.53566783100008,114.53566783100008,119.63736078900013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,5.098660537000114,,119.51917959800004,,,,,sub-144,1,random_dot,,
