direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0117438000015681,0.0297209999989718,0.0297209999989718,40.014460999998846,space,67.94105470001523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,40.05365709999751,,,,,,,,,40.040938999998616,40.118098199993256,40.965172500000335,40.92900489999738,40.92905829999654,40.965172500000335,40.965172500000335,40.965172500000335,42.91444809999666,right,1.0,29.899468000003253,,42.91649719999987,42.95673710000119,43.44432609999785,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,43.46420370000124,,,,,,,,,43.44523939999635,44.62965069999336,45.44542899999942,45.41818619999685,45.41824280000583,45.44542899999942,45.44542899999942,45.44542899999942,46.34486539999489,right,0.0,28.844463100016583,,46.346205299996655,46.375754299995606,46.85075300000608,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,46.864836099994136,,,,,,,,,46.85175790000358,48.0627797000052,48.88736890000291,48.85775490000378,48.857807599997614,48.88736890000291,48.88736890000291,48.88736890000291,56.41406149999239,right,1.0,35.45918130000064,,56.41539409999677,56.44391139999789,56.93166420000489,53.88053969999601,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,56.96323829999892,,,,,,,,,56.93333159999747,57.01399550000497,57.828489399995306,57.79849040000408,57.79854760000308,57.828489399995306,57.828489399995306,57.828489399995306,63.76202100000228,left,1.0,33.889955200007535,,63.76349749999645,63.78149989999656,64.2785939000023,62.82432410000183,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,,2.0,0.0,4.0,1.0,,,,,,,,,64.29236110000056,,,,,,,,,64.27956009999616,65.47915970000031,66.31246820000524,66.27816390000226,66.27821479999693,66.31246820000524,66.31246820000524,66.31246820000524,69.49923279999348,right,1.0,31.135173600006965,,69.50056279999262,69.52369449999242,70.00517709999986,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,,2.0,1.0,5.0,0.0,,,,,,,,,70.02569789999689,,,,,,,,,70.00626300000295,70.11133709999558,70.93328969999857,70.90942759999598,70.90947769999912,70.93328969999857,70.93328969999857,70.93328969999857,73.1152746000007,left,1.0,30.12435420001566,,73.11662939999951,73.13540070000454,73.61763949999295,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,73.63547599999583,,,,,,,,,73.61853510000219,74.8438593000028,75.67517050000606,75.64419730000373,75.64425169999595,75.67517050000606,75.67517050000606,75.67517050000606,76.92773719999241,right,0.0,29.21141649999481,,76.92897470000025,76.95133130000613,77.45433769999363,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,77.47271529999853,,,,,,,,,77.45522410000558,78.24002670000482,79.07293399999617,79.04437119999784,79.0444237000047,79.07293399999617,79.07293399999617,79.07293399999617,82.87698260000616,right,1.0,31.75940850000188,,82.87830369999574,82.90761029999703,83.38387150000199,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,,4.0,0.0,8.0,1.0,,,,,,,,,83.40319480000471,,,,,,,,,83.38474799999676,83.74110250000376,84.55420519999461,84.52594890000182,84.5259989000042,84.55420519999461,84.55420519999461,84.55420519999461,85.97236980000162,right,1.0,29.369068800006065,,85.97380659999908,85.99102990000392,86.49086770000577,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,86.50457790000655,,,,,,,,,86.49177199999394,86.8414419000037,87.66251399999601,87.63679200000479,87.63684320000175,87.66251399999601,87.66251399999601,87.66251399999601,88.65335900000355,left,1.0,28.94014080001216,,88.65465769999719,88.67397040000651,89.15669709999929,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,89.18513939999684,,,,,,,,,89.15769389999332,89.5057017999934,90.31284040000172,90.28959139999644,90.28965180000525,90.31284040000172,90.31284040000172,90.31284040000172,91.97292499999458,left,0.0,29.609073700019508,,91.97437999999966,91.99670129999868,92.5008053000056,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,92.52025590000268,,,,,,,,,92.50165989999368,93.6901857000048,94.5022994000028,94.47538940000231,94.47545509999328,94.5022994000028,94.5022994000028,94.5022994000028,96.53406890000042,right,0.0,29.979272900003707,,96.53534849999414,96.55737340000633,97.0393333999964,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,97.05365950000125,,,,,,,,,97.0402322000009,97.39853599999331,98.22926589999406,98.20110890000068,98.20115569999324,98.22926589999406,98.22926589999406,98.22926589999406,101.87897760000487,left,1.0,31.57490429999598,,101.8806224,101.90697850000288,102.38863299999502,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,102.41621250000026,,,,,,,,,102.3897433999955,102.738946700003,103.5759032999922,103.5517397999938,103.551793000006,103.5759032999922,103.5759032999922,103.5759032999922,108.40937439999834,right,1.0,32.79208370001288,,108.4105947999924,108.4331103000004,108.91617359999508,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,108.93510570000215,,,,,,,,,108.9171720000013,109.27485329999764,110.10249039999326,110.07578460000514,110.07583539999904,110.10249039999326,110.10249039999326,110.10249039999326,113.25330080000276,left,1.0,31.09432950000337,,113.2549457999994,113.27356830000645,113.76775400000042,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,113.79003010000451,,,,,,,,,113.76876409999386,114.96636010000655,115.78895210000336,115.768149800002,115.7682008999982,115.78895210000336,115.78895210000336,115.78895210000336,121.61630819999846,right,1.0,33.762084500005585,,121.61769290000666,121.63555999999517,122.1388173000014,120.77711919999274,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,122.1618451999966,,,,,,,,,122.13967390000472,122.48451490000298,123.31376839999577,123.28882309999608,123.28886869999404,123.31376839999577,123.31376839999577,123.31376839999577,128.2150743999955,right,1.0,32.84113359999901,,128.21638769999845,128.2347163999948,128.73039090000384,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,128.75026190000062,,,,,,,,,128.73135430000548,129.9303715999995,130.73691079999844,130.71559680000064,130.71567089999735,130.73691079999844,130.73691079999844,130.73691079999844,133.8714103999955,left,1.0,31.064312700007576,,133.8726808999927,133.89358950000317,134.37442259999807,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,134.398285999996,,,,,,,,,134.37541750000673,134.48308639999595,135.31404359999578,135.28757240000414,135.28762380000262,135.31404359999578,135.31404359999578,135.31404359999578,138.7656782999984,left,1.0,31.399436399995466,,138.76692049999838,138.78282829999807,139.28148960000544,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,139.29833829999552,,,,,,,,,139.28248470000108,140.48028010000417,141.31559260000358,141.28639949999342,141.2864469000051,141.31559260000358,141.31559260000358,141.31559260000358,143.3720847999939,right,1.0,30.006414700008463,,143.3730317000009,143.3870428999944,143.87345889999415,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.87362529999518,143.89130699999805,143.89130699999805,149.8737078999984,space,33.92646230000537,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.87378920000629,149.90008190000663,149.90008190000663,159.27123919999576,space,37.313291900005424,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,161.16124610000406,,,,,,,,,161.14336990000447,162.34369290000177,163.1741153000039,163.1450113000028,163.14506110000366,163.1741153000039,163.1741153000039,163.1741153000039,165.73220759999822,right,1.0,30.503766499998164,,,,,,,,,,,,,,,,,,,,159.28067710000323,159.3322049999988,159.3322049999988,161.1276097999944,space,29.73990319999575,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,165.75669540000672,,,,,,,,,165.73537559999386,165.844101900002,166.6745962999994,166.6486040000018,166.64865249999275,166.6745962999994,166.6745962999994,166.6745962999994,169.76083460000518,left,1.0,31.03501459999825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,169.77690840000287,,,,,,,,,169.76348160000634,170.12583570000425,170.9366244999983,170.91015999999945,170.91022419999354,170.9366244999983,170.9366244999983,170.9366244999983,175.70050989999436,right,0.0,32.70224539999617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,175.72436720000405,,,,,,,,,175.70348090000334,176.0681401000038,176.89478370000143,176.86877679999452,176.8688422999985,176.89478370000143,176.89478370000143,176.89478370000143,179.44653980000294,left,0.0,30.50042530000792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,179.46939759999805,,,,,,,,,179.44921109999996,179.57426049999776,180.4029382000008,180.373800100002,180.37385180000277,180.4029382000008,180.4029382000008,180.4029382000008,185.33439910000016,right,1.0,32.865441500005545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,185.35688360000492,,,,,,,,,185.33698750000624,185.43789869999452,186.24976150000293,186.2230955999985,186.223150299993,186.24976150000293,186.24976150000293,186.24976150000293,188.1777473999973,left,1.0,29.876218000004883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,188.1998406000057,,,,,,,,,188.18067970000263,188.98787519999317,189.81852010000148,189.79087219999928,189.790923099994,189.81852010000148,189.81852010000148,189.81852010000148,191.14387970000095,right,0.0,29.27503350000188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,191.16488620000015,,,,,,,,,191.1465005000064,192.35313800000583,193.1823721999972,193.1582765000057,193.15832370000132,193.1823721999972,193.1823721999972,193.1823721999972,196.8384156999964,right,1.0,31.60340590000851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,196.85278050000488,,,,,,,,,196.84107779999613,198.0538188000064,198.88036239999929,198.8589789999969,198.85903150000377,198.88036239999929,198.88036239999929,198.88036239999929,204.56959189999907,right,0.0,33.63703389999864,,,,,203.87549029999357,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,204.58157389999545,,,,,,,,,204.57185569999277,205.77974260000337,206.58571250000384,206.56716580000648,206.5672087999992,206.58571250000384,206.58571250000384,206.58571250000384,207.9240645999962,right,1.0,29.29128900000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,207.94520440000636,,,,,,,,,207.92660340000293,209.1364254999935,209.94666050000524,209.9269574000064,209.92699779999384,209.94666050000524,209.94666050000524,209.94666050000524,210.55830940000305,right,1.0,28.56644500001857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,210.5815208999993,,,,,,,,,210.561214100002,210.6727178000001,211.491051399993,211.4663624999957,211.4664361000032,211.491051399993,211.491051399993,211.491051399993,212.621518999993,left,1.0,29.074010500014992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,212.64307589999223,,,,,,,,,212.6241510999971,213.83455749999848,214.67168709999527,214.6460286999936,214.64608829999636,214.67168709999527,214.67168709999527,214.67168709999527,215.66934370000672,left,1.0,28.931740300002275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,215.68505289999305,,,,,,,,,215.6721663999924,216.04966580000476,216.87087719999545,216.8467012000037,216.846747100004,216.87087719999545,216.87087719999545,216.87087719999545,218.0058441000001,right,1.0,29.07253460001084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,218.026492399993,,,,,,,,,218.00875160000575,218.3673293000029,219.17912210000213,219.15106089999608,219.15111419999448,219.17912210000213,219.17912210000213,219.17912210000213,219.90550530000476,left,1.0,28.668409900012197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,1.0,219.92658590000065,,,,,,,,,219.90804029999708,221.1167201999924,221.93957829999272,221.91516010000487,221.91521730000383,221.93957829999272,221.93957829999272,221.93957829999272,222.9050174000004,right,1.0,28.90710460000264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,222.92657670000332,,,,,,,,,222.907826900002,223.26527639999404,224.08198610000545,224.0606276000035,224.060673400003,224.08198610000545,224.08198610000545,224.08198610000545,225.63194209999347,left,0.0,29.48871629999485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,225.650329600001,,,,,,,,,225.63503910000145,225.749662000002,226.56770159999724,226.54342170000015,226.54347030000645,226.56770159999724,226.56770159999724,226.56770159999724,227.5310918000032,left,1.0,28.907873400006796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,227.55027079999851,,,,,,,,,227.5342944000004,228.3483557,229.1680450999993,229.14319040000555,229.14324219999253,229.1680450999993,229.1680450999993,229.1680450999993,230.0443199000001,right,1.0,28.829048000014154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,230.0641506999964,,,,,,,,,230.04684039999847,230.846005600004,231.6666295000032,231.64291460000092,231.6429613999935,231.6666295000032,231.6666295000032,231.6666295000032,233.6839531000005,left,1.0,29.959030800004257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,233.69752020000303,,,,,,,,,233.68640209999285,234.0451802000025,234.8671638999949,234.8445126000006,234.84455900000464,234.8671638999949,234.8671638999949,234.8671638999949,237.4336156000063,right,1.0,30.521398800003222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,237.44769640000595,,,,,,,,,237.4361251999944,237.54186919999484,238.345753600006,238.3276369999949,238.3276829999959,238.345753600006,238.345753600006,238.345753600006,240.38498889999755,left,1.0,29.99551990001055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,0.0,240.4072312000062,,,,,,,,,240.38761740000336,240.4938470000052,241.3008692000003,241.27878110000165,241.2788603999943,241.3008692000003,241.3008692000003,241.3008692000003,243.4874559000018,left,1.0,30.135274500004016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,1.0,243.5089014999976,,,,,,,,,243.489937499995,244.70969770000372,245.53283270000247,245.5067909000063,245.50684250000631,245.53283270000247,245.53283270000247,245.53283270000247,246.53968790000363,right,1.0,28.96330200000375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,1.0,246.55926100000212,,,,,,,,,246.5422627999942,247.3457917000051,248.17535970000608,248.1504464000027,248.1504935999983,248.17535970000608,248.17535970000608,248.17535970000608,250.11048380000284,right,1.0,29.889434200013056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,0.0,250.13036409999768,,,,,,,,,250.11351330000616,250.4748041999992,251.29187390000152,251.26259100000607,251.2626409999939,251.29187390000152,251.29187390000152,251.29187390000152,253.77435429999605,left,1.0,30.43430649999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,253.79390689999852,,,,,,,,,253.7771122999984,254.57547510000583,255.38789600000015,255.36122649999743,255.3612771000044,255.38789600000015,255.38789600000015,255.38789600000015,256.35937409999315,left,1.0,28.918162300018597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,256.3769347000052,,,,,,,,,256.36209830000007,257.5752916000056,258.4025064000016,258.37585569999646,258.37590519999503,258.4025064000016,258.4025064000016,258.4025064000016,259.1670562999934,right,1.0,28.711793700014823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,259.18833689999883,,,,,,,,,259.1696768999973,260.3731555999984,261.19590629999584,261.17268639999384,261.1727422999975,261.19590629999584,261.19590629999584,261.19590629999584,262.1422559000057,left,1.0,28.901409400001285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,1.0,262.159736600006,,,,,,,,,262.1449295000057,262.50921210000524,263.3213304999954,263.2940646000061,263.2941168999969,263.3213304999954,263.3213304999954,263.3213304999954,264.41062569999485,right,1.0,29.029506300008507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,1.0,264.42425500000536,,,,,,,,,264.413137800002,265.2368344999996,266.051870299998,266.03351169999223,266.03356019999774,266.051870299998,266.051870299998,266.051870299998,268.7427816999989,right,1.0,30.644189800004824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,0.0,268.7548416000064,,,,,,,,,268.7451153000002,269.0989380999963,269.9016011000058,269.8833188999997,269.8833561000065,269.9016011000058,269.9016011000058,269.9016011000058,271.12679929999285,left,1.0,29.172470300007262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,1.0,271.1413634000055,,,,,,,,,271.12938870000653,271.93227599999227,272.7396671000024,272.7193990999949,272.71945059999416,272.7396671000024,272.7396671000024,272.7396671000024,274.40422460000264,right,1.0,29.60748079999757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,0.0,274.4181097999972,,,,,,,,,274.40652679999766,275.22207990000607,276.04232229999616,276.0187955000001,276.0188726000051,276.04232229999616,276.04232229999616,276.04232229999616,277.4839925999986,left,1.0,29.39279890000762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,277.5038429999986,,,,,,,,,277.48678229999496,277.8485512000043,278.65671049999946,278.634518699997,278.6345749000029,278.65671049999946,278.65671049999946,278.65671049999946,279.66906479999307,right,0.0,28.9626905000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,279.692696099999,,,,,,,,,279.6713565999962,280.8800270000065,281.6965949000005,281.68029069999466,281.68032780000067,281.6965949000005,281.6965949000005,281.6965949000005,282.8482890000014,right,1.0,29.106978000010717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,1.0,282.8631888999953,,,,,,,,,282.8503864999948,282.9643318000017,283.76881569999387,283.7510252999928,283.7510680999985,283.76881569999387,283.76881569999387,283.76881569999387,284.7051197999972,right,1.0,28.89469590000226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,0.0,284.71817019999435,,,,,,,,,284.7076730999979,284.8127037999948,285.61743040000147,285.59698370000115,285.59702590000234,285.61743040000147,285.61743040000147,285.61743040000147,286.8687266000052,left,1.0,29.193129800012684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,0.0,286.8824875999999,,,,,,,,,286.8711320000002,288.0804836000025,288.8839256000065,288.8644043999957,288.8644443999947,288.8839256000065,288.8839256000065,288.8839256000065,290.1533485999971,right,0.0,29.215843000012683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,1.0,290.1671650999924,,,,,,,,,290.15610720000404,290.5128381999966,291.31570789999387,291.2964873000019,291.296545899997,291.31570789999387,291.31570789999387,291.31570789999387,292.1288799000031,right,1.0,28.75565340000321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
right,right,speed,,,,,0.0,0.0,0.0,1.0,20.0,0.0,40.0,1.0,292.1487883999944,,,,,,,,,292.1312445999938,293.3326781999931,294.1458827000024,294.1241211000015,294.12416069999745,294.1458827000024,294.1458827000024,294.1458827000024,299.546224100006,right,1.0,33.3440513000096,,,,,299.1250938000012,,,,,,,,,,,,,,,,,,,,,,,,,,sub-002,1.0,random_dot,57.74862370765183,
