direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
right,right,10.0,0.0,5.0,left,0.0,4.180889042007038,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,72.33528441700037,,,,,,,,,72.33008554199478,72.67904304197873,73.47109995799838,73.46317579198512,73.46374991699122,73.47109995799838,73.47109995799838,73.47109995799838,77.66262733298936,left,0.0,4.180889042007038,,77.66272516699973,77.66760024998803,78.15225658298004,78.16253674999462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
left,left,11.0,1.0,5.0,left,1.0,2.5954553749761544,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,78.16253674999462,,,,,,,,,78.15270858298754,78.2520259580051,79.04432558300323,79.03573779200087,79.03619458299363,79.04432558300323,79.04432558300323,79.04432558300323,81.64726875000633,left,1.0,2.5954553749761544,,81.65098487498472,81.65854237499298,82.1462045829976,82.15140791700105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
right,right,12.0,0.0,6.0,right,1.0,5.571164583001519,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,82.15140791700105,,,,,,,,,82.14657562499633,83.34548491699388,84.1375807079894,84.12958470798912,84.1301459579845,84.1375807079894,84.1375807079894,84.1375807079894,89.71455174998846,right,1.0,5.571164583001519,,89.71477766698808,89.72491262498079,90.21295316700709,90.21847887500188,89.11743374998332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
left,left,13.0,1.0,6.0,right,0.0,2.2493025840085465,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,90.21847887500188,,,,,,,,,90.21340858298936,90.5621817499923,91.35370941698784,91.3460368749802,91.34653695797896,91.35370941698784,91.35370941698784,91.35370941698784,93.61303795798447,right,0.0,2.2493025840085465,,93.616632958001,93.62430779199347,94.11269199999516,94.11809691699456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
left,left,14.0,0.0,7.0,left,1.0,2.425240709009813,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,94.11809691699456,,,,,,,,,94.11305458299466,94.45170737500302,95.24379970799782,95.23515087499982,95.23559308299446,95.24379970799782,95.24379970799782,95.24379970799782,97.67994433298009,left,1.0,2.425240709009813,,97.68252279199078,97.68986237500212,98.17931370798031,98.18457724998008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
right,right,15.0,1.0,7.0,right,1.0,1.4363999999768566,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,98.18457724998008,,,,,,,,,98.1796892079874,98.97811137500685,99.7708529169904,99.76271474998794,99.76321645799908,99.7708529169904,99.7708529169904,99.7708529169904,101.21342575000016,right,1.0,1.4363999999768566,,101.21353774997988,101.22154208298888,101.7129634580051,101.71864449998247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
right,right,16.0,0.0,8.0,right,1.0,2.306084084004397,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,101.71864449998247,,,,,,,,,101.7134277499863,102.06193183298456,102.86121316699428,102.85010995800258,102.85058308299632,102.86121316699428,102.86121316699428,102.86121316699428,105.17090866700164,right,1.0,2.306084084004397,,105.17101324998656,105.19488574998104,105.67861825000728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
left,left,17.0,1.0,8.0,right,0.0,2.640484875009861,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,105.6842849169916,,,,,,,,,105.6791259580059,106.01809841700016,106.81034283299232,106.80156862500009,106.8020131670055,106.81034283299232,106.81034283299232,106.81034283299232,109.45279379200656,right,0.0,2.640484875009861,,109.45559891700395,109.46342283298144,109.95183174998964,109.9617065420025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
left,left,18.0,0.0,9.0,left,1.0,2.132333458022913,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,109.9617065420025,,,,,,,,,109.95217316699564,110.75126225000712,111.54367370798718,111.53468508299557,111.53512666700408,111.54367370798718,111.54367370798718,111.54367370798718,113.67912858299678,left,1.0,2.132333458022913,,113.682341000007,113.6897014999995,114.17947474998071,114.18526866700267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
right,right,19.0,1.0,9.0,left,0.0,2.9889909159974195,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,114.18526866700267,,,,,,,,,114.17992829199648,114.26746295799968,115.0602861669904,115.0520397920045,115.05248216699692,115.0602861669904,115.0602861669904,115.0602861669904,118.051309707982,left,0.0,2.9889909159974195,,118.05424062500242,118.06150916698972,118.54608966698288,118.55399145800038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.54626808298052,118.55399145800038,118.55399145800038,123.61477283298154,space,5.05779683298897,,,,,,,,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.61491941698478,123.62804362497992,123.62804362497992,132.2976293329848,space,8.667047750001075,,,,,,,,,,,,,,,,,sub-046,1,random_dot,,
left,left,0.0,0.0,0.0,left,1.0,3.4941615409916267,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.53432283300208,,,,,,,,,137.52558179199696,138.71153374999994,139.50385133299278,139.49581137500354,139.49629387498135,139.50385133299278,139.50385133299278,139.50385133299278,143.0015161249903,,,,,,,,,,,,,,,,,,,,,,,,132.31999975000508,132.32861249998678,132.32861249998678,137.5136854579905,space,5.174083707999671,,left,1.0,3.4941615409916267,,,,,,sub-046,1,random_dot,,
right,right,1.0,1.0,0.0,right,1.0,0.9513195829931648,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,143.01027391699608,,,,,,,,,143.001854208007,144.20145054199384,144.99322350000148,144.98482212499948,144.9852666670049,144.99322350000148,144.99322350000148,144.99322350000148,145.9465867499821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9513195829931648,,,,,,sub-046,1,random_dot,,
left,left,2.0,0.0,1.0,right,0.0,3.1486424999893643,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,145.95406975000515,,,,,,,,,145.94709762500133,146.29480679199332,147.08657749998383,147.07878949999576,147.0793269169808,147.08657749998383,147.08657749998383,147.08657749998383,150.23726687498856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.1486424999893643,,,,,,sub-046,1,random_dot,,
right,right,3.0,1.0,1.0,right,1.0,2.9271001250017434,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,150.26110291699297,,,,,,,,,150.23779524999554,151.034356499993,151.83719770799507,151.82906774998992,151.8296461669961,151.83719770799507,151.83719770799507,151.83719770799507,154.77028054199764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.9271001250017434,,,,,,sub-046,1,random_dot,,
left,left,4.0,0.0,2.0,left,1.0,5.491799875017023,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,154.77777074999176,,,,,,,,,154.77071616699686,155.11732812499395,155.90978445799556,155.9012346669915,155.90170074999332,155.90978445799556,155.90978445799556,155.90978445799556,161.40404720799415,,,,,,,,,160.8989364579902,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.491799875017023,,,,,,sub-046,1,random_dot,,
right,right,5.0,1.0,2.0,left,0.0,3.4343737919989508,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,161.41525737498887,,,,,,,,,161.40471858298406,161.50092654197942,162.30348199998843,162.29551333299605,162.29608912498225,162.30348199998843,162.30348199998843,162.30348199998843,165.74672458300483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.4343737919989508,,,,,,sub-046,1,random_dot,,
right,right,6.0,0.0,3.0,right,1.0,3.893173749995185,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,165.75436583298142,,,,,,,,,165.747193416988,166.09447099998945,166.88655583298532,166.87868916700245,166.87925537498086,166.88655583298532,166.88655583298532,166.88655583298532,170.78442904198891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.893173749995185,,,,,,sub-046,1,random_dot,,
left,left,7.0,1.0,3.0,left,1.0,3.9121547079994334,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,170.79326545799267,,,,,,,,,170.78475108300336,171.58368379200692,172.37623374999384,172.36769208300393,172.3681493329932,172.37623374999384,172.37623374999384,172.37623374999384,176.29612787498627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.9121547079994334,,,,,,sub-046,1,random_dot,,
left,left,8.0,0.0,4.0,left,1.0,1.476340249995701,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,176.30361145798815,,,,,,,,,176.29658970798482,176.39428812498227,177.1863454169943,177.1785863749974,177.1791506249865,177.1863454169943,177.1863454169943,177.1863454169943,178.6685921669996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.476340249995701,,,,,,sub-046,1,random_dot,,
right,right,9.0,1.0,4.0,left,0.0,2.415204583987361,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,178.67651033299626,,,,,,,,,178.6689155829954,179.01720674999524,179.80951387499226,179.80136379197938,179.8017987079802,179.80951387499226,179.80951387499226,179.80951387499226,182.22950958300495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.415204583987361,,,,,,sub-046,1,random_dot,,
left,left,10.0,0.0,5.0,right,0.0,4.276263415988069,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,182.2366629999888,,,,,,,,,182.2298767500033,183.02773833298124,183.82000483298907,183.81179970799712,183.8123640829872,183.82000483298907,183.82000483298907,183.82000483298907,188.1022008330037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.276263415988069,,,,,,sub-046,1,random_dot,,
right,right,11.0,1.0,5.0,right,1.0,2.889340459019877,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,1.0,188.1095851669961,,,,,,,,,188.10252537499764,188.1998147080012,188.99273991698283,188.98426191697945,188.9847039580054,188.99273991698283,188.99273991698283,188.99273991698283,191.89524262500345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.889340459019877,,,,,,sub-046,1,random_dot,,
left,left,12.0,0.0,6.0,right,0.0,2.224783209007001,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,191.89983304199995,,,,,,,,,191.8955792079796,193.09431124999537,193.8861576670024,193.87837500000023,193.8789521669969,193.8861576670024,193.8861576670024,193.8861576670024,196.120654792001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.224783209007001,,,,,,sub-046,1,random_dot,,
right,right,13.0,1.0,6.0,right,1.0,4.435151292011142,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,196.12600229200325,,,,,,,,,196.12099616698103,196.91722433298128,197.7093796669797,197.70091545800096,197.7013750000042,197.7093796669797,197.7093796669797,197.7093796669797,202.1555755829904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.435151292011142,,,,,,sub-046,1,random_dot,,
left,left,14.0,0.0,7.0,left,1.0,5.575597666000249,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,202.16000695800176,,,,,,,,,202.1559072920063,202.95036950000213,203.74254033298348,203.73360008298187,203.73403529200004,203.74254033298348,203.74254033298348,203.74254033298348,209.33084345798125,,,,,,,,,208.7274179579981,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.575597666000249,,,,,,sub-046,1,random_dot,,
right,right,15.0,1.0,7.0,right,1.0,4.392080666002585,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,209.34384829198825,,,,,,,,,209.3312491249817,210.12737037500483,210.9191687919956,210.91139662498608,210.91196133298217,210.9191687919956,210.9191687919956,210.9191687919956,215.3208067920059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,4.392080666002585,,,,,,sub-046,1,random_dot,,
left,left,16.0,0.0,8.0,left,1.0,6.465049165999517,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,215.32554341698412,,,,,,,,,215.32112545799464,216.5177072499937,217.3092515830067,217.30087045798427,217.30132579198107,217.3092515830067,217.3092515830067,217.3092515830067,223.77930879199997,,,,,,,,,222.29383566699107,,,,,,,,,,,,,,,,,,,,,,left,1.0,6.465049165999517,,,,,,sub-046,1,random_dot,,
right,right,17.0,1.0,8.0,left,0.0,4.524755082995398,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,223.78926379198677,,,,,,,,,223.78000899998003,223.87714304198744,224.66917179198936,224.66141425000387,224.66197145800103,224.66917179198936,224.66917179198936,224.66917179198936,229.1960946249892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.524755082995398,,,,,,sub-046,1,random_dot,,
left,left,18.0,0.0,9.0,right,0.0,3.5553039590013213,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,0.0,229.20370033298968,,,,,,,,,229.1967277499789,230.39365437498785,231.18571970798075,231.17792116699275,231.1784845420043,231.18571970798075,231.18571970798075,231.18571970798075,234.74500237498432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.5553039590013213,,,,,,sub-046,1,random_dot,,
right,right,19.0,1.0,9.0,left,0.0,5.748760250018677,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,1.0,234.7519982499944,,,,,,,,,234.74536395800533,235.5441513749829,236.33599754198804,236.3278607919929,236.3283494579955,236.33599754198804,236.33599754198804,236.33599754198804,242.09567204199263,,,,,,,,,241.3267573750054,,,,,,,,,,,,,,,,,,,,,,left,0.0,5.748760250018677,,,,,,sub-046,1,random_dot,,
right,right,20.0,0.0,10.0,right,1.0,3.4604114170069806,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,1.0,242.10567054199052,,,,,,,,,242.09631674998676,242.44365425000436,243.23576770798536,243.227592249983,243.2281894579937,243.23576770798536,243.23576770798536,243.23576770798536,246.69879295799183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.4604114170069806,,,,,,sub-046,1,random_dot,,
left,left,21.0,1.0,10.0,right,0.0,4.009070583007997,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,0.0,246.7092570420064,,,,,,,,,246.6992915830051,247.89360079198377,248.6858353329881,248.67790545799653,248.67848587498884,248.6858353329881,248.6858353329881,248.6858353329881,252.70007862499915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.009070583007997,,,,,,sub-046,1,random_dot,,
right,right,22.0,0.0,11.0,left,0.0,4.806536792020779,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,1.0,252.70902545799615,,,,,,,,,252.70040562498616,253.89984058300612,254.69955287498303,254.69293074999587,254.6934326250048,254.69955287498303,254.69955287498303,254.69955287498303,259.5110271250014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.806536792020779,,,,,,sub-046,1,random_dot,,
left,left,23.0,1.0,11.0,right,0.0,3.59799574999488,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,259.51888570800656,,,,,,,,,259.51155004199245,260.69885729197995,261.4921650420001,261.4827751249832,261.48332379199564,261.4921650420001,261.4921650420001,261.4921650420001,265.09457358298823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.59799574999488,,,,,,sub-046,1,random_dot,,
right,right,24.0,0.0,12.0,left,0.0,3.53574849999859,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,1.0,265.102841874992,,,,,,,,,265.0950212079915,266.293474999984,267.08555716698174,267.0775362919958,267.07812829199247,267.08555716698174,267.08555716698174,267.08555716698174,270.62842949997867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.53574849999859,,,,,,sub-046,1,random_dot,,
left,left,25.0,1.0,12.0,right,0.0,4.9411710829881486,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,0.0,270.6358936250035,,,,,,,,,270.6289217500016,270.97665229198174,271.76890570798423,271.76069033300155,271.76125695797964,271.76890570798423,271.76890570798423,271.76890570798423,276.71211541700177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.9411710829881486,,,,,,sub-046,1,random_dot,,
right,right,26.0,0.0,13.0,left,0.0,2.5593334160221275,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,276.7196119169821,,,,,,,,,276.71269708298496,277.90998687499086,278.70250141699216,278.6940234169888,278.6945923329913,278.70250141699216,278.70250141699216,278.70250141699216,281.2649189999793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.5593334160221275,,,,,,sub-046,1,random_dot,,
left,left,27.0,1.0,13.0,left,1.0,3.7131302079942543,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,281.2763674999878,,,,,,,,,281.26524908299325,281.60989120800514,282.4011599579826,282.3937404169992,282.39421220798977,282.4011599579826,282.4011599579826,282.4011599579826,286.1181092079787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.7131302079942543,,,,,,sub-046,1,random_dot,,
left,left,28.0,0.0,14.0,left,1.0,4.048257959017064,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,0.0,286.125406999985,,,,,,,,,286.1185354999907,286.9161415830022,287.7083192499995,287.6993109580071,287.6997556669812,287.7083192499995,287.7083192499995,287.7083192499995,291.7611897919851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,4.048257959017064,,,,,,sub-046,1,random_dot,,
right,right,29.0,1.0,14.0,left,0.0,5.446898666996276,,accuracy,space,5.174083707999671,,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,1.0,291.76859812499606,,,,,,,,,291.7615876249911,292.9598869580077,293.7519108330016,293.7438425830041,293.7443285420013,293.7519108330016,293.7519108330016,293.7519108330016,299.20175291699707,,,,,,,,,298.7428409169952,,,,,,,,,,,,,,,,,,,,,,left,0.0,5.446898666996276,,,,,,sub-046,1,random_dot,,
