direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,18.0,0.0,36.0,1.0,313.7496457999805,,,,,,,,,313.7338571999572,314.54968979995465,315.34898670000257,315.332748899993,315.33276439999463,315.34898670000257,315.34898670000257,315.34898670000257,316.0666363000055,right,1.0,14.359361900016664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,18.0,1.0,37.0,0.0,316.08268439996755,,,,,,,,,316.06769419997,317.2828921999899,318.0826848999713,318.0661656999728,318.066185899952,318.0826848999713,318.0826848999713,318.0826848999713,319.4501811999944,left,1.0,15.021512200008146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,19.0,0.0,38.0,1.0,319.46611709997524,,,,,,,,,319.45080669998424,319.5655986999627,320.36599999998,320.34976269997424,320.34978210000554,320.36599999998,320.36599999998,320.36599999998,321.3829857999808,right,1.0,14.666974400053732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,19.0,1.0,39.0,0.0,321.3989905999624,,,,,,,,,321.3836633999599,322.59878259996185,323.3996549999574,323.38328249996994,323.38331479998305,323.3996549999574,323.3996549999574,323.3996549999574,324.69995679997373,left,1.0,14.938728299981449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,20.0,0.0,40.0,0.0,324.7161391999689,,,,,,,,,324.7005989999743,325.0492290999973,325.84864339994965,325.8323005999555,325.83231649996014,325.84864339994965,325.84864339994965,325.84864339994965,326.7498565999558,left,1.0,14.541110300051514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,20.0,1.0,41.0,1.0,326.7659927000059,,,,,,,,,326.7505147999618,327.5658031999483,328.3661500999588,328.3495839999523,328.34960379998665,328.3661500999588,328.3661500999588,328.3661500999588,329.9326597999898,right,1.0,15.207817299989983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,21.0,0.0,42.0,1.0,329.94876820000354,,,,,,,,,329.93335299997125,330.03237219998846,330.831855299999,330.8155027999892,330.81552020000527,330.831855299999,330.831855299999,330.831855299999,331.7000396999647,right,1.0,14.516752500028815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,21.0,1.0,43.0,0.0,331.71575899998425,,,,,,,,,331.7008197999676,332.9151664999663,333.7152092999895,333.69976809999207,333.69978599995375,333.7152092999895,333.7152092999895,333.7152092999895,334.7993977000005,left,1.0,14.734314600005746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,22.0,0.0,44.0,0.0,334.8152323999675,,,,,,,,,334.80003029998625,334.9151436999673,335.7155901999795,335.6995772999944,335.699600699998,335.7155901999795,335.7155901999795,335.7155901999795,336.3655020999722,left,1.0,14.3012705000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,22.0,1.0,45.0,1.0,336.3818267000024,,,,,,,,,336.3662210999755,337.1659537999658,337.96557109995047,337.9492365999613,337.94925740000326,337.96557109995047,337.96557109995047,337.96557109995047,338.61554319999414,right,1.0,14.303249399992636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,23.0,0.0,46.0,0.0,338.6322946999572,,,,,,,,,338.6161763999844,338.96554449998075,339.76556359999813,339.74923919996945,339.7492573999916,339.76556359999813,339.76556359999813,339.76556359999813,341.01587010000367,left,1.0,14.896949500020128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,23.0,1.0,47.0,1.0,341.03232979995664,,,,,,,,,341.0166279999539,341.11551679996774,341.9154125999776,341.89937249996,341.89938949997304,341.9154125999776,341.9154125999776,341.9154125999776,342.71599439997226,right,1.0,14.454680200025903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,0.0,48.0,1.0,342.7319237999618,,,,,,,,,342.71662359999027,342.83214439998847,343.63229229999706,343.615369099949,343.6153828999959,343.63229229999706,343.63229229999706,343.63229229999706,345.5656983999652,right,1.0,15.58506449998822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,24.0,1.0,49.0,0.0,345.58182339998893,,,,,,,,,345.56639910000376,345.9156663999893,346.7150090999785,346.69914129999233,346.69915859994944,346.7150090999785,346.7150090999785,346.7150090999785,347.66566080000484,left,1.0,14.594260999991093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,0.0,50.0,0.0,347.68142189999344,,,,,,,,,347.6663728999556,348.0320356999873,348.831396900001,348.8151302000042,348.8151500999811,348.831396900001,348.831396900001,348.831396900001,349.6989659999963,left,1.0,14.5214791999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,25.0,1.0,51.0,1.0,349.71493669995107,,,,,,,,,349.6995948999538,350.49862859997666,351.2986039999523,351.28193339996506,351.2819466999499,351.2986039999523,351.2986039999523,351.2986039999523,351.93228469998576,right,1.0,14.27833030000329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,0.0,52.0,0.0,351.9485803999705,,,,,,,,,351.9329223999521,352.0320004999521,352.83191259996966,352.81564489996526,352.81566099997144,352.83191259996966,352.83191259996966,352.83191259996966,353.648502099968,left,1.0,14.470245200034697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,26.0,1.0,53.0,1.0,353.66470139997546,,,,,,,,,353.6491272999556,354.4479726999998,355.24798409995856,355.23222539998824,355.2322426000028,355.24798409995856,355.24798409995856,355.24798409995856,356.18208109994885,right,1.0,14.573700300010389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,0.0,54.0,0.0,356.19801529997494,,,,,,,,,356.1827474999591,356.5319935999578,357.33183649997227,357.31545870000264,357.3154760999605,357.33183649997227,357.33183649997227,357.33183649997227,358.53169619996333,left,1.0,14.84931969997706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,27.0,1.0,55.0,1.0,358.54841429996304,,,,,,,,,358.5323541999678,358.632012499962,359.4316860999679,359.41541289997986,359.41543339996133,359.4316860999679,359.4316860999679,359.4316860999679,360.0651043999824,right,1.0,14.286927700042725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,0.0,56.0,0.0,360.0811512999935,,,,,,,,,360.0657236999832,360.8646187999984,361.6649774999824,361.648637199949,361.6486597000039,361.6649774999824,361.6649774999824,361.6649774999824,362.3821020000032,left,1.0,14.362870600016322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,28.0,1.0,57.0,1.0,362.39797989994986,,,,,,,,,362.3827416999848,362.4812187000061,363.2817880999646,363.265431399981,363.265451699961,363.2817880999646,363.2817880999646,363.2817880999646,363.9484142999863,right,1.0,14.315761400037443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
left,left,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,0.0,58.0,0.0,363.9652926999843,,,,,,,,,363.9490894000046,364.0484392999788,364.8478981999797,364.8322958999779,364.8323093999643,364.8478981999797,364.8478981999797,364.8478981999797,365.3148127999739,right,0.0,14.113302700046916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
right,right,accuracy,,,,,0.0,1.0,1.0,0.0,29.0,1.0,59.0,1.0,365.33107119996566,,,,,,,,,365.3154644999886,365.6649161999812,366.4650685999659,366.4481235999847,366.4481367999688,366.4650685999659,366.4650685999659,366.4650685999659,367.2153316999902,right,1.0,14.398802799987608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
,,accuracy,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-032,1.0,random_dot,60.17115082874797,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.2158119999804,367.23123749997467,372.2314567999565,372.2154358999687,sub-032,,,,
