direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 74
left,left,,4.0,1.0,9.0,0.0,,,,,,,,,52.11882640002296,,,,,,,,,52.1040366999805,53.31900660000974,54.12069419998443,54.10292009997647,54.10294499999145,54.12069419998443,54.12069419998443,54.12069419998443,54.58833559998311,left,1.0,23.32806139998138,,54.58865190000506,54.60253239999293,55.10258710000198,55.08684060000815,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,55.10258710000198,,,,,,,,,55.08726539998315,55.90266439999687,56.70421830000123,56.6868474999792,56.68688280001516,56.70421830000123,56.70421830000123,56.70421830000123,57.22270370001206,right,0.0,23.37427689996548,,57.22318949998589,57.23551550001139,57.73568540002452,57.72025700000813,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,57.73568540002452,,,,,,,,,57.72077090002131,58.53583820001222,59.33772950002458,59.31997700000648,59.32001329999184,59.33772950002458,59.33772950002458,59.33772950002458,62.22199200000614,right,1.0,25.74584300001152,,62.222295099985786,62.23552180000115,62.735659199999645,62.72015820001252,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,62.735659199999645,,,,,,,,,62.72062829998322,63.935295399976894,64.73735640000086,64.71942069998477,64.71944559999974,64.73735640000086,64.73735640000086,64.73735640000086,69.65534589998424,right,1.0,27.76653299998725,,69.65580329997465,69.66887130000396,70.16872149996925,70.15247490000911,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,70.16872149996925,,,,,,,,,70.1527149999747,70.51880600000732,71.32054149999749,71.30269270000281,71.3027146999957,71.32054149999749,71.32054149999749,71.32054149999749,72.55530010000803,left,1.0,24.088479199970607,,72.55571079999208,72.56906180002261,73.06866180000361,73.0527336000232,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,73.06866180000361,,,,,,,,,73.05313640000531,74.26891619997332,75.07038460002514,75.0526340000215,75.05265199998394,75.07038460002514,75.07038460002514,75.07038460002514,77.18799379997654,left,0.0,24.971581999969203,,77.18826560000889,77.20271649997449,77.70237790001556,77.68725919997087,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,77.70237790001556,,,,,,,,,77.6878467000206,77.80241730000125,78.60426009999355,78.58646199997747,78.58649299998069,78.60426009999355,78.60426009999355,78.60426009999355,83.97221269999864,right,0.0,28.21958699997049,,83.97266490000766,83.98566279996885,84.48539460002212,84.46925939997891,83.58704100002069,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,84.48539460002212,,,,,,,,,84.4695699000149,84.58540769998217,85.3870920999907,85.369770099991,85.3698048000224,85.3870920999907,85.3870920999907,85.3870920999907,87.48813010001322,left,1.0,24.957861799979582,,87.48858260002453,87.5019556999905,88.00212969997665,87.98592080001254,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,88.00212969997665,,,,,,,,,87.9863936000038,89.20217679999769,90.00367319997167,89.98602599999867,89.98605700000189,90.00367319997167,90.00367319997167,90.00367319997167,92.42192320001776,right,1.0,25.26566219999222,,92.42233919998398,92.43542390002403,92.93531099997928,92.91951039998094,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,92.93531099997928,,,,,,,,,92.91993929998716,93.03510779998032,93.83695879997686,93.81933959998425,93.81936949997908,93.83695879997686,93.83695879997686,93.83695879997686,96.93784289999168,left,1.0,25.956646000035107,,96.93818529997952,96.95184599998174,97.45193390001076,97.43591820000438,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,97.45193390001076,,,,,,,,,97.43625440000324,97.8022125000134,98.60351980000269,98.5861552999704,98.58618909999495,98.60351980000269,98.60351980000269,98.60351980000269,100.37196369998856,right,1.0,24.623879199963994,,100.37238770001568,100.38509539997904,100.88512749999065,100.86903750000056,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.86911739996869,100.88512749999065,100.88512749999065,104.13713619997723,space,26.10700810002163,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.1371895999764,104.1520074,104.1520074,109.03721909999147,space,27.73808460001601,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,111.18493869999656,,,,,,,,,111.17492010002024,111.53511679999065,112.33673560002352,112.31972490000771,112.31976959999884,112.33673560002352,112.33673560002352,112.33673560002352,113.22170850000111,left,1.0,23.746771599981003,,,,,,,,,,,,,,,,,,,,,109.04141549998894,109.0576706000138,109.0576706000138,111.16966880002292,space,24.96643770002993,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,113.23512309999204,,,,,,,,,113.22262610000324,114.4351569999708,115.2369059000048,115.21928700001445,115.21931680000851,115.2369059000048,115.2369059000048,115.2369059000048,116.67146789998516,right,1.0,24.28551790001802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,116.68497409997508,,,,,,,,,116.67216830002144,117.03518810000968,117.84127959999024,117.8191058000084,117.81913000001803,117.84127959999024,117.84127959999024,117.84127959999024,121.48828009999124,right,1.0,26.49766130000353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,121.5016415999853,,,,,,,,,121.48902570002248,122.7018034000066,123.50334569998084,123.48651949997291,123.48655520001194,123.50334569998084,123.50334569998084,123.50334569998084,124.68854609999109,left,1.0,24.04647699999623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,124.70153129997198,,,,,,,,,124.68934789998455,124.80143809999572,125.60341129999142,125.5856660999707,125.5856933000032,125.60341129999142,125.60341129999142,125.60341129999142,127.80515819997528,right,1.0,25.05919980001636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,127.81821050000144,,,,,,,,,127.80608419998316,128.16827339999145,128.97001509997062,128.95230940001784,128.95232669997495,128.97001509997062,128.97001509997062,128.97001509997062,132.3219500000123,left,1.0,26.20080359996064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,132.33557330002077,,,,,,,,,132.32290239998838,133.5350354000111,134.33639020001283,134.31916259997524,134.3191917000222,134.33639020001283,134.33639020001283,134.33639020001283,135.42107410001336,right,1.0,23.93998750002356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,135.43494220002322,,,,,,,,,135.4216406000196,136.23509949998697,137.03684499999508,137.01920639997115,137.0192326999968,137.03684499999508,137.03684499999508,137.03684499999508,138.10506139998324,left,1.0,23.92993220000062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,0.0,138.11864369997056,,,,,,,,,138.1057359999977,138.9187521999702,139.71995910000987,139.7025120999897,139.70253860001685,139.71995910000987,139.71995910000987,139.71995910000987,140.5044404999935,left,1.0,23.640407300030347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,1.0,140.51822540001012,,,,,,,,,140.50504090002505,141.71825779997744,142.51996429997962,142.50270979997003,142.50274879997596,142.51996429997962,142.51996429997962,142.51996429997962,144.20499589998508,right,1.0,24.543935400026385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,144.21803699998418,,,,,,,,,144.2057911999873,144.3183486000053,145.11993769998662,145.1025148999761,145.1025450999732,145.11993769998662,145.11993769998662,145.11993769998662,147.00504329998512,left,1.0,24.74224980000872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,1.0,147.01814960001502,,,,,,,,,147.00581549998606,147.81816049996996,148.61992229998577,148.60229459998664,148.60232409997843,148.61992229998577,148.61992229998577,148.61992229998577,149.62157399998978,left,0.0,23.85199109994573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,1.0,149.63493940001354,,,,,,,,,149.62224469997454,149.9848238999839,150.78632760001346,150.76930440001888,150.76933390001068,150.78632760001346,150.78632760001346,150.78632760001346,153.17163539998,right,1.0,25.244660200027283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,0.0,153.18458250002004,,,,,,,,,153.17238810000708,153.98466299998108,154.7865891000256,154.76917400001548,154.7692098999978,154.7865891000256,154.7865891000256,154.7865891000256,157.5206284999731,left,1.0,25.59100670000771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,0.0,157.53488290001405,,,,,,,,,157.5211752000032,157.88481100002537,158.68642490002094,158.66860530001577,158.66862780001247,158.68642490002094,158.68642490002094,158.68642490002094,160.07142439996824,left,1.0,24.244851899973582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,1.0,160.08459949999815,,,,,,,,,160.07212249998702,160.88480579998577,161.6864007000113,161.6692517999909,161.66928839997854,161.6864007000113,161.6864007000113,161.6864007000113,167.52119130000938,left,0.0,28.68290509999497,,,,,,166.67007120000198,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,167.53473389998544,,,,,,,,,167.52216829999816,168.33469260000857,169.13644869998097,169.1191088000196,169.1191359999939,169.13644869998097,169.13644869998097,169.13644869998097,173.07123990001855,right,1.0,26.79648389999056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,173.0846567999688,,,,,,,,,173.0719945000019,173.18463219999103,173.9861456999788,173.9691548999981,173.96919309999794,173.9861456999788,173.9861456999788,173.9861456999788,174.72151920001488,left,1.0,23.596971499966457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,174.73483209998813,,,,,,,,,174.72260999999708,175.53457040002104,176.3361845000181,176.3188918000087,176.31892529997276,176.3361845000181,176.3361845000181,176.3361845000181,177.8208777999971,left,1.0,24.3448602000135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,177.8344143999857,,,,,,,,,177.82151829998477,178.18463430000702,178.9863164999988,178.96884799998952,178.96888190001482,178.9863164999988,178.9863164999988,178.9863164999988,180.5708814000245,right,1.0,24.444466800021477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,0.0,180.5844268000219,,,,,,,,,180.57137099996908,180.68455060001,181.4861296999734,181.4688432000112,181.468876799976,181.4861296999734,181.4861296999734,181.4861296999734,183.10405069997068,left,1.0,24.470998500008136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,1.0,183.11766310001255,,,,,,,,,183.1047738000052,183.91781239997363,184.71956930001036,184.7021833999897,184.7022121999762,184.71956930001036,184.71956930001036,184.71956930001036,190.10388339997732,right,1.0,28.234398200002037,,,,,,189.70274779998,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,190.11808169999856,,,,,,,,,190.10470660001735,190.9181678000023,191.71971490001303,191.7014178999816,191.70143479999388,191.71971490001303,191.71971490001303,191.71971490001303,193.53722210001436,left,0.0,24.67176900000777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,193.55122059996935,,,,,,,,,193.53804319998017,194.35127990000183,195.1527051000157,195.13534290000095,195.13536600000225,195.1527051000157,195.1527051000157,195.1527051000157,196.12144319998333,left,1.0,23.827080600021876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,196.13433159998385,,,,,,,,,196.12220199999865,197.3344976999797,198.13664159999465,198.1188661999768,198.11889719998,198.13664159999465,198.13664159999465,198.13664159999465,198.95378869998967,left,1.0,23.66971079999348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,198.9676705999882,,,,,,,,,198.9547071999987,199.76779810001608,200.5694121000124,200.55205930001105,200.55208819999825,200.5694121000124,200.5694121000124,200.5694121000124,202.72031599999173,left,0.0,25.007000099984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,202.7346080999705,,,,,,,,,202.72072240000125,203.0845391000039,203.88591599999927,203.86874439998064,203.86877649999224,203.88591599999927,203.88591599999927,203.88591599999927,204.63757730001817,left,1.0,23.604584100015927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,204.65081349998945,,,,,,,,,204.638467199984,205.45107629999984,206.2525372999953,206.2352860000101,206.23531540000116,206.2525372999953,206.2525372999953,206.2525372999953,207.78713589999825,left,0.0,24.388381900032982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,207.80083329998888,,,,,,,,,207.78773759998148,208.6008370000054,209.40288519999007,209.3851257999777,209.38515260000716,209.40288519999007,209.40288519999007,209.40288519999007,210.75388929998732,left,1.0,24.20215890003601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,14.0,1.0,29.0,1.0,210.7678246999858,,,,,,,,,210.75456279999344,210.86754750000543,211.6694403999718,211.6522492999793,211.65227590000725,211.6694403999718,211.6694403999718,211.6694403999718,213.67095559998413,left,0.0,24.85576539998874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,15.0,0.0,30.0,0.0,213.68412479996917,,,,,,,,,213.6717577999807,213.78410190000432,214.585831000004,214.568471000006,214.56850260001372,214.585831000004,214.585831000004,214.585831000004,215.9700524000218,left,1.0,24.236704100039788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,15.0,1.0,31.0,1.0,215.98444680002285,,,,,,,,,215.9708484999719,216.78420920000644,217.58616479998452,217.5683611999848,217.5683743999689,217.58616479998452,217.58616479998452,217.58616479998452,219.92099110002164,left,0.0,25.194145899964496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,16.0,0.0,32.0,1.0,219.93430439999796,,,,,,,,,219.92187720001675,221.1346559000085,221.93606879998697,221.918554999982,221.9186083999812,221.93606879998697,221.93606879998697,221.93606879998697,225.287760599982,right,1.0,26.204009299981408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,16.0,1.0,33.0,0.0,225.3006995000178,,,,,,,,,225.28853369998976,226.1008013000246,226.90228699997533,226.88516810000877,226.88520249997964,226.90228699997533,226.90228699997533,226.90228699997533,227.6200258000172,left,1.0,23.57513290003408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,17.0,0.0,34.0,0.0,227.63400849996836,,,,,,,,,227.6206529000192,228.83432289998743,229.63573320000432,229.6183921999764,229.6184276000131,229.63573320000432,229.63573320000432,229.63573320000432,230.4037080999697,left,1.0,23.63049760001013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,17.0,1.0,35.0,1.0,230.41743979998864,,,,,,,,,230.4043023000122,230.51751470001184,231.3191696999711,231.30143880000105,231.30147220002252,231.3191696999711,231.3191696999711,231.3191696999711,233.6206088999752,right,1.0,25.15696309995837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,18.0,0.0,36.0,0.0,233.63412349997088,,,,,,,,,233.62135390000185,233.9841559000197,234.78580890002195,234.7680750999716,234.7681033000117,234.78580890002195,234.78580890002195,234.78580890002195,235.5535547999898,left,1.0,23.62293310003588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,18.0,1.0,37.0,1.0,235.5675202999846,,,,,,,,,235.5542697000201,236.767516300024,237.56946470000548,237.55220149998783,237.5522250999929,237.56946470000548,237.56946470000548,237.56946470000548,239.604871699994,left,0.0,24.89791060000425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
right,right,speed,,,,,0.0,0.0,0.0,1.0,19.0,0.0,38.0,1.0,239.61788380000507,,,,,,,,,239.60581169999205,239.71779829997104,240.51918100001055,240.50186580000445,240.5018967000069,240.51918100001055,240.51918100001055,240.51918100001055,242.1533248000196,left,0.0,24.48737649997929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
left,left,speed,,,,,0.0,0.0,0.0,1.0,19.0,1.0,39.0,0.0,242.167359300016,,,,,,,,,242.1540354000172,242.9673302000156,243.769119900011,243.75168470002245,243.7517181999865,243.769119900011,243.769119900011,243.769119900011,245.1874946000171,left,1.0,24.27450120000867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-004,1.0,random_dot,59.97746047328442,
