direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,stimulusDots.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 73
,,,,,,,,,,,,,,,,,0.0065209999447688,0.0120820999145507,0.0120820999145507,41.64021609991323,space,66.75842389999889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,,0.0,0.0,0.0,0.0,,,,,,,,,41.66384439996909,,,,,,,,,41.660716100013815,42.45425909990445,43.25457099999767,43.238007799955085,43.238038199953735,43.25457099999767,43.25457099999767,43.25457099999767,45.68778389994986,left,1.0,27.57461340003647,,45.68881079996936,45.70208780001849,46.20193609991111,46.185933299944736,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,,0.0,1.0,1.0,1.0,,,,,,,,,46.20193609991111,,,,,,,,,46.18636900000274,46.30192719993647,47.10234300000593,47.08595320000313,47.0859964999836,47.10234300000593,47.10234300000593,47.10234300000593,50.318650999921374,left,0.0,28.34545830008574,,50.31966249994002,50.33468849991914,,50.83260089997202,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,,1.0,0.0,2.0,1.0,,,,,,,,,50.84915219992399,,,,,,,,,50.83318949991372,51.63199599995278,52.432377799996175,52.41519969992805,52.415214699925855,52.432377799996175,52.432377799996175,52.432377799996175,55.78155829990283,left,0.0,28.478052200051025,,55.78228849999141,55.79603749990929,56.295726599986665,56.27958319999743,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,,1.0,1.0,3.0,0.0,,,,,,,,,56.295726599986665,,,,,,,,,56.27993119996973,56.39583269995637,57.19614789995831,57.17963259993121,57.17966909997631,57.19614789995831,57.19614789995831,57.19614789995831,61.34532369999215,right,0.0,29.277666400070306,,61.346323799924,61.35941519995686,61.85897569998633,61.84326739993412,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,61.85897569998633,,,,,,,,,61.84384380001575,61.95907450001687,62.75943659991026,62.74246909993235,62.7424963999074,62.75943659991026,62.75943659991026,62.75943659991026,69.35636619990692,left,1.0,31.737697800039317,,69.35708759992849,69.37109739996959,69.87081809993833,69.85507920000236,67.75617919990327,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,69.87081809993833,,,,,,,,,69.85579469997901,69.97076669998933,70.77084429992829,70.75381249992643,70.75382839993108,70.77084429992829,70.77084429992829,70.77084429992829,75.93531289999373,left,0.0,30.30658120010048,,75.93567069992423,75.95001189992763,76.45001269993372,76.43414489994757,75.76799019996542,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,76.45001269993372,,,,,,,,,76.43468669999857,76.54999540001154,77.35035099997185,77.3333328999579,77.33335560001433,77.35035099997185,77.35035099997185,77.35035099997185,83.23070710001048,left,1.0,31.0101791000925,,83.2310342999408,83.24599969992414,83.74557369994,83.72996359993704,82.34719409991521,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,83.74557369994,,,,,,,,,83.73063269990962,84.9448019999545,85.74508969997987,85.72836389997974,85.7283890999388,85.74508969997987,85.74508969997987,85.74508969997987,88.21153919992503,right,1.0,27.60506010008976,,88.21222939994186,88.22612559993286,88.72587179997936,88.71016739995684,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,88.72587179997936,,,,,,,,,88.71095139998943,89.9251506999135,90.72559389995877,90.70888179994654,90.7089170999825,90.72559389995877,90.72559389995877,90.72559389995877,93.55811799992809,left,1.0,27.96900010004174,,93.55881319998298,93.57284499995876,94.0726590999402,94.05725929990876,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,94.0726590999402,,,,,,,,,94.05818099994212,94.4222837999696,95.2227746999124,95.2060749999946,95.20610830001532,95.2227746999124,95.2227746999124,95.2227746999124,98.40489429992158,right,1.0,28.310489799943756,,98.40529849997256,98.41987209999934,98.9194916000124,98.9033431999851,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,,5.0,0.0,10.0,0.0,,,,,,,,,98.9194916000124,,,,,,,,,98.90364089992364,99.2695425999118,100.06967210001312,100.05279240000527,100.05281549994834,100.06967210001312,100.06967210001312,100.06967210001312,101.80290499993134,left,1.0,26.87659620004706,,101.80343410000204,101.81776279991028,102.31737299996894,102.30148479994386,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,,5.0,1.0,11.0,1.0,,,,,,,,,102.31737299996894,,,,,,,,,102.30196889990476,103.51677250000648,104.31706169992684,104.30018299992662,104.30020249995869,104.31706169992684,104.31706169992684,104.31706169992684,107.96601769991685,right,1.0,28.790241900016557,,107.9667054999154,107.98060929996429,108.48026489990298,108.46429659996647,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,,6.0,0.0,12.0,1.0,,,,,,,,,108.48026489990298,,,,,,,,,108.46478749997914,108.58029660000466,109.38064399990252,109.3636938999407,109.3637137999758,109.38064399990252,109.38064399990252,109.38064399990252,112.54652039997744,right,1.0,28.308459800085984,,112.54721250000875,112.56112179998308,113.0607773999218,113.04487019998489,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,,6.0,1.0,13.0,0.0,,,,,,,,,113.0607773999218,,,,,,,,,113.04536009998992,114.26000789995304,115.06052960001398,115.043750599958,115.0437800999498,115.06052960001398,115.06052960001398,115.06052960001398,118.009857499972,left,1.0,28.092846700106747,,118.01046189991756,118.02444700000342,118.5240299999714,118.50825359998272,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,,7.0,0.0,14.0,0.0,,,,,,,,,118.5240299999714,,,,,,,,,118.508755799965,118.87399549991824,119.67439059994648,119.65730500000063,119.65731789998244,119.67439059994648,119.67439059994648,119.67439059994648,123.506443799939,left,1.0,28.972311199991964,,123.50704289996064,123.52107359992806,124.02074449998328,124.00484399998096,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,,7.0,1.0,15.0,1.0,,,,,,,,,124.02074449998328,,,,,,,,,124.00533019995784,124.819995299913,125.62034409993794,125.60323689994402,125.60325059993193,125.62034409993794,125.62034409993794,125.62034409993794,128.86967239994556,right,1.0,28.39192239998374,,128.87016189994756,128.88441119994968,129.3840949999867,129.36810739990324,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,,8.0,0.0,16.0,1.0,,,,,,,,,129.3840949999867,,,,,,,,,129.36853279999923,129.73391399998218,130.5342466000002,130.51730119995773,130.51732049998827,130.5342466000002,130.5342466000002,130.5342466000002,133.18359749997035,left,0.0,27.7909828000702,,133.18395500001498,133.19844820001163,133.69811959995425,133.68207979993895,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,,8.0,1.0,17.0,0.0,,,,,,,,,133.69811959995425,,,,,,,,,133.68250829994213,134.49766090000048,135.29795999999624,135.28116699995007,135.2811935999198,135.29795999999624,135.29795999999624,135.29795999999624,136.8316089999862,left,1.0,26.662729900097474,,136.8322606999427,136.8462502999464,137.3459536000155,137.32968650001567,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,,9.0,0.0,18.0,0.0,,,,,,,,,137.3459536000155,,,,,,,,,137.33003319997806,137.44593329995405,138.24625759990886,138.22921639995184,138.2292393000098,138.24625759990886,138.24625759990886,138.24625759990886,141.97840659995563,left,1.0,28.86767659999896,,141.9790048999712,141.99302719999105,142.49276789999567,142.47660559997894,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,,9.0,1.0,19.0,1.0,,,,,,,,,142.49276789999567,,,,,,,,,142.47684439993463,143.29227839992382,144.09266580000985,144.0755689999787,144.0755852999864,144.09266580000985,144.09266580000985,144.09266580000985,146.32572650001384,right,1.0,27.366655600024387,,146.3263601999497,146.34041439997964,146.84021509997547,146.8242365999613,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.82432409992907,146.84021509997547,146.84021509997547,154.0709654999664,space,32.371593400021084,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0710257999599,154.08605089993216,154.08605089993216,162.98075559991412,space,34.03255700005684,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.3272504999768,,,,,,,,,167.3165042999899,168.5268673999235,169.327218899969,169.31082979997154,169.31088130001444,169.327218899969,169.327218899969,169.327218899969,169.81121790001637,right,0.0,25.62032370013185,,,,,,,,,,,,,,,,,,,,,162.98323569993954,162.996721399948,162.996721399948,167.31147770001553,space,29.44546060007997,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,169.82588039990517,,,,,,,,,169.8126950999722,170.62548609997611,171.42581990000326,171.4089070999762,171.40892899991013,171.42581990000326,171.42581990000326,171.42581990000326,173.6418943000026,right,1.0,27.348756300052628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,173.65690850000829,,,,,,,,,173.64261569990776,174.4563877999317,175.25690679997206,175.2403828999959,175.24041939992458,175.25690679997206,175.25690679997206,175.25690679997206,176.27431309991516,left,1.0,26.147201900021173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,176.2885938999243,,,,,,,,,176.27580189995933,176.63845209998544,177.43878580001183,177.42196029995102,177.42198859993368,177.43878580001183,177.43878580001183,177.43878580001183,179.18941290001385,left,0.0,26.892647300031967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,179.20356319996063,,,,,,,,,179.19123629992828,179.3034879999468,180.10383139993064,180.08696139999665,180.08698619995266,180.10383139993064,180.10383139993064,180.10383139993064,181.72156939993147,left,0.0,26.760934000019915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
left,left,accuracy,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,181.73528869997244,,,,,,,,,181.72352699993644,182.93438280001283,183.7349422000116,183.71795089996888,183.7179727999028,183.7349422000116,183.7349422000116,183.7349422000116,188.23350089997984,right,0.0,29.640157400048334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
right,right,accuracy,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,188.24792489991523,,,,,,,,,188.2349938999396,189.44735529995523,190.2477990000043,190.23122199997303,190.23127419990487,190.2477990000043,190.2477990000043,190.2477990000043,194.81254539999645,right,1.0,29.705110100097954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-230,1.0,random_dot,60.06842991699003,
