direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
left,left,accuracy,,,,,0,1,1,0,23,1,47,0,481.7787994,,,,,,,,,481.7670218,482.5793537,483.3803468,483.3642129,483.3642569,483.3803468,483.3803468,483.3803468,,484.1316553,left,1,31.2009561,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,24,0,48,0,484.1458431,,,,,,,,,484.1340673,484.4957431,485.2961116,485.2806103,485.280654,485.2961116,485.2961116,485.2961116,,486.3487946,right,0,31.5037287,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,24,1,49,1,486.3620342,,,,,,,,,486.3512463,486.7122624,487.512949,487.4976855,487.4977281,487.512949,487.512949,487.512949,,488.3141483,left,0,31.2510933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,25,0,50,0,488.3289623,,,,,,,,,488.31597,489.1287892,489.9292361,489.9137192,489.9137722,489.9292361,489.9292361,489.9292361,,490.7152269,left,1,31.2340591,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,25,1,51,1,490.7288806,,,,,,,,,490.7176303,490.8290783,491.6295656,491.6136395,491.6136814,491.6295656,491.6295656,491.6295656,,492.2811242,right,1,31.1018746,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,26,0,52,1,492.295163,,,,,,,,,492.2830589,493.0952057,493.8956917,493.8802496,493.8803117,493.8956917,493.8956917,493.8956917,,494.7804523,right,1,31.3407834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,26,1,53,0,494.7950309,,,,,,,,,494.782539,495.5948931,496.395701,496.3794759,496.3795233,496.395701,496.395701,496.395701,,497.0973104,left,1,31.1491966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,27,0,54,0,497.1115725,,,,,,,,,497.0993313,498.3115196,499.1121444,499.0965399,499.0965837,499.1121444,499.1121444,499.1121444,,499.813903,left,1,31.1531882,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,27,1,55,1,499.8279841,,,,,,,,,499.8162285,500.1785199,500.9783919,500.9628367,500.9628768,500.9783919,500.9783919,500.9783919,,502.0642642,right,1,31.540949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,28,0,56,0,502.0778465,,,,,,,,,502.0661875,502.4280705,503.2286462,503.2119949,503.2120196,503.2286462,503.2286462,503.2286462,,503.9978185,left,1,31.2261527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,28,1,57,1,504.011137,,,,,,,,,503.9998715,505.2110452,506.0115619,505.9964396,505.9965404,506.0115619,506.0115619,506.0115619,,508.5632124,right,1,33.0031438,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,accuracy,,,,,0,1,1,0,29,0,58,0,508.577253,,,,,,,,,508.5651536,508.9274539,509.7282211,509.7124913,509.712545,509.7282211,509.7282211,509.7282211,,510.5959438,left,1,31.3146531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,accuracy,,,,,0,1,1,0,29,1,59,1,510.610704,,,,,,,,,510.59796,510.9610985,511.7620079,511.7458699,511.7459275,511.7620079,511.7620079,511.7620079,,512.129697,right,1,30.8237838,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
,,accuracy,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.1308797,512.1440512,517.1438599,517.1296833,,,,,,,
