direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
left,left,,5,0,10,0,,,,,,,,,91.1656412,,,,,,,,,91.1527536,91.5158902,92.3160576,92.3005092,92.300575,92.3160576,92.3160576,92.3160576,,94.8018799,left,1,32.9375008,None,94.8029547,94.8154469,95.3009789,95.3158879,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,,5,1,11,1,,,,,,,,,95.3158879,,,,,,,,,95.3022706,96.1152496,96.9159742,96.9003169,96.9003707,96.9159742,96.9159742,96.9159742,,100.2177465,left,0,33.751444,None,100.218711,100.2315532,100.7171483,100.7318429,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,,6,0,12,1,,,,,,,,,100.7318429,,,,,,,,,100.7180838,100.8318013,101.6324186,101.6166164,101.6166752,101.6324186,101.6324186,101.6324186,,103.5676437,left,0,32.3811603,None,103.5685129,103.5820164,104.0657318,104.0814467,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,,6,1,13,0,,,,,,,,,104.0814467,,,,,,,,,104.0662394,104.8816414,105.6820295,105.6658305,105.6658715,105.6820295,105.6820295,105.6820295,,107.9000874,left,1,32.6756535,None,107.9008182,107.9144804,108.4001282,108.4145073,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,,7,0,14,1,,,,,,,,,108.4145073,,,,,,,,,108.4012238,109.6147767,110.4151437,110.3997891,110.3998411,110.4151437,110.4151437,110.4151437,115.4158153,116.650071,left,0,36.6882028,None,116.6509221,116.6639839,117.1481871,117.1640556,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,,7,1,15,0,,,,,,,,,117.1640556,,,,,,,,,117.1488556,117.9644507,118.7651234,118.7492641,118.749327,118.7651234,118.7651234,118.7651234,,120.6162633,left,1,32.3056335,None,120.6171795,120.6305826,121.1162681,121.1307511,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,,8,0,16,1,,,,,,,,,121.1307511,,,,,,,,,121.1174014,121.9309343,122.7316727,122.7157347,122.7157797,122.7316727,122.7316727,122.7316727,,123.5162655,right,1,31.2347609,None,123.517273,123.5305281,124.015535,124.030423,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,,8,1,17,0,,,,,,,,,124.030423,,,,,,,,,124.0165402,125.2307279,126.0311995,126.0155584,126.0156081,126.0311995,126.0311995,126.0311995,,128.9163908,left,1,33.3309039,None,128.917533,128.9305434,129.4154112,129.4302268,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,,9,0,18,1,,,,,,,,,129.4302268,,,,,,,,,129.4164007,129.5305538,130.3313186,130.3151819,130.3152309,130.3313186,130.3313186,130.3313186,,131.1999007,right,1,31.3190802,None,131.2007877,131.2134138,131.6983509,131.7136234,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,,9,1,19,0,,,,,,,,,131.7136234,,,,,,,,,131.6990744,131.8134746,132.6139465,132.5979234,132.5979665,132.6139465,132.6139465,132.6139465,,133.8989286,left,1,31.7380272,None,133.899801,133.9132729,134.3990928,134.413502,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.3992407,134.413502,134.413502,143.4654163,space,39.5031612,None,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.4654834,143.4798881,143.4798881,153.6146687,space,40.5849454,None,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,0,0,0,1,160.9616718,,,,,,,,,160.9527197,161.0616413,161.8624448,161.8456183,161.8456456,161.8624448,161.8624448,161.8624448,,163.0310385,right,1,31.6185923,None,,,,,,,,,,,,,,,,,,,153.622957,153.6490457,153.6490457,160.9460905,space,37.7450949,None,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,0,1,1,0,163.0451545,,,,,,,,,163.0339852,163.1450192,163.9459233,163.9304426,163.9304986,163.9459233,163.9459233,163.9459233,,164.8471339,left,1,31.3574971,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,1,0,2,1,164.8618684,,,,,,,,,164.8484009,166.0621207,166.8625101,166.8467268,166.8468024,166.8625101,166.8625101,166.8625101,,169.0653207,left,0,32.6591981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,1,1,3,0,169.0781369,,,,,,,,,169.0676438,170.2784128,171.0792116,171.0639168,171.06396,171.0792116,171.0792116,171.0792116,,172.3978672,right,0,31.7737111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,2,0,4,1,172.4114636,,,,,,,,,172.4005538,173.2117828,174.0120512,173.9961596,173.9962163,174.0120512,174.0120512,174.0120512,,174.814485,left,0,31.2596039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,2,1,5,0,174.8280394,,,,,,,,,174.8167296,175.1782549,175.9784785,175.9629831,175.9630814,175.9784785,175.9784785,175.9784785,,178.6305816,right,0,33.0998423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,3,0,6,0,178.6444917,,,,,,,,,178.6328929,179.8448244,180.6450524,180.6297906,180.6298387,180.6450524,180.6450524,180.6450524,,181.8309309,left,1,31.6460545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,3,1,7,1,181.8443219,,,,,,,,,181.8332403,182.6446702,183.4448639,183.4284712,183.4285001,183.4448639,183.4448639,183.4448639,,186.1630458,right,1,33.1726862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,4,0,8,0,186.1775417,,,,,,,,,186.1652186,186.5277438,187.3285865,187.312545,187.3125883,187.3285865,187.3285865,187.3285865,,188.5311515,right,0,31.659594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,4,1,9,1,188.5438927,,,,,,,,,188.5347885,188.6440129,189.4446245,189.4289119,189.4289578,189.4446245,189.4446245,189.4446245,,190.3799825,left,0,31.3813719,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,5,0,10,0,190.3939277,,,,,,,,,190.3823069,190.4941789,191.2945898,191.2788984,191.2789443,191.2945898,191.2945898,191.2945898,,193.1293879,left,1,32.2858873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,5,1,11,1,193.1436313,,,,,,,,,193.131116,193.4937176,194.2940932,194.2789811,194.2790434,194.2940932,194.2940932,194.2940932,,194.9620777,right,1,31.1258901,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,6,0,12,1,194.9770704,,,,,,,,,194.9635922,195.777124,196.5774331,196.5618229,196.5618631,196.5774331,196.5774331,196.5774331,,197.412989,right,1,31.2864575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,6,1,13,0,197.4268341,,,,,,,,,197.4151588,197.5267848,198.327815,198.3122362,198.3122841,198.327815,198.327815,198.327815,,200.0799589,left,1,32.2015109,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,7,0,14,0,200.0931878,,,,,,,,,200.0822121,201.2933916,202.0941672,202.0782713,202.0783276,202.0941672,202.0941672,202.0941672,,204.8952,right,0,33.259709,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,7,1,15,1,204.9097041,,,,,,,,,204.8967818,206.1100302,206.9107226,206.8952996,206.8953506,206.9107226,206.9107226,206.9107226,,207.762452,left,0,31.3077535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,8,0,16,1,207.7764683,,,,,,,,,207.7641978,207.876422,208.6768194,208.6613259,208.6613945,208.6768194,208.6768194,208.6768194,,209.6955134,right,1,31.4643864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,8,1,17,0,209.7093007,,,,,,,,,209.698183,210.5099149,211.3102799,211.294692,211.2947431,211.3102799,211.3102799,211.3102799,,212.6946301,left,1,31.8313701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,9,0,18,1,212.7090875,,,,,,,,,212.6966006,213.9095192,214.7101607,214.6942661,214.6943103,214.7101607,214.7101607,214.7101607,,215.4291666,right,1,31.1716213,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,9,1,19,0,215.4426026,,,,,,,,,215.4315553,216.6426798,217.4429859,217.427879,217.4279433,217.4429859,217.4429859,217.4429859,,218.213395,left,1,31.2303466,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,10,0,20,1,218.225765,,,,,,,,,218.2160817,218.5759452,219.3765386,219.3601369,219.3601723,219.3765386,219.3765386,219.3765386,,220.1286205,right,1,31.1987388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,10,1,21,0,220.1422061,,,,,,,,,220.1317205,220.9425636,221.7427456,221.7267376,221.7267953,221.7427456,221.7427456,221.7427456,,222.4291604,right,0,31.1423098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,11,0,22,0,222.4422112,,,,,,,,,222.4313192,223.6425235,224.4430101,224.4269976,224.4270635,224.4430101,224.4430101,224.4430101,,225.177787,left,1,31.1815947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,11,1,23,1,225.1920403,,,,,,,,,225.1795819,225.2921792,226.0929516,226.0770788,226.0771333,226.0929516,226.0929516,226.0929516,,227.5785616,left,0,31.9361099,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,12,0,24,1,227.5917771,,,,,,,,,227.5809809,227.9418395,228.7425471,228.7269125,228.7269528,228.7425471,228.7425471,228.7425471,,230.5434072,right,1,32.2515441,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,12,1,25,0,230.558425,,,,,,,,,230.5447153,230.9087588,231.7094322,231.6937016,231.693749,231.7094322,231.7094322,231.7094322,,232.9963383,right,0,31.745916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,13,0,26,1,233.0081446,,,,,,,,,232.9990963,233.3584571,234.1593022,234.1430926,234.1431924,234.1593022,234.1593022,234.1593022,,236.0460823,left,0,32.3461385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,13,1,27,0,236.0579814,,,,,,,,,236.049505,236.4081709,237.2086497,237.1929866,237.1930323,237.2086497,237.2086497,237.2086497,,238.8945446,left,1,32.1464956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,14,0,28,0,238.9078912,,,,,,,,,238.8965628,239.7082841,240.5085069,240.4930352,240.4931342,240.5085069,240.5085069,240.5085069,,241.6609799,right,0,31.6022307,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,14,1,29,1,241.674663,,,,,,,,,241.6632448,242.4748877,243.2752129,243.2589239,243.2589639,243.2752129,243.2752129,243.2752129,,246.2785431,left,0,33.4630037,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,15,0,30,0,246.2911543,,,,,,,,,246.2804822,247.091406,247.8920735,247.8761116,247.8761561,247.8920735,247.8920735,247.8920735,,249.2260491,right,0,31.7923302,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,15,1,31,1,249.2409778,,,,,,,,,249.2273701,249.3409595,250.141441,250.1261416,250.1261868,250.141441,250.141441,250.141441,,250.9772834,left,0,31.2965211,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,16,0,32,0,250.9909543,,,,,,,,,250.9792169,251.0912791,251.8915835,251.8761552,251.8762029,251.8915835,251.8915835,251.8915835,,254.1440333,right,0,32.7012265,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,16,1,33,1,254.1575391,,,,,,,,,254.1466569,255.3570662,256.1581896,256.1425215,256.1425782,256.1581896,256.1581896,256.1581896,,256.9759305,right,1,31.2646156,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,17,0,34,1,256.9907708,,,,,,,,,256.9778525,257.0903521,257.8911652,257.8752901,257.8753467,257.8911652,257.8911652,257.8911652,,259.4434559,left,0,32.0015168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,17,1,35,0,259.4569836,,,,,,,,,259.4456677,260.6569519,261.457658,261.4418324,261.4418767,261.457658,261.457658,261.457658,,263.1763743,right,0,32.1790549,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,18,0,36,0,263.1904349,,,,,,,,,263.1783097,263.5403518,264.3407687,264.3249333,264.3249985,264.3407687,264.3407687,264.3407687,,265.942406,left,1,32.0569951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,18,1,37,1,265.9566217,,,,,,,,,265.944441,266.0567735,266.8574003,266.8415034,266.8415667,266.8574003,266.8574003,266.8574003,,268.4764908,right,1,32.0751239,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
left,left,speed,,,,,0,0,0,1,19,0,38,0,268.4896954,,,,,,,,,268.4795801,269.2898858,270.0903477,270.074073,270.0741176,270.0903477,270.0903477,270.0903477,,271.1926589,right,0,31.5625331,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,19,1,39,1,271.2066068,,,,,,,,,271.1943344,271.3067213,272.107378,272.0915696,272.0916346,272.107378,272.107378,272.107378,,273.7759268,left,0,32.1241853,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
right,right,speed,,,,,0,0,0,1,20,0,40,1,273.7897525,,,,,,,,,273.7778097,274.5897528,275.39054,275.3746229,275.3746745,275.39054,275.39054,275.39054,,276.9918049,right,1,32.0569083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-009,1,2025-03-13_13h35.53.489,random_dot,03.02.2023,60.10955566,2025-03-13 13h36.17.225042 +0100
