direction,corrAns,randomInstr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,respDots.keys,respDots.corr,respDots.rt,respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 72
,,,,,,,,,,,,,,,,,0.0032572999989497,0.0068163999967509,0.0068163999967509,15.93416199999774,space,15.915357900004892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,,0.0,0.0,0.0,1.0,,,,,,,,,15.9493169999987,,,,,,,,,15.945092499998282,16.2991875000007,17.099587099997734,17.0830982999978,17.083126599995012,17.099587099997734,17.099587099997734,17.099587099997734,22.09857699999702,27.99922030000016,right,1.0,10.897160499996971,,28.000217499997238,28.01549779999914,28.51401110000006,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,,0.0,1.0,1.0,0.0,,,,,,,,,28.530413000000408,,,,,,,,,28.514534099995217,28.61369269999705,29.41417139999976,29.39768529999856,29.39771219999966,29.41417139999976,29.41417139999976,29.41417139999976,,30.66500429999724,left,1.0,1.2345174000001862,,30.66568539999571,30.680273999998462,31.16404179999517,31.180164999997945,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,,1.0,0.0,2.0,0.0,,,,,,,,,31.180164999997945,,,,,,,,,31.16454579999845,31.530023999999685,32.330355099999,32.31399089999468,32.31401719999849,32.330355099999,32.330355099999,32.330355099999,37.32953979999729,38.11393959999987,right,0.0,5.770679599998402,,38.11460629999783,38.12919229999534,38.61304859999655,38.62881419999758,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,,1.0,1.0,3.0,1.0,,,,,,,,,38.62881419999758,,,,,,,,,38.61353689999669,39.8287388999961,40.6289711999998,40.61268069999642,40.612707899999805,40.6289711999998,40.6289711999998,40.6289711999998,,42.146687000000384,right,1.0,1.5031243999983417,,42.14735579999979,42.16169479999371,42.64594070000021,42.66148489999614,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,,2.0,0.0,4.0,0.0,,,,,,,,,42.66148489999614,,,,,,,,,42.64643849999993,43.861362600000575,44.66170129999955,44.645135399994615,44.64516200000071,44.66170129999955,44.66170129999955,44.66170129999955,,47.67909149999468,right,0.0,3.005397599998105,,47.67976279999857,47.69421879999573,48.17797309999878,48.19397339999705,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,,2.0,1.0,5.0,1.0,,,,,,,,,48.19397339999705,,,,,,,,,48.17846509999799,48.54399899999407,49.34415359999548,49.32778889999463,49.32781579999573,49.34415359999548,49.34415359999548,49.34415359999548,54.32662029999483,54.44400689999748,right,1.0,5.089633000003232,,54.44438579999405,54.45956450000085,54.94308099999762,54.95945379999466,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,,3.0,0.0,6.0,0.0,,,,,,,,,54.95945379999466,,,,,,,,,54.94336099999782,55.75945169999613,56.55962079999881,56.543222699998296,56.54324919999635,56.55962079999881,56.55962079999881,56.55962079999881,,57.52746629999456,left,1.0,0.9621485000025132,,57.52812939999421,57.542378799997095,58.02647050000087,58.042451499997696,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,,3.0,1.0,7.0,1.0,,,,,,,,,58.042451499997696,,,,,,,,,58.02696009999636,59.24232029999985,60.0423781999998,60.0261035999938,60.0261301999999,60.0423781999998,60.0423781999998,60.0423781999998,,61.49334850000014,right,1.0,1.4453768000021228,,61.49402359999658,61.50844499999948,61.99245579999842,62.00830699999642,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,,4.0,0.0,8.0,0.0,,,,,,,,,62.00830699999642,,,,,,,,,61.99295339999662,62.808368499994685,63.60875149999629,63.59217859999626,63.59220529999584,63.60875149999629,63.60875149999629,63.60875149999629,,64.55993569999555,left,1.0,0.9499087000003784,,64.56060089999664,64.57464639999671,65.05857169999945,65.0746094999995,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,,4.0,1.0,9.0,1.0,,,,,,,,,65.0746094999995,,,,,,,,,65.0590630000006,65.87443530000019,66.67472329999873,66.6583049999972,66.65833169999678,66.67472329999873,66.67472329999873,66.67472329999873,,68.09242509999603,right,1.0,1.415837200001988,,68.09309249999933,68.10746129999461,68.59140489999845,68.60739029999968,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,,5.0,0.0,10.0,1.0,,,,,,,,,68.60739029999968,,,,,,,,,68.59189589999733,69.40713239999604,70.20753599999443,70.19110329999967,70.19113039999502,70.20753599999443,70.20753599999443,70.20753599999443,,73.42490539999562,right,1.0,3.207544400000188,,73.42557639999723,73.43991229999665,73.92388049999863,73.93985419999808,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,,5.0,1.0,11.0,0.0,,,,,,,,,73.93985419999808,,,,,,,,,73.92436919999454,75.13957239999581,75.9399265999964,75.92360389999521,75.92363009999826,75.9399265999964,75.9399265999964,75.9399265999964,,76.82429309999861,left,1.0,0.8677743000007467,,76.82495989999734,76.83938009999838,77.32326159999502,77.3392778999987,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,,6.0,0.0,12.0,0.0,,,,,,,,,77.3392778999987,,,,,,,,,77.3237375999961,77.68922409999504,78.48958219999622,78.47325869999622,78.47328669999843,78.48958219999622,78.48958219999622,78.48958219999622,,79.72399880000012,left,1.0,1.2257107999976142,,79.7246684999991,79.7390349999987,80.22286650000024,80.23879089999537,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,,6.0,1.0,13.0,1.0,,,,,,,,,80.23879089999537,,,,,,,,,80.22335639999801,81.43863919999421,82.23882239999512,82.2226026999997,82.2226284999997,82.23882239999512,82.23882239999512,82.23882239999512,,82.92330070000025,right,1.0,0.6768972999998368,,82.92398129999492,82.93844479999825,83.42234959999769,83.43838849999884,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,,7.0,0.0,14.0,1.0,,,,,,,,,83.43838849999884,,,,,,,,,83.42284129999462,83.53841370000009,84.33859020000091,84.3218654999946,84.32188479999604,84.33859020000091,84.33859020000091,84.33859020000091,,85.52321989999473,left,0.0,1.1833580000020447,,85.52388349999819,85.53793659999792,86.02191329999914,86.03777119999722,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,,7.0,1.0,15.0,0.0,,,,,,,,,86.03777119999722,,,,,,,,,86.0224104999943,86.38788509999722,87.18827059999603,87.17178779999813,87.17181459999847,87.18827059999603,87.18827059999603,87.18827059999603,,88.17236059999414,left,1.0,0.9669072999968192,,88.17302979999658,88.18779229999927,88.67145270000037,88.68731879999541,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,,8.0,0.0,16.0,0.0,,,,,,,,,88.68731879999541,,,,,,,,,88.67194749999908,89.03738850000082,89.83790449999651,89.82117540000036,89.82120209999994,89.83790449999651,89.83790449999651,89.83790449999651,,91.1221149999983,right,0.0,1.2760640999986208,,91.1227804999944,91.13700439999955,91.62112839999465,91.63695229999576,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,,8.0,1.0,17.0,1.0,,,,,,,,,91.63695229999576,,,,,,,,,91.62163339999825,92.83677909999824,93.63703859999804,93.62059030000091,93.62061719999474,93.63703859999804,93.63703859999804,93.63703859999804,,94.67143439999928,right,1.0,1.0254841999994824,,94.67209000000004,94.68653619999532,95.1705282999974,95.18643669999436,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,,9.0,0.0,18.0,1.0,,,,,,,,,95.18643669999436,,,,,,,,,95.17103339999449,95.28649310000036,96.08650239999406,96.07024299999466,96.0702702999988,96.08650239999406,96.08650239999406,96.08650239999406,,100.98689509999532,left,0.0,4.886930400003621,,100.98755990000063,101.00211789999594,101.48596719999478,101.50205809999898,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,,9.0,1.0,19.0,0.0,,,,,,,,,101.50205809999898,,,,,,,,,101.48646759999974,102.70191469999554,103.50229959999706,103.48603239999647,103.48605939999834,103.50229959999706,103.50229959999706,103.50229959999706,,104.33658209999705,left,1.0,0.8190915000013774,,104.3372534999944,104.3514498999939,104.8354518999986,104.85155929999746,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.83553530000064,104.85155929999746,104.85155929999746,108.06907739999588,space,3.21604930000467,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0691261999964,108.08446019999974,108.08446019999974,114.80133479999496,space,6.707704299995385,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,116.73307029999704,,,,,,,,,116.7265269999989,117.5326350999967,118.33311729999696,118.3167717999968,118.31680079999931,118.33311729999696,118.33311729999696,118.33311729999696,123.3323223999978,124.2163922999971,right,0.0,5.875337899997248,,,,,,,,,,,,,,,,,,,,114.8068534999984,114.83479190000072,114.83479190000072,116.7175799999968,space,1.877482899995812,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,124.2316234999962,,,,,,,,,124.21731429999636,124.33159149999848,125.13192770000023,125.11551869999676,125.11554529999556,125.13192770000023,125.13192770000023,125.13192770000023,,125.96631089999572,right,1.0,0.8221687999975984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,125.98140339999372,,,,,,,,,125.96762849999504,126.08142779999616,126.88199489999532,126.86524129999452,126.8652682999964,126.88199489999532,126.88199489999532,126.88199489999532,,127.83270079999784,left,1.0,0.9351370000003952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,127.84775159999845,,,,,,,,,127.83399999999529,128.64751499999693,129.44792790000065,129.43145519999962,129.43148239999573,129.44792790000065,129.44792790000065,129.44792790000065,,130.19898239999748,right,1.0,0.7454416000036872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,130.21409069999936,,,,,,,,,130.20027479999408,131.41399929999898,132.2140242999958,132.19775829999708,132.19778469999437,132.2140242999958,132.2140242999958,132.2140242999958,,133.73158970000077,right,1.0,1.5085055000017746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,133.74666719999368,,,,,,,,,133.73289769999974,134.09671919999528,134.8970085999972,134.8806425999937,134.88066879999678,134.8970085999972,134.8970085999972,134.8970085999972,,135.84808849999536,left,1.0,0.9399922000011428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,135.86312109999562,,,,,,,,,135.8493868000005,137.06280709999555,137.8630892000001,137.84680169999774,137.84682939999766,137.8630892000001,137.8630892000001,137.8630892000001,,139.5141266999999,right,1.0,1.6424961000011535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,0.0,139.52928679999604,,,,,,,,,139.51540810000006,140.72889790000045,141.52943099999538,141.51295099999697,141.51297799999884,141.52943099999538,141.52943099999538,141.52943099999538,,143.71354699999938,left,1.0,2.174241199994867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,143.72850079999623,,,,,,,,,143.71484439999767,144.07831659999647,144.87875099999656,144.86238559999765,144.86241219999647,144.87875099999656,144.87875099999656,144.87875099999656,,146.26312150000012,right,1.0,1.3799714000051608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,146.27798099999927,,,,,,,,,146.2644780999981,147.47804289999476,148.27817900000082,148.26164759999665,148.26167419999547,148.27817900000082,148.27817900000082,148.27817900000082,,149.82926819999557,left,1.0,1.5463893999985885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,1.0,149.84418949999963,,,,,,,,,149.8305981999947,151.0439516999977,151.84416999999667,151.82786019999912,151.8278871999937,151.84416999999667,151.84416999999667,151.84416999999667,,152.5618125999972,right,1.0,0.7160192000010284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,152.57695909999893,,,,,,,,,152.56302429999778,152.92701059999672,153.72731439999916,153.71077559999685,153.71080219999567,153.72731439999916,153.72731439999916,153.72731439999916,,156.06131629999436,right,0.0,2.320094299997436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,156.07651919999626,,,,,,,,,156.06261529999756,156.87647260000085,157.67666979999922,157.6601503999991,157.6601770999987,157.67666979999922,157.67666979999922,157.67666979999922,,160.17777039999785,left,1.0,2.49988250000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,160.19248669999797,,,,,,,,,160.17907739999646,161.39218219999748,162.19260599999689,162.17647869999928,162.1765052999981,162.19260599999689,162.19260599999689,162.19260599999689,,162.94384709999576,right,1.0,0.7493038000029628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,162.95867010000077,,,,,,,,,162.9451912000004,163.05869909999456,163.85892929999682,163.84256469999673,163.8425916999986,163.85892929999682,163.85892929999682,163.85892929999682,,166.72651529999712,right,1.0,2.865237600002729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,166.74154749999434,,,,,,,,,166.72782059999736,167.09136049999506,167.8916723000002,167.875266199997,167.87529359999462,167.8916723000002,167.8916723000002,167.8916723000002,,171.69216849999793,left,1.0,3.7902397999932873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,171.70716819999507,,,,,,,,,171.6934914999947,172.50718249999773,173.30745249999745,173.2910358999943,173.29106279999542,173.30745249999745,173.30745249999745,173.30745249999745,,174.07507020000048,right,1.0,0.7643774000025587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,174.09027259999857,,,,,,,,,174.07636739999725,175.29004580000037,176.09033210000052,176.07380199999898,176.0738285999978,176.09033210000052,176.09033210000052,176.09033210000052,,176.99121249999737,left,1.0,0.8996020999984466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,177.0064201999994,,,,,,,,,176.9924219999957,178.2062805999958,179.00661019999825,178.99008329999924,178.9901097999973,179.00661019999825,179.00661019999825,179.00661019999825,,179.85742339999706,right,1.0,0.8434312000026694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,0.0,179.87262779999585,,,,,,,,,179.8587355999989,180.22247299999435,181.0228893999956,181.0064505999981,181.0064777000007,181.0228893999956,181.0228893999956,181.0228893999956,,181.92391329999373,left,1.0,0.8914390999998432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,181.9389863999968,,,,,,,,,181.9252520000009,182.73890749999555,183.5393380999958,183.5227391000008,183.52276609999532,183.5393380999958,183.5393380999958,183.5393380999958,,184.2068109999964,right,1.0,0.657955700000457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,184.2218132999988,,,,,,,,,184.2081208999953,184.57175709999865,185.37202109999637,185.3556485999943,185.35567479999736,185.37202109999637,185.37202109999637,185.37202109999637,,186.12321939999677,left,1.0,0.7447410999957356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,186.1381971999945,,,,,,,,,186.12453439999808,187.3382156000007,188.13827689999744,188.12197439999727,188.12200139999916,188.13827689999744,188.13827689999744,188.13827689999744,,188.8895252999937,right,1.0,0.749381399997219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,188.90436979999504,,,,,,,,,188.89082860000053,189.70425239999892,190.5046155999953,190.4881438999946,190.4881705999942,190.5046155999953,190.5046155999953,190.5046155999953,,191.2224208999978,left,1.0,0.714297099999385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,0.0,191.237584399998,,,,,,,,,191.22375059999467,192.4373340999955,193.2375758999988,193.22113569999783,193.2211619999944,193.2375758999988,193.2375758999988,193.2375758999988,,194.0886404999983,right,0.0,0.8369158999994397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,1.0,194.1036817999993,,,,,,,,,194.08995739999955,195.30362579999928,196.10393399999884,196.08722549999948,196.08725229999985,196.10393399999884,196.10393399999884,196.10393399999884,,196.97129049999785,left,0.0,0.8514524999991409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,0.0,196.98652500000023,,,,,,,,,196.97259459999623,197.78629219999857,198.5866143999956,198.57018129999776,198.5702084999939,198.5866143999956,198.5866143999956,198.5866143999956,,201.03741589999845,left,1.0,2.4441271999967285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
right,right,speed,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,1.0,201.05240149999736,,,,,,,,,201.03871599999547,201.8522851999951,202.65286289999491,202.63618999999744,202.63621569999668,202.65286289999491,202.65286289999491,202.65286289999491,,203.30380859999423,right,1.0,0.6464142999975593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
left,left,speed,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0.0,203.31895950000035,,,,,,,,,203.3051129999949,204.1185744999966,204.91886639999572,204.9025068999981,204.9025339,204.91886639999572,204.91886639999572,204.91886639999572,209.9180957999997,210.65256509999745,right,0.0,5.721761000000697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-080,1.0,random_dot,59.985483514185546,
