direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,textFeedback.stopped,feedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0074659580000115,0.0142417910000176,0.0142417910000176,73.13051962499992,space,73.10547804099997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
right,right,0.0,0.0,0.0,right,1.0,13.150336625000024,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,73.16828795799995,,,,,,,,,73.15604562499993,73.22999966599991,74.03510729099992,74.01839904099995,74.01888183299991,74.03510729099992,74.03510729099992,74.03510729099992,79.01605254099991,87.26008441599993,right,1.0,13.150336625000024,,87.26294766599995,87.26682074999997,87.76183841599993,87.75183637499993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
left,left,1.0,1.0,0.0,left,1.0,8.047071167000013,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,87.76183841599993,,,,,,,,,87.75220624999997,88.10116633299992,88.89362141599997,88.88488141599998,88.88533241599998,88.89362141599997,88.89362141599997,88.89362141599997,93.878452875,96.94718091599998,left,1.0,8.047071167000013,,96.947330791,96.95955108299997,97.45165191599996,97.446035875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
right,right,2.0,0.0,1.0,right,1.0,6.007847374999983,,,,,,1.0,0.0,2.0,1.0,,,,,,,,,97.45165191599996,,,,,,,,,97.44648762499992,97.545152916,98.33734091600002,98.329099833,98.32963874999996,98.33734091600002,98.33734091600002,98.33734091600002,103.31657962499992,104.34796783299998,right,1.0,6.007847374999983,,104.34815341599996,104.35851029100002,104.85154512499992,104.84594549999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
left,left,3.0,1.0,1.0,left,1.0,4.350194458000033,,,,,,1.0,1.0,3.0,0.0,,,,,,,,,104.85154512499992,,,,,,,,,104.84639625,106.04523979099996,106.83719404099998,106.82925287499997,106.82980216599992,106.83719404099998,106.83719404099998,106.83719404099998,,111.195645291,left,1.0,4.350194458000033,,111.19576908299996,111.20333716599998,111.70159624999997,111.69595925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
left,left,4.0,0.0,2.0,right,0.0,3.0927144170000247,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,111.70159624999997,,,,,,,,,111.69641416599995,111.784550041,112.57692566599997,112.56791683299991,112.56835991599996,112.57692566599997,112.57692566599997,112.57692566599997,,115.680013875,right,0.0,3.0927144170000247,,115.6851375,115.69228254099994,116.1854055,116.17981429099996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
right,right,5.0,1.0,2.0,left,0.0,3.308308334000003,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,116.1854055,,,,,,,,,116.18035583299992,116.97834479099993,117.77053474999992,117.76263791600002,117.763189291,117.77053474999992,117.77053474999992,117.77053474999992,,121.084548208,left,0.0,3.308308334000003,,121.084637833,121.09421920799991,121.58507283299993,121.57938658299996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
right,right,6.0,0.0,3.0,right,1.0,3.864579333000052,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,121.58507283299993,,,,,,,,,121.57984549999992,122.378523041,123.16980462499998,123.162377041,123.16281700000002,123.16980462499998,123.16980462499998,123.16980462499998,,127.03603562499995,right,1.0,3.864579333000052,,127.03863412499992,127.04652795799996,127.54511970800002,127.53470574999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
left,left,7.0,1.0,3.0,left,1.0,5.890668000000005,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,127.54511970800002,,,,,,,,,127.535057833,127.884930875,128.6767917909999,128.66790579099995,128.66833799999995,128.6767917909999,128.6767917909999,128.6767917909999,133.6616251659999,134.57001141599994,left,1.0,5.890668000000005,,134.57015924999996,134.58045937499992,135.07832804099996,135.068437958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
left,left,8.0,0.0,4.0,left,1.0,5.92117108299999,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,135.07832804099996,,,,,,,,,135.06879116599998,136.26852229099995,137.07072641599996,137.06257074999996,137.06313729099998,137.07072641599996,137.07072641599996,137.07072641599996,142.06181987499997,142.99576858299997,left,1.0,5.92117108299999,,142.99592154099992,143.00601170799996,143.501841958,143.49600629099996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
right,right,9.0,1.0,4.0,right,1.0,6.972610707999934,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,143.501841958,,,,,,,,,143.49644554099996,144.28442324999992,145.07682224999996,145.06778324999993,145.06819599999994,145.07682224999996,145.07682224999996,145.07682224999996,150.06722445799994,152.05392141599998,right,1.0,6.972610707999934,,152.05406512499997,152.06397533299992,152.56166433299995,152.5510049579999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
left,left,10.0,0.0,5.0,left,1.0,6.369396749999964,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,152.56166433299995,,,,,,,,,152.551357875,152.9012601249999,153.69348387499997,153.68488770800002,153.685326208,153.69348387499997,153.69348387499997,153.69348387499997,158.68257108299997,160.070414958,left,1.0,6.369396749999964,,160.07056183299994,160.0808085829999,160.57827124999994,160.567876458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
right,right,11.0,1.0,5.0,right,1.0,3.4323808749999216,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,160.57827124999994,,,,,,,,,160.568234125,161.76865324999994,162.57031204099997,162.56243074999998,162.56298941599994,162.57031204099997,162.57031204099997,162.57031204099997,,166.01274683299994,right,1.0,3.4323808749999216,,166.01284575,166.01986345799992,166.5179700829999,166.51235266599997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
left,left,12.0,0.0,6.0,right,0.0,4.438301833999958,,,,,,6.0,0.0,12.0,0.0,,,,,,,,,166.5179700829999,,,,,,,,,166.512795375,166.861532291,167.65369787499992,167.64572187499994,167.64626224999995,167.65369787499992,167.65369787499992,167.65369787499992,,172.096290416,right,0.0,4.438301833999958,,172.099107291,172.10648379099996,172.60101583300002,172.59564687499994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
right,right,13.0,1.0,6.0,right,1.0,5.907522999999969,,,,,,6.0,1.0,13.0,1.0,,,,,,,,,172.60101583300002,,,,,,,,,172.5960134999999,172.944964625,173.73742649999997,173.72907875,173.7296389999999,173.73742649999997,173.73742649999997,173.73742649999997,178.71690562499998,179.64750970799992,right,1.0,5.907522999999969,,179.65205320799998,179.6614199999999,180.151073625,180.145659875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
left,left,14.0,0.0,7.0,right,0.0,5.598911625000028,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,180.151073625,,,,,,,,,180.14613454099992,180.49499812499997,181.287226541,181.27913687499995,181.279683625,181.287226541,181.287226541,181.287226541,186.27807295799997,186.896898333,right,0.0,5.598911625000028,,186.901351125,186.9117494159999,187.40166658299995,187.39593008299997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
right,right,15.0,1.0,7.0,right,1.0,5.630694959000039,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,187.40166658299995,,,,,,,,,187.396394,188.594889083,189.38680749999992,189.37894137499995,189.379482208,189.38680749999992,189.38680749999992,189.38680749999992,194.366817083,195.020204208,right,1.0,5.630694959000039,,195.02532429099995,195.034094916,195.528220791,195.518476333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
left,left,16.0,0.0,8.0,left,1.0,3.141159041000037,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,195.528220791,,,,,,,,,195.5188314579999,196.71757683299995,197.510198166,197.50094379099997,197.501365333,197.510198166,197.510198166,197.510198166,,200.653158666,left,1.0,3.141159041000037,,200.65325558299992,200.66002774999995,201.15053883299996,201.145440916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
right,right,17.0,1.0,8.0,right,1.0,2.548182750000024,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,201.15053883299996,,,,,,,,,201.145806625,201.9509351659999,202.743329583,202.73471866599996,202.73513912499996,202.743329583,202.743329583,202.743329583,,205.29505833299996,right,1.0,2.548182750000024,,205.29515166599992,205.301766458,205.80158295799995,205.79583745799997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
left,left,18.0,0.0,9.0,right,0.0,2.542060958000093,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,205.80158295799995,,,,,,,,,205.79630691599996,206.134749541,206.92663904099996,206.918179333,206.918618416,206.92663904099996,206.92663904099996,206.92663904099996,,209.479322833,right,0.0,2.542060958000093,,209.481902708,209.48888279099992,209.984920583,209.9792309999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
right,right,19.0,1.0,9.0,right,1.0,2.1707222909999477,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,209.984920583,,,,,,,,,209.979686,211.178157541,211.96994062499996,211.96209375,211.962542958,211.96994062499996,211.96994062499996,211.96994062499996,,214.146808375,right,1.0,2.1707222909999477,,214.1497294579999,214.157163291,214.653359916,214.6455685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.64575070799992,214.653359916,214.653359916,218.5800969999999,space,3.919418749999977,,,,,,,,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.58020691599995,218.59272654099996,218.59272654099996,226.796857833,space,8.199121083000023,,,,,,,,,,,,,,,,,sub-090,1,random_dot,,
right,right,0.0,0.0,0.0,left,0.0,1.946506250000084,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,249.81262066599996,,,,,,,,,249.805720166,250.59489899999997,251.387313458,251.379065041,251.37962945799995,251.387313458,251.387313458,251.387313458,,253.33558774999997,,,,,,,,,,,,,,,,,,,,,,,226.820470916,226.828175583,226.828175583,249.79679483299992,space,22.96071424999991,,left,0.0,1.946506250000084,,,,,,sub-090,1,random_dot,,
left,left,1.0,1.0,0.0,right,0.0,1.400263667000104,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,253.344740666,,,,,,,,,253.33591108299996,253.68415808299997,254.4765725,254.4676155,254.468044291,254.4765725,254.4765725,254.4765725,,255.87925466599995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.400263667000104,,,,,,sub-090,1,random_dot,,
right,right,2.0,0.0,1.0,right,1.0,1.520581208000067,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,255.886076,,,,,,,,,255.879578833,255.977970875,256.770137125,256.762215291,256.76276599999994,256.770137125,256.770137125,256.770137125,,258.2943735409999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.520581208000067,,,,,,sub-090,1,random_dot,,
left,left,3.0,1.0,1.0,left,1.0,1.1041133750001109,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,258.30112933299995,,,,,,,,,258.29468862499994,259.485282958,260.286631875,260.278728541,260.2791904999999,260.286631875,260.286631875,260.286631875,,261.395623583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1041133750001109,,,,,,sub-090,1,random_dot,,
left,left,4.0,0.0,2.0,left,1.0,2.3155224590000216,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,261.402599333,,,,,,,,,261.396024166,261.494782583,262.28675358299995,262.2788869159999,262.279426166,262.28675358299995,262.28675358299995,262.28675358299995,,264.613107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.3155224590000216,,,,,,sub-090,1,random_dot,,
right,right,5.0,1.0,2.0,right,1.0,2.999700458999996,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,264.62081549999994,,,,,,,,,264.613588125,265.411426625,266.20333808299995,266.1955063329999,266.195955875,266.20333808299995,266.20333808299995,266.20333808299995,,269.21249387499995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.999700458999996,,,,,,sub-090,1,random_dot,,
left,left,6.0,0.0,3.0,left,1.0,3.0016903340000454,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,269.21928375,,,,,,,,,269.2128231659999,269.561413833,270.353372833,270.3454684999999,270.3460097909999,270.353372833,270.353372833,270.353372833,,273.363338625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.0016903340000454,,,,,,sub-090,1,random_dot,,
right,right,7.0,1.0,3.0,left,0.0,4.1847044170000345,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,273.3708560409999,,,,,,,,,273.3638408329999,274.161484333,274.95336158299995,274.945364333,274.945809791,274.95336158299995,274.95336158299995,274.95336158299995,,279.14615041599995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.1847044170000345,,,,,,sub-090,1,random_dot,,
right,right,8.0,0.0,4.0,right,1.0,6.042177917000004,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,279.153438125,,,,,,,,,279.1464867909999,280.34479187499994,281.136817791,281.12883575,281.129379083,281.136817791,281.136817791,281.136817791,286.11604420799995,287.186495166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,6.042177917000004,,,,,,sub-090,1,random_dot,,
left,left,9.0,1.0,4.0,left,1.0,2.117842957999983,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,287.196501333,,,,,,,,,287.187060958,287.9850823329999,288.776540708,288.76819587499995,288.768628416,288.776540708,288.776540708,288.776540708,,290.8960059159999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.117842957999983,,,,,,sub-090,1,random_dot,,
right,right,10.0,0.0,5.0,right,1.0,1.774131333000014,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,290.9007087499999,,,,,,,,,290.8963326659999,290.994686666,291.786611041,291.778752875,291.779295208,291.786611041,291.786611041,291.786611041,,293.563183166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.774131333000014,,,,,,sub-090,1,random_dot,,
left,left,11.0,1.0,5.0,left,1.0,1.291058291000013,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,293.570590541,,,,,,,,,293.563722958,294.76136475,295.553331333,295.54543425,295.545987291,295.553331333,295.553331333,295.553331333,,296.8464265829999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.291058291000013,,,,,,sub-090,1,random_dot,,
left,left,12.0,0.0,6.0,left,1.0,1.3193122909999602,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,296.8510165,,,,,,,,,296.846767375,297.194658208,297.986851708,297.9788747079999,297.9794231249999,297.986851708,297.986851708,297.986851708,,299.313053666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.3193122909999602,,,,,,sub-090,1,random_dot,,
right,right,13.0,1.0,6.0,left,0.0,5.963647750000064,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,299.3202242499999,,,,,,,,,299.3135646249999,300.511434583,301.3029530409999,301.295218625,301.295777125,301.3029530409999,301.3029530409999,301.3029530409999,306.2945317499999,307.2703836249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,5.963647750000064,,,,,,sub-090,1,random_dot,,
left,left,14.0,0.0,7.0,right,0.0,3.9805504170000177,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,0.0,307.280267958,,,,,,,,,307.270955041,307.618097208,308.409798916,308.4016141249999,308.402028291,308.409798916,308.409798916,308.409798916,,312.3949415000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.9805504170000177,,,,,,sub-090,1,random_dot,,
right,right,15.0,1.0,7.0,right,1.0,1.336069791999989,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,1.0,312.4022423329999,,,,,,,,,312.395374416,313.184385833,313.98740424999994,313.97902454100006,313.9797394579999,313.98740424999994,313.98740424999994,313.98740424999994,,315.32945833299993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.336069791999989,,,,,,sub-090,1,random_dot,,
right,right,16.0,0.0,8.0,left,0.0,3.1717432500001905,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,1.0,315.33683791600004,,,,,,,,,315.329922708,316.127953541,316.91942666600005,316.9118427499999,316.91228625,316.91942666600005,316.91942666600005,316.91942666600005,,320.09482408299993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.1717432500001905,,,,,,sub-090,1,random_dot,,
left,left,17.0,1.0,8.0,left,1.0,5.6577537080002,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,0.0,320.09981466600004,,,,,,,,,320.09525570799985,320.88461770800006,321.67642225,321.668124125,321.668555958,321.67642225,321.67642225,321.67642225,326.66121804099987,327.3368019999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.6577537080002,,,,,,sub-090,1,random_dot,,
right,right,18.0,0.0,9.0,right,1.0,5.323606791999964,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,1.0,327.3468851659999,,,,,,,,,327.33744979100004,327.6848442909999,328.476295541,328.46782841599986,328.46824908299993,328.476295541,328.476295541,328.476295541,333.464562583,333.80367712500004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.323606791999964,,,,,,sub-090,1,random_dot,,
left,left,19.0,1.0,9.0,left,1.0,5.729840917000047,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,0.0,333.81350066599987,,,,,,,,,333.8042302079999,333.900766333,334.6930060409999,334.68425516600007,334.6846795,334.6930060409999,334.6930060409999,334.6930060409999,339.67786216599995,340.4299998329999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.729840917000047,,,,,,sub-090,1,random_dot,,
left,left,20.0,0.0,10.0,right,0.0,4.908362750000151,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,340.43997624999986,,,,,,,,,340.4306694579999,341.22797420799986,342.0199779159999,342.0120524160001,342.01261191599986,342.0199779159999,342.0199779159999,342.0199779159999,,346.93558641599986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.908362750000151,,,,,,sub-090,1,random_dot,,
right,right,21.0,1.0,10.0,left,0.0,5.322262832999968,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,346.94296291600006,,,,,,,,,346.93601412500004,347.03350324999985,347.8263028329999,347.817373708,347.817800916,347.8263028329999,347.8263028329999,347.8263028329999,352.81119087499985,353.15365925000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,5.322262832999968,,,,,,sub-090,1,random_dot,,
right,right,22.0,0.0,11.0,left,0.0,2.80270754199978,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,1.0,353.163526791,,,,,,,,,353.154238791,354.351197458,355.153381666,355.14513320799995,355.14568558300004,355.153381666,355.153381666,355.153381666,,357.96294679100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.80270754199978,,,,,,sub-090,1,random_dot,,
left,left,23.0,1.0,11.0,left,1.0,3.614745082999889,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,0.0,357.970501083,,,,,,,,,357.96348616600005,358.761127375,359.5533268329999,359.545231041,359.5457842499999,359.5533268329999,359.5533268329999,359.5533268329999,,363.1701623329999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,3.614745082999889,,,,,,sub-090,1,random_dot,,
right,right,24.0,0.0,12.0,left,0.0,3.1404907910000475,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,1.0,363.176243125,,,,,,,,,363.1705671250001,363.266617416,364.05968875,364.0514132909999,364.05183758300007,364.05968875,364.05968875,364.05968875,,367.2026932499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.1404907910000475,,,,,,sub-090,1,random_dot,,
left,left,25.0,1.0,12.0,right,0.0,2.436699709000095,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,0.0,367.2096680409999,,,,,,,,,367.203074333,367.3004864159999,368.09290691600006,368.0845646249999,368.0850079999999,368.09290691600006,368.09290691600006,368.09290691600006,,370.535512583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.436699709000095,,,,,,sub-090,1,random_dot,,
right,right,26.0,0.0,13.0,left,0.0,3.1795013749999725,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,1.0,370.54337275,,,,,,,,,370.5358395,371.7332009999999,372.526435875,372.518023625,372.5184840409999,372.526435875,372.526435875,372.526435875,,375.712677208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.1795013749999725,,,,,,sub-090,1,random_dot,,
left,left,27.0,1.0,13.0,left,1.0,4.054455749999988,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,0.0,375.7198238749999,,,,,,,,,375.713151458,376.061080333,376.85278575,376.8451535,376.8455991249999,376.85278575,376.85278575,376.85278575,,380.9121657499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,4.054455749999988,,,,,,sub-090,1,random_dot,,
right,right,28.0,0.0,14.0,left,0.0,3.802853916000004,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,1.0,380.919147083,,,,,,,,,380.9124996659999,381.7110121249999,382.502524833,382.4949658750001,382.49541187500006,382.502524833,382.502524833,382.502524833,,386.31284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.802853916000004,,,,,,sub-090,1,random_dot,,
left,left,29.0,1.0,14.0,right,0.0,3.453149707999956,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,0.0,386.320238083,,,,,,,,,386.313322333,387.111147041,387.9031148749999,387.895235333,387.89577091600006,387.9031148749999,387.9031148749999,387.9031148749999,,391.3608149159999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,3.453149707999956,,,,,,sub-090,1,random_dot,,
right,right,30.0,0.0,15.0,left,0.0,4.002081500000031,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,1.0,391.3676402499999,,,,,,,,,391.361151208,392.5508053749999,393.34279075000006,393.3340939159999,393.33451816600007,393.34279075000006,393.34279075000006,393.34279075000006,,397.355744958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.002081500000031,,,,,,sub-090,1,random_dot,,
left,left,31.0,1.0,15.0,left,1.0,5.25791412500007,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,0.0,397.359925416,,,,,,,,,397.356066125,397.450540875,398.24289254100006,398.234089166,398.234518416,398.24289254100006,398.24289254100006,398.24289254100006,403.227506458,403.50341775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.25791412500007,,,,,,sub-090,1,random_dot,,
left,left,32.0,0.0,16.0,left,1.0,5.519786249999925,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,0.0,403.5132964579999,,,,,,,,,403.504108791,403.600396208,404.3928367499999,404.384196375,404.384622791,404.3928367499999,404.3928367499999,404.3928367499999,409.382011541,409.9202327499999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.519786249999925,,,,,,sub-090,1,random_dot,,
right,right,33.0,1.0,16.0,left,0.0,3.917082666999932,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,1.0,409.92996475000007,,,,,,,,,409.920785916,410.0181629160001,410.8197744579999,410.81185,410.81239875,410.8197744579999,410.8197744579999,410.8197744579999,,414.7459237079999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,3.917082666999932,,,,,,sub-090,1,random_dot,,
right,right,34.0,0.0,17.0,left,0.0,5.359395667000172,,accuracy,space,22.96071424999991,,,,,,0.0,0.0,0.0,0.0,17.0,0.0,34.0,1.0,414.753347041,,,,,,,,,414.7463584579999,414.844252083,415.63597841600006,415.628400791,415.62884275,415.63597841600006,415.63597841600006,415.63597841600006,420.6172215,421.00308525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,5.359395667000172,,,,,,sub-090,1,random_dot,,
