direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,stimulusDots.stopped,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,goodbye.started,textGoodbye.started,participant,session,expName,frameRate,Unnamed: 86
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0146127499999693,0.0229865419998986,0.0229865419998986,31.74844629199993,space,31.60886437499994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
left,left,0.0,0.0,0.0,left,1.0,6.2531068339999365,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,31.781679291999808,,,,,,,,,31.764622959000008,32.60416387499981,33.45119275000002,33.38875066699984,33.389511791999894,33.45119275000002,33.45119275000002,33.45119275000002,38.37703483399992,39.70631004199981,left,1.0,6.2531068339999365,,39.717021209,39.74555274999989,40.210970666999856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
right,right,1.0,1.0,0.0,right,1.0,5.17078708400004,,,,,,0.0,1.0,1.0,1.0,,,,,,,,,40.221860417000016,,,,,,,,,40.21149354199997,40.55497137499992,41.3462354589999,41.33852912499992,41.339068291999865,41.3462354589999,41.3462354589999,41.3462354589999,46.338272125,46.522767875,right,1.0,5.17078708400004,,46.52290845899984,46.53360633399984,47.02225833399984,47.02786616699996,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
left,left,2.0,0.0,1.0,left,1.0,6.222704582999995,,,,,,1.0,0.0,2.0,0.0,,,,,,,,,47.02786616699996,,,,,,,,,47.02285620899988,48.22177624999995,49.01307391699993,49.00542187499991,49.00613158399983,49.01307391699993,49.01307391699993,49.01307391699993,54.00508054199986,55.24032566699998,left,1.0,6.222704582999995,,55.240571458999966,55.249000958999886,55.73879820899992,55.74438512500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
right,right,3.0,1.0,1.0,left,0.0,2.752926208999952,,,,,,1.0,1.0,3.0,1.0,,,,,,,,,55.74438512500001,,,,,,,,,55.73939974999985,56.08840462499984,56.880584667,56.87225816699993,56.87295904199982,56.880584667,56.880584667,56.880584667,,59.639561249999815,left,0.0,2.752926208999952,,59.64690541699997,59.66662920899989,60.14261608399988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
left,left,4.0,0.0,2.0,left,1.0,5.396527375000005,,,,,,2.0,0.0,4.0,0.0,,,,,,,,,60.15512970899999,,,,,,,,,60.143050458999824,60.93846166699996,61.73003204199995,61.722084374999895,61.72277733399983,61.73003204199995,61.73003204199995,61.73003204199995,66.71016870899984,67.12809791699988,left,1.0,5.396527375000005,,67.13249754200001,67.14185062499996,67.62793729199984,67.6386148749998,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
right,right,5.0,1.0,2.0,left,0.0,5.752212166999925,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,67.6386148749998,,,,,,,,,67.62833204200001,68.42830408399982,69.22023820899994,69.21091883399981,69.21136533399999,69.22023820899994,69.22023820899994,69.22023820899994,74.2049884999999,74.97844341699988,left,0.0,5.752212166999925,,74.98229674999993,74.99182208399998,75.47756370899992,75.48839049999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
right,right,6.0,0.0,3.0,right,1.0,4.280289000000039,,,,,,3.0,0.0,6.0,1.0,,,,,,,,,75.48839049999992,,,,,,,,,75.47791925000001,76.67695291699988,77.4715884589998,77.46091424999986,77.46135208399983,77.4715884589998,77.4715884589998,77.4715884589998,,81.75620654199997,right,1.0,4.280289000000039,,81.76133216699986,81.76907270899983,82.25558658399996,82.26120512499983,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
left,left,7.0,1.0,3.0,right,0.0,3.3771581249998235,,,,,,3.0,1.0,7.0,0.0,,,,,,,,,82.26120512499983,,,,,,,,,82.25615829200001,82.3549157089999,83.14620991699985,83.13859833400011,83.13918254200007,83.14620991699985,83.14620991699985,83.14620991699985,,86.52997929200001,right,0.0,3.3771581249998235,,86.53365799999983,86.541763834,87.02791487500008,87.03841741699989,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
left,left,8.0,0.0,4.0,left,1.0,3.74148333300036,,,,,,4.0,0.0,8.0,0.0,,,,,,,,,87.03841741699989,,,,,,,,,87.02836470900002,87.82740854199983,88.62119037499997,88.61123687500003,88.61169145899976,88.62119037499997,88.62119037499997,88.62119037499997,,92.3730449169998,left,1.0,3.74148333300036,,92.37809079199997,92.3862399589998,92.87223399999992,92.87778637499969,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
right,right,9.0,1.0,4.0,left,0.0,2.895813167000142,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,92.87778637499969,,,,,,,,,92.87281499999972,93.2217744589998,94.01354454200008,94.00540554200006,94.006103875,94.01354454200008,94.01354454200008,94.01354454200008,,96.91194395899991,left,0.0,2.895813167000142,,96.91569545899983,96.92520504200002,97.4100592499999,97.4217790419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
left,left,10.0,0.0,5.0,right,0.0,4.48125462500002,,,,,,5.0,0.0,10.0,0.0,,,,,,,,,97.4217790419998,,,,,,,,,97.41052304200002,98.21104941699969,99.00442475,98.9945009170001,98.99494624999988,99.00442475,99.00442475,99.00442475,,103.48957812499977,right,0.0,4.48125462500002,,103.489754792,103.4978514999998,103.98874924999971,103.994335417,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
right,right,11.0,1.0,5.0,left,0.0,5.430858582999917,,,,,,5.0,1.0,11.0,1.0,,,,,,,,,103.994335417,,,,,,,,,103.98935729200002,105.1884652089998,105.98025624999993,105.97212987500006,105.972830917,105.98025624999993,105.98025624999993,105.98025624999993,110.97166666699968,111.42301270899998,left,0.0,5.430858582999917,,111.42319470899974,111.4311272089999,111.922083209,111.92762249999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
left,left,12.0,0.0,6.0,left,1.0,2.767752333000317,,,,,,6.0,0.0,12.0,0.0,,,,,,,,,111.92762249999988,,,,,,,,,111.922685042,112.72171708399992,113.51300087499976,113.50537229199972,113.50607916699984,113.51300087499976,113.51300087499976,113.51300087499976,,116.28889320899998,left,1.0,2.767752333000317,,116.292952667,116.3010372499998,116.78876349999972,116.79417970899976,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
right,right,13.0,1.0,6.0,right,1.0,5.814249250000103,,,,,,6.0,1.0,13.0,1.0,,,,,,,,,116.79417970899976,,,,,,,,,116.78938145899974,116.87789304199988,117.67003758400006,117.661152959,117.66167608399974,117.67003758400006,117.67003758400006,117.67003758400006,122.65495749999992,123.4902374999997,right,1.0,5.814249250000103,,123.49048341699972,123.49904250000009,123.98864454199976,123.99407220900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
right,right,14.0,0.0,7.0,left,0.0,2.3270409579999978,,,,,,7.0,0.0,14.0,1.0,,,,,,,,,123.99407220900002,,,,,,,,,123.98923424999975,124.78829799999994,125.580004292,125.57215079199976,125.5728587499998,125.580004292,125.580004292,125.580004292,,127.91208104199995,left,0.0,2.3270409579999978,,127.91588679200004,127.92506179199972,128.4111507499997,128.42171033399973,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
left,left,15.0,1.0,7.0,left,1.0,5.533985749999829,,,,,,7.0,1.0,15.0,0.0,,,,,,,,,128.42171033399973,,,,,,,,,128.41160541699992,129.20927437499995,130.00499274999993,129.99332833400013,129.9938075,130.00499274999993,130.00499274999993,130.00499274999993,134.9884996249998,135.54585108399988,left,1.0,5.533985749999829,,135.54966495899998,135.55841762499995,136.04449791699972,136.0550415839998,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
left,left,16.0,0.0,8.0,left,1.0,5.4625135830001454,,,,,,8.0,0.0,16.0,0.0,,,,,,,,,136.0550415839998,,,,,,,,,136.0448724590001,136.14460066699985,136.93819374999975,136.92765495899994,136.92808616699995,136.93819374999975,136.93819374999975,136.93819374999975,141.9216792090001,142.4069586669998,left,1.0,5.4625135830001454,,142.4071128339997,142.41573974999983,142.90552420899985,142.91083725,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
right,right,17.0,1.0,8.0,right,1.0,5.654923749999853,,,,,,8.0,1.0,17.0,1.0,,,,,,,,,142.91083725,,,,,,,,,142.90610395900012,143.7049797499999,144.49608316700005,144.48856295899986,144.4890861670001,144.49608316700005,144.49608316700005,144.49608316700005,149.47715679199973,150.156967292,right,1.0,5.654923749999853,,150.15714049999997,150.165853125,150.6552885420001,150.6599608749998,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
right,right,18.0,0.0,9.0,left,0.0,5.337869958000283,,,,,,9.0,0.0,18.0,1.0,,,,,,,,,150.6599608749998,,,,,,,,,150.65573541699996,151.4550885839999,152.24592737500006,152.23860820899972,152.23913783399985,152.24592737500006,152.24592737500006,152.24592737500006,157.22730254199996,157.590305875,left,0.0,5.337869958000283,,157.59514308400003,157.60387850000006,158.0889834589998,158.09437579199994,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
left,left,19.0,1.0,9.0,right,0.0,3.0037078750001456,,,,,,9.0,1.0,19.0,0.0,,,,,,,,,158.09437579199994,,,,,,,,,158.08956575000002,158.1884676669997,158.97973074999982,158.97204833399974,158.97275695899998,158.97973074999982,158.97973074999982,158.97973074999982,,161.98994808399993,right,0.0,3.0037078750001456,,161.99013991699985,161.9991730419997,162.48896149999973,162.49722004199975,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.4891936670001,162.49722004199975,162.49722004199975,165.6904178750001,space,3.181831332999991,,,,,,,,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.6905644999997,165.70387237499972,165.70387237499972,169.79004595900005,space,4.076202833000025,,,,,,,,,,,,,,,sub-216,1.0,random_dot,,
right,right,0.0,0.0,0.0,right,1.0,5.015235458000007,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.55737762499984,,,,,,,,,172.55009570899983,172.6384559590001,173.42883408399985,173.42175937499997,173.4221990420001,173.42883408399985,173.42883408399985,173.42883408399985,178.4096379590001,178.44566245899978,,,,,,,,,,,,,,,,,,,,,,,169.81537287499987,169.8229527499998,169.8229527499998,172.53953995899974,space,2.71078820799994,,right,1.0,5.015235458000007,,,,sub-216,1.0,random_dot,,
left,left,1.0,1.0,0.0,right,0.0,2.2371358749996944,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,178.45352820900007,,,,,,,,,178.446259542,179.64280583399977,180.4371967920001,180.427792042,180.42832099999987,180.4371967920001,180.4371967920001,180.4371967920001,,182.6802134589998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.2371358749996944,,,,sub-216,1.0,random_dot,,
right,right,2.0,0.0,1.0,left,0.0,2.617960250000124,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,182.68767829199987,,,,,,,,,182.68068162500003,182.7776949169997,183.5709186670001,183.561018292,183.56155070900013,183.5709186670001,183.5709186670001,183.5709186670001,,186.19966724999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.617960250000124,,,,sub-216,1.0,random_dot,,
left,left,3.0,1.0,1.0,left,1.0,2.118008207999992,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,186.20452970899987,,,,,,,,,186.2001324590001,186.9936347089997,187.78675804199972,187.77780895899969,187.778253042,187.78675804199972,187.78675804199972,187.78675804199972,,189.90625624999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.118008207999992,,,,sub-216,1.0,random_dot,,
right,right,4.0,0.0,2.0,left,0.0,4.278617417000078,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,189.91386033399976,,,,,,,,,189.9067759999998,191.10503770900004,191.8969979589997,191.8886777499997,191.88935816699995,191.8969979589997,191.8969979589997,191.8969979589997,,196.1794850840001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.278617417000078,,,,sub-216,1.0,random_dot,,
left,left,5.0,1.0,2.0,right,0.0,5.305687958999897,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,196.18758745900004,,,,,,,,,196.1799591250001,196.52761058399983,197.31999345899976,197.31109320899984,197.3116238749999,197.31999345899976,197.31999345899976,197.31999345899976,202.3114672920001,202.62885275000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,5.305687958999897,,,,sub-216,1.0,random_dot,,
left,left,6.0,0.0,3.0,right,0.0,4.984106708000127,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,202.63724687500007,,,,,,,,,202.629336,202.7277590839999,203.5200113749997,203.51091899999983,203.5114616249998,203.5200113749997,203.5200113749997,203.5200113749997,208.50488366699983,208.50624437499985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.984106708000127,,,,sub-216,1.0,random_dot,,
right,right,7.0,1.0,3.0,right,1.0,5.120337917000143,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,208.5149375420001,,,,,,,,,208.50690133399985,208.854915292,209.64751529199972,209.63875929200003,209.639452292,209.64751529199972,209.64751529199972,209.64751529199972,214.62698550000005,214.77390970899975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.120337917000143,,,,sub-216,1.0,random_dot,,
left,left,8.0,0.0,4.0,left,1.0,5.60461554199992,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,214.78296291700008,,,,,,,,,214.7748718339999,215.12176929199995,215.9132462919997,215.9053588339998,215.9060654169998,215.9132462919997,215.9132462919997,215.9132462919997,220.89367508399985,221.52346816699992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.60461554199992,,,,sub-216,1.0,random_dot,,
right,right,9.0,1.0,4.0,right,1.0,2.2386967920001557,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,4.0,1.0,9.0,1.0,221.53246279199996,,,,,,,,,221.52439429200007,221.87170908400003,222.66365366699983,222.65535499999987,222.65603495899995,222.66365366699983,222.66365366699983,222.66365366699983,,224.9047799169998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,2.2386967920001557,,,,sub-216,1.0,random_dot,,
right,right,10.0,0.0,5.0,right,1.0,3.624670750000405,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,5.0,0.0,10.0,1.0,224.91305974999975,,,,,,,,,224.90527320899992,226.09454074999985,226.88817570899985,226.87756037500003,226.878002125,226.88817570899985,226.88817570899985,226.88817570899985,,230.52284329199983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.624670750000405,,,,sub-216,1.0,random_dot,,
left,left,11.0,1.0,5.0,left,1.0,5.621614749999935,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,5.0,1.0,11.0,0.0,230.5312279169998,,,,,,,,,230.52338087499996,231.32161216699976,232.113083709,232.10547300000007,232.1061427919999,232.113083709,232.113083709,232.113083709,237.0937239169998,237.74020145899976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.621614749999935,,,,sub-216,1.0,random_dot,,
left,left,12.0,0.0,6.0,right,0.0,4.934981332999996,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,237.74926241699995,,,,,,,,,237.741159917,238.08844229199985,238.8791014999997,238.871964125,238.87242966699975,238.8791014999997,238.8791014999997,238.8791014999997,,243.82279912500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,4.934981332999996,,,,sub-216,1.0,random_dot,,
right,right,13.0,1.0,6.0,left,0.0,4.221516999999949,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,6.0,1.0,13.0,1.0,243.830928375,,,,,,,,,243.82328608399985,244.17166425000005,244.963182167,244.95554712500007,244.956205125,244.963182167,244.963182167,244.963182167,,249.1895704589997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.221516999999949,,,,sub-216,1.0,random_dot,,
right,right,14.0,0.0,7.0,right,1.0,3.795826458999727,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,7.0,0.0,14.0,1.0,249.198260959,,,,,,,,,249.1902392920001,249.53840283399995,250.3298518749998,250.32195866699976,250.3224883339999,250.3298518749998,250.3298518749998,250.3298518749998,,254.1299077919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.795826458999727,,,,sub-216,1.0,random_dot,,
left,left,15.0,1.0,7.0,left,1.0,1.721973208000236,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,7.0,1.0,15.0,0.0,254.138033875,,,,,,,,,254.13037662499983,254.9278463749997,255.72932108399985,255.72182191699997,255.72235054199973,255.72932108399985,255.72932108399985,255.72932108399985,,257.4563733340001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.721973208000236,,,,sub-216,1.0,random_dot,,
left,left,16.0,0.0,8.0,left,1.0,2.2272058339999603,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,257.46509458399987,,,,,,,,,257.45703525,257.5551452499999,258.3459836249999,258.3386597919998,258.3391876669998,258.3459836249999,258.3459836249999,258.3459836249999,,260.578992667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.2272058339999603,,,,sub-216,1.0,random_dot,,
right,right,17.0,1.0,8.0,right,1.0,3.490876667000066,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,8.0,1.0,17.0,1.0,260.5872139590001,,,,,,,,,260.5794783749998,260.6770590420001,261.47114487499994,261.46105320900006,261.46152774999973,261.47114487499994,261.47114487499994,261.47114487499994,,264.9735366249997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.490876667000066,,,,sub-216,1.0,random_dot,,
right,right,18.0,0.0,9.0,left,0.0,2.065833792000376,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,18.0,1.0,264.982188125,,,,,,,,,264.97439733400006,265.771739625,266.56366154199986,266.55558137499975,266.5562599589998,266.56366154199986,266.56366154199986,266.56366154199986,,268.640637084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.065833792000376,,,,sub-216,1.0,random_dot,,
left,left,19.0,1.0,9.0,right,0.0,1.3425787920000405,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,9.0,1.0,19.0,0.0,268.64925441700007,,,,,,,,,268.6414279589999,269.83834262499977,270.62963949999994,270.6220172089997,270.62271950000013,270.62963949999994,270.62963949999994,270.62963949999994,,271.98289933399974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.3425787920000405,,,,sub-216,1.0,random_dot,,
left,left,20.0,0.0,10.0,right,0.0,1.9903229169999577,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,271.9877664169999,,,,,,,,,271.9833520419997,272.77800479200005,273.57103874999984,273.56102574999977,273.56148066700007,273.57103874999984,273.57103874999984,273.57103874999984,,275.5734376669998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.9903229169999577,,,,sub-216,1.0,random_dot,,
right,right,21.0,1.0,10.0,left,0.0,4.47978695799975,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,10.0,1.0,21.0,1.0,275.5819017499998,,,,,,,,,275.5740739170001,276.3714675420001,277.163210959,277.1553604999999,277.1560421670001,277.163210959,277.163210959,277.163210959,,281.6479106669999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,4.47978695799975,,,,sub-216,1.0,random_dot,,
left,left,22.0,0.0,11.0,left,1.0,2.3678574999999,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,281.65866479199985,,,,,,,,,281.6484955420001,282.44457525000007,283.2366737499997,283.227887,283.2284169589998,283.2366737499997,283.2366737499997,283.2366737499997,,285.61433933399985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,2.3678574999999,,,,sub-216,1.0,random_dot,,
right,right,23.0,1.0,11.0,right,1.0,1.8261132500001624,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,11.0,1.0,23.0,1.0,285.6199919589999,,,,,,,,,285.6147848339997,286.4113138339999,287.2033335840001,287.1943833340001,287.194912,287.2033335840001,287.2033335840001,287.2033335840001,,289.0396712500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.8261132500001624,,,,sub-216,1.0,random_dot,,
right,right,24.0,0.0,12.0,left,0.0,5.62787174999994,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,12.0,0.0,24.0,1.0,289.0482361669997,,,,,,,,,289.0403289589999,289.3881245839998,290.1802829590001,290.1721912089997,290.17285754199975,290.1802829590001,290.1802829590001,290.1802829590001,295.1608564170001,295.81257041699973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,5.62787174999994,,,,sub-216,1.0,random_dot,,
left,left,25.0,1.0,12.0,right,0.0,1.3852885410001363,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,12.0,1.0,25.0,0.0,295.82081712499985,,,,,,,,,295.8130391249997,295.9133418749998,296.71294179200004,296.705338792,296.7060420839998,296.71294179200004,296.71294179200004,296.71294179200004,,298.1046939170001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.3852885410001363,,,,sub-216,1.0,random_dot,,
left,left,26.0,0.0,13.0,left,1.0,5.533316415999707,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,13.0,0.0,26.0,0.0,298.112965542,,,,,,,,,298.1052239589999,298.194143917,298.9882265000001,298.9776140839999,298.97809737499983,298.9882265000001,298.9882265000001,298.9882265000001,303.971664875,304.5233928749999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,5.533316415999707,,,,sub-216,1.0,random_dot,,
right,right,27.0,1.0,13.0,right,1.0,1.869308207999893,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,13.0,1.0,27.0,1.0,304.531636667,,,,,,,,,304.5239552919997,304.6216428749999,305.4128798339998,305.40515908399993,305.405695125,305.4128798339998,305.4128798339998,305.4128798339998,,307.28961983399995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.869308207999893,,,,sub-216,1.0,random_dot,,
right,right,28.0,0.0,14.0,left,0.0,2.653221709000263,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,28.0,1.0,307.29837337499976,,,,,,,,,307.2902774999998,307.6383122919997,308.42981466699985,308.4219687499999,308.422654042,308.42981466699985,308.42981466699985,308.42981466699985,,311.08982379200006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,2.653221709000263,,,,sub-216,1.0,random_dot,,
left,left,29.0,1.0,14.0,right,0.0,2.273358625000128,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,14.0,1.0,29.0,0.0,311.09845704200006,,,,,,,,,311.0905039999998,311.8883578750001,312.6785970420001,312.6718003339997,312.6722127089997,312.6785970420001,312.6785970420001,312.6785970420001,,314.9556191249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.273358625000128,,,,sub-216,1.0,random_dot,,
left,left,30.0,0.0,15.0,right,0.0,2.4398679579999225,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,15.0,0.0,30.0,0.0,314.9639174999997,,,,,,,,,314.9561315000001,315.29317008399994,316.087044334,316.0777695839997,316.0782746249997,316.087044334,316.087044334,316.087044334,,318.52995333399986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,2.4398679579999225,,,,sub-216,1.0,random_dot,,
right,right,31.0,1.0,15.0,right,1.0,3.373102082999594,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,15.0,1.0,31.0,1.0,318.5547485839997,,,,,,,,,318.530427959,319.32625766699994,320.1200632089999,320.11096524999994,320.11148004200004,320.1200632089999,320.1200632089999,320.1200632089999,,323.49572091699974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,3.373102082999594,,,,sub-216,1.0,random_dot,,
right,right,32.0,0.0,16.0,right,1.0,1.6612690000001749,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,16.0,0.0,32.0,1.0,323.50362029200005,,,,,,,,,323.49618704199975,324.29403783399994,325.0875300839998,325.07777591700005,325.0782037089998,325.0875300839998,325.0875300839998,325.0875300839998,,326.7563850419997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.6612690000001749,,,,sub-216,1.0,random_dot,,
left,left,33.0,1.0,16.0,right,0.0,1.867177291999724,,accuracy,space,2.71078820799994,,,,,,0.0,0.0,0.0,0.0,16.0,1.0,33.0,0.0,326.7651755419997,,,,,,,,,326.757097834,326.85490708399993,327.6464699999997,327.6387988339998,327.63948520899976,327.6464699999997,327.6464699999997,327.6464699999997,,329.5245473340001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.867177291999724,,,,sub-216,1.0,random_dot,,
