direction,corrAns,thisN,thisTrialN,thisRepN,respDots.keys,respDots.corr,respDots.rt,respDots.duration,randomInstr,respRandomInstr.keys,respRandomInstr.rt,respRandomInstr.duration,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,instr_trials.thisRepN,instr_trials.thisTrialN,instr_trials.thisN,instr_trials.thisIndex,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,thisRow.t,notes,general_instruction.started,textGeneralInstr.started,respGeneralInstr.started,general_instruction.stopped,respGeneralInstr.keys,respGeneralInstr.rt,respGeneralInstr.duration,ITI.started,fixcross.started,fixcross.stopped,ITI.stopped,dots.started,backgroundDots.started,stimulusDots.started,respDots.started,dots.stopped,practice_trials.respDots.keys,practice_trials.respDots.corr,practice_trials.respDots.rt,practice_trials.respDots.duration,feedback.started,textFeedback.started,feedback.stopped,textFeedback.stopped,info.started,textInfo.started,keyRespInfo.started,info.stopped,keyRespInfo.keys,keyRespInfo.rt,keyRespInfo.duration,test_instruction.started,textTestInstr.started,respTestInstr.started,test_instruction.stopped,respTestInstr.keys,respTestInstr.rt,respTestInstr.duration,random_instruction.started,textRandomInstr.started,respRandomInstr.started,random_instruction.stopped,instr_trials.respRandomInstr.keys,instr_trials.respRandomInstr.rt,instr_trials.respRandomInstr.duration,test_trials.respDots.keys,test_trials.respDots.corr,test_trials.respDots.rt,test_trials.respDots.duration,stimulusDots.stopped,goodbye.started,textGoodbye.started,textGoodbye.stopped,goodbye.stopped,participant,session,expName,frameRate,Unnamed: 88
right,right,9.0,1.0,4.0,right,1.0,0.6405075419970672,,,,,,4.0,1.0,9.0,1.0,,,,,,,,,29.661056432996705,,,,,,,,,29.654784059996015,29.760915466998995,30.554087287993752,30.54453891299636,30.54514927899436,30.554087287993752,30.554087287993752,30.554087287993752,31.198148472998582,right,1.0,0.6405075419970672,,31.19823512599396,31.20847525899444,31.69457974100078,31.70401574999414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,10.0,0.0,5.0,right,1.0,0.6020643369993195,,,,,,5.0,0.0,10.0,1.0,,,,,,,,,31.70401574999414,,,,,,,,,31.69512658399617,32.49423510699853,33.28738818999409,33.27784083499864,33.27846564499487,33.28738818999409,33.28738818999409,33.28738818999409,33.898495629000536,right,1.0,0.6020643369993195,,33.89860404299543,33.90788465899823,34.394560859000194,34.40398466299666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,11.0,1.0,5.0,left,1.0,0.7399191980002797,,,,,,5.0,1.0,11.0,0.0,,,,,,,,,34.40398466299666,,,,,,,,,34.39506902699941,35.194177916993794,35.98741207699641,35.97783277299459,35.97845937099919,35.98741207699641,35.98741207699641,35.98741207699641,36.73094087899517,left,1.0,0.7399191980002797,,36.73102456500055,36.75352918399585,37.23734833699564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,12.0,0.0,6.0,left,0.0,0.8176342799997656,,,,,,6.0,0.0,12.0,1.0,,,,,,,,,37.24408852899796,,,,,,,,,37.23782583499997,37.57755519000057,38.37070143199526,38.36111707999953,38.36173023199808,38.37070143199526,38.37070143199526,38.37070143199526,39.19836125800066,left,0.0,0.8176342799997656,,39.201070372000686,39.209731435999856,39.69440195199422,39.70387793999544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,13.0,1.0,6.0,right,0.0,0.6549846199995955,,,,,,6.0,1.0,13.0,0.0,,,,,,,,,39.70387793999544,,,,,,,,,39.69493978199898,40.4940594879954,41.28630192999845,41.27764204099367,41.27819530599663,41.28630192999845,41.28630192999845,41.28630192999845,41.94293815399578,right,0.0,0.6549846199995955,,41.94302767199406,41.9541722349968,42.43752210299863,42.444736241996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,14.0,0.0,7.0,left,1.0,0.6752335880009923,,,,,,7.0,0.0,14.0,0.0,,,,,,,,,42.444736241996,,,,,,,,,42.43797211999481,43.63719598999887,44.42983982299484,44.42083161999472,44.42134957799863,44.42983982299484,44.42983982299484,44.42983982299484,45.11349767600041,left,1.0,0.6752335880009923,,45.11616682399472,45.12503694499901,45.61108910599432,45.620463405997725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,15.0,1.0,7.0,left,0.0,0.7724432800023351,,,,,,7.0,1.0,15.0,1.0,,,,,,,,,45.620463405997725,,,,,,,,,45.61163686999498,46.41023230800056,47.20442845799698,47.19392211299419,47.19454883599974,47.20442845799698,47.20442845799698,47.20442845799698,47.98814746499556,left,0.0,0.7724432800023351,,47.99050701699889,47.99954529899696,48.487447994994,48.49417536099645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,16.0,0.0,8.0,left,0.0,1.160038081005041,,,,,,8.0,0.0,16.0,1.0,,,,,,,,,48.49417536099645,,,,,,,,,48.48789673599822,48.83688991499366,49.62982890299463,49.62075605899736,49.62127503100055,49.62982890299463,49.62982890299463,49.62982890299463,50.79231645499385,left,0.0,1.160038081005041,,50.79239766599494,50.80387640499976,51.28743028299505,51.29415224099648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,17.0,1.0,8.0,right,0.0,2.9879215070031933,,,,,,8.0,1.0,17.0,0.0,,,,,,,,,51.29415224099648,,,,,,,,,51.28787527600071,52.086786797997775,52.8793156929969,52.870521813994856,52.87104077199911,52.8793156929969,52.8793156929969,52.8793156929969,55.87060832299903,right,0.0,2.9879215070031933,,55.87068996299786,55.88741610299621,56.3706649109954,56.37738888099557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,18.0,0.0,9.0,right,0.0,1.1500518359971466,,,,,,9.0,0.0,18.0,0.0,,,,,,,,,56.37738888099557,,,,,,,,,56.37111563399958,56.46063434799726,57.2537513089992,57.24417940199783,57.24480625199794,57.2537513089992,57.2537513089992,57.2537513089992,58.4056628929975,right,0.0,1.1500518359971466,,58.40576790299383,58.4126185540008,58.9039489200004,58.91067041899805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,19.0,1.0,9.0,right,1.0,1.341611522002495,,,,,,9.0,1.0,19.0,1.0,,,,,,,,,58.91067041899805,,,,,,,,,58.90438957399601,60.10354868300056,60.89615378699818,60.88723462999769,60.88775033999991,60.89615378699818,60.89615378699818,60.89615378699818,62.2425254310001,right,1.0,1.341611522002495,,62.24460515199462,62.252543286995206,62.73721309699613,62.74760735999735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7373944869978,62.74760735999735,62.74760735999735,64.07099174699397,space,1.314816874000826,,,,,,,,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.07107542999438,64.08164849099558,64.08164849099558,64.99508152199996,space,0.9058398600027432,,,,,,,,,,,,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,0.0,0.0,0.0,right,1.0,0.6514387339993846,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,65.19163783299882,,,,,,,,,65.18192998099403,65.27661578599509,66.07091985499574,66.06039597599738,66.06099270800041,66.07091985499574,66.07091985499574,66.07091985499574,66.72953684799722,,,,,,,,,,,,,,,,,,,,,,,65.00830106799549,65.01955012999679,65.01955012999679,65.17824845399446,space,0.151819828999578,,right,1.0,0.6514387339993846,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,1.0,1.0,0.0,left,1.0,1.2238061009993544,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,66.73710622399813,,,,,,,,,66.72987614699377,67.92599376399448,68.71947481899406,68.7095250919956,68.71013139999559,68.71947481899406,68.71947481899406,68.71947481899406,69.94527186099731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.2238061009993544,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,2.0,0.0,1.0,right,1.0,1.1051004589971851,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,69.95269310199365,,,,,,,,,69.94555718799529,71.14224502299476,71.936138088,71.92591539799469,71.9264769529982,71.936138088,71.936138088,71.936138088,73.04481279599713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1051004589971851,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,3.0,1.0,1.0,right,0.0,1.14908052499959,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,73.05281993099925,,,,,,,,,73.04508244199678,74.24218564299372,75.03598079799849,75.02556383599585,75.02613274399482,75.03598079799849,75.03598079799849,75.03598079799849,76.18673293699976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.14908052499959,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,4.0,0.0,2.0,left,1.0,0.8967594130008365,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,76.19212512999366,,,,,,,,,76.18700392900064,76.27489068399882,77.06922268299968,77.05885485399631,77.05944860399904,77.06922268299968,77.06922268299968,77.06922268299968,77.97099706899462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8967594130008365,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,5.0,1.0,2.0,right,1.0,0.8650263430026826,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,2.0,1.0,5.0,1.0,77.97775318499771,,,,,,,,,77.97128234899719,79.1692727539994,79.960865559995,79.95296044799761,79.95347356199636,79.960865559995,79.960865559995,79.960865559995,80.82829067899729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8650263430026826,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,6.0,0.0,3.0,left,1.0,0.9754750579959364,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,80.83596136099368,,,,,,,,,80.82858958099678,81.62574196599599,82.41932103399449,82.40937098999711,82.40995741899678,82.41932103399449,82.41932103399449,82.41932103399449,83.40413012999488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9754750579959364,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,7.0,1.0,3.0,left,0.0,1.3348229580005864,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,3.0,1.0,7.0,1.0,83.41144983399863,,,,,,,,,83.40442148099828,84.20265947900043,84.99474710999493,84.9863919079944,84.98691009599861,84.99474710999493,84.99474710999493,84.99474710999493,86.33707997099555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.3348229580005864,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,8.0,0.0,4.0,right,1.0,1.1458709849976003,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,4.0,0.0,8.0,1.0,86.34401407199766,,,,,,,,,86.33737273699808,87.53582557699701,88.32672707599704,88.31916161399567,88.3195641919956,88.32672707599704,88.32672707599704,88.32672707599704,89.47803636099707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.1458709849976003,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,9.0,1.0,4.0,right,0.0,1.0473303600010695,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,4.0,1.0,9.0,0.0,89.48600783899747,,,,,,,,,89.4783044959986,90.27536465699814,91.06911756699992,91.05878122300057,91.05931317000068,91.06911756699992,91.06911756699992,91.06911756699992,92.12062683099794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,1.0473303600010695,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,10.0,0.0,5.0,left,1.0,0.8236039210023591,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,5.0,0.0,10.0,0.0,92.12741181999444,,,,,,,,,92.12090192199685,92.91907418999472,93.71072970999376,93.70284969699424,93.70336444999704,93.71072970999376,93.71072970999376,93.71072970999376,94.53674656799558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.8236039210023591,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,11.0,1.0,5.0,right,1.0,0.6676345320011023,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,5.0,1.0,11.0,1.0,94.543956128,,,,,,,,,94.5370380509994,95.73568897199584,96.52759672399408,96.51946258999668,96.51997493599627,96.52759672399408,96.52759672399408,96.52759672399408,97.20362711299822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6676345320011023,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,12.0,0.0,6.0,left,1.0,0.6444858530012425,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,6.0,0.0,12.0,0.0,97.21041067799524,,,,,,,,,97.20388735799496,98.40235926999594,99.19358324399946,99.18563495499984,99.18604363499615,99.19358324399946,99.19358324399946,99.19358324399946,99.84410512599425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6444858530012425,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,13.0,1.0,6.0,right,1.0,1.4435356280009728,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,6.0,1.0,13.0,1.0,99.85206811799436,,,,,,,,,99.84440390300006,99.94160265499522,100.73554485899513,100.72493972799566,100.72547153900086,100.73554485899513,100.73554485899513,100.73554485899513,102.18611739899644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.4435356280009728,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,14.0,0.0,7.0,right,1.0,1.17305212100473,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,7.0,0.0,14.0,1.0,102.19316898899706,,,,,,,,,102.18640214199696,102.2749892799984,103.06886588199995,103.0585593299984,103.05915132099472,103.06886588199995,103.06886588199995,103.06886588199995,104.24422076799964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.17305212100473,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,15.0,1.0,7.0,right,0.0,0.9332863050003652,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,7.0,1.0,15.0,0.0,104.25213222399908,,,,,,,,,104.2445094539944,104.341849163,105.13561351299722,105.12520816599864,105.12574152799787,105.13561351299722,105.13561351299722,105.13561351299722,106.07047523899382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9332863050003652,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,16.0,0.0,8.0,right,1.0,0.8879862629983108,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,8.0,0.0,16.0,1.0,106.0769638329948,,,,,,,,,106.0708583079977,107.26901311199616,108.06072071899688,108.0527571509956,108.05327145199408,108.06072071899688,108.06072071899688,108.06072071899688,108.95967768799892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.8879862629983108,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,17.0,1.0,8.0,left,1.0,0.6123935069990694,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,8.0,1.0,17.0,0.0,108.9701761999968,,,,,,,,,108.96007326499966,109.75293236599828,110.54530248099763,110.53646164399834,110.53694435599756,110.54530248099763,110.54530248099763,110.54530248099763,111.16381224299404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.6123935069990694,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,18.0,0.0,9.0,right,0.0,0.98888196900225,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,9.0,0.0,18.0,0.0,111.17406749200018,,,,,,,,,111.16411003499525,111.5096841669947,112.30272367299769,112.29321117699874,112.2938160479971,112.30272367299769,112.30272367299769,112.30272367299769,113.29802869999548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.98888196900225,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,19.0,1.0,9.0,right,1.0,1.8001941440015798,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,9.0,1.0,19.0,1.0,113.30719085599412,,,,,,,,,113.29844744199364,113.39387190900015,114.19519951099936,114.18647013000007,114.18695450000088,114.19519951099936,114.19519951099936,114.19519951099936,116.00399607599684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,1.8001941440015798,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,20.0,0.0,10.0,right,1.0,5.136333715003275,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,10.0,0.0,20.0,1.0,116.01167540299502,,,,,,,,,116.00431762999506,116.34344075300032,117.13620382099909,117.12665956699492,117.12728177899407,117.13620382099909,117.13620382099909,117.13620382099909,122.27921856799368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,5.136333715003275,,122.1367597799981,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,21.0,1.0,10.0,right,0.0,0.9693176849978044,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,10.0,1.0,21.0,0.0,122.2863856059994,,,,,,,,,122.27950657600012,122.62732939099806,123.42869089499436,123.41967362699506,123.4201834150008,123.42869089499436,123.42869089499436,123.42869089499436,124.40367204499488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.9693176849978044,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,22.0,0.0,11.0,right,1.0,0.9195027929963544,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,11.0,0.0,22.0,1.0,124.41208709499917,,,,,,,,,124.40395949999947,124.75278049599729,125.5453315679988,125.53636057199763,125.536839235996,125.5453315679988,125.5453315679988,125.5453315679988,126.4760796720002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.9195027929963544,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,23.0,1.0,11.0,left,1.0,1.1237914789962815,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,11.0,1.0,23.0,0.0,126.48677004999628,,,,,,,,,126.47640312199655,126.81930093799748,127.6120692819968,127.60306672599836,127.60358110599918,127.6120692819968,127.6120692819968,127.6120692819968,128.74126746699767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,1.1237914789962815,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,24.0,0.0,12.0,right,1.0,0.6961504370046896,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,12.0,0.0,24.0,1.0,128.75250893799966,,,,,,,,,128.7415515429966,129.53602344499814,130.32863356899907,130.3196773210002,130.32016892699903,130.32863356899907,130.32863356899907,130.32863356899907,131.0303613549986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0,0.6961504370046896,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,25.0,1.0,12.0,left,1.0,0.9093178539988004,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,12.0,1.0,25.0,0.0,131.04046916999505,,,,,,,,,131.03065744500054,131.37625018999825,132.16936582500057,132.15981290099444,132.16044586699718,132.16936582500057,132.16936582500057,132.16936582500057,133.0806793409938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0,0.9093178539988004,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,26.0,0.0,13.0,left,0.0,1.2141567950020544,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,13.0,0.0,26.0,1.0,133.10224374399695,,,,,,,,,133.08095335399412,133.42618173099618,134.21936546999495,134.20981801799644,134.21043873999588,134.21936546999495,134.21936546999495,134.21936546999495,135.44215952800005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,1.2141567950020544,,,,,,,sub-209,1,random_dot,85.51441629168541,
left,left,27.0,1.0,13.0,right,0.0,0.6860382180020679,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,13.0,1.0,27.0,0.0,135.4529157739962,,,,,,,,,135.44248429599975,136.63553386099375,137.42741071400087,137.41916342299373,137.41967422000016,137.42741071400087,137.42741071400087,137.42741071400087,138.136963895995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.0,0.6860382180020679,,,,,,,sub-209,1,random_dot,85.51441629168541,
right,right,28.0,0.0,14.0,left,0.0,0.7820103740014019,,speed,space,0.151819828999578,,,,,,0.0,0.0,0.0,1.0,14.0,0.0,28.0,1.0,138.15292314799444,,,,,,,,,138.1375371999966,138.2266391789963,139.01929061699775,139.00979790599376,139.01042625199625,139.01929061699775,139.01929061699775,139.01929061699775,139.80869206399802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.0,0.7820103740014019,,,,,,,sub-209,1,random_dot,85.51441629168541,
